cell,tag,env,engine,l_min,tau,n_qtn,a_n,a_TP,a_PR,C_n,C_TP,C_PR
V0.5_c1,nobgs,9,emmax,3,0.2,19,17,9,0.25077399380805,22,10,0.239234449760766
V0.5_c1,nobgs,9,emmax,3,0.3,19,17,9,0.25077399380805,19,9,0.224376731301939
V0.5_c1,nobgs,9,emmax,3,0.4,19,17,9,0.25077399380805,19,9,0.224376731301939
V0.5_c1,nobgs,9,emmax,3,0.5,19,17,9,0.25077399380805,14,9,0.304511278195489
V0.5_c1,nobgs,9,emmax,3,0.7,19,17,9,0.25077399380805,13,9,0.327935222672065
V0.5_c1,nobgs,9,emmax,5,0.01,19,12,8,0.280701754385965,26,12,0.291497975708502
V0.5_c1,nobgs,9,emmax,5,0.02,19,12,8,0.280701754385965,25,12,0.303157894736842
V0.5_c1,nobgs,9,emmax,5,0.05,19,12,8,0.280701754385965,22,12,0.344497607655502
V0.5_c1,nobgs,9,emmax,5,0.1,19,12,8,0.280701754385965,18,11,0.353801169590643
V0.5_c1,nobgs,9,emmax,5,0.15,19,12,8,0.280701754385965,16,10,0.328947368421053
V0.5_c1,nobgs,9,emmax,5,0.2,19,12,8,0.280701754385965,14,8,0.240601503759399
V0.5_c1,nobgs,9,emmax,5,0.3,19,12,8,0.280701754385965,13,8,0.259109311740891
V0.5_c1,nobgs,9,emmax,5,0.4,19,12,8,0.280701754385965,11,8,0.30622009569378
V0.5_c1,nobgs,9,emmax,5,0.5,19,12,8,0.280701754385965,11,8,0.30622009569378
V0.5_c1,nobgs,9,emmax,5,0.7,19,12,8,0.280701754385965,11,8,0.30622009569378
V0.5_c1,nobgs,9,emmax,10,0.01,19,6,6,0.315789473684211,16,11,0.398026315789474
V0.5_c1,nobgs,9,emmax,10,0.02,19,6,6,0.315789473684211,16,11,0.398026315789474
V0.5_c1,nobgs,9,emmax,10,0.05,19,6,6,0.315789473684211,12,9,0.355263157894737
V0.5_c1,nobgs,9,emmax,10,0.1,19,6,6,0.315789473684211,10,8,0.336842105263158
V0.5_c1,nobgs,9,emmax,10,0.15,19,6,6,0.315789473684211,9,7,0.286549707602339
V0.5_c1,nobgs,9,emmax,10,0.2,19,6,6,0.315789473684211,9,7,0.286549707602339
V0.5_c1,nobgs,9,emmax,10,0.3,19,6,6,0.315789473684211,8,6,0.236842105263158
V0.5_c1,nobgs,9,emmax,10,0.4,19,6,6,0.315789473684211,8,6,0.236842105263158
V0.5_c1,nobgs,9,emmax,10,0.5,19,6,6,0.315789473684211,7,6,0.270676691729323
V0.5_c1,nobgs,9,emmax,10,0.7,19,6,6,0.315789473684211,7,6,0.270676691729323
V0.5_c1,nobgs,9,lfmm,2,0.01,19,12,9,0.355263157894737,34,10,0.154798761609907
V0.5_c1,nobgs,9,lfmm,2,0.02,19,12,9,0.355263157894737,30,10,0.175438596491228
V0.5_c1,nobgs,9,lfmm,2,0.05,19,12,9,0.355263157894737,24,10,0.219298245614035
V0.5_c1,nobgs,9,lfmm,2,0.1,19,12,9,0.355263157894737,23,10,0.22883295194508
V0.5_c1,nobgs,9,lfmm,2,0.15,19,12,9,0.355263157894737,17,10,0.309597523219814
V0.5_c1,nobgs,9,lfmm,2,0.2,19,12,9,0.355263157894737,14,9,0.304511278195489
V0.5_c1,nobgs,9,lfmm,2,0.3,19,12,9,0.355263157894737,12,9,0.355263157894737
V0.5_c1,nobgs,9,lfmm,2,0.4,19,12,9,0.355263157894737,11,9,0.38755980861244
V0.5_c1,nobgs,9,lfmm,2,0.5,19,12,9,0.355263157894737,11,9,0.38755980861244
V0.5_c1,nobgs,9,lfmm,2,0.7,19,12,9,0.355263157894737,9,9,0.473684210526316
V0.5_c1,nobgs,9,lfmm,3,0.01,19,9,8,0.374269005847953,25,10,0.210526315789474
V0.5_c1,nobgs,9,lfmm,3,0.02,19,9,8,0.374269005847953,22,10,0.239234449760766
V0.5_c1,nobgs,9,lfmm,3,0.05,19,9,8,0.374269005847953,18,10,0.292397660818713
V0.5_c1,nobgs,9,lfmm,3,0.1,19,9,8,0.374269005847953,16,10,0.328947368421053
V0.5_c1,nobgs,9,lfmm,3,0.15,19,9,8,0.374269005847953,13,10,0.404858299595142
V0.5_c1,nobgs,9,lfmm,3,0.2,19,9,8,0.374269005847953,12,9,0.355263157894737
V0.5_c1,nobgs,9,lfmm,3,0.3,19,9,8,0.374269005847953,12,9,0.355263157894737
V0.5_c1,nobgs,9,lfmm,3,0.4,19,9,8,0.374269005847953,11,9,0.38755980861244
V0.5_c1,nobgs,9,lfmm,3,0.5,19,9,8,0.374269005847953,10,9,0.426315789473684
V0.5_c1,nobgs,9,lfmm,3,0.7,19,9,8,0.374269005847953,9,9,0.473684210526316
V0.5_c1,nobgs,9,lfmm,5,0.01,19,8,7,0.322368421052632,18,10,0.292397660818713
V0.5_c1,nobgs,9,lfmm,5,0.02,19,8,7,0.322368421052632,15,10,0.350877192982456
V0.5_c1,nobgs,9,lfmm,5,0.05,19,8,7,0.322368421052632,12,10,0.43859649122807
V0.5_c1,nobgs,9,lfmm,5,0.1,19,8,7,0.322368421052632,12,10,0.43859649122807
V0.5_c1,nobgs,9,lfmm,5,0.15,19,8,7,0.322368421052632,10,9,0.426315789473684
V0.5_c1,nobgs,9,lfmm,5,0.2,19,8,7,0.322368421052632,10,9,0.426315789473684
V0.5_c1,nobgs,9,lfmm,5,0.3,19,8,7,0.322368421052632,10,9,0.426315789473684
V0.5_c1,nobgs,9,lfmm,5,0.4,19,8,7,0.322368421052632,10,9,0.426315789473684
V0.5_c1,nobgs,9,lfmm,5,0.5,19,8,7,0.322368421052632,10,9,0.426315789473684
V0.5_c1,nobgs,9,lfmm,5,0.7,19,8,7,0.322368421052632,7,7,0.368421052631579
V0.5_c1,nobgs,9,lfmm,10,0.01,19,6,5,0.219298245614035,13,10,0.404858299595142
V0.5_c1,nobgs,9,lfmm,10,0.02,19,6,5,0.219298245614035,13,10,0.404858299595142
V0.5_c1,nobgs,9,lfmm,10,0.05,19,6,5,0.219298245614035,11,10,0.478468899521531
V0.5_c1,nobgs,9,lfmm,10,0.1,19,6,5,0.219298245614035,10,9,0.426315789473684
V0.5_c1,nobgs,9,lfmm,10,0.15,19,6,5,0.219298245614035,9,8,0.374269005847953
V0.5_c1,nobgs,9,lfmm,10,0.2,19,6,5,0.219298245614035,9,8,0.374269005847953
V0.5_c1,nobgs,9,lfmm,10,0.3,19,6,5,0.219298245614035,7,6,0.270676691729323
V0.5_c1,nobgs,9,lfmm,10,0.4,19,6,5,0.219298245614035,6,5,0.219298245614035
V0.5_c1,nobgs,9,lfmm,10,0.5,19,6,5,0.219298245614035,6,5,0.219298245614035
V0.5_c1,nobgs,9,lfmm,10,0.7,19,6,5,0.219298245614035,5,5,0.263157894736842
V0.5_c1,nobgs,10,emmax,2,0.01,21,36,9,0.107142857142857,91,11,0.0633176347462062
V0.5_c1,nobgs,10,emmax,2,0.02,21,36,9,0.107142857142857,80,12,0.0857142857142857
V0.5_c1,nobgs,10,emmax,2,0.05,21,36,9,0.107142857142857,67,12,0.102345415778252
V0.5_c1,nobgs,10,emmax,2,0.1,21,36,9,0.107142857142857,58,11,0.0993431855500821
V0.5_c1,nobgs,10,emmax,2,0.15,21,36,9,0.107142857142857,51,11,0.112978524743231
V0.5_c1,nobgs,10,emmax,2,0.2,21,36,9,0.107142857142857,47,11,0.122593718338399
V0.5_c1,nobgs,10,emmax,2,0.3,21,36,9,0.107142857142857,37,10,0.128700128700129
V0.5_c1,nobgs,10,emmax,2,0.4,21,36,9,0.107142857142857,36,10,0.132275132275132
V0.5_c1,nobgs,10,emmax,2,0.5,21,36,9,0.107142857142857,31,9,0.124423963133641
V0.5_c1,nobgs,10,emmax,2,0.7,21,36,9,0.107142857142857,18,9,0.214285714285714
V0.5_c1,nobgs,10,emmax,3,0.01,21,22,8,0.138528138528139,62,11,0.0929339477726575
V0.5_c1,nobgs,10,emmax,3,0.02,21,22,8,0.138528138528139,56,12,0.122448979591837
V0.5_c1,nobgs,10,emmax,3,0.05,21,22,8,0.138528138528139,45,11,0.128042328042328
V0.5_c1,nobgs,10,emmax,3,0.1,21,22,8,0.138528138528139,36,10,0.132275132275132
V0.5_c1,nobgs,10,emmax,3,0.15,21,22,8,0.138528138528139,34,10,0.140056022408964
V0.5_c1,nobgs,10,emmax,3,0.2,21,22,8,0.138528138528139,32,10,0.148809523809524
V0.5_c1,nobgs,10,emmax,3,0.3,21,22,8,0.138528138528139,28,9,0.137755102040816
V0.5_c1,nobgs,10,emmax,3,0.4,21,22,8,0.138528138528139,23,8,0.132505175983437
V0.5_c1,nobgs,10,emmax,3,0.5,21,22,8,0.138528138528139,22,8,0.138528138528139
V0.5_c1,nobgs,10,emmax,3,0.7,21,22,8,0.138528138528139,12,7,0.194444444444444
V0.5_c1,nobgs,10,emmax,5,0.01,21,15,8,0.203174603174603,36,9,0.107142857142857
V0.5_c1,nobgs,10,emmax,5,0.02,21,15,8,0.203174603174603,33,10,0.144300144300144
V0.5_c1,nobgs,10,emmax,5,0.05,21,15,8,0.203174603174603,27,9,0.142857142857143
V0.5_c1,nobgs,10,emmax,5,0.1,21,15,8,0.203174603174603,24,9,0.160714285714286
V0.5_c1,nobgs,10,emmax,5,0.15,21,15,8,0.203174603174603,24,9,0.160714285714286
V0.5_c1,nobgs,10,emmax,5,0.2,21,15,8,0.203174603174603,22,9,0.175324675324675
V0.5_c1,nobgs,10,emmax,5,0.3,21,15,8,0.203174603174603,19,9,0.203007518796992
V0.5_c1,nobgs,10,emmax,5,0.4,21,15,8,0.203174603174603,15,8,0.203174603174603
V0.5_c1,nobgs,10,emmax,5,0.5,21,15,8,0.203174603174603,15,8,0.203174603174603
V0.5_c1,nobgs,10,emmax,5,0.7,21,15,8,0.203174603174603,10,7,0.233333333333333
V0.5_c1,nobgs,10,emmax,10,0.01,21,10,6,0.171428571428571,22,7,0.106060606060606
V0.5_c1,nobgs,10,emmax,10,0.02,21,10,6,0.171428571428571,22,8,0.138528138528139
V0.5_c1,nobgs,10,emmax,10,0.05,21,10,6,0.171428571428571,20,8,0.152380952380952
V0.5_c1,nobgs,10,emmax,10,0.1,21,10,6,0.171428571428571,16,7,0.145833333333333
V0.5_c1,nobgs,10,emmax,10,0.15,21,10,6,0.171428571428571,14,7,0.166666666666667
V0.5_c1,nobgs,10,emmax,10,0.2,21,10,6,0.171428571428571,11,7,0.212121212121212
V0.5_c1,nobgs,10,emmax,10,0.3,21,10,6,0.171428571428571,11,7,0.212121212121212
V0.5_c1,nobgs,10,emmax,10,0.4,21,10,6,0.171428571428571,11,7,0.212121212121212
V0.5_c1,nobgs,10,emmax,10,0.5,21,10,6,0.171428571428571,8,6,0.214285714285714
V0.5_c1,nobgs,10,emmax,10,0.7,21,10,6,0.171428571428571,8,6,0.214285714285714
V0.5_c1,nobgs,10,lfmm,2,0.01,21,52,10,0.0915750915750916,92,11,0.0626293995859213
V0.5_c1,nobgs,10,lfmm,2,0.02,21,52,10,0.0915750915750916,85,11,0.0677871148459384
V0.5_c1,nobgs,10,lfmm,2,0.05,21,52,10,0.0915750915750916,76,11,0.0758145363408521
V0.5_c1,nobgs,10,lfmm,2,0.1,21,52,10,0.0915750915750916,73,11,0.0789302022178735
V0.5_c1,nobgs,10,lfmm,2,0.15,21,52,10,0.0915750915750916,66,11,0.0873015873015873
V0.5_c1,nobgs,10,lfmm,2,0.2,21,52,10,0.0915750915750916,64,11,0.0900297619047619
V0.5_c1,nobgs,10,lfmm,2,0.3,21,52,10,0.0915750915750916,58,10,0.0821018062397373
V0.5_c1,nobgs,10,lfmm,2,0.4,21,52,10,0.0915750915750916,49,10,0.0971817298347911
V0.5_c1,nobgs,10,lfmm,2,0.5,21,52,10,0.0915750915750916,39,10,0.122100122100122
V0.5_c1,nobgs,10,lfmm,2,0.7,21,52,10,0.0915750915750916,27,10,0.17636684303351
V0.5_c1,nobgs,10,lfmm,3,0.01,21,36,10,0.132275132275132,71,11,0.0811535881958417
V0.5_c1,nobgs,10,lfmm,3,0.02,21,36,10,0.132275132275132,69,11,0.0835058661145618
V0.5_c1,nobgs,10,lfmm,3,0.05,21,36,10,0.132275132275132,56,10,0.0850340136054422
V0.5_c1,nobgs,10,lfmm,3,0.1,21,36,10,0.132275132275132,49,9,0.0787172011661808
V0.5_c1,nobgs,10,lfmm,3,0.15,21,36,10,0.132275132275132,48,9,0.0803571428571429
V0.5_c1,nobgs,10,lfmm,3,0.2,21,36,10,0.132275132275132,47,9,0.0820668693009119
V0.5_c1,nobgs,10,lfmm,3,0.3,21,36,10,0.132275132275132,42,9,0.0918367346938775
V0.5_c1,nobgs,10,lfmm,3,0.4,21,36,10,0.132275132275132,36,9,0.107142857142857
V0.5_c1,nobgs,10,lfmm,3,0.5,21,36,10,0.132275132275132,31,9,0.124423963133641
V0.5_c1,nobgs,10,lfmm,3,0.7,21,36,10,0.132275132275132,19,9,0.203007518796992
V0.5_c1,nobgs,10,lfmm,5,0.01,21,20,9,0.192857142857143,47,9,0.0820668693009119
V0.5_c1,nobgs,10,lfmm,5,0.02,21,20,9,0.192857142857143,42,9,0.0918367346938775
V0.5_c1,nobgs,10,lfmm,5,0.05,21,20,9,0.192857142857143,38,9,0.101503759398496
V0.5_c1,nobgs,10,lfmm,5,0.1,21,20,9,0.192857142857143,33,8,0.0923520923520923
V0.5_c1,nobgs,10,lfmm,5,0.15,21,20,9,0.192857142857143,32,8,0.0952380952380952
V0.5_c1,nobgs,10,lfmm,5,0.2,21,20,9,0.192857142857143,31,8,0.0983102918586789
V0.5_c1,nobgs,10,lfmm,5,0.3,21,20,9,0.192857142857143,28,8,0.108843537414966
V0.5_c1,nobgs,10,lfmm,5,0.4,21,20,9,0.192857142857143,24,8,0.126984126984127
V0.5_c1,nobgs,10,lfmm,5,0.5,21,20,9,0.192857142857143,21,8,0.145124716553288
V0.5_c1,nobgs,10,lfmm,5,0.7,21,20,9,0.192857142857143,16,7,0.145833333333333
V0.5_c1,nobgs,10,lfmm,10,0.01,21,15,9,0.257142857142857,31,8,0.0983102918586789
V0.5_c1,nobgs,10,lfmm,10,0.02,21,15,9,0.257142857142857,29,8,0.105090311986864
V0.5_c1,nobgs,10,lfmm,10,0.05,21,15,9,0.257142857142857,26,8,0.117216117216117
V0.5_c1,nobgs,10,lfmm,10,0.1,21,15,9,0.257142857142857,23,8,0.132505175983437
V0.5_c1,nobgs,10,lfmm,10,0.15,21,15,9,0.257142857142857,22,8,0.138528138528139
V0.5_c1,nobgs,10,lfmm,10,0.2,21,15,9,0.257142857142857,22,8,0.138528138528139
V0.5_c1,nobgs,10,lfmm,10,0.3,21,15,9,0.257142857142857,20,8,0.152380952380952
V0.5_c1,nobgs,10,lfmm,10,0.4,21,15,9,0.257142857142857,16,8,0.19047619047619
V0.5_c1,nobgs,10,lfmm,10,0.5,21,15,9,0.257142857142857,16,8,0.19047619047619
V0.5_c1,nobgs,10,lfmm,10,0.7,21,15,9,0.257142857142857,11,7,0.212121212121212
V0.5_c2,bgs,1,emmax,2,0.01,33,72,8,0.0269360269360269,155,9,0.0158357771260997
V0.5_c2,bgs,1,emmax,2,0.02,33,72,8,0.0269360269360269,150,9,0.0163636363636364
V0.5_c2,bgs,1,emmax,2,0.05,33,72,8,0.0269360269360269,141,9,0.0174081237911025
V0.5_c2,bgs,1,emmax,2,0.1,33,72,8,0.0269360269360269,130,9,0.0188811188811189
V0.5_c2,bgs,1,emmax,2,0.15,33,72,8,0.0269360269360269,123,9,0.0199556541019956
V0.5_c2,bgs,1,emmax,2,0.2,33,72,8,0.0269360269360269,113,9,0.0217216411906677
V0.5_c2,bgs,1,emmax,2,0.3,33,72,8,0.0269360269360269,95,9,0.0258373205741627
V0.5_c2,bgs,1,emmax,2,0.4,33,72,8,0.0269360269360269,88,8,0.0220385674931129
V0.5_c2,bgs,1,emmax,2,0.5,33,72,8,0.0269360269360269,83,8,0.0233661920408908
V0.5_c2,bgs,1,emmax,2,0.7,33,72,8,0.0269360269360269,67,8,0.0289461781999095
V0.5_c2,bgs,1,emmax,3,0.01,33,58,8,0.0334378265412748,127,9,0.01932712956335
V0.5_c2,bgs,1,emmax,3,0.02,33,58,8,0.0334378265412748,121,9,0.0202854996243426
V0.5_c2,bgs,1,emmax,3,0.05,33,58,8,0.0334378265412748,114,9,0.0215311004784689
V0.5_c2,bgs,1,emmax,3,0.1,33,58,8,0.0334378265412748,103,9,0.0238305383936452
V0.5_c2,bgs,1,emmax,3,0.15,33,58,8,0.0334378265412748,97,9,0.0253045923149016
V0.5_c2,bgs,1,emmax,3,0.2,33,58,8,0.0334378265412748,88,9,0.0278925619834711
V0.5_c2,bgs,1,emmax,3,0.3,33,58,8,0.0334378265412748,74,9,0.0331695331695332
V0.5_c2,bgs,1,emmax,3,0.4,33,58,8,0.0334378265412748,71,8,0.0273154075970977
V0.5_c2,bgs,1,emmax,3,0.5,33,58,8,0.0334378265412748,67,8,0.0289461781999095
V0.5_c2,bgs,1,emmax,3,0.7,33,58,8,0.0334378265412748,55,8,0.0352617079889807
V0.5_c2,bgs,1,emmax,5,0.01,33,37,5,0.0204750204750205,84,9,0.0292207792207792
V0.5_c2,bgs,1,emmax,5,0.02,33,37,5,0.0204750204750205,81,9,0.0303030303030303
V0.5_c2,bgs,1,emmax,5,0.05,33,37,5,0.0204750204750205,76,9,0.0322966507177033
V0.5_c2,bgs,1,emmax,5,0.1,33,37,5,0.0204750204750205,67,8,0.0289461781999095
V0.5_c2,bgs,1,emmax,5,0.15,33,37,5,0.0204750204750205,61,8,0.0317933432687531
V0.5_c2,bgs,1,emmax,5,0.2,33,37,5,0.0204750204750205,57,8,0.0340244550770867
V0.5_c2,bgs,1,emmax,5,0.3,33,37,5,0.0204750204750205,48,7,0.0309343434343434
V0.5_c2,bgs,1,emmax,5,0.4,33,37,5,0.0204750204750205,44,5,0.0172176308539945
V0.5_c2,bgs,1,emmax,5,0.5,33,37,5,0.0204750204750205,40,5,0.0189393939393939
V0.5_c2,bgs,1,emmax,5,0.7,33,37,5,0.0204750204750205,35,5,0.0216450216450216
V0.5_c2,bgs,1,emmax,10,0.01,33,22,4,0.0220385674931129,46,7,0.0322793148880105
V0.5_c2,bgs,1,emmax,10,0.02,33,22,4,0.0220385674931129,43,7,0.0345313601127555
V0.5_c2,bgs,1,emmax,10,0.05,33,22,4,0.0220385674931129,37,7,0.0401310401310401
V0.5_c2,bgs,1,emmax,10,0.1,33,22,4,0.0220385674931129,33,6,0.0330578512396694
V0.5_c2,bgs,1,emmax,10,0.15,33,22,4,0.0220385674931129,32,6,0.0340909090909091
V0.5_c2,bgs,1,emmax,10,0.2,33,22,4,0.0220385674931129,31,6,0.0351906158357771
V0.5_c2,bgs,1,emmax,10,0.3,33,22,4,0.0220385674931129,29,6,0.0376175548589342
V0.5_c2,bgs,1,emmax,10,0.4,33,22,4,0.0220385674931129,26,5,0.0291375291375291
V0.5_c2,bgs,1,emmax,10,0.5,33,22,4,0.0220385674931129,22,4,0.0220385674931129
V0.5_c2,bgs,1,emmax,10,0.7,33,22,4,0.0220385674931129,20,4,0.0242424242424243
V0.5_c2,bgs,1,lfmm,2,0.01,33,207,13,0.0247401551749378,293,16,0.0264763677732961
V0.5_c2,bgs,1,lfmm,2,0.02,33,207,13,0.0247401551749378,288,16,0.0269360269360269
V0.5_c2,bgs,1,lfmm,2,0.05,33,207,13,0.0247401551749378,284,16,0.0273154075970977
V0.5_c2,bgs,1,lfmm,2,0.1,33,207,13,0.0247401551749378,278,16,0.0279049487682581
V0.5_c2,bgs,1,lfmm,2,0.15,33,207,13,0.0247401551749378,272,16,0.0285204991087344
V0.5_c2,bgs,1,lfmm,2,0.2,33,207,13,0.0247401551749378,264,16,0.0293847566574839
V0.5_c2,bgs,1,lfmm,2,0.3,33,207,13,0.0247401551749378,247,16,0.0314071893019261
V0.5_c2,bgs,1,lfmm,2,0.4,33,207,13,0.0247401551749378,239,14,0.0248510206669203
V0.5_c2,bgs,1,lfmm,2,0.5,33,207,13,0.0247401551749378,224,14,0.0265151515151515
V0.5_c2,bgs,1,lfmm,2,0.7,33,207,13,0.0247401551749378,198,14,0.0299969390878482
V0.5_c2,bgs,1,lfmm,3,0.01,33,152,13,0.0336921850079745,225,16,0.0344781144781145
V0.5_c2,bgs,1,lfmm,3,0.02,33,152,13,0.0336921850079745,220,16,0.0352617079889807
V0.5_c2,bgs,1,lfmm,3,0.05,33,152,13,0.0336921850079745,214,16,0.0362503540073634
V0.5_c2,bgs,1,lfmm,3,0.1,33,152,13,0.0336921850079745,210,16,0.036940836940837
V0.5_c2,bgs,1,lfmm,3,0.15,33,152,13,0.0336921850079745,206,16,0.0376581347455134
V0.5_c2,bgs,1,lfmm,3,0.2,33,152,13,0.0336921850079745,203,16,0.0382146589043141
V0.5_c2,bgs,1,lfmm,3,0.3,33,152,13,0.0336921850079745,188,16,0.0412637008381689
V0.5_c2,bgs,1,lfmm,3,0.4,33,152,13,0.0336921850079745,178,14,0.0333673816819884
V0.5_c2,bgs,1,lfmm,3,0.5,33,152,13,0.0336921850079745,167,14,0.0355652331700236
V0.5_c2,bgs,1,lfmm,3,0.7,33,152,13,0.0336921850079745,152,14,0.0390749601275917
V0.5_c2,bgs,1,lfmm,5,0.01,33,97,10,0.0312402374258044,156,13,0.0328282828282828
V0.5_c2,bgs,1,lfmm,5,0.02,33,97,10,0.0312402374258044,149,13,0.0343705511490746
V0.5_c2,bgs,1,lfmm,5,0.05,33,97,10,0.0312402374258044,144,13,0.0355639730639731
V0.5_c2,bgs,1,lfmm,5,0.1,33,97,10,0.0312402374258044,139,13,0.0368432526705908
V0.5_c2,bgs,1,lfmm,5,0.15,33,97,10,0.0312402374258044,139,13,0.0368432526705908
V0.5_c2,bgs,1,lfmm,5,0.2,33,97,10,0.0312402374258044,133,13,0.038505354294828
V0.5_c2,bgs,1,lfmm,5,0.3,33,97,10,0.0312402374258044,127,12,0.0343593414459556
V0.5_c2,bgs,1,lfmm,5,0.4,33,97,10,0.0312402374258044,116,11,0.0316091954022988
V0.5_c2,bgs,1,lfmm,5,0.5,33,97,10,0.0312402374258044,108,11,0.0339506172839506
V0.5_c2,bgs,1,lfmm,5,0.7,33,97,10,0.0312402374258044,98,11,0.0374149659863946
V0.5_c2,bgs,1,lfmm,10,0.01,33,54,8,0.0359147025813692,89,13,0.0575417092271025
V0.5_c2,bgs,1,lfmm,10,0.02,33,54,8,0.0359147025813692,85,13,0.0602495543672014
V0.5_c2,bgs,1,lfmm,10,0.05,33,54,8,0.0359147025813692,82,13,0.0624538063562454
V0.5_c2,bgs,1,lfmm,10,0.1,33,54,8,0.0359147025813692,81,13,0.0632248410026188
V0.5_c2,bgs,1,lfmm,10,0.15,33,54,8,0.0359147025813692,79,13,0.064825469888761
V0.5_c2,bgs,1,lfmm,10,0.2,33,54,8,0.0359147025813692,74,13,0.0692055692055692
V0.5_c2,bgs,1,lfmm,10,0.3,33,54,8,0.0359147025813692,68,11,0.053921568627451
V0.5_c2,bgs,1,lfmm,10,0.4,33,54,8,0.0359147025813692,65,10,0.0466200466200466
V0.5_c2,bgs,1,lfmm,10,0.5,33,54,8,0.0359147025813692,61,10,0.0496770988574267
V0.5_c2,bgs,1,lfmm,10,0.7,33,54,8,0.0359147025813692,56,10,0.0541125541125541
V0.5_c2,bgs,2,emmax,2,0.01,35,171,10,0.0167084377610693,258,13,0.0187153931339978
V0.5_c2,bgs,2,emmax,2,0.02,35,171,10,0.0167084377610693,256,13,0.0188616071428571
V0.5_c2,bgs,2,emmax,2,0.05,35,171,10,0.0167084377610693,253,13,0.0190852625635234
V0.5_c2,bgs,2,emmax,2,0.1,35,171,10,0.0167084377610693,241,13,0.0200355660936574
V0.5_c2,bgs,2,emmax,2,0.15,35,171,10,0.0167084377610693,233,13,0.0207234825260576
V0.5_c2,bgs,2,emmax,2,0.2,35,171,10,0.0167084377610693,229,12,0.0179663131628197
V0.5_c2,bgs,2,emmax,2,0.3,35,171,10,0.0167084377610693,219,12,0.0187866927592955
V0.5_c2,bgs,2,emmax,2,0.4,35,171,10,0.0167084377610693,214,11,0.016154873164219
V0.5_c2,bgs,2,emmax,2,0.5,35,171,10,0.0167084377610693,206,11,0.0167822468793343
V0.5_c2,bgs,2,emmax,2,0.7,35,171,10,0.0167084377610693,182,11,0.0189952904238619
V0.5_c2,bgs,2,emmax,3,0.01,35,133,9,0.0174006444683136,210,13,0.0229931972789116
V0.5_c2,bgs,2,emmax,3,0.02,35,133,9,0.0174006444683136,208,13,0.0232142857142857
V0.5_c2,bgs,2,emmax,3,0.05,35,133,9,0.0174006444683136,203,13,0.0237860661505982
V0.5_c2,bgs,2,emmax,3,0.1,35,133,9,0.0174006444683136,193,13,0.0250185048112509
V0.5_c2,bgs,2,emmax,3,0.15,35,133,9,0.0174006444683136,183,13,0.0263856362217018
V0.5_c2,bgs,2,emmax,3,0.2,35,133,9,0.0174006444683136,179,12,0.0229848363926576
V0.5_c2,bgs,2,emmax,3,0.3,35,133,9,0.0174006444683136,168,12,0.0244897959183673
V0.5_c2,bgs,2,emmax,3,0.4,35,133,9,0.0174006444683136,167,11,0.0207014542343884
V0.5_c2,bgs,2,emmax,3,0.5,35,133,9,0.0174006444683136,161,11,0.0214729370008873
V0.5_c2,bgs,2,emmax,3,0.7,35,133,9,0.0174006444683136,145,11,0.0238423645320197
V0.5_c2,bgs,2,emmax,5,0.01,35,100,9,0.0231428571428571,156,13,0.030952380952381
V0.5_c2,bgs,2,emmax,5,0.02,35,100,9,0.0231428571428571,156,13,0.030952380952381
V0.5_c2,bgs,2,emmax,5,0.05,35,100,9,0.0231428571428571,153,13,0.0315592903828198
V0.5_c2,bgs,2,emmax,5,0.1,35,100,9,0.0231428571428571,149,13,0.0324065196548418
V0.5_c2,bgs,2,emmax,5,0.15,35,100,9,0.0231428571428571,140,13,0.0344897959183674
V0.5_c2,bgs,2,emmax,5,0.2,35,100,9,0.0231428571428571,133,11,0.0259935553168636
V0.5_c2,bgs,2,emmax,5,0.3,35,100,9,0.0231428571428571,124,11,0.0278801843317972
V0.5_c2,bgs,2,emmax,5,0.4,35,100,9,0.0231428571428571,123,10,0.0232288037166086
V0.5_c2,bgs,2,emmax,5,0.5,35,100,9,0.0231428571428571,119,10,0.0240096038415366
V0.5_c2,bgs,2,emmax,5,0.7,35,100,9,0.0231428571428571,101,9,0.0229137199434229
V0.5_c2,bgs,2,emmax,10,0.01,35,66,8,0.0277056277056277,99,12,0.0415584415584416
V0.5_c2,bgs,2,emmax,10,0.02,35,66,8,0.0277056277056277,98,12,0.0419825072886297
V0.5_c2,bgs,2,emmax,10,0.05,35,66,8,0.0277056277056277,96,12,0.0428571428571429
V0.5_c2,bgs,2,emmax,10,0.1,35,66,8,0.0277056277056277,94,12,0.0437689969604863
V0.5_c2,bgs,2,emmax,10,0.15,35,66,8,0.0277056277056277,86,12,0.0478405315614618
V0.5_c2,bgs,2,emmax,10,0.2,35,66,8,0.0277056277056277,81,11,0.0426807760141093
V0.5_c2,bgs,2,emmax,10,0.3,35,66,8,0.0277056277056277,77,11,0.0448979591836735
V0.5_c2,bgs,2,emmax,10,0.4,35,66,8,0.0277056277056277,80,10,0.0357142857142857
V0.5_c2,bgs,2,emmax,10,0.5,35,66,8,0.0277056277056277,78,9,0.0296703296703297
V0.5_c2,bgs,2,emmax,10,0.7,35,66,8,0.0277056277056277,65,8,0.0281318681318681
V0.5_c2,bgs,2,lfmm,2,0.01,35,334,13,0.0144568006843456,364,14,0.0153846153846154
V0.5_c2,bgs,2,lfmm,2,0.02,35,334,13,0.0144568006843456,364,14,0.0153846153846154
V0.5_c2,bgs,2,lfmm,2,0.05,35,334,13,0.0144568006843456,375,13,0.0128761904761905
