cell,tag,env,engine,rho_ld,l_min,n_qtn,a_n,a_TP,a_PR,C_n,C_TP,C_PR
V0.5_c1,bgs,5,emmax,0.99,2,14,20,10,0.357142857142857,31,11,0.278801843317972
V0.5_c1,bgs,5,emmax,0.99,3,14,17,10,0.420168067226891,23,11,0.375776397515528
V0.5_c1,bgs,5,emmax,0.99,5,14,12,7,0.291666666666667,20,11,0.432142857142857
V0.5_c1,bgs,5,emmax,0.99,10,14,9,7,0.388888888888889,16,10,0.446428571428571
V0.5_c1,bgs,5,lfmm,0.99,2,14,13,11,0.664835164835165,23,11,0.375776397515528
V0.5_c1,bgs,5,lfmm,0.99,3,14,13,11,0.664835164835165,20,11,0.432142857142857
V0.5_c1,bgs,5,lfmm,0.99,5,14,13,11,0.664835164835165,17,11,0.508403361344538
V0.5_c1,bgs,5,lfmm,0.99,10,14,12,11,0.720238095238095,16,11,0.540178571428571
V0.5_c1,bgs,6,emmax,0.5,2,17,26,8,0.144796380090498,39,8,0.0965309200603318
V0.5_c1,bgs,6,emmax,0.5,3,17,17,8,0.221453287197232,24,8,0.156862745098039
V0.5_c1,bgs,6,emmax,0.5,5,17,10,7,0.288235294117647,12,8,0.313725490196078
V0.5_c1,bgs,6,emmax,0.5,10,17,5,5,0.294117647058824,7,5,0.210084033613445
V0.5_c1,bgs,6,lfmm,0.5,2,17,32,9,0.148897058823529,56,9,0.0850840336134454
V0.5_c1,bgs,6,lfmm,0.5,3,17,23,9,0.207161125319693,34,9,0.140138408304498
V0.5_c1,bgs,6,lfmm,0.5,5,17,16,9,0.297794117647059,26,9,0.183257918552036
V0.5_c1,bgs,6,lfmm,0.5,10,17,9,6,0.235294117647059,16,8,0.235294117647059
V0.5_c1,bgs,6,emmax,0.6,2,17,26,8,0.144796380090498,39,8,0.0965309200603318
V0.5_c1,bgs,6,emmax,0.6,3,17,17,8,0.221453287197232,24,8,0.156862745098039
V0.5_c1,bgs,6,emmax,0.6,5,17,10,7,0.288235294117647,14,8,0.26890756302521
V0.5_c1,bgs,6,emmax,0.6,10,17,5,5,0.294117647058824,8,6,0.264705882352941
V0.5_c1,bgs,6,lfmm,0.6,2,17,31,9,0.153700189753321,50,9,0.0952941176470588
V0.5_c1,bgs,6,lfmm,0.6,3,17,24,9,0.198529411764706,37,9,0.128775834658188
V0.5_c1,bgs,6,lfmm,0.6,5,17,17,9,0.280276816608997,29,9,0.164300202839757
V0.5_c1,bgs,6,lfmm,0.6,10,17,11,8,0.342245989304813,17,9,0.280276816608997
V0.5_c1,bgs,6,emmax,0.75,2,17,25,8,0.150588235294118,37,8,0.101748807631161
V0.5_c1,bgs,6,emmax,0.75,3,17,16,8,0.235294117647059,23,8,0.163682864450128
V0.5_c1,bgs,6,emmax,0.75,5,17,11,7,0.262032085561497,14,8,0.26890756302521
V0.5_c1,bgs,6,emmax,0.75,10,17,5,5,0.294117647058824,8,6,0.264705882352941
V0.5_c1,bgs,6,lfmm,0.75,2,17,29,9,0.164300202839757,48,9,0.099264705882353
V0.5_c1,bgs,6,lfmm,0.75,3,17,22,9,0.216577540106952,35,9,0.136134453781513
V0.5_c1,bgs,6,lfmm,0.75,5,17,17,9,0.280276816608997,27,9,0.176470588235294
V0.5_c1,bgs,6,lfmm,0.75,10,17,11,9,0.433155080213904,17,9,0.280276816608997
V0.5_c1,bgs,6,emmax,0.85,2,17,25,8,0.150588235294118,38,8,0.0990712074303405
V0.5_c1,bgs,6,emmax,0.85,3,17,16,8,0.235294117647059,24,8,0.156862745098039
V0.5_c1,bgs,6,emmax,0.85,5,17,11,7,0.262032085561497,15,8,0.250980392156863
V0.5_c1,bgs,6,emmax,0.85,10,17,5,5,0.294117647058824,9,6,0.235294117647059
V0.5_c1,bgs,6,lfmm,0.85,2,17,29,9,0.164300202839757,48,9,0.099264705882353
V0.5_c1,bgs,6,lfmm,0.85,3,17,22,9,0.216577540106952,36,9,0.132352941176471
V0.5_c1,bgs,6,lfmm,0.85,5,17,17,9,0.280276816608997,28,9,0.170168067226891
V0.5_c1,bgs,6,lfmm,0.85,10,17,11,9,0.433155080213904,17,9,0.280276816608997
V0.5_c1,bgs,6,emmax,0.9,2,17,25,8,0.150588235294118,38,8,0.0990712074303405
V0.5_c1,bgs,6,emmax,0.9,3,17,18,8,0.209150326797386,26,8,0.144796380090498
V0.5_c1,bgs,6,emmax,0.9,5,17,11,7,0.262032085561497,15,8,0.250980392156863
V0.5_c1,bgs,6,emmax,0.9,10,17,5,5,0.294117647058824,9,6,0.235294117647059
V0.5_c1,bgs,6,lfmm,0.9,2,17,29,9,0.164300202839757,48,9,0.099264705882353
V0.5_c1,bgs,6,lfmm,0.9,3,17,22,9,0.216577540106952,36,9,0.132352941176471
V0.5_c1,bgs,6,lfmm,0.9,5,17,17,9,0.280276816608997,28,9,0.170168067226891
V0.5_c1,bgs,6,lfmm,0.9,10,17,11,9,0.433155080213904,17,9,0.280276816608997
V0.5_c1,bgs,6,emmax,0.95,2,17,25,8,0.150588235294118,38,8,0.0990712074303405
V0.5_c1,bgs,6,emmax,0.95,3,17,18,8,0.209150326797386,26,8,0.144796380090498
V0.5_c1,bgs,6,emmax,0.95,5,17,11,7,0.262032085561497,15,8,0.250980392156863
V0.5_c1,bgs,6,emmax,0.95,10,17,5,5,0.294117647058824,9,6,0.235294117647059
V0.5_c1,bgs,6,lfmm,0.95,2,17,28,9,0.170168067226891,47,9,0.101376720901126
V0.5_c1,bgs,6,lfmm,0.95,3,17,22,9,0.216577540106952,35,9,0.136134453781513
V0.5_c1,bgs,6,lfmm,0.95,5,17,17,9,0.280276816608997,27,9,0.176470588235294
V0.5_c1,bgs,6,lfmm,0.95,10,17,11,9,0.433155080213904,17,9,0.280276816608997
V0.5_c1,bgs,6,emmax,0.99,2,17,25,8,0.150588235294118,38,8,0.0990712074303405
V0.5_c1,bgs,6,emmax,0.99,3,17,18,8,0.209150326797386,26,8,0.144796380090498
V0.5_c1,bgs,6,emmax,0.99,5,17,11,7,0.262032085561497,15,8,0.250980392156863
V0.5_c1,bgs,6,emmax,0.99,10,17,5,5,0.294117647058824,9,6,0.235294117647059
V0.5_c1,bgs,6,lfmm,0.99,2,17,28,9,0.170168067226891,47,9,0.101376720901126
V0.5_c1,bgs,6,lfmm,0.99,3,17,22,9,0.216577540106952,35,9,0.136134453781513
V0.5_c1,bgs,6,lfmm,0.99,5,17,17,9,0.280276816608997,27,9,0.176470588235294
V0.5_c1,bgs,6,lfmm,0.99,10,17,11,9,0.433155080213904,17,9,0.280276816608997
V0.5_c1,bgs,7,emmax,0.5,2,19,22,14,0.4688995215311,39,13,0.228070175438597
V0.5_c1,bgs,7,emmax,0.5,3,19,15,9,0.284210526315789,30,11,0.212280701754386
V0.5_c1,bgs,7,emmax,0.5,5,19,10,8,0.336842105263158,21,9,0.203007518796992
V0.5_c1,bgs,7,emmax,0.5,10,19,3,3,0.157894736842105,14,8,0.240601503759399
V0.5_c1,bgs,7,lfmm,0.5,2,19,20,13,0.444736842105263,34,14,0.303405572755418
V0.5_c1,bgs,7,lfmm,0.5,3,19,17,10,0.309597523219814,30,12,0.252631578947368
V0.5_c1,bgs,7,lfmm,0.5,5,19,13,9,0.327935222672065,23,9,0.185354691075515
V0.5_c1,bgs,7,lfmm,0.5,10,19,6,4,0.140350877192982,15,7,0.171929824561404
V0.5_c1,bgs,7,emmax,0.6,2,19,21,13,0.423558897243108,37,13,0.240398293029872
V0.5_c1,bgs,7,emmax,0.6,3,19,15,10,0.350877192982456,28,11,0.227443609022556
V0.5_c1,bgs,7,emmax,0.6,5,19,11,9,0.38755980861244,21,9,0.203007518796992
V0.5_c1,bgs,7,emmax,0.6,10,19,3,3,0.157894736842105,14,8,0.240601503759399
V0.5_c1,bgs,7,lfmm,0.6,2,19,20,13,0.444736842105263,34,14,0.303405572755418
V0.5_c1,bgs,7,lfmm,0.6,3,19,17,10,0.309597523219814,30,12,0.252631578947368
V0.5_c1,bgs,7,lfmm,0.6,5,19,13,9,0.327935222672065,23,9,0.185354691075515
V0.5_c1,bgs,7,lfmm,0.6,10,19,6,4,0.140350877192982,15,7,0.171929824561404
V0.5_c1,bgs,7,emmax,0.75,2,19,22,13,0.404306220095694,38,14,0.271468144044321
V0.5_c1,bgs,7,emmax,0.75,3,19,16,11,0.398026315789474,28,13,0.317669172932331
V0.5_c1,bgs,7,emmax,0.75,5,19,11,9,0.38755980861244,21,11,0.303258145363409
V0.5_c1,bgs,7,emmax,0.75,10,19,3,3,0.157894736842105,14,8,0.240601503759399
V0.5_c1,bgs,7,lfmm,0.75,2,19,20,13,0.444736842105263,32,15,0.370065789473684
V0.5_c1,bgs,7,lfmm,0.75,3,19,17,10,0.309597523219814,29,14,0.355716878402904
V0.5_c1,bgs,7,lfmm,0.75,5,19,14,10,0.37593984962406,23,10,0.22883295194508
V0.5_c1,bgs,7,lfmm,0.75,10,19,6,4,0.140350877192982,16,8,0.210526315789474
V0.5_c1,bgs,7,emmax,0.85,2,19,22,13,0.404306220095694,37,14,0.278805120910384
V0.5_c1,bgs,7,emmax,0.85,3,19,16,11,0.398026315789474,28,13,0.317669172932331
V0.5_c1,bgs,7,emmax,0.85,5,19,11,9,0.38755980861244,22,11,0.289473684210526
V0.5_c1,bgs,7,emmax,0.85,10,19,3,3,0.157894736842105,14,8,0.240601503759399
V0.5_c1,bgs,7,lfmm,0.85,2,19,19,13,0.46814404432133,31,15,0.382003395585739
V0.5_c1,bgs,7,lfmm,0.85,3,19,16,10,0.328947368421053,28,14,0.368421052631579
V0.5_c1,bgs,7,lfmm,0.85,5,19,14,10,0.37593984962406,23,10,0.22883295194508
V0.5_c1,bgs,7,lfmm,0.85,10,19,7,4,0.120300751879699,16,8,0.210526315789474
V0.5_c1,bgs,7,emmax,0.9,2,19,22,13,0.404306220095694,35,14,0.294736842105263
V0.5_c1,bgs,7,emmax,0.9,3,19,16,11,0.398026315789474,27,13,0.329434697855751
V0.5_c1,bgs,7,emmax,0.9,5,19,11,9,0.38755980861244,21,11,0.303258145363409
V0.5_c1,bgs,7,emmax,0.9,10,19,3,3,0.157894736842105,14,8,0.240601503759399
V0.5_c1,bgs,7,lfmm,0.9,2,19,19,13,0.46814404432133,32,15,0.370065789473684
V0.5_c1,bgs,7,lfmm,0.9,3,19,16,10,0.328947368421053,29,14,0.355716878402904
V0.5_c1,bgs,7,lfmm,0.9,5,19,14,10,0.37593984962406,23,10,0.22883295194508
V0.5_c1,bgs,7,lfmm,0.9,10,19,7,4,0.120300751879699,16,8,0.210526315789474
V0.5_c1,bgs,7,emmax,0.95,2,19,22,13,0.404306220095694,33,14,0.312599681020734
V0.5_c1,bgs,7,emmax,0.95,3,19,16,11,0.398026315789474,26,13,0.342105263157895
V0.5_c1,bgs,7,emmax,0.95,5,19,11,9,0.38755980861244,21,11,0.303258145363409
V0.5_c1,bgs,7,emmax,0.95,10,19,3,3,0.157894736842105,15,9,0.284210526315789
V0.5_c1,bgs,7,lfmm,0.95,2,19,19,13,0.46814404432133,32,15,0.370065789473684
V0.5_c1,bgs,7,lfmm,0.95,3,19,16,10,0.328947368421053,30,14,0.343859649122807
V0.5_c1,bgs,7,lfmm,0.95,5,19,14,10,0.37593984962406,23,10,0.22883295194508
V0.5_c1,bgs,7,lfmm,0.95,10,19,7,4,0.120300751879699,16,8,0.210526315789474
V0.5_c1,bgs,7,emmax,0.99,2,19,22,13,0.404306220095694,32,14,0.322368421052632
V0.5_c1,bgs,7,emmax,0.99,3,19,16,11,0.398026315789474,25,13,0.355789473684211
V0.5_c1,bgs,7,emmax,0.99,5,19,11,9,0.38755980861244,21,11,0.303258145363409
V0.5_c1,bgs,7,emmax,0.99,10,19,3,3,0.157894736842105,15,9,0.284210526315789
V0.5_c1,bgs,7,lfmm,0.99,2,19,19,13,0.46814404432133,32,15,0.370065789473684
V0.5_c1,bgs,7,lfmm,0.99,3,19,16,10,0.328947368421053,30,14,0.343859649122807
V0.5_c1,bgs,7,lfmm,0.99,5,19,14,10,0.37593984962406,23,10,0.22883295194508
V0.5_c1,bgs,7,lfmm,0.99,10,19,7,4,0.120300751879699,16,8,0.210526315789474
V0.5_c1,bgs,8,emmax,0.5,2,20,31,10,0.161290322580645,56,13,0.150892857142857
V0.5_c1,bgs,8,emmax,0.5,3,20,25,10,0.2,39,13,0.216666666666667
V0.5_c1,bgs,8,emmax,0.5,5,20,16,7,0.153125,26,12,0.276923076923077
V0.5_c1,bgs,8,emmax,0.5,10,20,10,5,0.125,20,11,0.3025
V0.5_c1,bgs,8,lfmm,0.5,2,20,46,14,0.21304347826087,89,14,0.110112359550562
V0.5_c1,bgs,8,lfmm,0.5,3,20,35,13,0.241428571428571,66,14,0.148484848484848
V0.5_c1,bgs,8,lfmm,0.5,5,20,21,12,0.342857142857143,41,13,0.20609756097561
V0.5_c1,bgs,8,lfmm,0.5,10,20,16,10,0.3125,25,11,0.242
V0.5_c1,bgs,8,emmax,0.6,2,20,27,10,0.185185185185185,49,13,0.172448979591837
V0.5_c1,bgs,8,emmax,0.6,3,20,22,10,0.227272727272727,36,13,0.234722222222222
V0.5_c1,bgs,8,emmax,0.6,5,20,16,7,0.153125,23,12,0.31304347826087
V0.5_c1,bgs,8,emmax,0.6,10,20,11,5,0.113636363636364,17,11,0.355882352941177
V0.5_c1,bgs,8,lfmm,0.6,2,20,46,14,0.21304347826087,81,14,0.120987654320988
V0.5_c1,bgs,8,lfmm,0.6,3,20,34,13,0.248529411764706,65,14,0.150769230769231
V0.5_c1,bgs,8,lfmm,0.6,5,20,22,12,0.327272727272727,41,13,0.20609756097561
V0.5_c1,bgs,8,lfmm,0.6,10,20,16,10,0.3125,25,11,0.242
V0.5_c1,bgs,8,emmax,0.75,2,20,27,10,0.185185185185185,47,13,0.179787234042553
V0.5_c1,bgs,8,emmax,0.75,3,20,22,10,0.227272727272727,36,13,0.234722222222222
V0.5_c1,bgs,8,emmax,0.75,5,20,16,7,0.153125,23,12,0.31304347826087
V0.5_c1,bgs,8,emmax,0.75,10,20,11,5,0.113636363636364,17,11,0.355882352941177
V0.5_c1,bgs,8,lfmm,0.75,2,20,39,13,0.216666666666667,70,14,0.14
V0.5_c1,bgs,8,lfmm,0.75,3,20,29,12,0.248275862068966,54,13,0.156481481481481
V0.5_c1,bgs,8,lfmm,0.75,5,20,20,11,0.3025,32,12,0.225
V0.5_c1,bgs,8,lfmm,0.75,10,20,14,10,0.357142857142857,22,10,0.227272727272727
V0.5_c1,bgs,8,emmax,0.85,2,20,27,10,0.185185185185185,46,13,0.183695652173913
V0.5_c1,bgs,8,emmax,0.85,3,20,22,10,0.227272727272727,34,13,0.248529411764706
V0.5_c1,bgs,8,emmax,0.85,5,20,17,7,0.144117647058824,23,12,0.31304347826087
V0.5_c1,bgs,8,emmax,0.85,10,20,11,5,0.113636363636364,17,11,0.355882352941177
V0.5_c1,bgs,8,lfmm,0.85,2,20,38,13,0.222368421052632,65,14,0.150769230769231
V0.5_c1,bgs,8,lfmm,0.85,3,20,29,12,0.248275862068966,52,13,0.1625
V0.5_c1,bgs,8,lfmm,0.85,5,20,21,11,0.288095238095238,33,12,0.218181818181818
V0.5_c1,bgs,8,lfmm,0.85,10,20,14,10,0.357142857142857,23,10,0.217391304347826
V0.5_c1,bgs,8,emmax,0.9,2,20,27,10,0.185185185185185,46,13,0.183695652173913
V0.5_c1,bgs,8,emmax,0.9,3,20,21,10,0.238095238095238,32,13,0.2640625
V0.5_c1,bgs,8,emmax,0.9,5,20,16,7,0.153125,22,12,0.327272727272727
V0.5_c1,bgs,8,emmax,0.9,10,20,10,5,0.125,16,11,0.378125
V0.5_c1,bgs,8,lfmm,0.9,2,20,39,13,0.216666666666667,63,14,0.155555555555556
V0.5_c1,bgs,8,lfmm,0.9,3,20,30,12,0.24,52,13,0.1625
V0.5_c1,bgs,8,lfmm,0.9,5,20,21,11,0.288095238095238,33,12,0.218181818181818
V0.5_c1,bgs,8,lfmm,0.9,10,20,14,10,0.357142857142857,23,10,0.217391304347826
V0.5_c1,bgs,8,emmax,0.95,2,20,27,10,0.185185185185185,48,13,0.176041666666667
V0.5_c1,bgs,8,emmax,0.95,3,20,21,10,0.238095238095238,32,13,0.2640625
V0.5_c1,bgs,8,emmax,0.95,5,20,16,7,0.153125,22,12,0.327272727272727
V0.5_c1,bgs,8,emmax,0.95,10,20,10,5,0.125,16,11,0.378125
V0.5_c1,bgs,8,lfmm,0.95,2,20,39,13,0.216666666666667,63,14,0.155555555555556
V0.5_c1,bgs,8,lfmm,0.95,3,20,30,12,0.24,52,13,0.1625
V0.5_c1,bgs,8,lfmm,0.95,5,20,21,11,0.288095238095238,33,12,0.218181818181818
V0.5_c1,bgs,8,lfmm,0.95,10,20,14,10,0.357142857142857,23,10,0.217391304347826
V0.5_c1,bgs,8,emmax,0.99,2,20,28,10,0.178571428571429,48,13,0.176041666666667
V0.5_c1,bgs,8,emmax,0.99,3,20,21,10,0.238095238095238,32,13,0.2640625
V0.5_c1,bgs,8,emmax,0.99,5,20,16,7,0.153125,22,12,0.327272727272727
V0.5_c1,bgs,8,emmax,0.99,10,20,10,5,0.125,16,11,0.378125
V0.5_c1,bgs,8,lfmm,0.99,2,20,39,13,0.216666666666667,63,14,0.155555555555556
V0.5_c1,bgs,8,lfmm,0.99,3,20,30,12,0.24,52,13,0.1625
V0.5_c1,bgs,8,lfmm,0.99,5,20,21,11,0.288095238095238,33,12,0.218181818181818
V0.5_c1,bgs,8,lfmm,0.99,10,20,14,10,0.357142857142857,23,10,0.217391304347826
V0.5_c1,bgs,9,emmax,0.5,2,20,6,5,0.208333333333333,10,7,0.245
V0.5_c1,bgs,9,emmax,0.5,3,20,6,5,0.208333333333333,9,7,0.272222222222222
V0.5_c1,bgs,9,emmax,0.5,5,20,4,3,0.1125,9,7,0.272222222222222
V0.5_c1,bgs,9,emmax,0.5,10,20,2,2,0.1,6,5,0.208333333333333
V0.5_c1,bgs,9,lfmm,0.5,2,20,5,4,0.16,11,7,0.222727272727273
V0.5_c1,bgs,9,lfmm,0.5,3,20,4,3,0.1125,10,7,0.245
V0.5_c1,bgs,9,lfmm,0.5,5,20,3,3,0.15,9,7,0.272222222222222
V0.5_c1,bgs,9,lfmm,0.5,10,20,2,2,0.1,6,5,0.208333333333333
V0.5_c1,bgs,9,emmax,0.6,2,20,6,5,0.208333333333333,10,7,0.245
V0.5_c1,bgs,9,emmax,0.6,3,20,6,5,0.208333333333333,9,7,0.272222222222222
V0.5_c1,bgs,9,emmax,0.6,5,20,4,3,0.1125,9,7,0.272222222222222
V0.5_c1,bgs,9,emmax,0.6,10,20,2,2,0.1,6,5,0.208333333333333
V0.5_c1,bgs,9,lfmm,0.6,2,20,5,4,0.16,11,7,0.222727272727273
V0.5_c1,bgs,9,lfmm,0.6,3,20,4,3,0.1125,10,7,0.245
V0.5_c1,bgs,9,lfmm,0.6,5,20,3,3,0.15,10,7,0.245
V0.5_c1,bgs,9,lfmm,0.6,10,20,2,2,0.1,6,5,0.208333333333333
V0.5_c1,bgs,9,emmax,0.75,2,20,6,5,0.208333333333333,10,7,0.245
V0.5_c1,bgs,9,emmax,0.75,3,20,6,5,0.208333333333333,9,7,0.272222222222222
V0.5_c1,bgs,9,emmax,0.75,5,20,4,3,0.1125,9,7,0.272222222222222
V0.5_c1,bgs,9,emmax,0.75,10,20,2,2,0.1,6,5,0.208333333333333
V0.5_c1,bgs,9,lfmm,0.75,2,20,5,4,0.16,11,7,0.222727272727273
V0.5_c1,bgs,9,lfmm,0.75,3,20,4,3,0.1125,10,7,0.245
V0.5_c1,bgs,9,lfmm,0.75,5,20,3,3,0.15,10,7,0.245
V0.5_c1,bgs,9,lfmm,0.75,10,20,2,2,0.1,6,5,0.208333333333333
V0.5_c1,bgs,9,emmax,0.85,2,20,6,5,0.208333333333333,10,7,0.245
V0.5_c1,bgs,9,emmax,0.85,3,20,6,5,0.208333333333333,9,7,0.272222222222222
V0.5_c1,bgs,9,emmax,0.85,5,20,4,3,0.1125,9,7,0.272222222222222
V0.5_c1,bgs,9,emmax,0.85,10,20,2,2,0.1,6,5,0.208333333333333
V0.5_c1,bgs,9,lfmm,0.85,2,20,5,4,0.16,11,7,0.222727272727273
V0.5_c1,bgs,9,lfmm,0.85,3,20,4,3,0.1125,10,7,0.245
V0.5_c1,bgs,9,lfmm,0.85,5,20,3,3,0.15,10,7,0.245
V0.5_c1,bgs,9,lfmm,0.85,10,20,2,2,0.1,6,5,0.208333333333333
V0.5_c1,bgs,9,emmax,0.9,2,20,6,5,0.208333333333333,10,7,0.245
V0.5_c1,bgs,9,emmax,0.9,3,20,6,5,0.208333333333333,9,7,0.272222222222222
V0.5_c1,bgs,9,emmax,0.9,5,20,4,3,0.1125,9,7,0.272222222222222
V0.5_c1,bgs,9,emmax,0.9,10,20,2,2,0.1,6,5,0.208333333333333
V0.5_c1,bgs,9,lfmm,0.9,2,20,5,4,0.16,11,7,0.222727272727273
V0.5_c1,bgs,9,lfmm,0.9,3,20,4,3,0.1125,10,7,0.245
V0.5_c1,bgs,9,lfmm,0.9,5,20,3,3,0.15,10,7,0.245
V0.5_c1,bgs,9,lfmm,0.9,10,20,2,2,0.1,6,5,0.208333333333333
V0.5_c1,bgs,9,emmax,0.95,2,20,6,5,0.208333333333333,10,7,0.245
V0.5_c1,bgs,9,emmax,0.95,3,20,6,5,0.208333333333333,9,7,0.272222222222222
V0.5_c1,bgs,9,emmax,0.95,5,20,4,3,0.1125,9,7,0.272222222222222
V0.5_c1,bgs,9,emmax,0.95,10,20,2,2,0.1,6,5,0.208333333333333
V0.5_c1,bgs,9,lfmm,0.95,2,20,5,4,0.16,11,7,0.222727272727273
V0.5_c1,bgs,9,lfmm,0.95,3,20,4,3,0.1125,10,7,0.245
V0.5_c1,bgs,9,lfmm,0.95,5,20,3,3,0.15,10,7,0.245
V0.5_c1,bgs,9,lfmm,0.95,10,20,2,2,0.1,6,5,0.208333333333333
V0.5_c1,bgs,9,emmax,0.99,2,20,6,5,0.208333333333333,10,7,0.245
V0.5_c1,bgs,9,emmax,0.99,3,20,6,5,0.208333333333333,9,7,0.272222222222222
V0.5_c1,bgs,9,emmax,0.99,5,20,4,3,0.1125,9,7,0.272222222222222
V0.5_c1,bgs,9,emmax,0.99,10,20,2,2,0.1,6,5,0.208333333333333
V0.5_c1,bgs,9,lfmm,0.99,2,20,5,4,0.16,11,7,0.222727272727273
V0.5_c1,bgs,9,lfmm,0.99,3,20,4,3,0.1125,10,7,0.245
V0.5_c1,bgs,9,lfmm,0.99,5,20,3,3,0.15,10,7,0.245
V0.5_c1,bgs,9,lfmm,0.99,10,20,2,2,0.1,6,5,0.208333333333333
V0.5_c1,bgs,10,emmax,0.5,2,17,25,9,0.190588235294118,34,9,0.140138408304498
V0.5_c1,bgs,10,emmax,0.5,3,17,18,9,0.264705882352941,25,9,0.190588235294118
V0.5_c1,bgs,10,emmax,0.5,5,17,14,9,0.340336134453782,16,9,0.297794117647059
V0.5_c1,bgs,10,emmax,0.5,10,17,8,7,0.360294117647059,14,9,0.340336134453782
V0.5_c1,bgs,10,lfmm,0.5,2,17,61,9,0.0781099324975892,99,10,0.05941770647653
V0.5_c1,bgs,10,lfmm,0.5,3,17,41,9,0.116212338593974,71,10,0.0828500414250207
V0.5_c1,bgs,10,lfmm,0.5,5,17,24,9,0.198529411764706,46,10,0.127877237851662
V0.5_c1,bgs,10,lfmm,0.5,10,17,14,9,0.340336134453782,28,10,0.210084033613445
V0.5_c1,bgs,10,emmax,0.6,2,17,23,9,0.207161125319693,32,10,0.183823529411765
V0.5_c1,bgs,10,emmax,0.6,3,17,18,9,0.264705882352941,24,9,0.198529411764706
V0.5_c1,bgs,10,emmax,0.6,5,17,14,9,0.340336134453782,15,9,0.317647058823529
V0.5_c1,bgs,10,emmax,0.6,10,17,8,7,0.360294117647059,14,9,0.340336134453782
V0.5_c1,bgs,10,lfmm,0.6,2,17,59,9,0.0807577268195414,91,10,0.0646412411118294
V0.5_c1,bgs,10,lfmm,0.6,3,17,39,9,0.122171945701357,67,10,0.0877963125548727
V0.5_c1,bgs,10,lfmm,0.6,5,17,23,9,0.207161125319693,45,10,0.130718954248366
V0.5_c1,bgs,10,lfmm,0.6,10,17,14,9,0.340336134453782,27,10,0.217864923747277
V0.5_c1,bgs,10,emmax,0.75,2,17,23,9,0.207161125319693,32,10,0.183823529411765
V0.5_c1,bgs,10,emmax,0.75,3,17,17,9,0.280276816608997,24,9,0.198529411764706
V0.5_c1,bgs,10,emmax,0.75,5,17,13,9,0.366515837104072,14,9,0.340336134453782
V0.5_c1,bgs,10,emmax,0.75,10,17,9,7,0.320261437908497,14,9,0.340336134453782
V0.5_c1,bgs,10,lfmm,0.75,2,17,52,9,0.0916289592760181,83,10,0.070871722182849
V0.5_c1,bgs,10,lfmm,0.75,3,17,35,9,0.136134453781513,61,10,0.0964320154291225
V0.5_c1,bgs,10,lfmm,0.75,5,17,23,9,0.207161125319693,43,10,0.136798905608755
V0.5_c1,bgs,10,lfmm,0.75,10,17,16,9,0.297794117647059,26,10,0.226244343891403
V0.5_c1,bgs,10,emmax,0.85,2,17,23,9,0.207161125319693,32,10,0.183823529411765
V0.5_c1,bgs,10,emmax,0.85,3,17,18,9,0.264705882352941,25,9,0.190588235294118
V0.5_c1,bgs,10,emmax,0.85,5,17,13,9,0.366515837104072,14,9,0.340336134453782
V0.5_c1,bgs,10,emmax,0.85,10,17,9,7,0.320261437908497,14,9,0.340336134453782
V0.5_c1,bgs,10,lfmm,0.85,2,17,50,9,0.0952941176470588,77,10,0.0763941940412529
V0.5_c1,bgs,10,lfmm,0.85,3,17,35,9,0.136134453781513,61,10,0.0964320154291225
V0.5_c1,bgs,10,lfmm,0.85,5,17,25,9,0.190588235294118,46,10,0.127877237851662
V0.5_c1,bgs,10,lfmm,0.85,10,17,16,9,0.297794117647059,27,10,0.217864923747277
V0.5_c1,bgs,10,emmax,0.9,2,17,23,9,0.207161125319693,32,10,0.183823529411765
V0.5_c1,bgs,10,emmax,0.9,3,17,18,9,0.264705882352941,26,9,0.183257918552036
V0.5_c1,bgs,10,emmax,0.9,5,17,13,9,0.366515837104072,14,9,0.340336134453782
V0.5_c1,bgs,10,emmax,0.9,10,17,9,7,0.320261437908497,14,9,0.340336134453782
V0.5_c1,bgs,10,lfmm,0.9,2,17,50,9,0.0952941176470588,74,10,0.0794912559618442
V0.5_c1,bgs,10,lfmm,0.9,3,17,35,9,0.136134453781513,58,10,0.101419878296146
V0.5_c1,bgs,10,lfmm,0.9,5,17,25,9,0.190588235294118,43,10,0.136798905608755
V0.5_c1,bgs,10,lfmm,0.9,10,17,16,9,0.297794117647059,25,10,0.235294117647059
V0.5_c1,bgs,10,emmax,0.95,2,17,23,9,0.207161125319693,32,10,0.183823529411765
V0.5_c1,bgs,10,emmax,0.95,3,17,18,9,0.264705882352941,26,9,0.183257918552036
V0.5_c1,bgs,10,emmax,0.95,5,17,13,9,0.366515837104072,14,9,0.340336134453782
V0.5_c1,bgs,10,emmax,0.95,10,17,9,7,0.320261437908497,14,9,0.340336134453782
V0.5_c1,bgs,10,lfmm,0.95,2,17,50,9,0.0952941176470588,73,10,0.08058017727639
V0.5_c1,bgs,10,lfmm,0.95,3,17,35,9,0.136134453781513,58,10,0.101419878296146
V0.5_c1,bgs,10,lfmm,0.95,5,17,25,9,0.190588235294118,43,10,0.136798905608755
V0.5_c1,bgs,10,lfmm,0.95,10,17,16,9,0.297794117647059,25,10,0.235294117647059
V0.5_c1,bgs,10,emmax,0.99,2,17,23,9,0.207161125319693,32,10,0.183823529411765
V0.5_c1,bgs,10,emmax,0.99,3,17,18,9,0.264705882352941,26,9,0.183257918552036
