cell,tag,env,engine,l_min,n_qtn,n_rho_all,n_rho_high,a_PR,Call_PR,Call_n,Chigh_PR,Chigh_n,Call_TP,Chigh_TP
V1_c1.5,bgs,10,lfmm,2,19,20,11,0.0067911714770798,0.0208212839791787,91,0.0208212839791787,91,6,6
V1_c1.5,bgs,10,lfmm,3,19,20,11,0.0087719298245614,0.0291497975708502,65,0.0291497975708502,65,6,6
V1_c1.5,bgs,10,lfmm,5,19,20,11,0.0131578947368421,0.0299043062200957,44,0.0411899313501144,46,5,6
V1_c1.5,bgs,10,lfmm,10,19,20,11,0.0526315789473684,0.0401002506265664,21,0.0548245614035088,24,4,5
V1_c1.5,nobgs,1,emmax,2,22,20,11,0.0743801652892562,0.110864745011086,41,0.089126559714795,51,10,10
V1_c1.5,nobgs,1,emmax,3,22,20,11,0.109090909090909,0.126959247648903,29,0.115056818181818,32,9,9
V1_c1.5,nobgs,1,emmax,5,22,20,11,0.103305785123967,0.184090909090909,20,0.147272727272727,25,9,9
V1_c1.5,nobgs,1,emmax,10,22,20,11,0.0363636363636364,0.159090909090909,14,0.161616161616162,18,7,8
V1_c1.5,nobgs,1,lfmm,2,22,20,11,0.0909090909090909,0.0876623376623377,42,0.0898004434589801,41,9,9
V1_c1.5,nobgs,1,lfmm,3,22,20,11,0.125874125874126,0.096969696969697,30,0.118768328445748,31,8,9
V1_c1.5,nobgs,1,lfmm,5,22,20,11,0.126262626262626,0.106060606060606,21,0.106060606060606,21,7,7
V1_c1.5,nobgs,1,lfmm,10,22,20,11,0.0303030303030303,0.116883116883117,14,0.102272727272727,16,6,6
V1_c1.5,nobgs,2,emmax,2,29,20,11,0.00510855683269476,0.00564263322884013,55,0.00535077288941736,58,3,3
V1_c1.5,nobgs,2,emmax,3,29,20,11,0.00229885057471264,0.00775862068965517,40,0.00721732157177225,43,3,3
V1_c1.5,nobgs,2,emmax,5,29,20,11,0.00344827586206897,0.00689655172413793,20,0.00626959247648903,22,2,2
V1_c1.5,nobgs,2,emmax,10,29,20,11,0.00492610837438424,0.00344827586206897,10,0.00344827586206897,10,1,1
V1_c1.5,nobgs,2,lfmm,2,29,20,11,0.00449775112443778,0.0152199762187872,145,0.0134566862910008,164,8,8
V1_c1.5,nobgs,2,lfmm,3,29,20,11,0.00574712643678161,0.0126671358198452,98,0.0114942528735632,108,6,6
V1_c1.5,nobgs,2,lfmm,5,29,20,11,0.0103448275862069,0.00985221674876847,56,0.0134698275862069,64,4,5
V1_c1.5,nobgs,2,lfmm,10,29,20,11,0.0114942528735632,0.017797552836485,31,0.0157635467980296,35,4,4
V1_c1.5,nobgs,3,emmax,2,25,20,11,0.032,0.0189473684210526,19,0.0156521739130435,23,3,3
V1_c1.5,nobgs,3,emmax,3,25,20,11,0.04,0.0211764705882353,17,0.018,20,3,3
V1_c1.5,nobgs,3,emmax,5,25,20,11,0.04,0.03,12,0.0257142857142857,14,3,3
V1_c1.5,nobgs,3,emmax,10,25,20,11,0.02,0.045,8,0.045,8,3,3
V1_c1.5,nobgs,3,lfmm,2,25,20,11,0.08,0.0419672131147541,61,0.0393846153846154,65,8,8
V1_c1.5,nobgs,3,lfmm,3,25,20,11,0.0816666666666667,0.0533333333333333,48,0.0522448979591837,49,8,8
V1_c1.5,nobgs,3,lfmm,5,25,20,11,0.08,0.0632258064516129,31,0.0544444444444445,36,7,7
V1_c1.5,nobgs,3,lfmm,10,25,20,11,0.064,0.0457142857142857,14,0.0757894736842105,19,4,6
V1_c1.5,nobgs,4,emmax,2,27,20,11,0.037037037037037,0.0666666666666667,20,0.0606060606060606,22,6,6
V1_c1.5,nobgs,4,emmax,3,27,20,11,0.037037037037037,0.0833333333333333,16,0.0701754385964912,19,6,6
V1_c1.5,nobgs,4,emmax,5,27,20,11,0.037037037037037,0.111111111111111,12,0.0952380952380952,14,6,6
V1_c1.5,nobgs,4,emmax,10,27,20,11,0.037037037037037,0.0841750841750842,11,0.0771604938271605,12,5,5
V1_c1.5,nobgs,4,lfmm,2,27,20,11,0.0740740740740741,0.0666666666666667,5,0.0846560846560847,7,3,4
V1_c1.5,nobgs,4,lfmm,3,27,20,11,0.0740740740740741,0.0666666666666667,5,0.0555555555555556,6,3,3
V1_c1.5,nobgs,4,lfmm,5,27,20,11,0.0740740740740741,0.0833333333333333,4,0.0666666666666667,5,3,3
V1_c1.5,nobgs,4,lfmm,10,27,20,11,0.037037037037037,0.0493827160493827,3,0.037037037037037,4,2,2
V1_c1.5,nobgs,5,emmax,2,23,20,11,0,0,4,0.00869565217391304,5,0,1
V1_c1.5,nobgs,5,emmax,3,23,20,11,0,0,3,0,3,0,0
V1_c1.5,nobgs,5,emmax,5,23,20,11,0,0,2,0,2,0,0
V1_c1.5,nobgs,5,emmax,10,23,20,11,0,0,2,0,2,0,0
V1_c1.5,nobgs,5,lfmm,2,23,20,11,0,0.00334448160535117,13,0.0108695652173913,16,1,2
V1_c1.5,nobgs,5,lfmm,3,23,20,11,0,0.00395256916996047,11,0.0036231884057971,12,1,1
V1_c1.5,nobgs,5,lfmm,5,23,20,11,0,0,6,0.00543478260869565,8,0,1
V1_c1.5,nobgs,5,lfmm,10,23,20,11,0,0,2,0,2,0,0
V1_c1.5,nobgs,6,emmax,2,21,20,11,0.00837257980115123,0.011988011988012,143,0.011988011988012,143,6,6
V1_c1.5,nobgs,6,emmax,3,21,20,11,0.0104370515329419,0.0163265306122449,105,0.0154440154440154,111,6,6
V1_c1.5,nobgs,6,emmax,5,21,20,11,0.0155490767735666,0.0163078930202218,73,0.0158730158730159,75,5,5
V1_c1.5,nobgs,6,emmax,10,21,20,11,0.0346320346320346,0.0190476190476191,40,0.018140589569161,42,4,4
V1_c1.5,nobgs,6,lfmm,2,21,20,11,0.00551217271474506,0.00550314465408805,424,0.00531511009870919,439,7,7
V1_c1.5,nobgs,6,lfmm,3,21,20,11,0.0076873798846893,0.00731452455590387,319,0.00713557594291539,327,7,7
V1_c1.5,nobgs,6,lfmm,5,21,20,11,0.0121580547112462,0.00801068090787717,214,0.00772200772200772,222,6,6
V1_c1.5,nobgs,6,lfmm,10,21,20,11,0.0165343915343915,0.010535187526338,113,0.00983864620228256,121,5,5
V1_c1.5,nobgs,7,emmax,2,24,20,11,0.0138888888888889,0.0416666666666667,9,0.0416666666666667,9,3,3
V1_c1.5,nobgs,7,emmax,3,24,20,11,0.0138888888888889,0.0333333333333333,5,0.0333333333333333,5,2,2
V1_c1.5,nobgs,7,emmax,5,24,20,11,0.0138888888888889,0.0104166666666667,4,0.0104166666666667,4,1,1
V1_c1.5,nobgs,7,emmax,10,24,20,11,0.0208333333333333,0.0208333333333333,2,0.0208333333333333,2,1,1
V1_c1.5,nobgs,7,lfmm,2,24,20,11,0.0326086956521739,0.051440329218107,81,0.0468164794007491,89,10,10
V1_c1.5,nobgs,7,lfmm,3,24,20,11,0.0289351851851852,0.0672043010752688,62,0.0621890547263682,67,10,10
V1_c1.5,nobgs,7,lfmm,5,24,20,11,0.0303030303030303,0.0808080808080808,33,0.09375,36,8,9
V1_c1.5,nobgs,7,lfmm,10,24,20,11,0.0606060606060606,0.0612745098039216,17,0.0612745098039216,17,5,5
V1_c1.5,nobgs,8,emmax,2,23,20,11,0.00756143667296786,0.00378071833648393,46,0.0036231884057971,48,2,2
V1_c1.5,nobgs,8,emmax,3,23,20,11,0.0158102766798419,0.00668896321070234,26,0.00599700149925037,29,2,2
V1_c1.5,nobgs,8,emmax,5,23,20,11,0.00869565217391304,0.00434782608695652,10,0.0133779264214047,13,1,2
V1_c1.5,nobgs,8,emmax,10,23,20,11,0.0144927536231884,0.00869565217391304,5,0.0072463768115942,6,1,1
V1_c1.5,nobgs,8,lfmm,2,23,20,11,0.0183658170914543,0.0156326331216414,178,0.0191398865784499,184,8,9
V1_c1.5,nobgs,8,lfmm,3,23,20,11,0.0130958617077004,0.0162628609359442,131,0.0203110123770232,137,7,8
V1_c1.5,nobgs,8,lfmm,5,23,20,11,0.00386473429951691,0.0273132664437012,78,0.0335254059717129,83,7,8
V1_c1.5,nobgs,8,lfmm,10,23,20,11,0.0022883295194508,0.0100334448160535,39,0.00978260869565217,40,3,3
V1_c1.5,nobgs,9,emmax,2,26,20,11,0,0.0384615384615385,1,0.0192307692307692,2,1,1
V1_c1.5,nobgs,9,emmax,3,26,20,11,0,0.0384615384615385,1,0.0192307692307692,2,1,1
V1_c1.5,nobgs,9,emmax,5,26,20,11,0,0.0384615384615385,1,0.0384615384615385,1,1,1
V1_c1.5,nobgs,9,emmax,10,26,20,11,0,0.0384615384615385,1,0.0384615384615385,1,1,1
V1_c1.5,nobgs,9,lfmm,2,26,20,11,0,0.00641025641025641,6,0.0054945054945055,7,1,1
V1_c1.5,nobgs,9,lfmm,3,26,20,11,0,0.0128205128205128,3,0.0128205128205128,3,1,1
V1_c1.5,nobgs,9,lfmm,5,26,20,11,0,0.0192307692307692,2,0.0128205128205128,3,1,1
V1_c1.5,nobgs,9,lfmm,10,26,20,11,0,0,1,0,1,0,0
V1_c1.5,nobgs,10,emmax,2,24,20,11,0.0315656565656566,0.020016339869281,102,0.0183933933933934,111,7,7
V1_c1.5,nobgs,10,emmax,3,24,20,11,0.0434027777777778,0.0272222222222222,75,0.0265151515151515,77,7,7
V1_c1.5,nobgs,10,emmax,5,24,20,11,0.0578703703703704,0.0464015151515152,44,0.0425347222222222,48,7,7
V1_c1.5,nobgs,10,emmax,10,24,20,11,0.104166666666667,0.107456140350877,19,0.102083333333333,20,7,7
V1_c1.5,nobgs,10,lfmm,2,24,20,11,0.0113224637681159,0.00453514739229025,147,0.00432900432900433,154,4,4
V1_c1.5,nobgs,10,lfmm,3,24,20,11,0.0142694063926941,0.00666666666666667,100,0.00634920634920635,105,4,4
V1_c1.5,nobgs,10,lfmm,5,24,20,11,0.0226449275362319,0.010752688172043,62,0.0102564102564103,65,4,4
V1_c1.5,nobgs,10,lfmm,10,24,20,11,0.0434027777777778,0.0229885057471264,29,0.021505376344086,31,4,4
V2_c1,bgs,1,emmax,2,12,20,11,0.25,0.222222222222222,6,0.19047619047619,7,4,4
V2_c1,bgs,1,emmax,3,12,20,11,0.25,0.1875,4,0.1875,4,3,3
V2_c1,bgs,1,emmax,5,12,20,11,0.166666666666667,0.25,3,0.25,3,3,3
V2_c1,bgs,1,emmax,10,12,20,11,0.166666666666667,0.25,3,0.25,3,3,3
V2_c1,bgs,1,lfmm,2,12,20,11,0.260416666666667,0.230769230769231,13,0.2,15,6,6
V2_c1,bgs,1,lfmm,3,12,20,11,0.347222222222222,0.375,8,0.333333333333333,9,6,6
V2_c1,bgs,1,lfmm,5,12,20,11,0.333333333333333,0.347222222222222,6,0.347222222222222,6,5,5
V2_c1,bgs,1,lfmm,10,12,20,11,0.333333333333333,0.347222222222222,6,0.347222222222222,6,5,5
V2_c1,bgs,2,emmax,2,13,20,11,0.0723981900452489,0.0836120401337793,23,0.0769230769230769,25,5,5
V2_c1,bgs,2,emmax,3,13,20,11,0.027972027972028,0.0461538461538462,15,0.0769230769230769,16,3,4
V2_c1,bgs,2,emmax,5,13,20,11,0.0153846153846154,0.0865384615384615,8,0.0769230769230769,9,3,3
V2_c1,bgs,2,emmax,10,13,20,11,0.0256410256410256,0.0615384615384615,5,0.0615384615384615,5,2,2
V2_c1,bgs,2,lfmm,2,13,20,11,0.0534188034188034,0.040133779264214,69,0.0379346680716544,73,6,6
V2_c1,bgs,2,lfmm,3,13,20,11,0.0512820512820513,0.0427350427350427,45,0.0392464678178964,49,5,5
V2_c1,bgs,2,lfmm,5,13,20,11,0.0769230769230769,0.0663129973474801,29,0.0582750582750583,33,5,5
V2_c1,bgs,2,lfmm,10,13,20,11,0.0769230769230769,0.0879120879120879,14,0.082051282051282,15,4,4
V2_c1,bgs,3,emmax,2,14,20,11,0.103896103896104,0.0892857142857143,20,0.0892857142857143,20,5,5
V2_c1,bgs,3,emmax,3,14,20,11,0.228571428571429,0.105042016806723,17,0.105042016806723,17,5,5
V2_c1,bgs,3,emmax,5,14,20,11,0.228571428571429,0.162337662337662,11,0.162337662337662,11,5,5
V2_c1,bgs,3,emmax,10,14,20,11,0.160714285714286,0.255102040816327,7,0.255102040816327,7,5,5
V2_c1,bgs,3,lfmm,2,14,20,11,0.125,0.0904017857142857,64,0.075139146567718,77,9,9
V2_c1,bgs,3,lfmm,3,14,20,11,0.128571428571429,0.111498257839721,41,0.0952380952380952,48,8,8
V2_c1,bgs,3,lfmm,5,14,20,11,0.197802197802198,0.138528138528139,33,0.130612244897959,35,8,8
V2_c1,bgs,3,lfmm,10,14,20,11,0.285714285714286,0.240601503759399,19,0.240601503759399,19,8,8
V2_c1,bgs,4,emmax,2,10,20,11,0.228571428571429,0.257894736842105,19,0.257894736842105,19,7,7
V2_c1,bgs,4,emmax,3,10,20,11,0.18,0.326666666666667,15,0.30625,16,7,7
V2_c1,bgs,4,emmax,5,10,20,11,0.225,0.445454545454545,11,0.445454545454545,11,7,7
V2_c1,bgs,4,emmax,10,10,20,11,0.2,0.32,5,0.32,5,4,4
V2_c1,bgs,4,lfmm,2,10,20,11,0.277777777777778,0.272222222222222,18,0.336842105263158,19,7,8
V2_c1,bgs,4,lfmm,3,10,20,11,0.277777777777778,0.257142857142857,14,0.30625,16,6,7
V2_c1,bgs,4,lfmm,5,10,20,11,0.32,0.4,9,0.327272727272727,11,6,6
V2_c1,bgs,4,lfmm,10,10,20,11,0.3,0.416666666666667,6,0.416666666666667,6,5,5
V2_c1,bgs,5,emmax,2,9,20,11,0.037037037037037,0.0444444444444444,10,0.0444444444444444,10,2,2
V2_c1,bgs,5,emmax,3,9,20,11,0.037037037037037,0.0555555555555556,8,0.0555555555555556,8,2,2
V2_c1,bgs,5,emmax,5,9,20,11,0,0.0888888888888889,5,0.0888888888888889,5,2,2
V2_c1,bgs,5,emmax,10,9,20,11,0,0.148148148148148,3,0.148148148148148,3,2,2
V2_c1,bgs,5,lfmm,2,9,20,11,0.2,0.125,8,0.161616161616162,11,3,4
V2_c1,bgs,5,lfmm,3,9,20,11,0.25,0.166666666666667,6,0.222222222222222,8,3,4
V2_c1,bgs,5,lfmm,5,9,20,11,0.25,0.2,5,0.166666666666667,6,3,3
V2_c1,bgs,5,lfmm,10,9,20,11,0.222222222222222,0.333333333333333,3,0.25,4,3,3
V2_c1,bgs,6,emmax,2,12,20,11,0.0555555555555556,0.0651041666666667,32,0.0612745098039216,34,5,5
V2_c1,bgs,6,emmax,3,12,20,11,0.0576923076923077,0.0606060606060606,22,0.0512820512820513,26,4,4
V2_c1,bgs,6,emmax,5,12,20,11,0.037037037037037,0.0576923076923077,13,0.0535714285714286,14,3,3
V2_c1,bgs,6,emmax,10,12,20,11,0,0.0277777777777778,3,0.0277777777777778,3,1,1
V2_c1,bgs,6,lfmm,2,12,20,11,0.0548245614035088,0.0375,80,0.0337078651685393,89,6,6
V2_c1,bgs,6,lfmm,3,12,20,11,0.0634920634920635,0.0452898550724638,46,0.0555555555555556,54,5,6
V2_c1,bgs,6,lfmm,5,12,20,11,0.0952380952380952,0.0672043010752688,31,0.0612745098039216,34,5,5
V2_c1,bgs,6,lfmm,10,12,20,11,0.0666666666666667,0.0888888888888889,15,0.0740740740740741,18,4,4
V2_c1,bgs,7,emmax,2,15,20,11,0.106666666666667,0.15,16,0.16,15,6,6
V2_c1,bgs,7,emmax,3,15,20,11,0.133333333333333,0.218181818181818,11,0.218181818181818,11,6,6
V2_c1,bgs,7,emmax,5,15,20,11,0.1,0.266666666666667,9,0.266666666666667,9,6,6
V2_c1,bgs,7,emmax,10,15,20,11,0.15,0.277777777777778,6,0.277777777777778,6,5,5
V2_c1,bgs,7,lfmm,2,15,20,11,0.171428571428571,0.15,16,0.15,16,6,6
V2_c1,bgs,7,lfmm,3,15,20,11,0.218181818181818,0.2,12,0.2,12,6,6
V2_c1,bgs,7,lfmm,5,15,20,11,0.238095238095238,0.238095238095238,7,0.238095238095238,7,5,5
V2_c1,bgs,7,lfmm,10,15,20,11,0.277777777777778,0.277777777777778,6,0.277777777777778,6,5,5
V2_c1,bgs,8,emmax,2,11,20,11,0.00649350649350649,0.013986013986014,26,0.0292207792207792,28,2,3
V2_c1,bgs,8,emmax,3,11,20,11,0.0101010101010101,0.0202020202020202,18,0.0191387559808612,19,2,2
V2_c1,bgs,8,emmax,5,11,20,11,0,0.00909090909090909,10,0.00757575757575758,12,1,1
V2_c1,bgs,8,emmax,10,11,20,11,0,0.0181818181818182,5,0.0181818181818182,5,1,1
V2_c1,bgs,8,lfmm,2,11,20,11,0.0598086124401914,0.0460947503201024,71,0.041958041958042,78,6,6
V2_c1,bgs,8,lfmm,3,11,20,11,0.0158102766798419,0.0309477756286267,47,0.0428816466552316,53,4,5
V2_c1,bgs,8,lfmm,5,11,20,11,0.00699300699300699,0.00378787878787879,24,0.00324675324675325,28,1,1
V2_c1,bgs,8,lfmm,10,11,20,11,0.0181818181818182,0.00826446280991736,11,0.00649350649350649,14,1,1
V2_c1,bgs,9,emmax,2,11,20,11,0,0,0,0,1,0,0
V2_c1,bgs,9,emmax,3,11,20,11,0,0,0,0,1,0,0
V2_c1,bgs,9,emmax,5,11,20,11,0,0,0,0,1,0,0
V2_c1,bgs,9,emmax,10,11,20,11,0,0,0,0,0,0,0
V2_c1,bgs,9,lfmm,2,11,20,11,0,0,1,0,1,0,0
V2_c1,bgs,9,lfmm,3,11,20,11,0,0,1,0,1,0,0
V2_c1,bgs,9,lfmm,5,11,20,11,0,0,1,0,1,0,0
V2_c1,bgs,9,lfmm,10,11,20,11,0,0,1,0,1,0,0
V2_c1,bgs,10,emmax,2,14,20,11,0.0918367346938775,0.0584415584415584,11,0.0879120879120879,13,3,4
V2_c1,bgs,10,emmax,3,14,20,11,0.214285714285714,0.0714285714285714,9,0.0803571428571429,8,3,3
V2_c1,bgs,10,emmax,5,14,20,11,0.214285714285714,0.107142857142857,6,0.107142857142857,6,3,3
V2_c1,bgs,10,emmax,10,14,20,11,0.214285714285714,0.160714285714286,4,0.160714285714286,4,3,3
V2_c1,bgs,10,lfmm,2,14,20,11,0.093984962406015,0.077639751552795,23,0.061576354679803,29,5,5
V2_c1,bgs,10,lfmm,3,14,20,11,0.0714285714285714,0.0494505494505495,13,0.0428571428571429,15,3,3
V2_c1,bgs,10,lfmm,5,14,20,11,0.160714285714286,0.107142857142857,6,0.0803571428571429,8,3,3
V2_c1,bgs,10,lfmm,10,14,20,11,0.214285714285714,0.214285714285714,3,0.214285714285714,3,3,3
V2_c1,nobgs,1,emmax,2,10,20,11,0.106666666666667,0.105882352941176,34,0.109090909090909,33,6,6
V2_c1,nobgs,1,emmax,3,10,20,11,0.09,0.144,25,0.138461538461538,26,6,6
V2_c1,nobgs,1,emmax,5,10,20,11,0.1125,0.211764705882353,17,0.2,18,6,6
V2_c1,nobgs,1,emmax,10,10,20,11,0.15,0.276923076923077,13,0.276923076923077,13,6,6
V2_c1,nobgs,1,lfmm,2,10,20,11,0.133333333333333,0.131578947368421,19,0.108695652173913,23,5,5
V2_c1,nobgs,1,lfmm,3,10,20,11,0.133333333333333,0.15625,16,0.15625,16,5,5
V2_c1,nobgs,1,lfmm,5,10,20,11,0.133333333333333,0.25,10,0.25,10,5,5
V2_c1,nobgs,1,lfmm,10,10,20,11,0.2,0.128571428571429,7,0.128571428571429,7,3,3
V2_c1,nobgs,2,emmax,2,11,20,11,0.0727272727272727,0.139204545454545,32,0.139204545454545,32,7,7
V2_c1,nobgs,2,emmax,3,11,20,11,0.103896103896104,0.163636363636364,20,0.163636363636364,20,6,6
V2_c1,nobgs,2,emmax,5,11,20,11,0.102272727272727,0.189393939393939,12,0.189393939393939,12,5,5
V2_c1,nobgs,2,emmax,10,11,20,11,0.181818181818182,0.145454545454545,10,0.145454545454545,10,4,4
V2_c1,nobgs,2,lfmm,2,11,20,11,0.247474747474748,0.188811188811189,39,0.184090909090909,40,9,9
V2_c1,nobgs,2,lfmm,3,11,20,11,0.318181818181818,0.253918495297806,29,0.253918495297806,29,9,9
V2_c1,nobgs,2,lfmm,5,11,20,11,0.252525252525253,0.212121212121212,21,0.202479338842975,22,7,7
V2_c1,nobgs,2,lfmm,10,11,20,11,0.163636363636364,0.371212121212121,12,0.342657342657343,13,7,7
V2_c1,nobgs,3,emmax,2,16,20,11,0.2025,0.115740740740741,54,0.140046296296296,54,10,11
V2_c1,nobgs,3,emmax,3,16,20,11,0.210526315789474,0.144642857142857,35,0.168918918918919,37,9,10
V2_c1,nobgs,3,emmax,5,16,20,11,0.266666666666667,0.194711538461538,26,0.231481481481481,27,9,10
V2_c1,nobgs,3,emmax,10,16,20,11,0.4,0.285714285714286,14,0.31640625,16,8,9
V2_c1,nobgs,3,lfmm,2,16,20,11,0.148897058823529,0.107142857142857,84,0.113924050632911,79,12,12
V2_c1,nobgs,3,lfmm,3,16,20,11,0.19047619047619,0.130387931034483,58,0.123975409836066,61,11,11
V2_c1,nobgs,3,lfmm,5,16,20,11,0.210526315789474,0.199013157894737,38,0.184451219512195,41,11,11
V2_c1,nobgs,3,lfmm,10,16,20,11,0.444444444444444,0.297619047619048,21,0.25,25,10,10
V2_c1,nobgs,4,emmax,2,10,20,11,0.166666666666667,0.266666666666667,24,0.278260869565217,23,8,8
V2_c1,nobgs,4,emmax,3,10,20,11,0.25,0.288235294117647,17,0.30625,16,7,7
V2_c1,nobgs,4,emmax,5,10,20,11,0.357142857142857,0.35,14,0.408333333333333,12,7,7
V2_c1,nobgs,4,emmax,10,10,20,11,0.416666666666667,0.45,8,0.45,8,6,6
V2_c1,nobgs,4,lfmm,2,10,20,11,0.225,0.193939393939394,33,0.188235294117647,34,8,8
V2_c1,nobgs,4,lfmm,3,10,20,11,0.25,0.222727272727273,22,0.196,25,7,7
V2_c1,nobgs,4,lfmm,5,10,20,11,0.357142857142857,0.257142857142857,14,0.225,16,6,6
V2_c1,nobgs,4,lfmm,10,10,20,11,0.416666666666667,0.3125,8,0.277777777777778,9,5,5
V2_c1,nobgs,5,emmax,2,14,20,11,0.233766233766234,0.111801242236025,23,0.122448979591837,21,6,6
V2_c1,nobgs,5,emmax,3,14,20,11,0.233766233766234,0.183673469387755,14,0.142857142857143,18,6,6
V2_c1,nobgs,5,emmax,5,14,20,11,0.198412698412698,0.233766233766234,11,0.214285714285714,12,6,6
V2_c1,nobgs,5,emmax,10,14,20,11,0.228571428571429,0.255102040816327,7,0.223214285714286,8,5,5
V2_c1,nobgs,5,lfmm,2,14,20,11,0.228571428571429,0.194444444444444,18,0.184210526315789,19,7,7
V2_c1,nobgs,5,lfmm,3,14,20,11,0.285714285714286,0.21875,16,0.194444444444444,18,7,7
V2_c1,nobgs,5,lfmm,5,14,20,11,0.214285714285714,0.291666666666667,12,0.25,14,7,7
V2_c1,nobgs,5,lfmm,10,14,20,11,0.214285714285714,0.36734693877551,7,0.36734693877551,7,6,6
V2_c1,nobgs,6,emmax,2,11,20,11,0.0415584415584416,0.0564263322884013,58,0.0536512667660209,61,6,6
V2_c1,nobgs,6,emmax,3,11,20,11,0.0692640692640693,0.0991735537190083,33,0.0935064935064935,35,6,6
V2_c1,nobgs,6,emmax,5,11,20,11,0.0481283422459893,0.0988142292490119,23,0.0661157024793388,22,5,4
V2_c1,nobgs,6,emmax,10,11,20,11,0.0681818181818182,0.111888111888112,13,0.121212121212121,12,4,4
V2_c1,nobgs,6,lfmm,2,11,20,11,0.0428816466552316,0.0460947503201024,71,0.0409090909090909,80,6,6
V2_c1,nobgs,6,lfmm,3,11,20,11,0.0440771349862259,0.0296846011131725,49,0.0285204991087344,51,4,4
V2_c1,nobgs,6,lfmm,5,11,20,11,0.0340909090909091,0.0415584415584416,35,0.0372960372960373,39,4,4
V2_c1,nobgs,6,lfmm,10,11,20,11,0.0545454545454545,0.0454545454545455,18,0.0409090909090909,20,3,3
V2_c1,nobgs,7,emmax,2,15,20,11,0.0666666666666667,0.152380952380952,28,0.152380952380952,28,8,8
V2_c1,nobgs,7,emmax,3,15,20,11,0.0666666666666667,0.130666666666667,25,0.136111111111111,24,7,7
V2_c1,nobgs,7,emmax,5,15,20,11,0,0.204166666666667,16,0.204166666666667,16,7,7
V2_c1,nobgs,7,emmax,10,15,20,11,0,0.166666666666667,10,0.133333333333333,8,5,4
V2_c1,nobgs,7,lfmm,2,15,20,11,0.0888888888888889,0.362962962962963,9,0.296969696969697,11,7,7
V2_c1,nobgs,7,lfmm,3,15,20,11,0.133333333333333,0.238095238095238,7,0.185185185185185,9,5,5
V2_c1,nobgs,7,lfmm,5,15,20,11,0.133333333333333,0.213333333333333,5,0.177777777777778,6,4,4
V2_c1,nobgs,7,lfmm,10,15,20,11,0,0.266666666666667,4,0.15,4,4,3
V2_c1,nobgs,8,emmax,2,16,20,11,0.0651041666666667,0.0608108108108108,37,0.0592105263157895,38,6,6
V2_c1,nobgs,8,emmax,3,16,20,11,0.0919117647058824,0.0833333333333333,27,0.0775862068965517,29,6,6
V2_c1,nobgs,8,emmax,5,16,20,11,0.104166666666667,0.107142857142857,21,0.107142857142857,21,6,6
V2_c1,nobgs,8,emmax,10,16,20,11,0.09375,0.15625,10,0.204545454545455,11,5,6
V2_c1,nobgs,8,lfmm,2,16,20,11,0.109375,0.0784313725490196,51,0.0754716981132076,53,8,8
V2_c1,nobgs,8,lfmm,3,16,20,11,0.180147058823529,0.125,32,0.125,32,8,8
V2_c1,nobgs,8,lfmm,5,16,20,11,0.1875,0.2,20,0.2,20,8,8
V2_c1,nobgs,8,lfmm,10,16,20,11,0.28125,0.307692307692308,13,0.307692307692308,13,8,8
V2_c1,nobgs,9,emmax,2,17,20,11,0,0,0,0,0,0,0
V2_c1,nobgs,9,emmax,3,17,20,11,0,0,0,0,0,0,0
V2_c1,nobgs,9,emmax,5,17,20,11,0,0,0,0,0,0,0
V2_c1,nobgs,9,emmax,10,17,20,11,0,0,0,0,0,0,0
V2_c1,nobgs,10,emmax,2,13,20,11,0.0565610859728507,0.0801963993453355,47,0.0739064856711916,51,7,7
V2_c1,nobgs,10,emmax,3,13,20,11,0.0769230769230769,0.081447963800905,34,0.0710059171597633,39,6,6
V2_c1,nobgs,10,emmax,5,13,20,11,0.0723981900452489,0.0586080586080586,21,0.0712250712250712,27,4,5
V2_c1,nobgs,10,emmax,10,13,20,11,0.0769230769230769,0.082051282051282,15,0.0647773279352227,19,4,4
V2_c1,nobgs,10,lfmm,2,13,20,11,0.0369822485207101,0.029585798816568,65,0.0267094017094017,72,5,5
V2_c1,nobgs,10,lfmm,3,13,20,11,0.0187110187110187,0.0251177394034537,49,0.0227920227920228,54,4,4
V2_c1,nobgs,10,lfmm,5,13,20,11,0.0314685314685315,0.0223325062034739,31,0.0203619909502262,34,3,3
V2_c1,nobgs,10,lfmm,10,13,20,11,0.027972027972028,0.0364372469635628,19,0.032967032967033,21,3,3
