tau,lmin,n_regions,n_hit,prop_hit,fold,recall,F1,fold_cap
0.05,1,72,13,0.180555555555556,2.40740740740741,0.0621761658031088,0.0924992588200415,2.40740740740741
0.05,2,23,5,0.217391304347826,1.99600798403194,0.0259067357512953,0.0462962962962963,1.99600798403194
0.05,3,17,5,0.294117647058824,2.21238938053097,0.0259067357512953,0.0476190476190476,2.21238938053097
0.05,4,12,3,0.25,1.95439739413681,0.0155440414507772,0.0292682926829268,1.95439739413681
0.05,5,8,2,0.25,2.04081632653061,0.0103626943005181,0.0199004975124378,2.04081632653061
0.05,6,5,2,0.4,2.98507462686567,0.0103626943005181,0.0202020202020202,2.98507462686567
0.05,7,5,2,0.4,3.05343511450382,0.0103626943005181,0.0202020202020202,3.05343511450382
0.05,8,5,2,0.4,2.75862068965517,0.0103626943005181,0.0202020202020202,2.75862068965517
0.05,9,5,2,0.4,2.94117647058824,0.0103626943005181,0.0202020202020202,2.94117647058824
0.05,10,4,2,0.5,3.33333333333333,0.0103626943005181,0.0203045685279188,3.33333333333333
0.05,11,3,2,0.666666666666667,7.01754385964912,0.0103626943005181,0.0204081632653061,7.01754385964912
0.05,12,3,2,0.666666666666667,6.66666666666667,0.0103626943005181,0.0204081632653061,6.66666666666667
0.05,13,3,2,0.666666666666667,5.12820512820513,0.0103626943005181,0.0204081632653061,5.12820512820513
0.05,14,3,2,0.666666666666667,5.1948051948052,0.0103626943005181,0.0204081632653061,5.1948051948052
0.05,15,3,2,0.666666666666667,5.71428571428571,0.0103626943005181,0.0204081632653061,5.71428571428571
0.1,1,35,5,0.142857142857143,1.75131348511384,0.0259067357512953,0.043859649122807,1.75131348511384
0.1,2,12,2,0.166666666666667,1.87793427230047,0.0103626943005181,0.0195121951219512,1.87793427230047
0.1,3,8,2,0.25,2.10526315789474,0.0103626943005181,0.0199004975124378,2.10526315789474
0.1,4,6,2,0.333333333333333,2.91970802919708,0.0103626943005181,0.0201005025125628,2.91970802919708
0.1,5,3,2,0.666666666666667,5.79710144927536,0.0103626943005181,0.0204081632653061,5.79710144927536
0.1,6,3,2,0.666666666666667,5.40540540540541,0.0103626943005181,0.0204081632653061,5.40540540540541
0.1,7,3,2,0.666666666666667,8.51063829787234,0.0103626943005181,0.0204081632653061,8.51063829787234
0.1,8,3,2,0.666666666666667,6.77966101694915,0.0103626943005181,0.0204081632653061,6.77966101694915
0.1,9,3,2,0.666666666666667,6.25,0.0103626943005181,0.0204081632653061,6.25
0.1,10,2,1,0.5,3.44827586206897,0.00518134715025907,0.0102564102564103,3.44827586206897
0.1,11,1,1,1,3.92156862745098,0.00518134715025907,0.0103092783505155,3.92156862745098
0.1,12,1,1,1,7.14285714285714,0.00518134715025907,0.0103092783505155,7.14285714285714
0.1,13,1,1,1,4.87804878048781,0.00518134715025907,0.0103092783505155,4.87804878048781
0.1,14,1,1,1,6.66666666666667,0.00518134715025907,0.0103092783505155,6.66666666666667
0.1,15,1,1,1,6.66666666666667,0.00518134715025907,0.0103092783505155,6.66666666666667
0.15,1,26,3,0.115384615384615,1.51898734177215,0.0155440414507772,0.0273972602739726,1.51898734177215
0.15,2,10,2,0.2,2.09424083769634,0.0103626943005181,0.0197044334975369,2.09424083769634
0.15,3,6,2,0.333333333333333,1.96078431372549,0.0103626943005181,0.0201005025125628,1.96078431372549
0.15,4,3,1,0.333333333333333,2.12765957446809,0.00518134715025907,0.0102040816326531,2.12765957446809
0.15,5,2,1,0.5,4.08163265306122,0.00518134715025907,0.0102564102564103,4.08163265306122
0.15,6,2,1,0.5,3.33333333333333,0.00518134715025907,0.0102564102564103,3.33333333333333
0.15,7,2,1,0.5,3.92156862745098,0.00518134715025907,0.0102564102564103,3.92156862745098
0.15,8,1,1,1,5.71428571428571,0.00518134715025907,0.0103092783505155,5.71428571428571
0.15,9,1,1,1,6.25,0.00518134715025907,0.0103092783505155,6.25
0.15,10,1,1,1,6.66666666666667,0.00518134715025907,0.0103092783505155,6.66666666666667
0.15,11,1,1,1,5.88235294117647,0.00518134715025907,0.0103092783505155,5.88235294117647
0.15,12,1,1,1,8,0.00518134715025907,0.0103092783505155,8
0.15,13,1,1,1,5.40540540540541,0.00518134715025907,0.0103092783505155,5.40540540540541
0.15,14,1,1,1,5.12820512820513,0.00518134715025907,0.0103092783505155,5.12820512820513
0.15,15,1,1,1,5.26315789473684,0.00518134715025907,0.0103092783505155,5.26315789473684
0.2,1,23,3,0.130434782608696,1.88087774294671,0.0155440414507772,0.0277777777777778,1.88087774294671
0.2,2,9,2,0.222222222222222,2.28571428571429,0.0103626943005181,0.0198019801980198,2.28571428571429
0.2,3,4,2,0.5,3.36134453781513,0.0103626943005181,0.0203045685279188,3.36134453781513
0.2,4,2,1,0.5,3.50877192982456,0.00518134715025907,0.0102564102564103,3.50877192982456
0.2,5,2,1,0.5,4.34782608695652,0.00518134715025907,0.0102564102564103,4.34782608695652
0.2,6,2,1,0.5,3.50877192982456,0.00518134715025907,0.0102564102564103,3.50877192982456
0.2,7,1,1,1,8,0.00518134715025907,0.0103092783505155,8
0.2,8,1,1,1,6.89655172413793,0.00518134715025907,0.0103092783505155,6.89655172413793
