tau,lmin,n_regions,n_hit,prop_hit,fold,recall,F1,fold_cap
0.25,2,165,7,0.0424242424242424,1.73697270471464,0.166666666666667,0.0676328502415459,1.73697270471464
0.25,3,111,6,0.0540540540540541,1.96399345335516,0.166666666666667,0.0816326530612245,1.96399345335516
0.25,4,90,4,0.0444444444444444,1.39372822299652,0.111111111111111,0.0634920634920635,1.39372822299652
0.25,5,72,4,0.0555555555555556,1.5748031496063,0.111111111111111,0.0740740740740741,1.5748031496063
0.25,6,55,3,0.0545454545454545,1.31004366812227,0.0833333333333333,0.0659340659340659,1.31004366812227
0.25,7,47,2,0.0425531914893617,0.921658986175115,0.0555555555555556,0.0481927710843373,0.921658986175115
0.25,8,40,2,0.05,0.956937799043062,0.0555555555555556,0.0526315789473684,0.956937799043062
0.25,9,36,2,0.0555555555555556,0.961538461538461,0.0555555555555556,0.0555555555555556,0.961538461538461
0.25,10,32,2,0.0625,1.03626943005181,0.0555555555555556,0.0588235294117647,1.03626943005181
0.25,11,24,1,0.0416666666666667,0.632911392405063,0.0277777777777778,0.0333333333333333,0.632911392405063
0.25,12,20,1,0.05,0.647249190938512,0.0277777777777778,0.0357142857142857,0.647249190938512
0.25,13,14,1,0.0714285714285714,0.790513833992095,0.0277777777777778,0.04,0.790513833992095
0.25,14,11,1,0.0909090909090909,0.78125,0.0277777777777778,0.0425531914893617,0.78125
0.25,15,9,1,0.111111111111111,0.881057268722467,0.0277777777777778,0.0444444444444444,0.881057268722467
0.3,1,294,13,0.0442176870748299,2.51207729468599,0.277777777777778,0.0762910798122066,2.51207729468599
0.3,2,154,7,0.0454545454545455,1.98300283286119,0.166666666666667,0.0714285714285714,1.98300283286119
0.3,3,107,5,0.0467289719626168,1.86219739292365,0.138888888888889,0.0699300699300699,1.86219739292365
0.3,4,88,4,0.0454545454545455,1.46788990825688,0.111111111111111,0.0645161290322581,1.46788990825688
0.3,5,71,4,0.0563380281690141,1.59680638722555,0.111111111111111,0.0747663551401869,1.59680638722555
0.3,6,55,3,0.0545454545454545,1.37299771167048,0.0833333333333333,0.0659340659340659,1.37299771167048
0.3,7,42,2,0.0476190476190476,1.02827763496144,0.0555555555555556,0.0512820512820513,1.02827763496144
0.3,8,38,2,0.0526315789473684,1.11731843575419,0.0555555555555556,0.0540540540540541,1.11731843575419
0.3,9,32,2,0.0625,1.17647058823529,0.0555555555555556,0.0588235294117647,1.17647058823529
0.3,10,29,1,0.0344827586206897,0.619195046439629,0.0277777777777778,0.0307692307692308,0.619195046439629
0.3,11,23,1,0.0434782608695652,0.711743772241993,0.0277777777777778,0.0338983050847458,0.711743772241993
0.3,12,19,1,0.0526315789473684,0.806451612903226,0.0277777777777778,0.0363636363636364,0.806451612903226
0.3,13,13,1,0.0769230769230769,0.943396226415094,0.0277777777777778,0.0408163265306122,0.943396226415094
0.3,14,11,1,0.0909090909090909,0.921658986175115,0.0277777777777778,0.0425531914893617,0.921658986175115
0.3,15,6,1,0.166666666666667,1.18343195266272,0.0277777777777778,0.0476190476190476,1.18343195266272
0.35,1,272,12,0.0441176470588235,2.5369978858351,0.277777777777778,0.0761421319796954,2.5369978858351
0.35,2,144,6,0.0416666666666667,1.66666666666667,0.166666666666667,0.0666666666666667,1.66666666666667
0.35,3,105,5,0.0476190476190476,1.84842883548983,0.138888888888889,0.0709219858156028,1.84842883548983
0.35,4,83,4,0.0481927710843374,1.78173719376392,0.111111111111111,0.0672268907563025,1.78173719376392
0.35,5,66,4,0.0606060606060606,1.9047619047619,0.111111111111111,0.0784313725490196,1.9047619047619
0.35,6,51,3,0.0588235294117647,1.47420147420147,0.0833333333333333,0.0689655172413793,1.47420147420147
0.35,7,40,2,0.05,1.14285714285714,0.0555555555555556,0.0526315789473684,1.14285714285714
0.35,8,37,2,0.0540540540540541,1.19402985074627,0.0555555555555556,0.0547945205479452,1.19402985074627
0.35,9,29,2,0.0689655172413793,1.20845921450151,0.0555555555555556,0.0615384615384615,1.20845921450151
0.35,10,28,1,0.0357142857142857,0.775193798449612,0.0277777777777778,0.03125,0.775193798449612
0.35,11,21,1,0.0476190476190476,0.727272727272727,0.0277777777777778,0.0350877192982456,0.727272727272727
0.35,12,19,1,0.0526315789473684,0.91324200913242,0.0277777777777778,0.0363636363636364,0.91324200913242
0.35,13,12,1,0.0833333333333333,0.925925925925926,0.0277777777777778,0.0416666666666667,0.925925925925926
0.35,14,11,1,0.0909090909090909,0.975609756097561,0.0277777777777778,0.0425531914893617,0.975609756097561
0.35,15,6,1,0.166666666666667,1.14285714285714,0.0277777777777778,0.0476190476190476,1.14285714285714
0.4,1,257,12,0.0466926070038911,2.75862068965517,0.277777777777778,0.0799467021985343,2.75862068965517
0.4,2,140,5,0.0357142857142857,1.52905198776758,0.138888888888889,0.0568181818181818,1.52905198776758
0.4,3,99,4,0.0404040404040404,1.74291938997821,0.111111111111111,0.0592592592592593,1.74291938997821
0.4,4,77,3,0.038961038961039,1.48514851485149,0.0833333333333333,0.0530973451327434,1.48514851485149
0.4,5,61,3,0.0491803278688525,1.48883374689826,0.0833333333333333,0.0618556701030928,1.48883374689826
0.4,6,48,3,0.0625,1.55038759689922,0.0833333333333333,0.0714285714285714,1.55038759689922
0.4,7,38,2,0.0526315789473684,1.17994100294985,0.0555555555555556,0.0540540540540541,1.17994100294985
0.4,8,36,2,0.0555555555555556,1.29449838187702,0.0555555555555556,0.0555555555555556,1.29449838187702
0.4,9,29,2,0.0689655172413793,1.32013201320132,0.0555555555555556,0.0615384615384615,1.32013201320132
0.4,10,27,1,0.037037037037037,0.675675675675676,0.0277777777777778,0.0317460317460317,0.675675675675676
0.4,11,21,1,0.0476190476190476,0.711743772241993,0.0277777777777778,0.0350877192982456,0.711743772241993
0.4,12,18,1,0.0555555555555556,0.851063829787234,0.0277777777777778,0.037037037037037,0.851063829787234
0.4,13,12,1,0.0833333333333333,0.904977375565611,0.0277777777777778,0.0416666666666667,0.904977375565611
0.4,14,9,1,0.111111111111111,1.12994350282486,0.0277777777777778,0.0444444444444444,1.12994350282486
0.4,15,6,1,0.166666666666667,1.20481927710843,0.0277777777777778,0.0476190476190476,1.20481927710843
0.45,1,229,10,0.0436681222707424,2.68817204301075,0.222222222222222,0.072992700729927,2.68817204301075
0.45,2,133,5,0.037593984962406,1.953125,0.138888888888889,0.0591715976331361,1.953125
0.45,3,94,4,0.0425531914893617,2.09424083769634,0.111111111111111,0.0615384615384615,2.09424083769634
0.45,4,75,3,0.04,1.6260162601626,0.0833333333333333,0.0540540540540541,1.6260162601626
0.45,5,58,3,0.0517241379310345,1.55440414507772,0.0833333333333333,0.0638297872340426,1.55440414507772
0.45,6,44,3,0.0681818181818182,1.88087774294671,0.0833333333333333,0.075,1.88087774294671
0.45,7,36,2,0.0555555555555556,1.32450331125828,0.0555555555555556,0.0555555555555556,1.32450331125828
0.45,8,34,2,0.0588235294117647,1.4760147601476,0.0555555555555556,0.0571428571428571,1.4760147601476
0.45,9,27,1,0.037037037037037,0.904977375565611,0.0277777777777778,0.0317460317460317,0.904977375565611
0.45,10,26,1,0.0384615384615385,0.775193798449612,0.0277777777777778,0.032258064516129,0.775193798449612
0.45,11,18,1,0.0555555555555556,0.826446280991736,0.0277777777777778,0.037037037037037,0.826446280991736
0.45,12,14,1,0.0714285714285714,1.20481927710843,0.0277777777777778,0.04,1.20481927710843
0.45,13,11,1,0.0909090909090909,1.21212121212121,0.0277777777777778,0.0425531914893617,1.21212121212121
0.45,14,9,1,0.111111111111111,1.08695652173913,0.0277777777777778,0.0444444444444444,1.08695652173913
0.45,15,5,1,0.2,1.53846153846154,0.0277777777777778,0.0487804878048781,1.53846153846154
0.5,1,214,10,0.0467289719626168,2.71370420624152,0.222222222222222,0.0772200772200772,2.71370420624152
0.5,2,126,5,0.0396825396825397,1.94174757281553,0.138888888888889,0.0617283950617284,1.94174757281553
0.5,3,90,4,0.0444444444444444,2.07253886010363,0.111111111111111,0.0634920634920635,2.07253886010363
0.5,4,72,3,0.0416666666666667,1.6260162601626,0.0833333333333333,0.0555555555555556,1.6260162601626
0.5,5,56,3,0.0535714285714286,1.91693290734824,0.0833333333333333,0.0652173913043478,1.91693290734824
0.5,6,41,3,0.0731707317073171,2.02020202020202,0.0833333333333333,0.0779220779220779,2.02020202020202
0.5,7,36,2,0.0555555555555556,1.54440154440154,0.0555555555555556,0.0555555555555556,1.54440154440154
0.5,8,31,1,0.032258064516129,0.896860986547085,0.0277777777777778,0.0298507462686567,0.896860986547085
0.5,9,24,1,0.0416666666666667,0.970873786407767,0.0277777777777778,0.0333333333333333,0.970873786407767
0.5,10,21,1,0.0476190476190476,1.08108108108108,0.0277777777777778,0.0350877192982456,1.08108108108108
0.5,11,14,1,0.0714285714285714,1.36986301369863,0.0277777777777778,0.04,1.36986301369863
0.5,12,12,1,0.0833333333333333,1.48148148148148,0.0277777777777778,0.0416666666666667,1.48148148148148
0.5,13,9,1,0.111111111111111,1.51515151515152,0.0277777777777778,0.0444444444444444,1.51515151515152
0.5,14,7,1,0.142857142857143,1.58730158730159,0.0277777777777778,0.0465116279069768,1.58730158730159
0.5,15,4,1,0.25,2.24719101123596,0.0277777777777778,0.05,2.24719101123596
0.55,1,191,10,0.0523560209424084,3.2258064516129,0.222222222222222,0.0847457627118644,3.2258064516129
0.55,2,121,5,0.0413223140495868,2.29885057471264,0.138888888888889,0.0636942675159236,2.29885057471264
0.55,3,88,4,0.0454545454545455,2.29885057471264,0.111111111111111,0.0645161290322581,2.29885057471264
0.55,4,69,3,0.0434782608695652,1.90476190476191,0.0833333333333333,0.0571428571428571,1.90476190476191
0.55,5,53,3,0.0566037735849057,1.88679245283019,0.0833333333333333,0.0674157303370787,1.88679245283019
0.55,6,41,3,0.0731707317073171,2.22222222222222,0.0833333333333333,0.0779220779220779,2.22222222222222
0.55,7,35,2,0.0571428571428571,1.53846153846154,0.0555555555555556,0.0563380281690141,1.53846153846154
0.55,8,31,1,0.032258064516129,0.921658986175115,0.0277777777777778,0.0298507462686567,0.921658986175115
0.55,9,21,1,0.0476190476190476,0.956937799043062,0.0277777777777778,0.0350877192982456,0.956937799043062
0.55,10,17,1,0.0588235294117647,1.36054421768707,0.0277777777777778,0.0377358490566038,1.36054421768707
0.55,11,11,1,0.0909090909090909,1.25,0.0277777777777778,0.0425531914893617,1.25
0.55,12,11,1,0.0909090909090909,1.42857142857143,0.0277777777777778,0.0425531914893617,1.42857142857143
0.55,13,8,1,0.125,1.37931034482759,0.0277777777777778,0.0454545454545455,1.37931034482759
0.55,14,6,1,0.166666666666667,1.6260162601626,0.0277777777777778,0.0476190476190476,1.6260162601626
0.55,15,4,1,0.25,1.92307692307692,0.0277777777777778,0.05,1.92307692307692
0.6,1,171,10,0.0584795321637427,4.10677618069815,0.222222222222222,0.0925925925925926,4.10677618069815
0.6,2,112,5,0.0446428571428571,2.6246719160105,0.138888888888889,0.0675675675675676,2.6246719160105
0.6,3,84,4,0.0476190476190476,2.37388724035608,0.111111111111111,0.0666666666666667,2.37388724035608
0.6,4,67,3,0.0447761194029851,2.02702702702703,0.0833333333333333,0.058252427184466,2.02702702702703
0.6,5,51,3,0.0588235294117647,2.18181818181818,0.0833333333333333,0.0689655172413793,2.18181818181818
0.6,6,39,3,0.0769230769230769,2.26415094339623,0.0833333333333333,0.08,2.26415094339623
0.6,7,32,1,0.03125,0.995024875621891,0.0277777777777778,0.0294117647058824,0.995024875621891
0.6,8,26,1,0.0384615384615385,1.03626943005181,0.0277777777777778,0.032258064516129,1.03626943005181
0.6,9,19,1,0.0526315789473684,1.55038759689922,0.0277777777777778,0.0363636363636364,1.55038759689922
0.6,10,17,1,0.0588235294117647,1.43884892086331,0.0277777777777778,0.0377358490566038,1.43884892086331
0.6,11,11,1,0.0909090909090909,1.53846153846154,0.0277777777777778,0.0425531914893617,1.53846153846154
0.6,12,11,1,0.0909090909090909,1.73913043478261,0.0277777777777778,0.0425531914893617,1.73913043478261
0.6,13,8,1,0.125,1.88679245283019,0.0277777777777778,0.0454545454545455,1.88679245283019
0.6,14,5,1,0.2,2.46913580246914,0.0277777777777778,0.0487804878048781,2.46913580246914
0.6,15,4,1,0.25,2.5974025974026,0.0277777777777778,0.05,2.5974025974026
0.65,1,149,9,0.0604026845637584,4.45544554455446,0.194444444444444,0.0921726408193124,4.45544554455446
0.65,2,105,4,0.0380952380952381,2.87769784172662,0.111111111111111,0.0567375886524823,2.87769784172662
0.65,3,80,3,0.0375,2.29885057471264,0.0833333333333333,0.0517241379310345,2.29885057471264
0.65,4,65,2,0.0307692307692308,1.73913043478261,0.0555555555555556,0.0396039603960396,1.73913043478261
0.65,5,45,2,0.0444444444444444,2.01005025125628,0.0555555555555556,0.0493827160493827,2.01005025125628
0.65,6,35,2,0.0571428571428571,2.20994475138122,0.0555555555555556,0.0563380281690141,2.20994475138122
0.65,7,27,1,0.037037037037037,1.44927536231884,0.0277777777777778,0.0317460317460317,1.44927536231884
0.65,8,19,1,0.0526315789473684,1.66666666666667,0.0277777777777778,0.0363636363636364,1.66666666666667
0.65,9,17,1,0.0588235294117647,1.81818181818182,0.0277777777777778,0.0377358490566038,1.81818181818182
0.65,10,14,1,0.0714285714285714,1.73913043478261,0.0277777777777778,0.04,1.73913043478261
0.65,11,10,1,0.1,1.63934426229508,0.0277777777777778,0.0434782608695652,1.63934426229508
0.65,12,9,1,0.111111111111111,1.94174757281553,0.0277777777777778,0.0444444444444444,1.94174757281553
0.65,13,7,1,0.142857142857143,1.81818181818182,0.0277777777777778,0.0465116279069768,1.81818181818182
0.65,14,4,1,0.25,2.40963855421687,0.0277777777777778,0.05,2.40963855421687
0.65,15,3,1,0.333333333333333,3.07692307692308,0.0277777777777778,0.0512820512820513,3.07692307692308
0.7,1,127,9,0.0708661417322835,6.10169491525424,0.194444444444444,0.103874690849134,6.10169491525424
0.7,2,88,4,0.0454545454545455,3.57142857142857,0.111111111111111,0.0645161290322581,3.57142857142857
0.7,3,70,2,0.0285714285714286,2.28571428571429,0.0555555555555556,0.0377358490566038,2.28571428571429
0.7,4,56,2,0.0357142857142857,2.32558139534884,0.0555555555555556,0.0434782608695652,2.32558139534884
0.7,5,36,2,0.0555555555555556,3.30578512396694,0.0555555555555556,0.0555555555555556,3.30578512396694
0.7,6,31,2,0.0645161290322581,3.1496062992126,0.0555555555555556,0.0597014925373134,3.1496062992126
0.7,7,25,1,0.04,1.76991150442478,0.0277777777777778,0.0327868852459016,1.76991150442478
0.7,8,18,1,0.0555555555555556,2.1505376344086,0.0277777777777778,0.037037037037037,2.1505376344086
0.7,9,17,1,0.0588235294117647,2.12765957446809,0.0277777777777778,0.0377358490566038,2.12765957446809
0.7,10,13,1,0.0769230769230769,2.02020202020202,0.0277777777777778,0.0408163265306122,2.02020202020202
0.7,11,9,1,0.111111111111111,2.27272727272727,0.0277777777777778,0.0444444444444444,2.27272727272727
0.7,12,9,1,0.111111111111111,2.04081632653061,0.0277777777777778,0.0444444444444444,2.04081632653061
0.7,13,7,1,0.142857142857143,2.5,0.0277777777777778,0.0465116279069768,2.5
0.7,14,4,1,0.25,2.89855072463768,0.0277777777777778,0.05,2.89855072463768
0.7,15,3,1,0.333333333333333,3.44827586206897,0.0277777777777778,0.0512820512820513,3.44827586206897
0.75,1,103,7,0.0679611650485437,7.10659898477157,0.194444444444444,0.100719424460432,7.10659898477157
0.75,2,82,4,0.0487804878048781,4.16666666666667,0.111111111111111,0.0677966101694915,4.16666666666667
0.75,3,62,2,0.032258064516129,2.68456375838926,0.0555555555555556,0.0408163265306122,2.68456375838926
0.75,4,48,2,0.0416666666666667,3.17460317460317,0.0555555555555556,0.0476190476190476,3.17460317460317
0.75,5,35,2,0.0571428571428571,3.57142857142857,0.0555555555555556,0.0563380281690141,3.57142857142857
0.75,6,26,1,0.0384615384615385,1.8018018018018,0.0277777777777778,0.032258064516129,1.8018018018018
0.75,7,22,1,0.0454545454545455,2.24719101123596,0.0277777777777778,0.0344827586206897,2.24719101123596
0.75,8,15,1,0.0666666666666667,3.17460317460317,0.0277777777777778,0.0392156862745098,3.17460317460317
0.75,9,14,1,0.0714285714285714,2.56410256410256,0.0277777777777778,0.04,2.56410256410256
0.75,10,11,1,0.0909090909090909,2.63157894736842,0.0277777777777778,0.0425531914893617,2.63157894736842
0.75,11,9,1,0.111111111111111,2.46913580246914,0.0277777777777778,0.0444444444444444,2.46913580246914
0.75,12,7,1,0.142857142857143,3.50877192982456,0.0277777777777778,0.0465116279069768,3.50877192982456
0.75,13,5,1,0.2,3.92156862745098,0.0277777777777778,0.0487804878048781,3.92156862745098
0.75,14,1,1,1,28.5714285714286,0.0277777777777778,0.0540540540540541,28.5714285714286
0.75,15,1,1,1,50,0.0277777777777778,0.0540540540540541,40
0.8,1,93,6,0.0645161290322581,7.2289156626506,0.166666666666667,0.0930232558139535,7.2289156626506
0.8,2,73,4,0.0547945205479452,5.51724137931035,0.111111111111111,0.073394495412844,5.51724137931035
0.8,3,56,2,0.0357142857142857,3.84615384615385,0.0555555555555556,0.0434782608695652,3.84615384615385
0.8,4,47,2,0.0425531914893617,3.92156862745098,0.0555555555555556,0.0481927710843373,3.92156862745098
0.8,5,32,1,0.03125,3.38983050847458,0.0277777777777778,0.0294117647058824,3.38983050847458
0.8,6,23,1,0.0434782608695652,5.26315789473684,0.0277777777777778,0.0338983050847458,5.26315789473684
0.8,7,20,1,0.05,4.25531914893617,0.0277777777777778,0.0357142857142857,4.25531914893617
0.8,8,14,1,0.0714285714285714,6.06060606060606,0.0277777777777778,0.04,6.06060606060606
0.8,9,12,1,0.0833333333333333,6.06060606060606,0.0277777777777778,0.0416666666666667,6.06060606060606
0.8,10,9,1,0.111111111111111,4.25531914893617,0.0277777777777778,0.0444444444444444,4.25531914893617
0.8,11,6,1,0.166666666666667,7.14285714285714,0.0277777777777778,0.0476190476190476,7.14285714285714
0.8,12,4,1,0.25,13.3333333333333,0.0277777777777778,0.05,13.3333333333333
0.8,13,2,1,0.5,40,0.0277777777777778,0.0526315789473684,40
0.8,14,1,1,1,20,0.0277777777777778,0.0540540540540541,20
0.8,15,1,1,1,33.3333333333333,0.0277777777777778,0.0540540540540541,33.3333333333333
0.85,1,68,4,0.0588235294117647,9.52380952380952,0.111111111111111,0.0769230769230769,9.52380952380952
0.85,2,54,3,0.0555555555555556,10.1694915254237,0.0833333333333333,0.0666666666666667,10.1694915254237
0.85,3,43,2,0.0465116279069768,7.01754385964912,0.0555555555555556,0.0506329113924051,7.01754385964912
0.85,4,35,1,0.0285714285714286,4.54545454545455,0.0277777777777778,0.028169014084507,4.54545454545455
0.85,5,27,1,0.037037037037037,4.34782608695652,0.0277777777777778,0.0317460317460317,4.34782608695652
0.85,6,20,1,0.05,7.40740740740741,0.0277777777777778,0.0357142857142857,7.40740740740741
0.85,7,15,1,0.0666666666666667,6.25,0.0277777777777778,0.0392156862745098,6.25
0.85,8,11,1,0.0909090909090909,14.2857142857143,0.0277777777777778,0.0425531914893617,14.2857142857143
0.85,9,9,1,0.111111111111111,22.2222222222222,0.0277777777777778,0.0444444444444444,22.2222222222222
0.85,10,5,1,0.2,12.5,0.0277777777777778,0.0487804878048781,12.5
0.85,11,4,1,0.25,22.2222222222222,0.0277777777777778,0.05,22.2222222222222
0.85,12,3,1,0.333333333333333,18.1818181818182,0.0277777777777778,0.0512820512820513,18.1818181818182
0.85,13,2,1,0.5,28.5714285714286,0.0277777777777778,0.0526315789473684,28.5714285714286
0.85,14,1,1,1,66.6666666666667,0.0277777777777778,0.0540540540540541,40
0.85,15,1,1,1,66.6666666666667,0.0277777777777778,0.0540540540540541,40
0.9,1,48,3,0.0625,11.1111111111111,0.0833333333333333,0.0714285714285714,11.1111111111111
0.9,2,38,2,0.0526315789473684,10,0.0555555555555556,0.0540540540540541,10
0.9,3,29,1,0.0344827586206897,4.65116279069768,0.0277777777777778,0.0307692307692308,4.65116279069768
0.9,4,25,1,0.04,4.87804878048781,0.0277777777777778,0.0327868852459016,4.87804878048781
0.9,5,19,1,0.0526315789473684,8.33333333333333,0.0277777777777778,0.0363636363636364,8.33333333333333
0.9,6,10,1,0.1,15.3846153846154,0.0277777777777778,0.0434782608695652,15.3846153846154
0.9,7,8,1,0.125,14.2857142857143,0.0277777777777778,0.0454545454545455,14.2857142857143
0.9,8,8,1,0.125,28.5714285714286,0.0277777777777778,0.0454545454545455,28.5714285714286
0.9,9,6,1,0.166666666666667,20,0.0277777777777778,0.0476190476190476,20
0.9,10,5,1,0.2,16.6666666666667,0.0277777777777778,0.0487804878048781,16.6666666666667
0.9,11,3,1,0.333333333333333,13.3333333333333,0.0277777777777778,0.0512820512820513,13.3333333333333
0.9,12,2,1,0.5,20,0.0277777777777778,0.0526315789473684,20
0.9,13,1,1,1,33.3333333333333,0.0277777777777778,0.0540540540540541,33.3333333333333
0.9,14,0,0,,,0,0,
0.9,15,0,0,,,0,0,
