cell,tag,env,partition,statistic,engine,n_test,regions,tp,precision,recall,widest_Mb,med_occupancy,occ_all_units,widest_all_Mb,n_qtn
V2_c1,nobgs,2,stage 2,Simes,LFMM,104416,7,4,0.571428571428571,0.363636363636364,1.000864,0.280392156862745,1,3.896755,11
V2_c1,nobgs,2,stage 1,Simes,LFMM,104801,7,4,0.571428571428571,0.363636363636364,1.000864,0.280392156862745,1,3.896755,11
V2_c1,nobgs,2,stage 2,consensus,LFMM,104416,33,7,0.212121212121212,0.636363636363636,3.736276,0.266666666666667,1,3.896755,11
V2_c1,nobgs,3,stage 2,Simes,EMMAX,103512,13,6,0.461538461538462,0.375,2.93416,0.206853823027545,1,3.800406,16
V2_c1,nobgs,3,stage 1,Simes,EMMAX,103953,13,6,0.461538461538462,0.375,2.93416,0.206853823027545,1,3.800406,16
V2_c1,nobgs,3,stage 2,consensus,EMMAX,103512,14,6,0.428571428571429,0.375,2.93416,0.212365591397849,1,3.800406,16
V2_c1,nobgs,3,stage 2,Simes,LFMM,103512,12,7,0.583333333333333,0.4375,2.93416,0.204030226700252,1,3.800406,16
V2_c1,nobgs,3,stage 1,Simes,LFMM,103953,15,7,0.466666666666667,0.4375,2.93416,0.25095785440613,1,3.800406,16
V2_c1,nobgs,3,stage 2,consensus,LFMM,103512,34,10,0.294117647058824,0.625,2.93416,0.219595847237672,1,3.800406,16
V2_c1,nobgs,4,stage 2,Simes,EMMAX,105523,6,5,0.833333333333333,0.5,0.991097,0.266666666666667,1,3.747188,10
V2_c1,nobgs,4,stage 1,Simes,EMMAX,105932,7,5,0.714285714285714,0.5,1.578196,0.266666666666667,1,3.747188,10
V2_c1,nobgs,4,stage 2,consensus,EMMAX,105523,5,4,0.8,0.4,1.578196,0.306410256410256,1,3.747188,10
V2_c1,nobgs,4,stage 2,Simes,LFMM,105523,6,4,0.666666666666667,0.4,0.991097,0.346153846153846,1,3.747188,10
V2_c1,nobgs,4,stage 1,Simes,LFMM,105932,6,4,0.666666666666667,0.4,0.991097,0.346153846153846,1,3.747188,10
V2_c1,nobgs,4,stage 2,consensus,LFMM,105523,12,7,0.583333333333333,0.7,3.747188,0.346153846153846,1,3.747188,10
V2_c1,nobgs,5,stage 2,Simes,EMMAX,104714,1,1,1,0.0714285714285714,0.040502,0.278409090909091,1,4.46848,14
V2_c1,nobgs,5,stage 1,Simes,EMMAX,105058,2,2,1,0.142857142857143,1.012924,0.181818181818182,1,4.46848,14
V2_c1,nobgs,5,stage 2,consensus,EMMAX,104714,3,3,1,0.214285714285714,1.012924,0.147321428571429,1,4.46848,14
V2_c1,nobgs,5,stage 2,Simes,LFMM,104714,2,2,1,0.142857142857143,0.272442,0.181818181818182,1,4.46848,14
V2_c1,nobgs,5,stage 1,Simes,LFMM,105058,3,3,1,0.214285714285714,1.012924,0.164569805194805,1,4.46848,14
V2_c1,nobgs,5,stage 2,consensus,LFMM,104714,12,5,0.416666666666667,0.357142857142857,4.46848,0.158767097264438,1,4.46848,14
V2_c1,nobgs,6,stage 2,Simes,EMMAX,105361,25,4,0.16,0.363636363636364,4.256105,0.178571428571429,1,4.256105,11
V2_c1,nobgs,6,stage 1,Simes,EMMAX,105794,26,4,0.153846153846154,0.363636363636364,4.256105,0.176470588235294,1,4.256105,11
V2_c1,nobgs,6,stage 2,consensus,EMMAX,105361,26,4,0.153846153846154,0.363636363636364,4.256105,0.141302964753785,1,4.256105,11
V2_c1,nobgs,6,stage 2,Simes,LFMM,105361,50,3,0.06,0.272727272727273,4.256105,0.170731707317073,1,4.256105,11
V2_c1,nobgs,6,stage 1,Simes,LFMM,105794,60,4,0.0666666666666667,0.363636363636364,4.256105,0.205128205128205,1,4.256105,11
V2_c1,nobgs,6,stage 2,consensus,LFMM,105361,88,5,0.0568181818181818,0.454545454545455,4.256105,0.183035714285714,1,4.256105,11
V2_c1,nobgs,7,stage 2,Simes,EMMAX,103638,1,1,1,0.0666666666666667,0.023516,0.347826086956522,1,3.75992,15
V2_c1,nobgs,7,stage 1,Simes,EMMAX,104050,1,1,1,0.0666666666666667,0.023516,0.347826086956522,1,3.75992,15
V2_c1,nobgs,7,stage 2,consensus,EMMAX,103638,2,1,0.5,0.0666666666666667,0.045705,0.212374581939799,1,3.75992,15
V2_c1,nobgs,7,stage 2,Simes,LFMM,103638,1,1,1,0.0666666666666667,0.023516,0.347826086956522,1,3.75992,15
V2_c1,nobgs,7,stage 1,Simes,LFMM,104050,1,1,1,0.0666666666666667,0.023516,0.347826086956522,1,3.75992,15
V2_c1,nobgs,7,stage 2,consensus,LFMM,103638,5,3,0.6,0.2,3.75992,0.347826086956522,1,3.75992,15
V2_c1,nobgs,8,stage 2,Simes,EMMAX,104276,4,2,0.5,0.125,1.15194,0.162062395808526,1,3.726411,16
V2_c1,nobgs,8,stage 1,Simes,EMMAX,104723,8,3,0.375,0.1875,1.15194,0.20809013855758,1,3.726411,16
V2_c1,nobgs,8,stage 2,consensus,EMMAX,104276,7,3,0.428571428571429,0.1875,1.15194,0.245901639344262,1,3.726411,16
V2_c1,nobgs,8,stage 2,Simes,LFMM,104276,17,5,0.294117647058824,0.3125,1.15194,0.186186186186186,1,3.726411,16
V2_c1,nobgs,8,stage 1,Simes,LFMM,104723,17,5,0.294117647058824,0.3125,1.15194,0.186186186186186,1,3.726411,16
V2_c1,nobgs,8,stage 2,consensus,LFMM,104276,33,8,0.242424242424242,0.5,1.15194,0.184002184002184,1,3.726411,16
V2_c1,nobgs,9,stage 2,Simes,EMMAX,105156,0,0,0,0,,,1,3.732098,17
V2_c1,nobgs,9,stage 1,Simes,EMMAX,105552,0,0,0,0,,,1,3.732098,17
V2_c1,nobgs,9,stage 2,consensus,EMMAX,105156,0,0,0,0,,,1,3.732098,17
V2_c1,nobgs,9,stage 2,Simes,LFMM,105156,0,0,0,0,,,1,3.732098,17
V2_c1,nobgs,9,stage 1,Simes,LFMM,105552,0,0,0,0,,,1,3.732098,17
V2_c1,nobgs,9,stage 2,consensus,LFMM,105156,0,0,0,0,,,1,3.732098,17
V2_c1,nobgs,10,stage 2,Simes,EMMAX,105148,8,1,0.125,0.0769230769230769,0.798899,0.1723044397463,1,3.815601,13
V2_c1,nobgs,10,stage 1,Simes,EMMAX,105581,10,2,0.2,0.153846153846154,3.815601,0.1723044397463,1,3.815601,13
V2_c1,nobgs,10,stage 2,consensus,EMMAX,105148,6,0,0,0,0.798899,0.257575757575758,1,3.815601,13
V2_c1,nobgs,10,stage 2,Simes,LFMM,105148,28,3,0.107142857142857,0.230769230769231,1.840572,0.105263157894737,1,3.815601,13
V2_c1,nobgs,10,stage 1,Simes,LFMM,105581,30,3,0.1,0.230769230769231,2.698493,0.105263157894737,1,3.815601,13
V2_c1,nobgs,10,stage 2,consensus,LFMM,105148,65,6,0.0923076923076923,0.461538461538462,3.815601,0.162790697674419,1,3.815601,13
