cell,tag,env,partition,statistic,engine,n_test,regions,tp,precision,recall,widest_Mb,med_occupancy,occ_all_units,widest_all_Mb,n_qtn
V2_c1,bgs,4,stage 2,Simes,EMMAX,87266,1,1,1,0.1,0.065289,0.304878048780488,1,6.410574,10
V2_c1,bgs,4,stage 1,Simes,EMMAX,87687,1,1,1,0.1,0.065289,0.304878048780488,1,6.410574,10
V2_c1,bgs,4,stage 2,consensus,EMMAX,87266,4,4,1,0.4,2.508829,0.265060240963855,1,6.410574,10
V2_c1,bgs,4,stage 2,Simes,LFMM,87266,3,3,1,0.3,2.508829,0.301980198019802,1,6.410574,10
V2_c1,bgs,4,stage 1,Simes,LFMM,87687,3,3,1,0.3,2.508829,0.301980198019802,1,6.410574,10
V2_c1,bgs,4,stage 2,consensus,LFMM,87266,10,7,0.7,0.7,2.508829,0.257530120481928,1,6.410574,10
V2_c1,bgs,5,stage 2,Simes,EMMAX,86617,1,1,1,0.111111111111111,0,1,1,4.776651,9
V2_c1,bgs,5,stage 1,Simes,EMMAX,86997,1,1,1,0.111111111111111,0,1,1,4.776651,9
V2_c1,bgs,5,stage 2,consensus,EMMAX,86617,2,2,1,0.222222222222222,3.571465,0.540925266903915,1,4.776651,9
V2_c1,bgs,5,stage 2,Simes,LFMM,86617,4,3,0.75,0.333333333333333,3.571465,0.613207547169811,1,4.776651,9
V2_c1,bgs,5,stage 1,Simes,LFMM,86997,3,3,1,0.333333333333333,3.571465,0.226415094339623,1,4.776651,9
V2_c1,bgs,5,stage 2,consensus,LFMM,86617,4,3,0.75,0.333333333333333,3.571465,0.154132814073726,1,4.776651,9
V2_c1,bgs,6,stage 2,Simes,EMMAX,88045,18,3,0.166666666666667,0.25,2.483228,0.149263157894737,1,4.728587,12
V2_c1,bgs,6,stage 1,Simes,EMMAX,88442,18,3,0.166666666666667,0.25,2.483228,0.149263157894737,1,4.728587,12
V2_c1,bgs,6,stage 2,consensus,EMMAX,88045,21,3,0.142857142857143,0.25,2.483228,0.122222222222222,1,4.728587,12
V2_c1,bgs,6,stage 2,Simes,LFMM,88045,28,5,0.178571428571429,0.416666666666667,1.204232,0.0892857142857143,1,4.728587,12
V2_c1,bgs,6,stage 1,Simes,LFMM,88442,29,6,0.206896551724138,0.5,2.483228,0.088,1,4.728587,12
V2_c1,bgs,6,stage 2,consensus,LFMM,88045,64,6,0.09375,0.5,2.682081,0.142857142857143,1,4.728587,12
V2_c1,bgs,7,stage 2,Simes,EMMAX,87487,3,3,1,0.2,0.486944,0.376344086021505,1,4.418473,15
V2_c1,bgs,7,stage 1,Simes,EMMAX,87892,6,4,0.666666666666667,0.266666666666667,2.620147,0.50749977410319,1,4.418473,15
V2_c1,bgs,7,stage 2,consensus,EMMAX,87487,7,4,0.571428571428571,0.266666666666667,2.620147,0.638655462184874,1,4.418473,15
V2_c1,bgs,7,stage 2,Simes,LFMM,87487,9,6,0.666666666666667,0.4,2.620147,0.376344086021505,1,4.418473,15
V2_c1,bgs,7,stage 1,Simes,LFMM,87892,11,7,0.636363636363636,0.466666666666667,2.620147,0.376344086021505,1,4.418473,15
V2_c1,bgs,7,stage 2,consensus,LFMM,87487,11,7,0.636363636363636,0.466666666666667,2.620147,0.348549401501319,1,4.418473,15
V2_c1,bgs,8,stage 2,Simes,EMMAX,87728,9,2,0.222222222222222,0.181818181818182,3.035575,0.153846153846154,1,4.699151,11
V2_c1,bgs,8,stage 1,Simes,EMMAX,88070,9,2,0.222222222222222,0.181818181818182,3.035575,0.153846153846154,1,4.699151,11
V2_c1,bgs,8,stage 2,consensus,EMMAX,87728,9,2,0.222222222222222,0.181818181818182,3.035575,0.176470588235294,1,4.699151,11
V2_c1,bgs,8,stage 2,Simes,LFMM,87728,19,2,0.105263157894737,0.181818181818182,3.548944,0.107612781954887,1,4.699151,11
V2_c1,bgs,8,stage 1,Simes,LFMM,88070,19,2,0.105263157894737,0.181818181818182,3.548944,0.107612781954887,1,4.699151,11
V2_c1,bgs,8,stage 2,consensus,LFMM,87728,54,5,0.0925925925925926,0.454545454545455,3.548944,0.203723404255319,1,4.699151,11
V2_c1,bgs,9,stage 2,Simes,EMMAX,87695,0,0,0,0,,,1,5.041297,11
V2_c1,bgs,9,stage 1,Simes,EMMAX,88067,0,0,0,0,,,1,5.041297,11
V2_c1,bgs,9,stage 2,consensus,EMMAX,87695,0,0,0,0,,,1,5.041297,11
V2_c1,bgs,9,stage 2,Simes,LFMM,87695,0,0,0,0,,,1,5.041297,11
V2_c1,bgs,9,stage 1,Simes,LFMM,88067,0,0,0,0,,,1,5.041297,11
V2_c1,bgs,9,stage 2,consensus,LFMM,87695,1,0,0,0,0.005422,0.571428571428571,1,5.041297,11
V2_c1,bgs,10,stage 2,Simes,EMMAX,88419,8,5,0.625,0.357142857142857,0.801797,0.180952380952381,1,4.832979,14
V2_c1,bgs,10,stage 1,Simes,EMMAX,88778,8,5,0.625,0.357142857142857,0.801797,0.180952380952381,1,4.832979,14
V2_c1,bgs,10,stage 2,consensus,EMMAX,88419,9,5,0.555555555555556,0.357142857142857,0.801797,0.180028429282161,1,4.832979,14
V2_c1,bgs,10,stage 2,Simes,LFMM,88419,19,5,0.263157894736842,0.357142857142857,0.801797,0.176508760545101,1,4.832979,14
V2_c1,bgs,10,stage 1,Simes,LFMM,88778,20,5,0.25,0.357142857142857,0.801797,0.173913043478261,1,4.832979,14
V2_c1,bgs,10,stage 2,consensus,LFMM,88419,31,5,0.161290322580645,0.357142857142857,2.343747,0.181818181818182,1,4.832979,14
