cell,tag,engine,l_min,n_true,n_markers,n_Cgt0,n_BH05,recall_cap,max_recall_C,max_recall_alpha,PR_AUC_C,PR_AUC_alpha,PR_AUC_C_cs,PR_AUC_alpha_cs
V0.5_c2_env10,bgs,emmax,3,34,311707,2794,1655,0.235294117647059,0.235294117647059,0.382352941176471,0.0223015117706045,0.0307462749177207,0.0223015117706045,0.0257432294166386
V0.5_c2_env10,bgs,lfmm,1,34,311707,5542,3052,0.411764705882353,0.411764705882353,0.5,0.011529886808677,0.0165839480091582,0.011529886808677,0.0153108817633124
V0.5_c2_env10,bgs,lfmm,3,34,311707,5542,3052,0.264705882352941,0.264705882352941,0.441176470588235,0.0132610458458438,0.0223622759292719,0.0132610458458438,0.0169513513421375
V0.5_c2_env10,nobgs,emmax,1,33,374870,1670,782,0.151515151515152,0.151515151515152,0.242424242424242,0.0160291752272884,0.00893128628282903,0.0160291752272884,0.00810264657401529
V0.5_c2_env10,nobgs,emmax,3,33,374870,1670,782,0.0606060606060606,0.0606060606060606,0.121212121212121,0.00337593441041717,0.0335598980458794,0.00337593441041717,0.0212121212121212
V0.5_c2_env10,nobgs,lfmm,1,33,374870,6879,4614,0.303030303030303,0.303030303030303,0.393939393939394,0.0248461177998653,0.0111605115135677,0.0248461177998653,0.0103033385823913
V0.5_c2_env10,nobgs,lfmm,3,33,374870,6879,4614,0.181818181818182,0.181818181818182,0.242424242424242,0.00756668474101874,0.0129331708341446,0.00756668474101874,0.0119630375175939
V1_c1.5_env1,bgs,emmax,1,23,262870,1324,103,0.347826086956522,0.347826086956522,0.347826086956522,0.0532825358081343,0.0248740052728673,0.0532825358081343,0.0248740052728673
V1_c1.5_env1,bgs,emmax,3,23,262870,1324,103,0.260869565217391,0.260869565217391,0.260869565217391,0.121660222520319,0.0353508355112061,0.121660222520319,0.0353508355112061
V1_c1.5_env1,bgs,lfmm,1,23,262870,706,165,0.347826086956522,0.347826086956522,0.347826086956522,0.0641250693040974,0.0382067208154165,0.0641250693040974,0.0382067208154165
V1_c1.5_env1,bgs,lfmm,3,23,262870,706,165,0.260869565217391,0.260869565217391,0.260869565217391,0.0616340181557573,0.0343052361212488,0.0616340181557573,0.0343052361212488
V1_c1.5_env1,nobgs,emmax,1,22,326745,1439,460,0.681818181818182,0.681818181818182,0.727272727272727,0.246398871349569,0.131629053231832,0.246398871349569,0.127475139108204
V1_c1.5_env1,nobgs,emmax,3,22,326745,1439,460,0.454545454545455,0.454545454545455,0.590909090909091,0.273530580276188,0.206662354707361,0.273530580276188,0.1761038917887
V1_c1.5_env1,nobgs,lfmm,1,22,326745,1149,399,0.545454545454545,0.545454545454545,0.590909090909091,0.255828714651316,0.176685793334982,0.255828714651316,0.16194925598698
V1_c1.5_env1,nobgs,lfmm,3,22,326745,1149,399,0.409090909090909,0.409090909090909,0.454545454545455,0.298244180062362,0.200507190549563,0.298244180062362,0.181439393939394
V1_c1.5_env2,bgs,emmax,1,25,265155,2032,541,0.4,0.4,0.56,0.0405202397706243,0.0388774483006867,0.0405202397706243,0.0353151698930499
V1_c1.5_env2,bgs,emmax,3,25,265155,2032,541,0.36,0.36,0.48,0.0821359525487433,0.107359947369897,0.0821359525487433,0.102341980270369
V1_c1.5_env2,bgs,lfmm,1,25,265155,2655,1528,0.44,0.44,0.56,0.0519912909825889,0.0575645241908697,0.0519912909825889,0.0544218587409387
V1_c1.5_env2,bgs,lfmm,3,25,265155,2655,1528,0.4,0.4,0.52,0.0762801354314804,0.157007190245911,0.0762801354314804,0.153471239363012
V1_c1.5_env2,nobgs,emmax,1,29,331483,601,208,0.241379310344828,0.241379310344828,0.344827586206897,0.0699114574486156,0.0122693820992369,0.0699114574486156,0.00461660617059891
V1_c1.5_env2,nobgs,emmax,3,29,331483,601,208,0.137931034482759,0.137931034482759,0.275862068965517,0.0160484883608616,0.0142374462923414,0.0160484883608616,0.00974969707924139
V1_c1.5_env2,nobgs,lfmm,1,29,331483,2318,602,0.344827586206897,0.344827586206897,0.517241379310345,0.0864646860880652,0.0230254973920683,0.0864646860880652,0.019591648040893
V1_c1.5_env2,nobgs,lfmm,3,29,331483,2318,602,0.206896551724138,0.206896551724138,0.413793103448276,0.0241736903626688,0.0237087872617412,0.0241736903626688,0.0174667782511666
V1_c1.5_env3,bgs,emmax,1,27,262947,394,6,0.037037037037037,0.037037037037037,0.259259259259259,0.00029868578255675,0.00494544373684339,0.00029868578255675,0.000313873195229127
V1_c1.5_env3,bgs,emmax,3,27,262947,394,6,0.037037037037037,0.037037037037037,0.111111111111111,0.00102880658436214,0.00205761316872428,0.00102880658436214,0
V1_c1.5_env3,bgs,lfmm,1,27,262947,854,290,0.185185185185185,0.185185185185185,0.259259259259259,0.00872380665629354,0.00457501418914226,0.00872380665629354,0.00312743985424398
V1_c1.5_env3,bgs,lfmm,3,27,262947,854,290,0.0740740740740741,0.0740740740740741,0.185185185185185,0.00380291005291005,0.00553705510882676,0.00380291005291005,0.0020969933250635
V1_c1.5_env3,nobgs,emmax,1,25,326022,508,92,0.2,0.2,0.28,0.0532773109243698,0.0451433172302737,0.0532773109243698,0.0366988727858293
V1_c1.5_env3,nobgs,emmax,3,25,326022,508,92,0.12,0.12,0.12,0.0435294117647059,0.085,0.0435294117647059,0.085
V1_c1.5_env3,nobgs,lfmm,1,25,326022,1450,568,0.48,0.48,0.48,0.0917976697134844,0.0701034029100947,0.0917976697134844,0.0701034029100947
V1_c1.5_env3,nobgs,lfmm,3,25,326022,1450,568,0.32,0.32,0.32,0.0934167976502342,0.119586227948297,0.0934167976502342,0.119586227948297
V1_c1.5_env4,bgs,emmax,1,23,264586,155,0,0.130434782608696,0.130434782608696,0.173913043478261,0.119565217391304,0.122049689440994,0.119565217391304,0.114130434782609
V1_c1.5_env4,bgs,emmax,3,23,264586,155,0,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0217391304347826,0.0108695652173913,0.0217391304347826,0.0108695652173913
V1_c1.5_env4,bgs,lfmm,1,23,264586,467,42,0.217391304347826,0.217391304347826,0.260869565217391,0.0461514960569781,0.120024154589372,0.0461514960569781,0.115289855072464
V1_c1.5_env4,bgs,lfmm,3,23,264586,467,42,0.130434782608696,0.130434782608696,0.130434782608696,0.0133928571428571,0.0101720780436655,0.0133928571428571,0.0101720780436655
V1_c1.5_env4,nobgs,emmax,1,27,327837,456,27,0.407407407407407,0.407407407407407,0.407407407407407,0.270831637498304,0.207948024585469,0.270831637498304,0.207948024585469
V1_c1.5_env4,nobgs,emmax,3,27,327837,456,27,0.259259259259259,0.296296296296296,0.259259259259259,0.22461926961927,0.177777777777778,0.212801087801088,0.177777777777778
V1_c1.5_env4,nobgs,lfmm,1,27,327837,174,33,0.222222222222222,0.259259259259259,0.222222222222222,0.182985315338256,0.161489446435683,0.170557111733582,0.161489446435683
V1_c1.5_env4,nobgs,lfmm,3,27,327837,174,33,0.148148148148148,0.185185185185185,0.148148148148148,0.158289241622575,0.124074074074074,0.132716049382716,0.124074074074074
V1_c1.5_env5,bgs,emmax,1,22,263214,673,12,0.272727272727273,0.272727272727273,0.5,0.0289611903248267,0.0127649577302925,0.0289611903248267,0.00689196440549121
V1_c1.5_env5,bgs,emmax,3,22,263214,673,12,0.136363636363636,0.136363636363636,0.454545454545455,0.0187472551602986,0.0226986227747851,0.0187472551602986,0.00233100233100233
V1_c1.5_env5,bgs,lfmm,1,22,263214,596,243,0.363636363636364,0.363636363636364,0.5,0.0704044482453573,0.0395904136543757,0.0704044482453573,0.0319306663208628
V1_c1.5_env5,bgs,lfmm,3,22,263214,596,243,0.272727272727273,0.272727272727273,0.363636363636364,0.128260628260628,0.0617897117897118,0.128260628260628,0.0507215007215007
V1_c1.5_env5,nobgs,emmax,1,23,328500,60,2,0.0434782608695652,0.0434782608695652,0.217391304347826,0.00241545893719807,0.00652120129939978,0.00241545893719807,0
V1_c1.5_env5,nobgs,emmax,3,23,328500,60,2,0,0,0.0869565217391304,0,0.00463431075160094,0,0
V1_c1.5_env5,nobgs,lfmm,1,23,328500,159,1,0.0869565217391304,0.0869565217391304,0.173913043478261,0.0041407867494824,0.00528749852715918,0.0041407867494824,0.00261674718196457
V1_c1.5_env5,nobgs,lfmm,3,23,328500,159,1,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.00271739130434783,0.00167224080267559,0.00271739130434783,0.00167224080267559
V1_c1.5_env6,bgs,emmax,1,20,264762,1148,550,0.25,0.25,0.4,0.0170984928287821,0.0607419477342542,0.0170984928287821,0.0579191614485732
V1_c1.5_env6,bgs,emmax,3,20,264762,1148,550,0.25,0.25,0.35,0.0212971552257267,0.0427844006166586,0.0212971552257267,0.0392394693726547
V1_c1.5_env6,bgs,lfmm,1,20,264762,2837,1595,0.4,0.4,0.45,0.0164159789018865,0.0616619058399801,0.0164159789018865,0.0608112820811719
V1_c1.5_env6,bgs,lfmm,3,20,264762,2837,1595,0.35,0.35,0.45,0.0279646063775628,0.04039395118794,0.0279646063775628,0.0370061228593806
V1_c1.5_env6,nobgs,emmax,1,21,331362,1823,908,0.380952380952381,0.380952380952381,0.380952380952381,0.0585753787330535,0.0332447953514122,0.0585753787330535,0.0332447953514122
V1_c1.5_env6,nobgs,emmax,3,21,331362,1823,908,0.285714285714286,0.285714285714286,0.333333333333333,0.0998227962513677,0.0868403192755489,0.0998227962513677,0.0854073104047355
V1_c1.5_env6,nobgs,lfmm,1,21,331362,5728,3146,0.380952380952381,0.380952380952381,0.428571428571429,0.0416150846170699,0.0459238880758161,0.0416150846170699,0.0451874058743657
V1_c1.5_env6,nobgs,lfmm,3,21,331362,5728,3146,0.333333333333333,0.333333333333333,0.380952380952381,0.115474828492205,0.0655879437857244,0.115474828492205,0.0646086587910942
V1_c1.5_env7,bgs,emmax,1,23,262598,1230,48,0.391304347826087,0.391304347826087,0.391304347826087,0.175540576143618,0.0836165961084845,0.175540576143618,0.0836165961084845
V1_c1.5_env7,bgs,emmax,3,23,262598,1230,48,0.347826086956522,0.347826086956522,0.391304347826087,0.199973538822644,0.107590515152758,0.199973538822644,0.105226907822684
V1_c1.5_env7,bgs,lfmm,1,23,262598,2392,1153,0.391304347826087,0.391304347826087,0.521739130434783,0.081868300050926,0.079405375483571,0.081868300050926,0.0770461848230127
V1_c1.5_env7,bgs,lfmm,3,23,262598,2392,1153,0.391304347826087,0.391304347826087,0.521739130434783,0.0819116007607056,0.0817157693994669,0.0819116007607056,0.0775141257608176
V1_c1.5_env7,nobgs,emmax,1,24,326460,205,124,0.208333333333333,0.208333333333333,0.375,0.0625816993464052,0.0605984436125765,0.0625816993464052,0.0541902701096542
V1_c1.5_env7,nobgs,emmax,3,24,326460,205,124,0.0833333333333333,0.0833333333333333,0.333333333333333,0.0291666666666667,0.0919988097535868,0.0291666666666667,0.0662878787878788
V1_c1.5_env7,nobgs,lfmm,1,24,326460,1501,517,0.458333333333333,0.458333333333333,0.583333333333333,0.0757590444531582,0.0583659917121182,0.0757590444531582,0.0556463035545186
V1_c1.5_env7,nobgs,lfmm,3,24,326460,1501,517,0.416666666666667,0.416666666666667,0.541666666666667,0.101462280752535,0.0950889522296186,0.101462280752535,0.0893499113607809
V1_c1.5_env8,bgs,emmax,1,21,264339,1052,552,0.333333333333333,0.333333333333333,0.380952380952381,0.044694702659058,0.0504750021986896,0.044694702659058,0.0498457091309154
V1_c1.5_env8,bgs,emmax,3,21,264339,1052,552,0.333333333333333,0.333333333333333,0.380952380952381,0.0497962981045688,0.0396483356089267,0.0497962981045688,0.0378501657073086
V1_c1.5_env8,bgs,lfmm,1,21,264339,1269,647,0.428571428571429,0.428571428571429,0.476190476190476,0.0564188307988021,0.0783944798479569,0.0564188307988021,0.0777140559152533
V1_c1.5_env8,bgs,lfmm,3,21,264339,1269,647,0.333333333333333,0.333333333333333,0.476190476190476,0.0732260341750821,0.0554200039325314,0.0732260341750821,0.0507613011237342
V1_c1.5_env8,nobgs,emmax,1,23,327225,461,128,0.217391304347826,0.217391304347826,0.478260869565217,0.0827817434566299,0.0973141826389677,0.0827817434566299,0.09355601959101
V1_c1.5_env8,nobgs,emmax,3,23,327225,461,128,0.173913043478261,0.173913043478261,0.434782608695652,0.134387351778656,0.118308749915471,0.134387351778656,0.110628019323672
V1_c1.5_env8,nobgs,lfmm,1,23,327225,1822,862,0.434782608695652,0.434782608695652,0.608695652173913,0.142984918508419,0.0701769334234864,0.142984918508419,0.0673560630247986
V1_c1.5_env8,nobgs,lfmm,3,23,327225,1822,862,0.347826086956522,0.347826086956522,0.565217391304348,0.146588287026334,0.088589828191135,0.146588287026334,0.0818643674908889
V1_c1.5_env9,bgs,lfmm,1,30,265610,252,75,0.1,0.1,0.166666666666667,0.018018018018018,0.0585754922876971,0.018018018018018,0.056280193236715
V1_c1.5_env9,bgs,lfmm,3,30,265610,252,75,0.1,0.1,0.133333333333333,0.0361111111111111,0.0684259259259259,0.0361111111111111,0.0654166666666667
V1_c1.5_env9,nobgs,emmax,1,26,322650,28,0,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0192307692307692,0.0034965034965035,0.0192307692307692,0.0034965034965035
V1_c1.5_env9,nobgs,emmax,3,26,322650,28,0,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0192307692307692,0.0128205128205128,0.0192307692307692,0.0128205128205128
V1_c1.5_env9,nobgs,lfmm,1,26,322650,252,0,0.153846153846154,0.153846153846154,0.153846153846154,0.0276862026862027,0.010989010989011,0.0276862026862027,0.010989010989011
V1_c1.5_env9,nobgs,lfmm,3,26,322650,252,0,0.0769230769230769,0.0769230769230769,0.115384615384615,0.0384615384615385,0.0150394477317554,0.0384615384615385,0.0102564102564103
V1_c1.5_env10,bgs,emmax,1,19,266333,1858,507,0.315789473684211,0.315789473684211,0.421052631578947,0.0114416770734774,0.014505630768325,0.0114416770734774,0.0119971962204168
V1_c1.5_env10,bgs,emmax,3,19,266333,1858,507,0.210526315789474,0.210526315789474,0.368421052631579,0.0153589651156342,0.018085903290181,0.0153589651156342,0.0120560020741509
V1_c1.5_env10,bgs,lfmm,1,19,266333,1580,548,0.315789473684211,0.315789473684211,0.368421052631579,0.0203267592914815,0.0211849841166585,0.0203267592914815,0.0201543807619219
V1_c1.5_env10,bgs,lfmm,3,19,266333,1580,548,0.315789473684211,0.315789473684211,0.368421052631579,0.0368485315853737,0.0313957408140234,0.0368485315853737,0.0286388485834469
V1_c1.5_env10,nobgs,emmax,1,24,329654,2592,692,0.291666666666667,0.291666666666667,0.291666666666667,0.0369749293017677,0.100928795271774,0.0369749293017677,0.100928795271774
V1_c1.5_env10,nobgs,emmax,3,24,329654,2592,692,0.291666666666667,0.291666666666667,0.291666666666667,0.106529287439614,0.130723382897296,0.106529287439614,0.130723382897296
V1_c1.5_env10,nobgs,lfmm,1,24,329654,2533,1589,0.208333333333333,0.208333333333333,0.291666666666667,0.0160238985945255,0.106420425807399,0.0160238985945255,0.0998774509803922
V1_c1.5_env10,nobgs,lfmm,3,24,329654,2533,1589,0.208333333333333,0.208333333333333,0.291666666666667,0.0555555555555556,0.146859681372549,0.0555555555555556,0.135416666666667
V2_c1_env1,bgs,emmax,1,12,231486,544,317,0.5,0.5,0.583333333333333,0.22704346092504,0.184439445069366,0.22704346092504,0.175
V2_c1_env1,bgs,emmax,3,12,231486,544,317,0.333333333333333,0.333333333333333,0.416666666666667,0.306818181818182,0.329153605015674,0.306818181818182,0.306818181818182
V2_c1_env1,bgs,lfmm,1,12,231486,611,340,0.583333333333333,0.583333333333333,0.666666666666667,0.339384920634921,0.330373406193078,0.339384920634921,0.263888888888889
V2_c1_env1,bgs,lfmm,3,12,231486,611,340,0.5,0.5,0.583333333333333,0.424305555555556,0.504347826086957,0.424305555555556,0.475
V2_c1_env1,nobgs,emmax,1,10,299673,1896,515,0.8,0.8,0.8,0.202594679000633,0.317753022066778,0.202594679000633,0.317753022066778
V2_c1_env1,nobgs,emmax,3,10,299673,1896,515,0.6,0.6,0.6,0.254444444444444,0.301598639455782,0.254444444444444,0.301598639455782
V2_c1_env1,nobgs,lfmm,1,10,299673,801,114,0.6,0.6,0.6,0.346813725490196,0.465192307692308,0.346813725490196,0.465192307692308
V2_c1_env1,nobgs,lfmm,3,10,299673,801,114,0.5,0.5,0.6,0.392380952380952,0.445714285714286,0.392380952380952,0.410714285714286
V2_c1_env2,bgs,emmax,1,13,233274,423,250,0.461538461538462,0.461538461538462,0.615384615384615,0.266804029304029,0.363976001131837,0.266804029304029,0.350692785475394
V2_c1_env2,bgs,emmax,3,13,233274,423,250,0.307692307692308,0.307692307692308,0.461538461538462,0.117110453648915,0.200697937540043,0.117110453648915,0.184510421352527
V2_c1_env2,bgs,lfmm,1,13,233274,937,405,0.615384615384615,0.615384615384615,0.769230769230769,0.211630181233159,0.46472816311526,0.211630181233159,0.460347634485566
V2_c1_env2,bgs,lfmm,3,13,233274,937,405,0.384615384615385,0.384615384615385,0.692307692307692,0.178170787545788,0.263947628475329,0.178170787545788,0.23740959894806
V2_c1_env2,nobgs,emmax,1,11,304684,826,275,0.727272727272727,0.727272727272727,0.727272727272727,0.387993770399457,0.188886521105146,0.387993770399457,0.188886521105146
V2_c1_env2,nobgs,emmax,3,11,304684,826,275,0.636363636363636,0.636363636363636,0.727272727272727,0.357157548334019,0.232020982020982,0.357157548334019,0.215367965367965
V2_c1_env2,nobgs,lfmm,1,11,304684,1400,336,0.909090909090909,0.909090909090909,0.909090909090909,0.34328644291589,0.5240503334291,0.34328644291589,0.5240503334291
V2_c1_env2,nobgs,lfmm,3,11,304684,1400,336,0.909090909090909,0.909090909090909,0.909090909090909,0.454175685425686,0.618265876518304,0.454175685425686,0.618265876518304
V2_c1_env3,bgs,emmax,1,14,235796,339,84,0.571428571428571,0.571428571428571,0.571428571428571,0.152401142600478,0.245016601476738,0.152401142600478,0.245016601476738
V2_c1_env3,bgs,emmax,3,14,235796,339,84,0.357142857142857,0.357142857142857,0.428571428571429,0.181845238095238,0.273554421768707,0.181845238095238,0.256547619047619
V2_c1_env3,bgs,lfmm,1,14,235796,1440,571,0.714285714285714,0.714285714285714,0.714285714285714,0.155719901136752,0.249054491901184,0.155719901136752,0.249054491901184
V2_c1_env3,bgs,lfmm,3,14,235796,1440,571,0.714285714285714,0.714285714285714,0.714285714285714,0.197711048914708,0.268516731016731,0.197711048914708,0.268516731016731
V2_c1_env3,nobgs,emmax,1,16,298956,2192,1042,0.75,0.75,0.75,0.226913309653533,0.317871877057156,0.226913309653533,0.317871877057156
V2_c1_env3,nobgs,emmax,3,16,298956,2192,1042,0.625,0.625,0.6875,0.271011800699301,0.482534954910234,0.271011800699301,0.47092123769339
V2_c1_env3,nobgs,lfmm,1,16,298956,3056,1028,0.8125,0.8125,0.8125,0.237484832407957,0.330735112105663,0.237484832407957,0.330735112105663
V2_c1_env3,nobgs,lfmm,3,16,298956,3056,1028,0.75,0.75,0.75,0.335945756056643,0.542613636363636,0.335945756056643,0.542613636363636
V2_c1_env4,bgs,emmax,1,10,234231,285,53,0.7,0.7,0.9,0.44639880952381,0.487706043956044,0.44639880952381,0.453594322344322
V2_c1_env4,bgs,emmax,3,10,234231,285,53,0.7,0.7,0.7,0.47017316017316,0.474047619047619,0.47017316017316,0.474047619047619
V2_c1_env4,bgs,lfmm,1,10,234231,424,69,0.8,0.8,0.8,0.412971823498139,0.412101845522898,0.412971823498139,0.412101845522898
V2_c1_env4,bgs,lfmm,3,10,234231,424,69,0.7,0.7,0.7,0.543920454545455,0.34197601010101,0.543920454545455,0.34197601010101
V2_c1_env4,nobgs,emmax,1,10,304694,1042,427,0.9,0.9,0.9,0.179507007007007,0.511177220544654,0.179507007007007,0.511177220544654
V2_c1_env4,nobgs,emmax,3,10,304694,1042,427,0.8,0.8,0.8,0.403055555555556,0.608551864801865,0.403055555555556,0.608551864801865
V2_c1_env4,nobgs,lfmm,1,10,304694,842,421,1,1,1,0.210909165205504,0.602157488650253,0.210909165205504,0.602157488650253
V2_c1_env4,nobgs,lfmm,3,10,304694,842,421,0.8,0.8,0.8,0.331848659003831,0.564807692307692,0.331848659003831,0.564807692307692
V2_c1_env5,bgs,emmax,1,9,229858,96,12,0.333333333333333,0.333333333333333,0.555555555555556,0.118518518518519,0.253267973856209,0.118518518518519,0.225
V2_c1_env5,bgs,emmax,3,9,229858,96,12,0.222222222222222,0.222222222222222,0.333333333333333,0.0740740740740741,0.100925925925926,0.0740740740740741,0.0740740740740741
V2_c1_env5,bgs,lfmm,1,9,229858,235,146,0.666666666666667,0.666666666666667,0.666666666666667,0.162003120336454,0.342780748663102,0.162003120336454,0.342780748663102
V2_c1_env5,bgs,lfmm,3,9,229858,235,146,0.444444444444444,0.444444444444444,0.555555555555556,0.159259259259259,0.233585858585859,0.159259259259259,0.125
V2_c1_env5,nobgs,emmax,1,14,304589,1052,472,0.642857142857143,0.642857142857143,0.642857142857143,0.254247153406817,0.333380844234592,0.254247153406817,0.333380844234592
V2_c1_env5,nobgs,emmax,3,14,304589,1052,472,0.428571428571429,0.428571428571429,0.428571428571429,0.289795918367347,0.350793650793651,0.289795918367347,0.350793650793651
V2_c1_env5,nobgs,lfmm,1,14,304589,819,116,0.571428571428571,0.571428571428571,0.642857142857143,0.257021379980564,0.381750318912705,0.257021379980564,0.367781155015198
V2_c1_env5,nobgs,lfmm,3,14,304589,819,116,0.5,0.5,0.571428571428571,0.349206349206349,0.454491725768322,0.349206349206349,0.43452380952381
V2_c1_env6,bgs,emmax,1,12,234855,293,112,0.5,0.5,0.75,0.0801393945884201,0.1729561325253,0.0801393945884201,0.168639641138027
V2_c1_env6,bgs,emmax,3,12,234855,293,112,0.416666666666667,0.416666666666667,0.5,0.128841991341991,0.228292832491943,0.128841991341991,0.219496021220159
V2_c1_env6,bgs,lfmm,1,12,234855,841,223,0.666666666666667,0.666666666666667,0.75,0.345379027035778,0.266036733494747,0.345379027035778,0.263964630774976
V2_c1_env6,bgs,lfmm,3,12,234855,841,223,0.5,0.5,0.75,0.279396910279263,0.333319411444411,0.279396910279263,0.320338642213642
V2_c1_env6,nobgs,emmax,1,11,307147,1404,725,0.727272727272727,0.727272727272727,0.727272727272727,0.120997576853582,0.233640151241397,0.120997576853582,0.233640151241397
V2_c1_env6,nobgs,emmax,3,11,307147,1404,725,0.545454545454545,0.545454545454545,0.636363636363636,0.171808806167095,0.263994204720011,0.171808806167095,0.253760822510823
V2_c1_env6,nobgs,lfmm,1,11,307147,881,500,0.545454545454545,0.545454545454545,0.636363636363636,0.311688311688312,0.25823790750892,0.311688311688312,0.255015186833369
V2_c1_env6,nobgs,lfmm,3,11,307147,881,500,0.454545454545455,0.454545454545455,0.636363636363636,0.164305391578119,0.272413126480112,0.164305391578119,0.247136436131651
V2_c1_env7,bgs,emmax,1,15,233384,379,242,0.466666666666667,0.466666666666667,0.533333333333333,0.188686868686869,0.292723661987765,0.188686868686869,0.284986504723347
V2_c1_env7,bgs,emmax,3,15,233384,379,242,0.4,0.4,0.4,0.326388888888889,0.298095238095238,0.326388888888889,0.298095238095238
V2_c1_env7,bgs,lfmm,1,15,233384,409,247,0.533333333333333,0.533333333333333,0.6,0.259090909090909,0.377817488832825,0.259090909090909,0.374001296147314
V2_c1_env7,bgs,lfmm,3,15,233384,409,247,0.533333333333333,0.533333333333333,0.6,0.406507936507937,0.359879584017515,0.406507936507937,0.33344280240832
V2_c1_env7,nobgs,emmax,1,15,298200,1805,5,0.6,0.6,0.666666666666667,0.37592448631181,0.274317277774451,0.37592448631181,0.27025726491714
V2_c1_env7,nobgs,emmax,3,15,298200,1805,5,0.466666666666667,0.466666666666667,0.466666666666667,0.31020697167756,0.271260835303389,0.31020697167756,0.271260835303389
V2_c1_env7,nobgs,lfmm,1,15,298200,254,15,0.466666666666667,0.466666666666667,0.6,0.425291005291005,0.301380855986119,0.425291005291005,0.292355889724311
V2_c1_env7,nobgs,lfmm,3,15,298200,254,15,0.4,0.4,0.466666666666667,0.391666666666667,0.304242424242424,0.391666666666667,0.291666666666667
V2_c1_env8,bgs,emmax,1,11,234127,282,67,0.545454545454545,0.545454545454545,0.818181818181818,0.0467547885340843,0.0845775104958442,0.0467547885340843,0.0735302205356652
V2_c1_env8,bgs,emmax,3,11,234127,282,67,0.272727272727273,0.272727272727273,0.727272727272727,0.0369251960161051,0.0621322505336054,0.0369251960161051,0.022910927456382
V2_c1_env8,bgs,lfmm,1,11,234127,663,214,0.636363636363636,0.636363636363636,0.727272727272727,0.213039479508931,0.198679633939552,0.213039479508931,0.196189617496047
V2_c1_env8,bgs,lfmm,3,11,234127,663,214,0.454545454545455,0.454545454545455,0.727272727272727,0.0945479049252634,0.068274341540601,0.0945479049252634,0.0403726708074534
V2_c1_env8,nobgs,emmax,1,16,303448,1035,509,0.5,0.5,0.625,0.286928855815717,0.172966171112054,0.286928855815717,0.169841006926004
V2_c1_env8,nobgs,emmax,3,16,303448,1035,509,0.375,0.375,0.5,0.313392857142857,0.234690192910302,0.313392857142857,0.21388134057971
V2_c1_env8,nobgs,lfmm,1,16,303448,1139,659,0.5,0.5,0.5625,0.244201203208556,0.371752186676252,0.244201203208556,0.361698717948718
V2_c1_env8,nobgs,lfmm,3,16,303448,1139,659,0.5,0.5,0.5625,0.416226708074534,0.388255667943168,0.416226708074534,0.379748723498723
V2_c1_env9,bgs,emmax,1,11,235478,9,0,0,0,0.0909090909090909,0,0.0151515151515152,0,0
V2_c1_env9,bgs,emmax,3,11,235478,9,0,0,0,0,0,0,0,0
V2_c1_env9,bgs,lfmm,1,11,235478,14,0,0.0909090909090909,0.0909090909090909,0.181818181818182,0.0113636363636364,0.0318181818181818,0.0113636363636364,0.0113636363636364
V2_c1_env9,bgs,lfmm,3,11,235478,14,0,0,0,0,0,0,0,0
V2_c1_env9,nobgs,emmax,1,17,303632,2,0,0,0,0,0,0,0,0
V2_c1_env9,nobgs,emmax,3,17,303632,2,0,-Inf,-Inf,0,,0,,
V2_c1_env9,nobgs,lfmm,1,17,303632,1,0,0,0,0.0588235294117647,0,0.00367647058823529,0,
V2_c1_env9,nobgs,lfmm,3,17,303632,1,0,-Inf,-Inf,0.0588235294117647,,0.0147058823529412,,
V2_c1_env10,bgs,emmax,1,14,234890,243,117,0.357142857142857,0.357142857142857,0.428571428571429,0.18488455988456,0.20570950367462,0.18488455988456,0.188852813852814
V2_c1_env10,bgs,emmax,3,14,234890,243,117,0.214285714285714,0.214285714285714,0.428571428571429,0.107142857142857,0.272619047619048,0.107142857142857,0.154761904761905
V2_c1_env10,bgs,lfmm,1,14,234890,873,174,0.5,0.5,0.5,0.136217261904762,0.340189990086761,0.136217261904762,0.340189990086761
V2_c1_env10,bgs,lfmm,3,14,234890,873,174,0.357142857142857,0.357142857142857,0.5,0.1875,0.247007456828885,0.1875,0.229591836734694
V2_c1_env10,nobgs,emmax,1,13,302347,1952,1225,0.615384615384615,0.615384615384615,0.615384615384615,0.189316711179059,0.0764131701631702,0.189316711179059,0.0764131701631702
V2_c1_env10,nobgs,emmax,3,13,302347,1952,1225,0.538461538461538,0.538461538461538,0.538461538461538,0.199679487179487,0.0881530234471411,0.199679487179487,0.0881530234471411
V2_c1_env10,nobgs,lfmm,1,13,302347,1405,487,0.615384615384615,0.615384615384615,0.615384615384615,0.113610833460386,0.0890454243325057,0.113610833460386,0.0890454243325057
V2_c1_env10,nobgs,lfmm,3,13,302347,1405,487,0.384615384615385,0.384615384615385,0.538461538461538,0.107446466317434,0.045717754741299,0.107446466317434,0.0391735141735142
