cell,tag,engine,l_min,n_true,n_markers,n_Cgt0,n_BH05,recall_cap,max_recall_C,max_recall_alpha,PR_AUC_C,PR_AUC_alpha,PR_AUC_C_cs,PR_AUC_alpha_cs
V0.5_c2_env8,nobgs,lfmm,1,33,367971,14271,9445,0.545454545454545,0.545454545454545,0.666666666666667,0.0423142518943341,0.0255682083691959,0.0423142518943341,0.0242467433877306
V0.5_c2_env8,nobgs,lfmm,3,33,367971,14271,9445,0.454545454545455,0.454545454545455,0.454545454545455,0.0344059161258689,0.0217859704900283,0.0344059161258689,0.0217859704900283
V0.5_c2_env9,bgs,emmax,1,41,312443,913,7,0.0487804878048781,0.0487804878048781,0.0975609756097561,0.00279471544715447,0.00179437583510878,0.00279471544715447,0.0009036212622083
V0.5_c2_env9,bgs,emmax,3,41,312443,913,7,0.024390243902439,0.024390243902439,0.0487804878048781,0.000871080139372822,0.00129919623059867,0.000871080139372822,0.000554323725055432
V0.5_c2_env9,bgs,lfmm,1,41,312443,5173,3662,0.292682926829268,0.292682926829268,0.439024390243902,0.0107342981482597,0.00882471086635168,0.0107342981482597,0.00674809929425986
V0.5_c2_env9,bgs,lfmm,3,41,312443,5173,3662,0.24390243902439,0.24390243902439,0.341463414634146,0.0143961625646592,0.0158875412339159,0.0143961625646592,0.0127527255257338
V0.5_c2_env9,nobgs,emmax,1,35,370766,320,65,0.2,0.2,0.2,0.0542403628117914,0.0645858343337335,0.0542403628117914,0.0645858343337335
V0.5_c2_env9,nobgs,emmax,3,35,370766,320,65,0.0571428571428571,0.0571428571428571,0.0571428571428571,0.0111688311688312,0.0149659863945578,0.0111688311688312,0.0149659863945578
V0.5_c2_env9,nobgs,lfmm,1,35,370766,2449,1167,0.314285714285714,0.314285714285714,0.485714285714286,0.0399130275637785,0.0238151162049878,0.0399130275637785,0.0211823680151939
V0.5_c2_env9,nobgs,lfmm,3,35,370766,2449,1167,0.114285714285714,0.114285714285714,0.257142857142857,0.00829349228699785,0.0173714714888179,0.00829349228699785,0.0146654158849281
V0.5_c2_env10,bgs,emmax,1,34,311707,2794,1655,0.352941176470588,0.352941176470588,0.441176470588235,0.0235553860489152,0.0221079215906952,0.0235553860489152,0.0201257585708867
