w,rho_all,pct_a_zero,rho_nonzero
5,0.690476190476191,2.4390243902439,0.690476190476191
10,0.757546439628483,3.85674931129477,0.757546439628483
20,0.829612961924635,6.9828722002635,0.781588311000076
50,0.829369783767374,12.6041666666667,0.742094277225044
