tau,lmin,n_regions,n_hit,prop_hit,fold,recall,estimable,F1,fold_cap
0.05,1,472,56,0.11864406779661,1.17760861336586,0.310880829015544,TRUE,0.171744019627888,1.17760861336586
0.05,2,206,35,0.169902912621359,1.25513259579351,0.248704663212435,TRUE,0.201886679084299,1.25513259579351
0.05,3,136,28,0.205882352941176,1.32607151314232,0.217616580310881,TRUE,0.211586901763224,1.32607151314232
0.05,4,106,23,0.216981132075472,1.24314244790963,0.196891191709845,TRUE,0.206448565017126,1.24314244790963
0.05,5,91,22,0.241758241758242,1.26673384194616,0.196891191709845,TRUE,0.217030114226376,1.26673384194616
0.05,6,70,18,0.257142857142857,1.23843269462314,0.170984455958549,TRUE,0.205394190871369,1.23843269462314
0.05,7,61,16,0.262295081967213,1.21895474630504,0.160621761658031,TRUE,0.199236794537056,1.21895474630504
0.05,8,49,15,0.306122448979592,1.31210636808957,0.150259067357513,TRUE,0.201575532900834,1.31210636808957
0.05,9,44,15,0.340909090909091,1.38185168125288,0.150259067357513,TRUE,0.208583073603452,1.38185168125288
0.05,10,40,15,0.375,1.48053101712481,0.150259067357513,TRUE,0.214549938347719,1.48053101712481
0.05,11,35,14,0.4,1.43098073286656,0.145077720207254,TRUE,0.212927756653993,1.43098073286656
0.05,12,33,12,0.363636363636364,1.27429117553361,0.124352331606218,TRUE,0.185328185328186,1.27429117553361
0.05,13,29,11,0.379310344827586,1.22946238962781,0.119170984455959,TRUE,0.181362007168459,1.22946238962781
0.05,14,24,10,0.416666666666667,1.23785356192362,0.10880829015544,TRUE,0.172555464256368,1.23785356192362
0.05,15,22,10,0.454545454545455,1.26614332742466,0.10880829015544,TRUE,0.175585284280936,1.26614332742466
0.1,1,424,49,0.115566037735849,1.14737975928441,0.269430051813472,TRUE,0.161752102840819,1.14737975928441
0.1,2,188,31,0.164893617021277,1.27893064895416,0.227979274611399,TRUE,0.191371448614522,1.27893064895416
0.1,3,133,28,0.210526315789474,1.40361430684011,0.212435233160622,TRUE,0.211476466795616,1.40361430684011
