ldw,rho,floor,engine,n_test,flagged,regions,tp_reg,tp_qtn,n_qtn,n_qtn_legacy,prec,rec,cell,tag,env
0.0125,0.35,2,lfm,40780,4,3,2,2,12,12,0.666666666666667,0.166666666666667,V2_c1,bgs,1
0.0125,0.35,5,emx,9931,3,1,1,1,12,12,1,0.0833333333333333,V2_c1,bgs,1
0.0125,0.35,5,lfm,9931,5,4,4,4,12,12,1,0.333333333333333,V2_c1,bgs,1
0.0125,0.5,1,emx,86616,5,4,2,2,12,12,0.5,0.166666666666667,V2_c1,bgs,1
0.0125,0.5,1,lfm,86616,5,4,2,2,12,12,0.5,0.166666666666667,V2_c1,bgs,1
0.0125,0.5,2,emx,39961,2,1,1,1,12,12,1,0.0833333333333333,V2_c1,bgs,1
0.0125,0.5,2,lfm,39961,2,1,1,1,12,12,1,0.0833333333333333,V2_c1,bgs,1
0.0125,0.5,5,emx,9698,2,1,1,1,12,12,1,0.0833333333333333,V2_c1,bgs,1
0.0125,0.5,5,lfm,9698,5,4,4,4,12,12,1,0.333333333333333,V2_c1,bgs,1
0.0125,0.65,1,emx,85287,5,4,2,2,12,12,0.5,0.166666666666667,V2_c1,bgs,1
0.0125,0.65,1,lfm,85287,5,4,2,2,12,12,0.5,0.166666666666667,V2_c1,bgs,1
0.0125,0.65,2,emx,39168,3,2,1,1,12,12,0.5,0.0833333333333333,V2_c1,bgs,1
0.0125,0.65,2,lfm,39168,4,3,2,2,12,12,0.666666666666667,0.166666666666667,V2_c1,bgs,1
0.0125,0.65,5,emx,9435,2,1,1,1,12,12,1,0.0833333333333333,V2_c1,bgs,1
0.0125,0.65,5,lfm,9435,5,4,4,4,12,12,1,0.333333333333333,V2_c1,bgs,1
0.025,0.35,1,emx,88007,6,5,2,2,12,12,0.4,0.166666666666667,V2_c1,bgs,1
0.025,0.35,1,lfm,88007,6,5,2,2,12,12,0.4,0.166666666666667,V2_c1,bgs,1
0.025,0.35,2,emx,41064,3,2,1,1,12,12,0.5,0.0833333333333333,V2_c1,bgs,1
0.025,0.35,2,lfm,41064,4,3,2,2,12,12,0.666666666666667,0.166666666666667,V2_c1,bgs,1
0.025,0.35,5,emx,10042,3,1,1,1,12,12,1,0.0833333333333333,V2_c1,bgs,1
0.025,0.35,5,lfm,10042,5,4,4,4,12,12,1,0.333333333333333,V2_c1,bgs,1
0.025,0.5,1,emx,87767,5,4,2,2,12,12,0.5,0.166666666666667,V2_c1,bgs,1
0.025,0.5,1,lfm,87767,5,4,2,2,12,12,0.5,0.166666666666667,V2_c1,bgs,1
0.025,0.5,2,emx,40871,2,1,1,1,12,12,1,0.0833333333333333,V2_c1,bgs,1
0.025,0.5,2,lfm,40871,2,1,1,1,12,12,1,0.0833333333333333,V2_c1,bgs,1
0.025,0.5,5,emx,9945,2,1,1,1,12,12,1,0.0833333333333333,V2_c1,bgs,1
0.025,0.5,5,lfm,9945,5,4,4,4,12,12,1,0.333333333333333,V2_c1,bgs,1
0.025,0.65,1,emx,87530,5,4,2,2,12,12,0.5,0.166666666666667,V2_c1,bgs,1
0.025,0.65,1,lfm,87530,5,4,2,2,12,12,0.5,0.166666666666667,V2_c1,bgs,1
0.025,0.65,2,emx,40697,2,1,1,1,12,12,1,0.0833333333333333,V2_c1,bgs,1
0.025,0.65,2,lfm,40697,2,1,1,1,12,12,1,0.0833333333333333,V2_c1,bgs,1
0.025,0.65,5,emx,9848,2,1,1,1,12,12,1,0.0833333333333333,V2_c1,bgs,1
0.025,0.65,5,lfm,9848,4,3,3,3,12,12,1,0.25,V2_c1,bgs,1
0.05,0.35,1,emx,88096,6,5,2,2,12,12,0.4,0.166666666666667,V2_c1,bgs,1
0.05,0.35,1,lfm,88096,6,5,2,2,12,12,0.4,0.166666666666667,V2_c1,bgs,1
0.05,0.35,2,emx,41149,3,2,1,1,12,12,0.5,0.0833333333333333,V2_c1,bgs,1
0.05,0.35,2,lfm,41149,4,3,2,2,12,12,0.666666666666667,0.166666666666667,V2_c1,bgs,1
0.05,0.35,5,emx,10100,3,1,1,1,12,12,1,0.0833333333333333,V2_c1,bgs,1
0.05,0.35,5,lfm,10100,5,4,4,4,12,12,1,0.333333333333333,V2_c1,bgs,1
0.05,0.5,1,emx,88026,6,5,2,2,12,12,0.4,0.166666666666667,V2_c1,bgs,1
0.05,0.5,1,lfm,88026,6,5,2,2,12,12,0.4,0.166666666666667,V2_c1,bgs,1
0.05,0.5,2,emx,41090,3,2,1,1,12,12,0.5,0.0833333333333333,V2_c1,bgs,1
0.05,0.5,2,lfm,41090,4,3,2,2,12,12,0.666666666666667,0.166666666666667,V2_c1,bgs,1
0.05,0.5,5,emx,10066,4,2,1,1,12,12,0.5,0.0833333333333333,V2_c1,bgs,1
0.05,0.5,5,lfm,10066,6,5,4,4,12,12,0.8,0.333333333333333,V2_c1,bgs,1
0.05,0.65,1,emx,87948,6,4,2,2,12,12,0.5,0.166666666666667,V2_c1,bgs,1
0.05,0.65,1,lfm,87948,6,4,2,2,12,12,0.5,0.166666666666667,V2_c1,bgs,1
0.05,0.65,2,emx,41024,3,1,1,1,12,12,1,0.0833333333333333,V2_c1,bgs,1
0.05,0.65,2,lfm,41024,4,2,2,2,12,12,1,0.166666666666667,V2_c1,bgs,1
0.05,0.65,5,emx,10013,3,1,1,1,12,12,1,0.0833333333333333,V2_c1,bgs,1
0.05,0.65,5,lfm,10013,6,4,4,4,12,12,1,0.333333333333333,V2_c1,bgs,1
0.0125,0.35,1,emx,88252,10,8,5,5,14,14,0.625,0.357142857142857,V2_c1,bgs,10
0.0125,0.35,1,lfm,88252,19,17,5,5,14,14,0.294117647058824,0.357142857142857,V2_c1,bgs,10
0.0125,0.35,2,emx,40957,10,9,5,5,14,14,0.555555555555556,0.357142857142857,V2_c1,bgs,10
0.0125,0.35,2,lfm,40957,21,20,5,5,14,14,0.25,0.357142857142857,V2_c1,bgs,10
0.0125,0.35,5,emx,10006,6,5,4,4,14,14,0.8,0.285714285714286,V2_c1,bgs,10
0.0125,0.35,5,lfm,10006,10,9,4,4,14,14,0.444444444444444,0.285714285714286,V2_c1,bgs,10
0.0125,0.5,1,emx,87100,6,6,4,4,14,14,0.666666666666667,0.285714285714286,V2_c1,bgs,10
0.0125,0.5,1,lfm,87100,15,15,5,5,14,14,0.333333333333333,0.357142857142857,V2_c1,bgs,10
0.0125,0.5,2,emx,40104,9,9,5,5,14,14,0.555555555555556,0.357142857142857,V2_c1,bgs,10
0.0125,0.5,2,lfm,40104,19,19,5,5,14,14,0.263157894736842,0.357142857142857,V2_c1,bgs,10
0.0125,0.5,5,emx,9757,5,5,4,4,14,14,0.8,0.285714285714286,V2_c1,bgs,10
0.0125,0.5,5,lfm,9757,9,9,4,4,14,14,0.444444444444444,0.285714285714286,V2_c1,bgs,10
0.0125,0.65,1,emx,85674,5,5,3,3,14,14,0.6,0.214285714285714,V2_c1,bgs,10
0.0125,0.65,1,lfm,85674,15,15,5,5,14,14,0.333333333333333,0.357142857142857,V2_c1,bgs,10
0.0125,0.65,2,emx,39250,9,9,5,5,14,14,0.555555555555556,0.357142857142857,V2_c1,bgs,10
0.0125,0.65,2,lfm,39250,18,18,5,5,14,14,0.277777777777778,0.357142857142857,V2_c1,bgs,10
0.0125,0.65,5,emx,9498,5,5,4,4,14,14,0.8,0.285714285714286,V2_c1,bgs,10
0.0125,0.65,5,lfm,9498,9,9,4,4,14,14,0.444444444444444,0.285714285714286,V2_c1,bgs,10
0.025,0.35,1,emx,88649,11,8,5,5,14,14,0.625,0.357142857142857,V2_c1,bgs,10
0.025,0.35,1,lfm,88649,23,20,5,5,14,14,0.25,0.357142857142857,V2_c1,bgs,10
0.025,0.35,2,emx,41333,12,10,5,5,14,14,0.5,0.357142857142857,V2_c1,bgs,10
0.025,0.35,2,lfm,41333,28,25,5,5,14,14,0.2,0.357142857142857,V2_c1,bgs,10
0.025,0.35,5,emx,10165,3,3,3,3,14,14,1,0.214285714285714,V2_c1,bgs,10
0.025,0.35,5,lfm,10165,8,8,3,3,14,14,0.375,0.214285714285714,V2_c1,bgs,10
0.025,0.5,1,emx,88419,11,8,5,5,14,14,0.625,0.357142857142857,V2_c1,bgs,10
0.025,0.5,1,lfm,88419,22,19,5,5,14,14,0.263157894736842,0.357142857142857,V2_c1,bgs,10
0.025,0.5,2,emx,41145,12,10,5,5,14,14,0.5,0.357142857142857,V2_c1,bgs,10
0.025,0.5,2,lfm,41145,28,25,5,5,14,14,0.2,0.357142857142857,V2_c1,bgs,10
0.025,0.5,5,emx,10061,3,3,3,3,14,14,1,0.214285714285714,V2_c1,bgs,10
0.025,0.5,5,lfm,10061,9,9,3,3,14,14,0.333333333333333,0.214285714285714,V2_c1,bgs,10
0.025,0.65,1,emx,88162,11,8,5,5,14,14,0.625,0.357142857142857,V2_c1,bgs,10
0.025,0.65,1,lfm,88162,22,19,5,5,14,14,0.263157894736842,0.357142857142857,V2_c1,bgs,10
0.025,0.65,2,emx,40954,12,10,5,5,14,14,0.5,0.357142857142857,V2_c1,bgs,10
0.025,0.65,2,lfm,40954,26,23,5,5,14,14,0.217391304347826,0.357142857142857,V2_c1,bgs,10
0.025,0.65,5,emx,9952,3,3,3,3,14,14,1,0.214285714285714,V2_c1,bgs,10
0.025,0.65,5,lfm,9952,9,9,3,3,14,14,0.333333333333333,0.214285714285714,V2_c1,bgs,10
0.05,0.35,1,emx,88724,11,8,5,5,14,14,0.625,0.357142857142857,V2_c1,bgs,10
0.05,0.35,1,lfm,88724,23,20,5,5,14,14,0.25,0.357142857142857,V2_c1,bgs,10
0.05,0.35,2,emx,41402,12,10,5,5,14,14,0.5,0.357142857142857,V2_c1,bgs,10
0.05,0.35,2,lfm,41402,28,25,5,5,14,14,0.2,0.357142857142857,V2_c1,bgs,10
0.05,0.35,5,emx,10205,3,3,3,3,14,14,1,0.214285714285714,V2_c1,bgs,10
0.05,0.35,5,lfm,10205,8,8,3,3,14,14,0.375,0.214285714285714,V2_c1,bgs,10
0.05,0.5,1,emx,88657,11,8,5,5,14,14,0.625,0.357142857142857,V2_c1,bgs,10
0.05,0.5,1,lfm,88657,23,20,5,5,14,14,0.25,0.357142857142857,V2_c1,bgs,10
0.05,0.5,2,emx,41344,12,10,5,5,14,14,0.5,0.357142857142857,V2_c1,bgs,10
0.05,0.5,2,lfm,41344,28,25,5,5,14,14,0.2,0.357142857142857,V2_c1,bgs,10
0.05,0.5,5,emx,10163,3,3,3,3,14,14,1,0.214285714285714,V2_c1,bgs,10
0.05,0.5,5,lfm,10163,8,8,3,3,14,14,0.375,0.214285714285714,V2_c1,bgs,10
0.05,0.65,1,emx,88606,11,8,5,5,14,14,0.625,0.357142857142857,V2_c1,bgs,10
0.05,0.65,1,lfm,88606,23,20,5,5,14,14,0.25,0.357142857142857,V2_c1,bgs,10
0.05,0.65,2,emx,41295,12,10,5,5,14,14,0.5,0.357142857142857,V2_c1,bgs,10
0.05,0.65,2,lfm,41295,28,25,5,5,14,14,0.2,0.357142857142857,V2_c1,bgs,10
0.05,0.65,5,emx,10127,3,3,3,3,14,14,1,0.214285714285714,V2_c1,bgs,10
0.05,0.65,5,lfm,10127,8,8,3,3,14,14,0.375,0.214285714285714,V2_c1,bgs,10
0.0125,0.35,1,emx,87500,19,19,5,5,13,13,0.263157894736842,0.384615384615385,V2_c1,bgs,2
0.0125,0.35,1,lfm,87500,20,20,6,6,13,13,0.3,0.461538461538462,V2_c1,bgs,2
0.0125,0.35,2,emx,40721,19,19,4,4,13,13,0.210526315789474,0.307692307692308,V2_c1,bgs,2
0.0125,0.35,2,lfm,40721,17,17,5,5,13,13,0.294117647058824,0.384615384615385,V2_c1,bgs,2
0.0125,0.35,5,emx,9938,9,9,2,2,13,13,0.222222222222222,0.153846153846154,V2_c1,bgs,2
0.0125,0.35,5,lfm,9938,26,26,4,4,13,13,0.153846153846154,0.307692307692308,V2_c1,bgs,2
0.0125,0.5,1,emx,86274,16,16,4,4,13,13,0.25,0.307692307692308,V2_c1,bgs,2
0.0125,0.5,1,lfm,86274,14,14,6,6,13,13,0.428571428571429,0.461538461538462,V2_c1,bgs,2
0.0125,0.5,2,emx,39807,15,15,4,4,13,13,0.266666666666667,0.307692307692308,V2_c1,bgs,2
0.0125,0.5,2,lfm,39807,17,17,5,5,13,13,0.294117647058824,0.384615384615385,V2_c1,bgs,2
0.0125,0.5,5,emx,9714,13,13,4,4,13,13,0.307692307692308,0.307692307692308,V2_c1,bgs,2
0.0125,0.5,5,lfm,9714,23,22,4,4,13,13,0.181818181818182,0.307692307692308,V2_c1,bgs,2
0.0125,0.65,1,emx,84766,15,15,4,4,13,13,0.266666666666667,0.307692307692308,V2_c1,bgs,2
0.0125,0.65,1,lfm,84766,13,13,6,6,13,13,0.461538461538462,0.461538461538462,V2_c1,bgs,2
0.0125,0.65,2,emx,38920,13,13,4,4,13,13,0.307692307692308,0.307692307692308,V2_c1,bgs,2
0.0125,0.65,2,lfm,38920,14,14,5,5,13,13,0.357142857142857,0.384615384615385,V2_c1,bgs,2
0.0125,0.65,5,emx,9474,12,12,4,4,13,13,0.333333333333333,0.307692307692308,V2_c1,bgs,2
0.0125,0.65,5,lfm,9474,19,19,4,4,13,13,0.210526315789474,0.307692307692308,V2_c1,bgs,2
0.025,0.35,1,emx,87848,18,18,5,5,13,13,0.277777777777778,0.384615384615385,V2_c1,bgs,2
0.025,0.35,1,lfm,87848,20,20,6,6,13,13,0.3,0.461538461538462,V2_c1,bgs,2
0.025,0.35,2,emx,41036,19,19,4,4,13,13,0.210526315789474,0.307692307692308,V2_c1,bgs,2
0.025,0.35,2,lfm,41036,17,17,5,5,13,13,0.294117647058824,0.384615384615385,V2_c1,bgs,2
0.025,0.35,5,emx,10063,9,9,2,2,13,13,0.222222222222222,0.153846153846154,V2_c1,bgs,2
0.025,0.35,5,lfm,10063,26,26,4,4,13,13,0.153846153846154,0.307692307692308,V2_c1,bgs,2
0.025,0.5,1,emx,87586,18,18,5,5,13,13,0.277777777777778,0.384615384615385,V2_c1,bgs,2
0.025,0.5,1,lfm,87586,17,17,5,5,13,13,0.294117647058824,0.384615384615385,V2_c1,bgs,2
0.025,0.5,2,emx,40826,18,18,4,4,13,13,0.222222222222222,0.307692307692308,V2_c1,bgs,2
0.025,0.5,2,lfm,40826,16,16,4,4,13,13,0.25,0.307692307692308,V2_c1,bgs,2
0.025,0.5,5,emx,9980,11,11,3,3,13,13,0.272727272727273,0.230769230769231,V2_c1,bgs,2
0.025,0.5,5,lfm,9980,25,24,4,4,13,13,0.166666666666667,0.307692307692308,V2_c1,bgs,2
0.025,0.65,1,emx,87270,18,18,5,5,13,13,0.277777777777778,0.384615384615385,V2_c1,bgs,2
0.025,0.65,1,lfm,87270,17,17,5,5,13,13,0.294117647058824,0.384615384615385,V2_c1,bgs,2
0.025,0.65,2,emx,40604,17,17,4,4,13,13,0.235294117647059,0.307692307692308,V2_c1,bgs,2
0.025,0.65,2,lfm,40604,15,15,4,4,13,13,0.266666666666667,0.307692307692308,V2_c1,bgs,2
0.025,0.65,5,emx,9863,10,10,3,3,13,13,0.3,0.230769230769231,V2_c1,bgs,2
0.025,0.65,5,lfm,9863,20,20,4,4,13,13,0.2,0.307692307692308,V2_c1,bgs,2
0.05,0.35,1,emx,87959,23,21,5,5,13,13,0.238095238095238,0.384615384615385,V2_c1,bgs,2
0.05,0.35,1,lfm,87959,22,21,6,6,13,13,0.285714285714286,0.461538461538462,V2_c1,bgs,2
0.05,0.35,2,emx,41140,23,21,4,4,13,13,0.19047619047619,0.307692307692308,V2_c1,bgs,2
0.05,0.35,2,lfm,41140,20,19,5,5,13,13,0.263157894736842,0.384615384615385,V2_c1,bgs,2
0.05,0.35,5,emx,10139,14,12,3,3,13,13,0.25,0.230769230769231,V2_c1,bgs,2
0.05,0.35,5,lfm,10139,31,29,4,4,13,13,0.137931034482759,0.307692307692308,V2_c1,bgs,2
0.05,0.5,1,emx,87908,23,21,5,5,13,13,0.238095238095238,0.384615384615385,V2_c1,bgs,2
0.05,0.5,1,lfm,87908,21,20,5,5,13,13,0.25,0.384615384615385,V2_c1,bgs,2
0.05,0.5,2,emx,41096,23,21,4,4,13,13,0.19047619047619,0.307692307692308,V2_c1,bgs,2
0.05,0.5,2,lfm,41096,19,18,4,4,13,13,0.222222222222222,0.307692307692308,V2_c1,bgs,2
0.05,0.5,5,emx,10110,14,12,3,3,13,13,0.25,0.230769230769231,V2_c1,bgs,2
0.05,0.5,5,lfm,10110,30,28,4,4,13,13,0.142857142857143,0.307692307692308,V2_c1,bgs,2
0.05,0.65,1,emx,87849,23,21,5,5,13,13,0.238095238095238,0.384615384615385,V2_c1,bgs,2
0.05,0.65,1,lfm,87849,21,20,5,5,13,13,0.25,0.384615384615385,V2_c1,bgs,2
0.05,0.65,2,emx,41051,23,21,4,4,13,13,0.19047619047619,0.307692307692308,V2_c1,bgs,2
0.05,0.65,2,lfm,41051,19,18,4,4,13,13,0.222222222222222,0.307692307692308,V2_c1,bgs,2
0.05,0.65,5,emx,10077,14,12,3,3,13,13,0.25,0.230769230769231,V2_c1,bgs,2
0.05,0.65,5,lfm,10077,27,25,4,4,13,13,0.16,0.307692307692308,V2_c1,bgs,2
0.0125,0.35,1,emx,87433,6,6,4,5,14,13,0.666666666666667,0.357142857142857,V2_c1,bgs,3
0.0125,0.35,1,lfm,87433,11,10,6,7,14,13,0.6,0.5,V2_c1,bgs,3
0.0125,0.35,2,emx,40760,5,5,3,4,14,13,0.6,0.285714285714286,V2_c1,bgs,3
0.0125,0.35,2,lfm,40760,11,10,5,6,14,13,0.5,0.428571428571429,V2_c1,bgs,3
0.0125,0.35,5,emx,10103,6,6,5,6,14,13,0.833333333333333,0.428571428571429,V2_c1,bgs,3
0.0125,0.35,5,lfm,10103,12,11,6,7,14,13,0.545454545454545,0.5,V2_c1,bgs,3
0.0125,0.5,1,emx,86164,6,6,4,5,14,13,0.666666666666667,0.357142857142857,V2_c1,bgs,3
0.0125,0.5,1,lfm,86164,11,10,6,7,14,13,0.6,0.5,V2_c1,bgs,3
0.0125,0.5,2,emx,39801,5,5,3,4,14,13,0.6,0.285714285714286,V2_c1,bgs,3
0.0125,0.5,2,lfm,39801,11,10,5,6,14,13,0.5,0.428571428571429,V2_c1,bgs,3
0.0125,0.5,5,emx,9817,5,5,4,5,14,13,0.8,0.357142857142857,V2_c1,bgs,3
0.0125,0.5,5,lfm,9817,11,11,6,7,14,13,0.545454545454545,0.5,V2_c1,bgs,3
0.0125,0.65,1,emx,84687,4,4,3,4,14,13,0.75,0.285714285714286,V2_c1,bgs,3
0.0125,0.65,1,lfm,84687,9,8,6,7,14,13,0.75,0.5,V2_c1,bgs,3
0.0125,0.65,2,emx,38874,4,4,3,4,14,13,0.75,0.285714285714286,V2_c1,bgs,3
0.0125,0.65,2,lfm,38874,10,9,5,6,14,13,0.555555555555556,0.428571428571429,V2_c1,bgs,3
0.0125,0.65,5,emx,9480,5,5,5,6,14,13,1,0.428571428571429,V2_c1,bgs,3
0.0125,0.65,5,lfm,9480,9,9,5,6,14,13,0.555555555555556,0.428571428571429,V2_c1,bgs,3
0.025,0.35,1,emx,87798,6,6,4,5,14,13,0.666666666666667,0.357142857142857,V2_c1,bgs,3
0.025,0.35,1,lfm,87798,12,10,6,7,14,13,0.6,0.5,V2_c1,bgs,3
0.025,0.35,2,emx,41099,5,5,3,4,14,13,0.6,0.285714285714286,V2_c1,bgs,3
0.025,0.35,2,lfm,41099,12,10,5,6,14,13,0.5,0.428571428571429,V2_c1,bgs,3
0.025,0.35,5,emx,10254,6,6,5,6,14,13,0.833333333333333,0.428571428571429,V2_c1,bgs,3
0.025,0.35,5,lfm,10254,11,10,6,7,14,13,0.6,0.5,V2_c1,bgs,3
0.025,0.5,1,emx,87551,6,6,4,5,14,13,0.666666666666667,0.357142857142857,V2_c1,bgs,3
0.025,0.5,1,lfm,87551,12,10,6,7,14,13,0.6,0.5,V2_c1,bgs,3
0.025,0.5,2,emx,40898,5,5,3,4,14,13,0.6,0.285714285714286,V2_c1,bgs,3
0.025,0.5,2,lfm,40898,12,10,5,6,14,13,0.5,0.428571428571429,V2_c1,bgs,3
0.025,0.5,5,emx,10141,5,5,4,5,14,13,0.8,0.357142857142857,V2_c1,bgs,3
0.025,0.5,5,lfm,10141,10,10,6,7,14,13,0.6,0.5,V2_c1,bgs,3
0.025,0.65,1,emx,87277,0,0,0,0,14,13,0,0,V2_c1,bgs,3
0.025,0.65,1,lfm,87277,11,9,6,7,14,13,0.666666666666667,0.5,V2_c1,bgs,3
0.025,0.65,2,emx,40703,5,5,4,5,14,13,0.8,0.357142857142857,V2_c1,bgs,3
0.025,0.65,2,lfm,40703,11,9,5,6,14,13,0.555555555555556,0.428571428571429,V2_c1,bgs,3
0.025,0.65,5,emx,10020,5,5,5,6,14,13,1,0.428571428571429,V2_c1,bgs,3
0.025,0.65,5,lfm,10020,9,9,6,7,14,13,0.666666666666667,0.5,V2_c1,bgs,3
0.05,0.35,1,emx,87883,6,6,4,5,14,13,0.666666666666667,0.357142857142857,V2_c1,bgs,3
0.05,0.35,1,lfm,87883,12,10,6,7,14,13,0.6,0.5,V2_c1,bgs,3
0.05,0.35,2,emx,41175,5,5,3,4,14,13,0.6,0.285714285714286,V2_c1,bgs,3
0.05,0.35,2,lfm,41175,12,10,5,6,14,13,0.5,0.428571428571429,V2_c1,bgs,3
0.05,0.35,5,emx,10309,6,6,5,6,14,13,0.833333333333333,0.428571428571429,V2_c1,bgs,3
0.05,0.35,5,lfm,10309,11,10,6,7,14,13,0.6,0.5,V2_c1,bgs,3
0.05,0.5,1,emx,87816,6,6,4,5,14,13,0.666666666666667,0.357142857142857,V2_c1,bgs,3
0.05,0.5,1,lfm,87816,12,10,6,7,14,13,0.6,0.5,V2_c1,bgs,3
0.05,0.5,2,emx,41115,5,5,3,4,14,13,0.6,0.285714285714286,V2_c1,bgs,3
0.05,0.5,2,lfm,41115,12,10,5,6,14,13,0.5,0.428571428571429,V2_c1,bgs,3
0.05,0.5,5,emx,10261,6,6,5,6,14,13,0.833333333333333,0.428571428571429,V2_c1,bgs,3
0.05,0.5,5,lfm,10261,11,10,6,7,14,13,0.6,0.5,V2_c1,bgs,3
0.05,0.65,1,emx,87751,6,6,4,5,14,13,0.666666666666667,0.357142857142857,V2_c1,bgs,3
0.05,0.65,1,lfm,87751,12,10,6,7,14,13,0.6,0.5,V2_c1,bgs,3
0.05,0.65,2,emx,41065,5,5,3,4,14,13,0.6,0.285714285714286,V2_c1,bgs,3
0.05,0.65,2,lfm,41065,12,10,5,6,14,13,0.5,0.428571428571429,V2_c1,bgs,3
0.05,0.65,5,emx,10228,5,5,4,5,14,13,0.8,0.357142857142857,V2_c1,bgs,3
0.05,0.65,5,lfm,10228,11,10,6,7,14,13,0.6,0.5,V2_c1,bgs,3
0.0125,0.35,1,emx,87185,1,1,1,1,10,10,1,0.1,V2_c1,bgs,4
0.0125,0.35,1,lfm,87185,3,3,3,3,10,10,1,0.3,V2_c1,bgs,4
0.0125,0.35,2,emx,40379,6,5,4,4,10,10,0.8,0.4,V2_c1,bgs,4
0.0125,0.35,2,lfm,40379,4,4,4,4,10,10,1,0.4,V2_c1,bgs,4
0.0125,0.35,5,emx,9892,5,5,5,5,10,10,1,0.5,V2_c1,bgs,4
0.0125,0.35,5,lfm,9892,4,4,4,4,10,10,1,0.4,V2_c1,bgs,4
0.0125,0.5,1,emx,85988,1,1,1,1,10,10,1,0.1,V2_c1,bgs,4
0.0125,0.5,1,lfm,85988,3,3,3,3,10,10,1,0.3,V2_c1,bgs,4
0.0125,0.5,2,emx,39492,5,4,3,3,10,10,0.75,0.3,V2_c1,bgs,4
0.0125,0.5,2,lfm,39492,4,4,4,4,10,10,1,0.4,V2_c1,bgs,4
0.0125,0.5,5,emx,9647,5,5,5,5,10,10,1,0.5,V2_c1,bgs,4
0.0125,0.5,5,lfm,9647,4,4,4,4,10,10,1,0.4,V2_c1,bgs,4
0.0125,0.65,1,emx,84537,1,1,1,1,10,10,1,0.1,V2_c1,bgs,4
0.0125,0.65,1,lfm,84537,3,3,3,3,10,10,1,0.3,V2_c1,bgs,4
0.0125,0.65,2,emx,38619,1,1,1,1,10,10,1,0.1,V2_c1,bgs,4
0.0125,0.65,2,lfm,38619,3,3,3,3,10,10,1,0.3,V2_c1,bgs,4
0.0125,0.65,5,emx,9335,5,5,5,5,10,10,1,0.5,V2_c1,bgs,4
0.0125,0.65,5,lfm,9335,4,4,4,4,10,10,1,0.4,V2_c1,bgs,4
0.025,0.35,1,emx,87528,1,1,1,1,10,10,1,0.1,V2_c1,bgs,4
0.025,0.35,1,lfm,87528,3,3,3,3,10,10,1,0.3,V2_c1,bgs,4
0.025,0.35,2,emx,40696,6,5,4,4,10,10,0.8,0.4,V2_c1,bgs,4
0.025,0.35,2,lfm,40696,4,4,4,4,10,10,1,0.4,V2_c1,bgs,4
0.025,0.35,5,emx,10030,5,5,5,5,10,10,1,0.5,V2_c1,bgs,4
0.025,0.35,5,lfm,10030,4,4,4,4,10,10,1,0.4,V2_c1,bgs,4
0.025,0.5,1,emx,87266,1,1,1,1,10,10,1,0.1,V2_c1,bgs,4
0.025,0.5,1,lfm,87266,3,3,3,3,10,10,1,0.3,V2_c1,bgs,4
0.025,0.5,2,emx,40470,6,5,4,4,10,10,0.8,0.4,V2_c1,bgs,4
0.025,0.5,2,lfm,40470,4,4,4,4,10,10,1,0.4,V2_c1,bgs,4
0.025,0.5,5,emx,9921,5,5,5,5,10,10,1,0.5,V2_c1,bgs,4
0.025,0.5,5,lfm,9921,4,4,4,4,10,10,1,0.4,V2_c1,bgs,4
0.025,0.65,1,emx,86991,1,1,1,1,10,10,1,0.1,V2_c1,bgs,4
0.025,0.65,1,lfm,86991,3,3,3,3,10,10,1,0.3,V2_c1,bgs,4
0.025,0.65,2,emx,40264,5,4,4,4,10,10,1,0.4,V2_c1,bgs,4
0.025,0.65,2,lfm,40264,4,4,4,4,10,10,1,0.4,V2_c1,bgs,4
0.025,0.65,5,emx,9785,5,5,5,5,10,10,1,0.5,V2_c1,bgs,4
0.025,0.65,5,lfm,9785,4,4,4,4,10,10,1,0.4,V2_c1,bgs,4
0.05,0.35,1,emx,87637,1,1,1,1,10,10,1,0.1,V2_c1,bgs,4
0.05,0.35,1,lfm,87637,3,3,3,3,10,10,1,0.3,V2_c1,bgs,4
0.05,0.35,2,emx,40797,7,6,5,5,10,10,0.833333333333333,0.5,V2_c1,bgs,4
0.05,0.35,2,lfm,40797,4,4,4,4,10,10,1,0.4,V2_c1,bgs,4
0.05,0.35,5,emx,10100,5,5,5,5,10,10,1,0.5,V2_c1,bgs,4
0.05,0.35,5,lfm,10100,4,4,4,4,10,10,1,0.4,V2_c1,bgs,4
0.05,0.5,1,emx,87567,1,1,1,1,10,10,1,0.1,V2_c1,bgs,4
0.05,0.5,1,lfm,87567,3,3,3,3,10,10,1,0.3,V2_c1,bgs,4
0.05,0.5,2,emx,40734,7,6,5,5,10,10,0.833333333333333,0.5,V2_c1,bgs,4
0.05,0.5,2,lfm,40734,4,4,4,4,10,10,1,0.4,V2_c1,bgs,4
0.05,0.5,5,emx,10057,5,5,5,5,10,10,1,0.5,V2_c1,bgs,4
0.05,0.5,5,lfm,10057,4,4,4,4,10,10,1,0.4,V2_c1,bgs,4
0.05,0.65,1,emx,87503,1,1,1,1,10,10,1,0.1,V2_c1,bgs,4
0.05,0.65,1,lfm,87503,3,3,3,3,10,10,1,0.3,V2_c1,bgs,4
0.05,0.65,2,emx,40683,7,6,5,5,10,10,0.833333333333333,0.5,V2_c1,bgs,4
0.05,0.65,2,lfm,40683,4,4,4,4,10,10,1,0.4,V2_c1,bgs,4
