cell,tag,env,engine,l_min,n_qtn,n_rho_all,n_rho_high,a_PR,Call_PR,Call_n,Chigh_PR,Chigh_n,Call_TP,Chigh_TP
V0.5_c1,bgs,3,emmax,3,19,20,11,0.505263157894737,0.358851674641148,33,0.338345864661654,35,15,15
V0.5_c1,bgs,3,emmax,5,19,20,11,0.489878542510122,0.303157894736842,25,0.280701754385965,27,12,12
V0.5_c1,bgs,3,emmax,10,19,20,11,0.489878542510122,0.353801169590643,18,0.335180055401662,19,11,11
V0.5_c1,bgs,3,lfmm,2,19,20,11,0.364153627311522,0.237664473684211,64,0.223684210526316,68,17,17
V0.5_c1,bgs,3,lfmm,3,19,20,11,0.382003395585739,0.323628219484882,47,0.286991062562066,53,17,17
V0.5_c1,bgs,3,lfmm,5,19,20,11,0.315789473684211,0.328947368421053,36,0.354570637119114,38,15,16
V0.5_c1,bgs,3,lfmm,10,19,20,11,0.398026315789474,0.370614035087719,24,0.382066276803119,27,13,14
V0.5_c1,bgs,4,emmax,2,15,20,11,0.355555555555556,0.333333333333333,20,0.333333333333333,20,10,10
V0.5_c1,bgs,4,emmax,3,15,20,11,0.326666666666667,0.266666666666667,16,0.250980392156863,17,8,8
V0.5_c1,bgs,4,emmax,5,15,20,11,0.362962962962963,0.355555555555556,12,0.355555555555556,12,8,8
V0.5_c1,bgs,4,emmax,10,15,20,11,0.333333333333333,0.266666666666667,9,0.266666666666667,9,6,6
V0.5_c1,bgs,4,lfmm,2,15,20,11,0.555555555555556,0.48,20,0.457142857142857,21,12,12
V0.5_c1,bgs,4,lfmm,3,15,20,11,0.490909090909091,0.537777777777778,15,0.474509803921569,17,11,11
V0.5_c1,bgs,4,lfmm,5,15,20,11,0.426666666666667,0.555555555555556,12,0.512820512820513,13,10,10
V0.5_c1,bgs,4,lfmm,10,15,20,11,0.342857142857143,0.474074074074074,9,0.426666666666667,10,8,8
V0.5_c1,bgs,5,emmax,2,14,20,11,0.345714285714286,0.285714285714286,36,0.277992277992278,37,12,12
V0.5_c1,bgs,5,emmax,3,14,20,11,0.432142857142857,0.36734693877551,28,0.321428571428571,32,12,12
V0.5_c1,bgs,5,emmax,5,14,20,11,0.304761904761905,0.447204968944099,23,0.411428571428571,25,12,12
V0.5_c1,bgs,5,emmax,10,14,20,11,0.380952380952381,0.454887218045113,19,0.432142857142857,20,11,11
V0.5_c1,bgs,5,lfmm,2,14,20,11,0.514285714285714,0.285714285714286,36,0.250871080139373,41,12,12
V0.5_c1,bgs,5,lfmm,3,14,20,11,0.571428571428571,0.411428571428571,25,0.342857142857143,30,12,12
V0.5_c1,bgs,5,lfmm,5,14,20,11,0.642857142857143,0.489795918367347,21,0.447204968944099,23,12,12
V0.5_c1,bgs,5,lfmm,10,14,20,11,0.61734693877551,0.508403361344538,17,0.48015873015873,18,11,11
V0.5_c1,bgs,6,emmax,2,17,20,11,0.183257918552036,0.110807113543092,43,0.0934256055363322,51,9,9
V0.5_c1,bgs,6,emmax,3,17,20,11,0.317647058823529,0.216577540106952,22,0.183257918552036,26,9,9
V0.5_c1,bgs,6,emmax,5,17,20,11,0.342245989304813,0.397058823529412,12,0.366515837104072,13,9,9
V0.5_c1,bgs,6,emmax,10,17,20,11,0.352941176470588,0.360294117647059,8,0.360294117647059,8,7,7
V0.5_c1,bgs,6,lfmm,2,17,20,11,0.158982511923688,0.0964320154291225,61,0.0865051903114187,68,10,10
V0.5_c1,bgs,6,lfmm,3,17,20,11,0.245098039215686,0.147058823529412,40,0.130718954248366,45,10,10
V0.5_c1,bgs,6,lfmm,5,17,20,11,0.452488687782806,0.267379679144385,22,0.235294117647059,25,10,10
V0.5_c1,bgs,6,lfmm,10,17,20,11,0.476470588235294,0.420168067226891,14,0.392156862745098,15,10,10
V0.5_c1,bgs,7,emmax,2,19,20,11,0.386727688787185,0.239902080783354,43,0.245614035087719,42,14,14
V0.5_c1,bgs,7,emmax,3,19,20,11,0.328947368421053,0.270676691729323,28,0.296491228070175,30,12,13
V0.5_c1,bgs,7,emmax,5,19,20,11,0.30622009569378,0.277008310249307,19,0.303258145363409,21,10,11
V0.5_c1,bgs,7,emmax,10,19,20,11,0.118421052631579,0.259109311740891,13,0.259109311740891,13,8,8
V0.5_c1,bgs,7,lfmm,2,19,20,11,0.423558897243108,0.345479082321188,39,0.320802005012531,42,16,16
V0.5_c1,bgs,7,lfmm,3,19,20,11,0.292397660818713,0.261343012704174,29,0.236842105263158,32,12,12
V0.5_c1,bgs,7,lfmm,5,19,20,11,0.304511278195489,0.219298245614035,24,0.202429149797571,26,10,10
V0.5_c1,bgs,7,lfmm,10,19,20,11,0.120300751879699,0.210526315789474,16,0.171929824561404,15,8,7
V0.5_c1,bgs,8,emmax,2,20,20,11,0.177941176470588,0.153636363636364,55,0.13203125,64,13,13
V0.5_c1,bgs,8,emmax,3,20,20,11,0.201666666666667,0.192045454545455,44,0.179787234042553,47,13,13
V0.5_c1,bgs,8,emmax,5,20,20,11,0.152380952380952,0.248275862068966,29,0.24,30,12,12
V0.5_c1,bgs,8,emmax,10,20,20,11,0.138461538461538,0.288095238095238,21,0.275,22,11,11
V0.5_c1,bgs,8,lfmm,2,20,20,11,0.171929824561404,0.126404494382022,89,0.110294117647059,102,15,15
V0.5_c1,bgs,8,lfmm,3,20,20,11,0.234722222222222,0.146268656716418,67,0.136111111111111,72,14,14
V0.5_c1,bgs,8,lfmm,5,20,20,11,0.288,0.216666666666667,39,0.196511627906977,43,13,13
V0.5_c1,bgs,8,lfmm,10,20,20,11,0.277777777777778,0.232692307692308,26,0.224074074074074,27,11,11
V0.5_c1,bgs,9,emmax,2,20,20,11,0.178571428571429,0.290909090909091,11,0.290909090909091,11,8,8
V0.5_c1,bgs,9,emmax,3,20,20,11,0.208333333333333,0.355555555555556,9,0.355555555555556,9,8,8
V0.5_c1,bgs,9,emmax,5,20,20,11,0.0666666666666667,0.30625,8,0.30625,8,7,7
V0.5_c1,bgs,9,emmax,10,20,20,11,0.1,0.208333333333333,6,0.208333333333333,6,5,5
V0.5_c1,bgs,9,lfmm,2,20,20,11,0.16,0.290909090909091,11,0.3125,16,8,10
V0.5_c1,bgs,9,lfmm,3,20,20,11,0.1125,0.32,10,0.311538461538462,13,8,9
V0.5_c1,bgs,9,lfmm,5,20,20,11,0.1,0.32,10,0.368181818181818,11,8,9
V0.5_c1,bgs,9,lfmm,10,20,20,11,0.05,0.208333333333333,6,0.257142857142857,7,5,6
V0.5_c1,bgs,10,emmax,2,17,20,11,0.207161125319693,0.17825311942959,33,0.163398692810458,36,10,10
V0.5_c1,bgs,10,emmax,3,17,20,11,0.297794117647059,0.198529411764706,24,0.217864923747277,27,9,10
V0.5_c1,bgs,10,emmax,5,17,20,11,0.366515837104072,0.280276816608997,17,0.280112044817927,21,9,10
V0.5_c1,bgs,10,emmax,10,17,20,11,0.360294117647059,0.366515837104072,13,0.420168067226891,14,9,10
V0.5_c1,bgs,10,lfmm,2,17,20,11,0.0756302521008403,0.0571102227298687,103,0.053475935828877,110,10,10
V0.5_c1,bgs,10,lfmm,3,17,20,11,0.119117647058824,0.0840336134453781,70,0.0794912559618442,74,10,10
V0.5_c1,bgs,10,lfmm,5,17,20,11,0.170168067226891,0.120048019207683,49,0.113122171945701,52,10,10
V0.5_c1,bgs,10,lfmm,10,17,20,11,0.340336134453782,0.226244343891403,26,0.202839756592292,29,10,10
V0.5_c1,nobgs,1,emmax,2,19,20,11,0.378947368421053,0.181525241675618,49,0.193363844393593,46,13,13
V0.5_c1,nobgs,1,emmax,3,19,20,11,0.473684210526316,0.210526315789474,36,0.216541353383459,35,12,12
V0.5_c1,nobgs,1,emmax,5,19,20,11,0.582995951417004,0.329519450800915,23,0.303157894736842,25,12,12
V0.5_c1,nobgs,1,emmax,10,19,20,11,0.478468899521531,0.398891966759003,19,0.445820433436533,17,12,12
V0.5_c1,nobgs,1,lfmm,2,19,20,11,0.448512585812357,0.194132873166523,61,0.230462519936204,66,15,17
V0.5_c1,nobgs,1,lfmm,3,19,20,11,0.51578947368421,0.269138755980861,44,0.30421052631579,50,15,17
V0.5_c1,nobgs,1,lfmm,5,19,20,11,0.505263157894737,0.343859649122807,30,0.348297213622291,34,14,15
V0.5_c1,nobgs,1,lfmm,10,19,20,11,0.478468899521531,0.423558897243108,21,0.429824561403509,24,13,14
V0.5_c1,nobgs,2,emmax,2,20,20,11,0.24,0.107462686567164,67,0.1125,64,12,12
V0.5_c1,nobgs,2,emmax,3,20,20,11,0.342857142857143,0.171428571428571,42,0.175609756097561,41,12,12
V0.5_c1,nobgs,2,emmax,5,20,20,11,0.4,0.257142857142857,28,0.257142857142857,28,12,12
V0.5_c1,nobgs,2,emmax,10,20,20,11,0.290909090909091,0.4,18,0.378947368421053,19,12,12
V0.5_c1,nobgs,2,lfmm,2,20,20,11,0.172448979591837,0.103048780487805,82,0.104320987654321,81,13,13
V0.5_c1,nobgs,2,lfmm,3,20,20,11,0.2640625,0.150892857142857,56,0.145689655172414,58,13,13
V0.5_c1,nobgs,2,lfmm,5,20,20,11,0.327272727272727,0.27258064516129,31,0.256060606060606,33,13,13
V0.5_c1,nobgs,2,lfmm,10,20,20,11,0.3125,0.4,18,0.378947368421053,19,12,12
V0.5_c1,nobgs,3,emmax,2,21,20,11,0.195918367346939,0.135623869801085,79,0.133928571428571,80,15,15
V0.5_c1,nobgs,3,emmax,3,21,20,11,0.288095238095238,0.19047619047619,49,0.214285714285714,50,14,15
V0.5_c1,nobgs,3,emmax,5,21,20,11,0.338935574229692,0.223544973544974,36,0.245614035087719,38,13,14
V0.5_c1,nobgs,3,emmax,10,21,20,11,0.360119047619048,0.285714285714286,24,0.263736263736264,26,12,12
V0.5_c1,nobgs,3,lfmm,2,21,20,11,0.266666666666667,0.129087779690189,83,0.150499706055262,81,15,16
V0.5_c1,nobgs,3,lfmm,3,21,20,11,0.33531746031746,0.167410714285714,64,0.196620583717358,62,15,16
V0.5_c1,nobgs,3,lfmm,5,21,20,11,0.342857142857143,0.223214285714286,48,0.248785228377065,49,15,16
V0.5_c1,nobgs,3,lfmm,10,21,20,11,0.360119047619048,0.311111111111111,30,0.301075268817204,31,14,14
V0.5_c1,nobgs,4,emmax,2,19,20,11,0.247076023391813,0.185032894736842,64,0.162220620043259,73,15,15
V0.5_c1,nobgs,4,emmax,3,19,20,11,0.306715063520871,0.269138755980861,44,0.210526315789474,49,15,14
V0.5_c1,nobgs,4,emmax,5,19,20,11,0.329519450800915,0.312599681020734,33,0.210526315789474,36,14,12
V0.5_c1,nobgs,4,emmax,10,19,20,11,0.353801169590643,0.360902255639098,21,0.303157894736842,25,12,12
V0.5_c1,nobgs,4,lfmm,2,19,20,11,0.322368421052632,0.234008097165992,65,0.234008097165992,65,17,17
V0.5_c1,nobgs,4,lfmm,3,19,20,11,0.370614035087719,0.259109311740891,52,0.274973147153598,49,16,16
V0.5_c1,nobgs,4,lfmm,5,19,20,11,0.360902255639098,0.286549707602339,36,0.320056899004267,37,14,15
V0.5_c1,nobgs,4,lfmm,10,19,20,11,0.421052631578947,0.343859649122807,30,0.343859649122807,30,14,14
V0.5_c1,nobgs,5,emmax,2,17,20,11,0.158823529411765,0.171399594320487,58,0.187569367369589,53,13,13
V0.5_c1,nobgs,5,emmax,3,17,20,11,0.150588235294118,0.206599713055954,41,0.217194570135747,39,12,12
V0.5_c1,nobgs,5,emmax,5,17,20,11,0.198142414860681,0.273755656108597,26,0.282352941176471,30,11,12
V0.5_c1,nobgs,5,emmax,10,17,20,11,0.113122171945701,0.280112044817927,21,0.226890756302521,21,10,9
V0.5_c1,nobgs,5,lfmm,2,17,20,11,0.221453287197232,0.190588235294118,25,0.210084033613445,28,9,10
V0.5_c1,nobgs,5,lfmm,3,17,20,11,0.235294117647059,0.171122994652406,22,0.198529411764706,24,8,9
V0.5_c1,nobgs,5,lfmm,5,17,20,11,0.26890756302521,0.221453287197232,17,0.209150326797386,18,8,8
V0.5_c1,nobgs,5,lfmm,10,17,20,11,0.163398692810458,0.26890756302521,14,0.205882352941176,14,8,7
V0.5_c1,nobgs,6,emmax,2,16,20,11,0.0431338028169014,0.0456081081081081,111,0.0460227272727273,110,9,9
V0.5_c1,nobgs,6,emmax,3,16,20,11,0.0665760869565218,0.0666118421052632,76,0.0675,75,9,9
V0.5_c1,nobgs,6,emmax,5,16,20,11,0.0928030303030303,0.1265625,40,0.117732558139535,43,9,9
