cell,tag,env,engine,l_min,n_qtn,n_markers,alpha_n,alpha_tp,alpha_fp,alpha_extra,C_n,C_tp,C_fp,C_extra
V0.5_c1,bgs,1,emmax,2,22,230475,18,8,10,0,57,11,46,0
V0.5_c1,bgs,1,emmax,3,22,230475,12,6,6,0,35,11,24,0
V0.5_c1,bgs,1,emmax,5,22,230475,10,5,5,0,24,10,14,0
V0.5_c1,bgs,1,emmax,10,22,230475,9,5,4,0,17,9,8,0
V0.5_c1,bgs,1,emmax,20,22,230475,8,5,3,0,10,8,2,0
V0.5_c1,bgs,1,lfmm,2,22,230475,19,8,11,0,47,10,37,0
V0.5_c1,bgs,1,lfmm,3,22,230475,16,8,8,0,41,10,31,0
V0.5_c1,bgs,1,lfmm,5,22,230475,13,8,5,0,30,9,21,0
V0.5_c1,bgs,1,lfmm,10,22,230475,10,7,3,0,19,8,11,0
V0.5_c1,bgs,1,lfmm,20,22,230475,8,6,2,0,13,7,6,0
V0.5_c1,bgs,2,emmax,2,20,229687,24,11,13,0,35,11,24,0
V0.5_c1,bgs,2,emmax,3,20,229687,20,9,11,0,29,11,18,0
V0.5_c1,bgs,2,emmax,5,20,229687,17,9,8,0,21,9,12,0
V0.5_c1,bgs,2,emmax,10,20,229687,10,8,2,0,15,9,6,0
V0.5_c1,bgs,2,emmax,20,20,229687,5,4,1,0,6,6,0,0
V0.5_c1,bgs,2,lfmm,2,20,229687,27,13,14,0,52,15,37,0
V0.5_c1,bgs,2,lfmm,3,20,229687,20,11,9,0,40,14,26,0
V0.5_c1,bgs,2,lfmm,5,20,229687,17,10,7,0,33,13,20,0
V0.5_c1,bgs,2,lfmm,10,20,229687,13,8,5,0,20,11,9,0
V0.5_c1,bgs,2,lfmm,20,20,229687,7,5,2,0,17,9,8,0
V0.5_c1,bgs,3,emmax,2,19,228643,17,13,4,0,35,17,18,0
V0.5_c1,bgs,3,emmax,3,19,228643,15,12,3,0,27,15,12,0
V0.5_c1,bgs,3,emmax,5,19,228643,13,11,2,0,24,14,10,0
V0.5_c1,bgs,3,emmax,10,19,228643,13,11,2,0,17,12,5,0
V0.5_c1,bgs,3,emmax,20,19,228643,8,7,1,0,13,10,3,0
V0.5_c1,bgs,3,lfmm,2,19,228643,30,16,14,0,52,17,35,0
V0.5_c1,bgs,3,lfmm,3,19,228643,27,15,12,0,39,17,22,0
V0.5_c1,bgs,3,lfmm,5,19,228643,21,14,7,0,31,17,14,0
V0.5_c1,bgs,3,lfmm,10,19,228643,18,12,6,0,23,14,9,0
V0.5_c1,bgs,3,lfmm,20,19,228643,9,8,1,0,18,13,5,0
V0.5_c1,bgs,4,emmax,2,15,230441,11,8,3,0,18,10,8,0
V0.5_c1,bgs,4,emmax,3,15,230441,9,7,2,0,15,8,7,0
V0.5_c1,bgs,4,emmax,5,15,230441,8,7,1,0,12,8,4,0
V0.5_c1,bgs,4,emmax,10,15,230441,5,5,0,0,9,7,2,0
V0.5_c1,bgs,4,emmax,20,15,230441,3,3,0,0,6,5,1,0
V0.5_c1,bgs,4,lfmm,2,15,230441,12,10,2,0,19,11,8,0
V0.5_c1,bgs,4,lfmm,3,15,230441,11,9,2,0,14,10,4,0
V0.5_c1,bgs,4,lfmm,5,15,230441,10,8,2,0,12,10,2,0
V0.5_c1,bgs,4,lfmm,10,15,230441,7,6,1,0,9,8,1,0
V0.5_c1,bgs,4,lfmm,20,15,230441,3,3,0,0,6,5,1,0
V0.5_c1,bgs,5,emmax,2,14,223170,20,10,10,0,30,11,19,0
V0.5_c1,bgs,5,emmax,3,14,223170,17,10,7,0,23,11,12,0
V0.5_c1,bgs,5,emmax,5,14,223170,12,7,5,0,20,11,9,0
V0.5_c1,bgs,5,emmax,10,14,223170,9,7,2,0,16,10,6,0
V0.5_c1,bgs,5,emmax,20,14,223170,5,5,0,0,10,8,2,0
V0.5_c1,bgs,5,lfmm,2,14,223170,13,11,2,0,23,11,12,0
V0.5_c1,bgs,5,lfmm,3,14,223170,13,11,2,0,20,11,9,0
V0.5_c1,bgs,5,lfmm,5,14,223170,13,11,2,0,17,11,6,0
V0.5_c1,bgs,5,lfmm,10,14,223170,12,11,1,0,16,11,5,0
V0.5_c1,bgs,5,lfmm,20,14,223170,6,6,0,0,11,9,2,0
V0.5_c1,bgs,6,emmax,2,17,228467,25,8,17,0,37,8,29,0
V0.5_c1,bgs,6,emmax,3,17,228467,16,8,8,0,23,8,15,0
V0.5_c1,bgs,6,emmax,5,17,228467,11,7,4,0,14,8,6,0
V0.5_c1,bgs,6,emmax,10,17,228467,5,5,0,0,8,6,2,0
V0.5_c1,bgs,6,emmax,20,17,228467,2,2,0,0,4,3,1,0
V0.5_c1,bgs,6,lfmm,2,17,228467,29,9,20,0,48,9,39,0
V0.5_c1,bgs,6,lfmm,3,17,228467,22,9,13,0,35,9,26,0
V0.5_c1,bgs,6,lfmm,5,17,228467,17,9,8,0,27,9,18,0
V0.5_c1,bgs,6,lfmm,10,17,228467,11,9,2,0,17,9,8,0
V0.5_c1,bgs,6,lfmm,20,17,228467,5,4,1,0,6,4,2,0
V0.5_c1,bgs,7,emmax,2,19,228676,22,13,9,0,38,14,24,0
V0.5_c1,bgs,7,emmax,3,19,228676,16,11,5,0,28,13,15,0
V0.5_c1,bgs,7,emmax,5,19,228676,11,9,2,0,21,11,10,0
V0.5_c1,bgs,7,emmax,10,19,228676,3,3,0,0,14,8,6,0
V0.5_c1,bgs,7,emmax,20,19,228676,3,3,0,0,9,6,3,0
V0.5_c1,bgs,7,lfmm,2,19,228676,20,13,7,0,32,15,17,0
V0.5_c1,bgs,7,lfmm,3,19,228676,17,10,7,0,29,14,15,0
V0.5_c1,bgs,7,lfmm,5,19,228676,14,10,4,0,23,10,13,0
V0.5_c1,bgs,7,lfmm,10,19,228676,6,4,2,0,16,8,8,0
V0.5_c1,bgs,7,lfmm,20,19,228676,5,4,1,0,9,6,3,0
V0.5_c1,bgs,8,emmax,2,20,230567,27,11,16,0,47,13,34,0
V0.5_c1,bgs,8,emmax,3,20,230567,22,11,11,0,36,13,23,0
V0.5_c1,bgs,8,emmax,5,20,230567,16,8,8,0,23,12,11,0
V0.5_c1,bgs,8,emmax,10,20,230567,11,6,5,0,17,11,6,0
V0.5_c1,bgs,8,emmax,20,20,230567,7,5,2,0,11,9,2,0
V0.5_c1,bgs,8,lfmm,2,20,230567,39,13,26,0,70,14,56,0
V0.5_c1,bgs,8,lfmm,3,20,230567,29,12,17,0,54,13,41,0
V0.5_c1,bgs,8,lfmm,5,20,230567,20,11,9,0,32,12,20,0
V0.5_c1,bgs,8,lfmm,10,20,230567,14,10,4,0,22,10,12,0
V0.5_c1,bgs,8,lfmm,20,20,230567,11,8,3,0,14,10,4,0
V0.5_c1,bgs,9,emmax,2,20,231231,6,5,1,0,10,8,2,0
V0.5_c1,bgs,9,emmax,3,20,231231,6,5,1,0,9,8,1,0
V0.5_c1,bgs,9,emmax,5,20,231231,4,3,1,0,9,8,1,0
V0.5_c1,bgs,9,emmax,10,20,231231,2,2,0,0,6,5,1,0
V0.5_c1,bgs,9,emmax,20,20,231231,1,1,0,0,3,3,0,0
V0.5_c1,bgs,9,lfmm,2,20,231231,5,4,1,0,11,8,3,0
V0.5_c1,bgs,9,lfmm,3,20,231231,4,3,1,0,10,8,2,0
V0.5_c1,bgs,9,lfmm,5,20,231231,3,3,0,0,10,8,2,0
V0.5_c1,bgs,9,lfmm,10,20,231231,2,2,0,0,6,5,1,0
V0.5_c1,bgs,9,lfmm,20,20,231231,1,1,0,0,3,2,1,0
V0.5_c1,bgs,10,emmax,2,17,231847,23,9,14,0,32,10,22,0
V0.5_c1,bgs,10,emmax,3,17,231847,17,9,8,0,24,9,15,0
V0.5_c1,bgs,10,emmax,5,17,231847,13,9,4,0,14,9,5,0
V0.5_c1,bgs,10,emmax,10,17,231847,9,7,2,0,14,9,5,0
V0.5_c1,bgs,10,emmax,20,17,231847,4,4,0,0,5,4,1,0
V0.5_c1,bgs,10,lfmm,2,17,231847,52,9,43,0,83,10,73,0
V0.5_c1,bgs,10,lfmm,3,17,231847,35,9,26,0,61,10,51,0
V0.5_c1,bgs,10,lfmm,5,17,231847,23,9,14,0,43,10,33,0
V0.5_c1,bgs,10,lfmm,10,17,231847,16,9,7,0,26,10,16,0
V0.5_c1,bgs,10,lfmm,20,17,231847,9,6,3,0,17,10,7,0
V0.5_c1,nobgs,1,emmax,2,19,291388,17,12,5,0,34,12,22,0
V0.5_c1,nobgs,1,emmax,3,19,291388,14,12,2,0,27,12,15,0
V0.5_c1,nobgs,1,emmax,5,19,291388,12,12,0,0,15,11,4,0
V0.5_c1,nobgs,1,emmax,10,19,291388,10,10,0,0,13,11,2,0
V0.5_c1,nobgs,1,emmax,20,19,291388,8,8,0,0,8,8,0,0
V0.5_c1,nobgs,1,lfmm,2,19,291388,21,14,7,0,53,14,39,0
V0.5_c1,nobgs,1,lfmm,3,19,291388,18,14,4,0,39,14,25,0
V0.5_c1,nobgs,1,lfmm,5,19,291388,13,12,1,0,27,14,13,0
V0.5_c1,nobgs,1,lfmm,10,19,291388,10,10,0,0,17,12,5,0
V0.5_c1,nobgs,1,lfmm,20,19,291388,8,8,0,0,15,11,4,0
V0.5_c1,nobgs,2,emmax,2,20,298741,27,11,16,0,65,12,53,0
V0.5_c1,nobgs,2,emmax,3,20,298741,20,11,9,0,44,12,32,0
V0.5_c1,nobgs,2,emmax,5,20,298741,16,11,5,0,27,12,15,0
V0.5_c1,nobgs,2,emmax,10,20,298741,11,8,3,0,19,12,7,0
V0.5_c1,nobgs,2,emmax,20,20,298741,7,5,2,0,11,9,2,0
V0.5_c1,nobgs,2,lfmm,2,20,298741,40,13,27,0,70,13,57,0
V0.5_c1,nobgs,2,lfmm,3,20,298741,30,13,17,0,48,13,35,0
V0.5_c1,nobgs,2,lfmm,5,20,298741,22,12,10,0,29,13,16,0
V0.5_c1,nobgs,2,lfmm,10,20,298741,15,10,5,0,19,12,7,0
V0.5_c1,nobgs,2,lfmm,20,20,298741,8,6,2,0,11,8,3,0
V0.5_c1,nobgs,3,emmax,2,21,294609,31,12,19,0,74,15,59,0
V0.5_c1,nobgs,3,emmax,3,21,294609,18,11,7,0,44,14,30,0
V0.5_c1,nobgs,3,emmax,5,21,294609,15,11,4,0,30,13,17,0
V0.5_c1,nobgs,3,emmax,10,21,294609,14,11,3,0,21,12,9,0
V0.5_c1,nobgs,3,emmax,20,21,294609,11,10,1,0,15,11,4,0
V0.5_c1,nobgs,3,lfmm,2,21,294609,30,14,16,0,62,15,47,0
V0.5_c1,nobgs,3,lfmm,3,21,294609,21,13,8,0,46,15,31,0
V0.5_c1,nobgs,3,lfmm,5,21,294609,19,13,6,0,35,15,20,0
V0.5_c1,nobgs,3,lfmm,10,21,294609,16,12,4,0,27,14,13,0
V0.5_c1,nobgs,3,lfmm,20,21,294609,12,10,2,0,21,13,8,0
V0.5_c1,nobgs,4,emmax,2,19,298132,25,12,13,0,45,15,30,0
V0.5_c1,nobgs,4,emmax,3,19,298132,21,12,9,0,33,15,18,0
V0.5_c1,nobgs,4,emmax,5,19,298132,16,11,5,0,25,14,11,0
V0.5_c1,nobgs,4,emmax,10,19,298132,14,10,4,0,17,12,5,0
V0.5_c1,nobgs,4,emmax,20,19,298132,10,8,2,0,16,12,4,0
V0.5_c1,nobgs,4,lfmm,2,19,298132,23,14,9,0,48,18,30,0
V0.5_c1,nobgs,4,lfmm,3,19,298132,18,13,5,0,38,17,21,0
V0.5_c1,nobgs,4,lfmm,5,19,298132,17,13,4,0,29,15,14,0
V0.5_c1,nobgs,4,lfmm,10,19,298132,15,12,3,0,24,14,10,0
V0.5_c1,nobgs,4,lfmm,20,19,298132,11,11,0,0,20,12,8,0
V0.5_c1,nobgs,5,emmax,2,17,294251,24,9,15,0,51,13,38,0
V0.5_c1,nobgs,5,emmax,3,17,294251,18,8,10,0,35,12,23,0
V0.5_c1,nobgs,5,emmax,5,17,294251,14,8,6,0,25,11,14,0
V0.5_c1,nobgs,5,emmax,10,17,294251,9,5,4,0,18,10,8,0
V0.5_c1,nobgs,5,emmax,20,17,294251,5,3,2,0,11,7,4,0
V0.5_c1,nobgs,5,lfmm,2,17,294251,12,8,4,0,21,9,12,0
V0.5_c1,nobgs,5,lfmm,3,17,294251,10,8,2,0,18,9,9,0
V0.5_c1,nobgs,5,lfmm,5,17,294251,10,8,2,0,13,8,5,0
V0.5_c1,nobgs,5,lfmm,10,17,294251,6,5,1,0,10,8,2,0
V0.5_c1,nobgs,5,lfmm,20,17,294251,4,3,1,0,6,5,1,0
V0.5_c1,nobgs,6,emmax,2,16,297429,57,7,50,0,95,9,86,0
V0.5_c1,nobgs,6,emmax,3,16,297429,36,7,29,0,67,9,58,0
V0.5_c1,nobgs,6,emmax,5,16,297429,26,7,19,0,37,9,28,0
V0.5_c1,nobgs,6,emmax,10,16,297429,15,7,8,0,21,9,12,0
V0.5_c1,nobgs,6,emmax,20,16,297429,11,6,5,0,15,8,7,0
V0.5_c1,nobgs,6,lfmm,2,16,297429,46,8,38,0,77,9,68,0
V0.5_c1,nobgs,6,lfmm,3,16,297429,36,8,28,0,59,9,50,0
V0.5_c1,nobgs,6,lfmm,5,16,297429,28,8,20,0,43,9,34,0
V0.5_c1,nobgs,6,lfmm,10,16,297429,19,6,13,0,28,9,19,0
V0.5_c1,nobgs,6,lfmm,20,16,297429,11,6,5,0,20,9,11,0
V0.5_c1,nobgs,7,emmax,2,17,288782,26,8,18,0,71,10,61,0
V0.5_c1,nobgs,7,emmax,3,17,288782,20,8,12,0,44,10,34,0
V0.5_c1,nobgs,7,emmax,5,17,288782,16,8,8,0,29,9,20,0
V0.5_c1,nobgs,7,emmax,10,17,288782,13,8,5,0,20,8,12,0
V0.5_c1,nobgs,7,emmax,20,17,288782,8,7,1,0,12,7,5,0
V0.5_c1,nobgs,7,lfmm,2,17,288782,26,9,17,0,42,10,32,0
V0.5_c1,nobgs,7,lfmm,3,17,288782,22,9,13,0,34,10,24,0
V0.5_c1,nobgs,7,lfmm,5,17,288782,18,8,10,0,28,10,18,0
V0.5_c1,nobgs,7,lfmm,10,17,288782,13,8,5,0,19,10,9,0
V0.5_c1,nobgs,7,lfmm,20,17,288782,6,5,1,0,13,8,5,0
V0.5_c1,nobgs,8,emmax,2,23,297425,49,12,37,0,95,13,82,0
V0.5_c1,nobgs,8,emmax,3,23,297425,36,12,24,0,66,13,53,0
V0.5_c1,nobgs,8,emmax,5,23,297425,26,12,14,0,42,13,29,0
V0.5_c1,nobgs,8,emmax,10,23,297425,13,10,3,0,22,12,10,0
V0.5_c1,nobgs,8,emmax,20,23,297425,11,10,1,0,12,10,2,0
V0.5_c1,nobgs,8,lfmm,2,23,297425,50,12,38,0,85,16,69,0
V0.5_c1,nobgs,8,lfmm,3,23,297425,37,12,25,0,64,15,49,0
V0.5_c1,nobgs,8,lfmm,5,23,297425,27,11,16,0,44,14,30,0
V0.5_c1,nobgs,8,lfmm,10,23,297425,15,10,5,0,24,11,13,0
V0.5_c1,nobgs,8,lfmm,20,23,297425,8,8,0,0,16,10,6,0
V0.5_c1,nobgs,9,emmax,2,19,295558,24,10,14,0,54,12,42,0
V0.5_c1,nobgs,9,emmax,3,19,295558,16,9,7,0,39,12,27,0
V0.5_c1,nobgs,9,emmax,5,19,295558,12,8,4,0,26,12,14,0
V0.5_c1,nobgs,9,emmax,10,19,295558,6,6,0,0,16,9,7,0
V0.5_c1,nobgs,9,emmax,20,19,295558,6,6,0,0,10,6,4,0
V0.5_c1,nobgs,9,lfmm,2,19,295558,12,9,3,0,26,10,16,0
V0.5_c1,nobgs,9,lfmm,3,19,295558,9,8,1,0,20,10,10,0
V0.5_c1,nobgs,9,lfmm,5,19,295558,8,7,1,0,13,10,3,0
V0.5_c1,nobgs,9,lfmm,10,19,295558,6,5,1,0,12,10,2,0
V0.5_c1,nobgs,9,lfmm,20,19,295558,6,5,1,0,8,6,2,0
V0.5_c1,nobgs,10,emmax,2,21,302905,35,9,26,0,77,12,65,0
V0.5_c1,nobgs,10,emmax,3,21,302905,22,8,14,0,49,11,38,0
V0.5_c1,nobgs,10,emmax,5,21,302905,15,8,7,0,31,8,23,0
V0.5_c1,nobgs,10,emmax,10,21,302905,10,6,4,0,18,7,11,0
V0.5_c1,nobgs,10,emmax,20,21,302905,7,5,2,0,11,6,5,0
V0.5_c1,nobgs,10,lfmm,2,21,302905,54,10,44,0,89,11,78,0
V0.5_c1,nobgs,10,lfmm,3,21,302905,38,10,28,0,62,11,51,0
V0.5_c1,nobgs,10,lfmm,5,21,302905,21,9,12,0,42,10,32,0
V0.5_c1,nobgs,10,lfmm,10,21,302905,15,8,7,0,29,9,20,0
V0.5_c1,nobgs,10,lfmm,20,21,302905,10,5,5,0,23,9,14,0
V0.5_c2,bgs,1,emmax,2,33,309524,72,8,64,0,143,9,134,0
V0.5_c2,bgs,1,emmax,3,33,309524,58,8,50,0,115,9,106,0
V0.5_c2,bgs,1,emmax,5,33,309524,37,5,32,0,76,8,68,0
V0.5_c2,bgs,1,emmax,10,33,309524,22,4,18,0,37,6,31,0
V0.5_c2,bgs,1,emmax,20,33,309524,16,4,12,0,21,5,16,0
V0.5_c2,bgs,1,lfmm,2,33,309524,207,13,194,0,288,16,272,0
V0.5_c2,bgs,1,lfmm,3,33,309524,152,13,139,0,217,16,201,0
V0.5_c2,bgs,1,lfmm,5,33,309524,97,10,87,0,146,13,133,0
V0.5_c2,bgs,1,lfmm,10,33,309524,54,8,46,0,82,13,69,0
V0.5_c2,bgs,1,lfmm,20,33,309524,31,7,24,0,48,10,38,0
V0.5_c2,bgs,2,emmax,2,35,316016,173,10,163,0,268,13,255,0
V0.5_c2,bgs,2,emmax,3,35,316016,134,9,125,0,213,12,201,0
V0.5_c2,bgs,2,emmax,5,35,316016,99,9,90,0,158,12,146,0
V0.5_c2,bgs,2,emmax,10,35,316016,65,8,57,0,97,11,86,0
V0.5_c2,bgs,2,emmax,20,35,316016,40,8,32,0,55,10,45,0
V0.5_c2,bgs,2,lfmm,2,35,316016,363,14,349,0,428,14,414,0
V0.5_c2,bgs,2,lfmm,3,35,316016,306,13,293,0,355,13,342,0
V0.5_c2,bgs,2,lfmm,5,35,316016,237,12,225,0,253,12,241,0
V0.5_c2,bgs,2,lfmm,10,35,316016,158,12,146,0,186,12,174,0
V0.5_c2,bgs,2,lfmm,20,35,316016,100,11,89,0,120,11,109,0
V0.5_c2,bgs,3,emmax,2,38,312201,191,7,184,0,263,9,254,0
V0.5_c2,bgs,3,emmax,3,38,312201,150,7,143,0,204,9,195,0
V0.5_c2,bgs,3,emmax,5,38,312201,107,7,100,0,151,9,142,0
V0.5_c2,bgs,3,emmax,10,38,312201,57,7,50,0,78,9,69,0
V0.5_c2,bgs,3,emmax,20,38,312201,23,3,20,0,41,5,36,0
V0.5_c2,bgs,3,lfmm,2,38,312201,322,11,311,0,402,13,389,0
V0.5_c2,bgs,3,lfmm,3,38,312201,265,10,255,0,323,11,312,0
V0.5_c2,bgs,3,lfmm,5,38,312201,198,10,188,0,237,11,226,0
V0.5_c2,bgs,3,lfmm,10,38,312201,118,10,108,0,157,11,146,0
V0.5_c2,bgs,3,lfmm,20,38,312201,64,7,57,0,98,9,89,0
V0.5_c2,bgs,4,emmax,2,37,314074,94,4,90,0,200,10,190,0
V0.5_c2,bgs,4,emmax,3,37,314074,70,4,66,0,149,10,139,0
V0.5_c2,bgs,4,emmax,5,37,314074,50,4,46,0,107,10,97,0
V0.5_c2,bgs,4,emmax,10,37,314074,24,3,21,0,60,8,52,0
V0.5_c2,bgs,4,emmax,20,37,314074,18,3,15,0,32,6,26,0
V0.5_c2,bgs,4,lfmm,2,37,314074,256,12,244,0,318,15,303,0
V0.5_c2,bgs,4,lfmm,3,37,314074,192,11,181,0,239,14,225,0
V0.5_c2,bgs,4,lfmm,5,37,314074,135,11,124,0,176,13,163,0
V0.5_c2,bgs,4,lfmm,10,37,314074,79,10,69,0,101,11,90,0
V0.5_c2,bgs,4,lfmm,20,37,314074,48,9,39,0,57,10,47,0
V0.5_c2,bgs,5,emmax,2,30,310534,158,4,154,0,287,10,277,0
V0.5_c2,bgs,5,emmax,3,30,310534,120,4,116,0,228,9,219,0
V0.5_c2,bgs,5,emmax,5,30,310534,86,3,83,0,162,7,155,0
V0.5_c2,bgs,5,emmax,10,30,310534,41,2,39,0,87,7,80,0
V0.5_c2,bgs,5,emmax,20,30,310534,23,1,22,0,57,5,52,0
V0.5_c2,bgs,5,lfmm,2,30,310534,349,9,340,0,411,12,399,0
V0.5_c2,bgs,5,lfmm,3,30,310534,276,8,268,0,333,12,321,0
V0.5_c2,bgs,5,lfmm,5,30,310534,200,7,193,0,247,12,235,0
V0.5_c2,bgs,5,lfmm,10,30,310534,116,6,110,0,153,10,143,0
V0.5_c2,bgs,5,lfmm,20,30,310534,62,4,58,0,83,6,77,0
V0.5_c2,bgs,6,emmax,2,36,314840,205,8,197,0,278,9,269,0
V0.5_c2,bgs,6,emmax,3,36,314840,165,8,157,0,227,8,219,0
V0.5_c2,bgs,6,emmax,5,36,314840,123,8,115,0,178,8,170,0
V0.5_c2,bgs,6,emmax,10,36,314840,79,8,71,0,110,8,102,0
V0.5_c2,bgs,6,emmax,20,36,314840,36,6,30,0,65,7,58,0
V0.5_c2,bgs,6,lfmm,2,36,314840,294,15,278,1,353,17,335,1
V0.5_c2,bgs,6,lfmm,3,36,314840,251,13,237,1,298,16,281,1
V0.5_c2,bgs,6,lfmm,5,36,314840,196,11,184,1,236,14,221,1
V0.5_c2,bgs,6,lfmm,10,36,314840,123,9,114,0,152,11,141,0
V0.5_c2,bgs,6,lfmm,20,36,314840,82,7,75,0,100,9,91,0
V0.5_c2,bgs,7,emmax,2,37,314813,137,8,129,0,210,9,201,0
V0.5_c2,bgs,7,emmax,3,37,314813,112,8,104,0,164,9,155,0
V0.5_c2,bgs,7,emmax,5,37,314813,77,5,72,0,112,6,106,0
V0.5_c2,bgs,7,emmax,10,37,314813,46,4,42,0,68,4,64,0
V0.5_c2,bgs,7,emmax,20,37,314813,20,4,16,0,34,4,30,0
V0.5_c2,bgs,7,lfmm,2,37,314813,355,12,343,0,446,15,431,0
V0.5_c2,bgs,7,lfmm,3,37,314813,278,12,266,0,350,14,336,0
V0.5_c2,bgs,7,lfmm,5,37,314813,211,11,200,0,271,12,259,0
V0.5_c2,bgs,7,lfmm,10,37,314813,129,10,119,0,180,11,169,0
V0.5_c2,bgs,7,lfmm,20,37,314813,68,9,59,0,97,10,87,0
V0.5_c2,bgs,8,emmax,2,35,312485,195,9,186,0,257,10,247,0
V0.5_c2,bgs,8,emmax,3,35,312485,150,7,143,0,204,9,195,0
V0.5_c2,bgs,8,emmax,5,35,312485,112,7,105,0,156,8,148,0
V0.5_c2,bgs,8,emmax,10,35,312485,70,7,63,0,94,8,86,0
V0.5_c2,bgs,8,emmax,20,35,312485,46,7,39,0,56,8,48,0
V0.5_c2,bgs,8,lfmm,2,35,312485,234,12,222,0,299,12,287,0
V0.5_c2,bgs,8,lfmm,3,35,312485,193,11,182,0,243,11,232,0
V0.5_c2,bgs,8,lfmm,5,35,312485,147,11,136,0,194,11,183,0
V0.5_c2,bgs,8,lfmm,10,35,312485,99,9,90,0,120,9,111,0
V0.5_c2,bgs,8,lfmm,20,35,312485,53,8,45,0,74,9,65,0
V0.5_c2,bgs,9,emmax,2,41,312443,2,0,2,0,25,1,24,0
V0.5_c2,bgs,9,emmax,3,41,312443,1,0,1,0,18,1,17,0
V0.5_c2,bgs,9,emmax,5,41,312443,0,0,0,0,15,1,14,0
V0.5_c2,bgs,9,emmax,10,41,312443,0,0,0,0,9,1,8,0
V0.5_c2,bgs,9,emmax,20,41,312443,0,0,0,0,4,1,3,0
V0.5_c2,bgs,9,lfmm,2,41,312443,180,11,169,0,253,12,241,0
V0.5_c2,bgs,9,lfmm,3,41,312443,137,11,126,0,197,12,185,0
V0.5_c2,bgs,9,lfmm,5,41,312443,94,11,83,0,135,12,123,0
V0.5_c2,bgs,9,lfmm,10,41,312443,59,11,48,0,81,11,70,0
V0.5_c2,bgs,9,lfmm,20,41,312443,29,8,21,0,43,8,35,0
V0.5_c2,bgs,10,emmax,2,34,311707,136,13,123,0,188,14,173,1
V0.5_c2,bgs,10,emmax,3,34,311707,108,12,96,0,151,13,137,1
V0.5_c2,bgs,10,emmax,5,34,311707,75,11,64,0,112,11,100,1
V0.5_c2,bgs,10,emmax,10,34,311707,39,9,30,0,64,9,54,1
V0.5_c2,bgs,10,emmax,20,34,311707,18,7,11,0,34,9,25,0
V0.5_c2,bgs,10,lfmm,2,34,311707,209,12,197,0,280,15,265,0
V0.5_c2,bgs,10,lfmm,3,34,311707,167,12,155,0,225,14,211,0
V0.5_c2,bgs,10,lfmm,5,34,311707,119,10,109,0,163,11,152,0
V0.5_c2,bgs,10,lfmm,10,34,311707,77,10,67,0,102,10,92,0
V0.5_c2,bgs,10,lfmm,20,34,311707,38,8,30,0,67,8,59,0
V0.5_c2,nobgs,1,emmax,2,34,371421,27,1,26,0,106,5,101,0
V0.5_c2,nobgs,1,emmax,3,34,371421,23,1,22,0,79,5,74,0
V0.5_c2,nobgs,1,emmax,5,34,371421,14,1,13,0,50,5,45,0
V0.5_c2,nobgs,1,emmax,10,34,371421,6,1,5,0,22,3,19,0
V0.5_c2,nobgs,1,emmax,20,34,371421,6,1,5,0,13,1,12,0
V0.5_c2,nobgs,1,lfmm,2,34,371421,161,8,153,0,257,12,245,0
V0.5_c2,nobgs,1,lfmm,3,34,371421,118,8,110,0,197,11,186,0
V0.5_c2,nobgs,1,lfmm,5,34,371421,72,7,65,0,115,9,106,0
V0.5_c2,nobgs,1,lfmm,10,34,371421,35,7,28,0,69,8,61,0
V0.5_c2,nobgs,1,lfmm,20,34,371421,22,5,17,0,37,6,31,0
V0.5_c2,nobgs,2,emmax,2,38,370792,184,6,178,0,254,8,246,0
V0.5_c2,nobgs,2,emmax,3,38,370792,143,5,138,0,206,7,199,0
V0.5_c2,nobgs,2,emmax,5,38,370792,101,4,97,0,155,7,148,0
V0.5_c2,nobgs,2,emmax,10,38,370792,62,2,60,0,99,4,95,0
V0.5_c2,nobgs,2,emmax,20,38,370792,37,2,35,0,57,2,55,0
V0.5_c2,nobgs,2,lfmm,2,38,370792,289,10,279,0,361,13,348,0
V0.5_c2,nobgs,2,lfmm,3,38,370792,251,10,241,0,293,13,280,0
V0.5_c2,nobgs,2,lfmm,5,38,370792,192,9,183,0,219,12,207,0
V0.5_c2,nobgs,2,lfmm,10,38,370792,130,8,122,0,161,10,151,0
V0.5_c2,nobgs,2,lfmm,20,38,370792,85,7,78,0,101,9,92,0
V0.5_c2,nobgs,3,emmax,2,35,373584,96,5,91,0,191,7,184,0
V0.5_c2,nobgs,3,emmax,3,35,373584,66,5,61,0,137,7,130,0
V0.5_c2,nobgs,3,emmax,5,35,373584,41,5,36,0,86,7,79,0
V0.5_c2,nobgs,3,emmax,10,35,373584,20,4,16,0,37,6,31,0
V0.5_c2,nobgs,3,emmax,20,35,373584,10,4,6,0,22,5,17,0
V0.5_c2,nobgs,3,lfmm,2,35,373584,246,12,234,0,341,16,325,0
V0.5_c2,nobgs,3,lfmm,3,35,373584,185,12,173,0,259,15,244,0
V0.5_c2,nobgs,3,lfmm,5,35,373584,128,10,118,0,187,15,172,0
V0.5_c2,nobgs,3,lfmm,10,35,373584,64,9,55,0,125,13,112,0
V0.5_c2,nobgs,3,lfmm,20,35,373584,35,7,28,0,66,12,54,0
V0.5_c2,nobgs,4,emmax,2,37,370248,97,7,90,0,178,8,170,0
V0.5_c2,nobgs,4,emmax,3,37,370248,64,7,57,0,129,8,121,0
