cell,tag,env,engine,l_min,n_qtn,n_markers,alpha_n,alpha_tp,alpha_fp,alpha_extra,C_n,C_tp,C_fp,C_extra
V2_c1,nobgs,6,lfmm,3,11,307147,33,4,29,0,42,4,38,0
V2_c1,nobgs,6,lfmm,5,11,307147,21,3,18,0,29,4,25,0
V2_c1,nobgs,6,lfmm,10,11,307147,11,3,8,0,16,4,12,0
V2_c1,nobgs,6,lfmm,20,11,307147,6,3,3,0,7,3,4,0
V2_c1,nobgs,7,emmax,2,15,298200,1,1,0,0,23,8,15,0
V2_c1,nobgs,7,emmax,3,15,298200,1,1,0,0,21,7,14,0
V2_c1,nobgs,7,emmax,5,15,298200,0,0,0,0,15,7,8,0
V2_c1,nobgs,7,emmax,10,15,298200,0,0,0,0,10,5,5,0
V2_c1,nobgs,7,emmax,20,15,298200,0,0,0,0,6,4,2,0
V2_c1,nobgs,7,lfmm,2,15,298200,3,2,1,0,9,7,2,0
V2_c1,nobgs,7,lfmm,3,15,298200,2,2,0,0,7,5,2,0
V2_c1,nobgs,7,lfmm,5,15,298200,2,2,0,0,5,4,1,0
V2_c1,nobgs,7,lfmm,10,15,298200,0,0,0,0,4,4,0,0
V2_c1,nobgs,7,lfmm,20,15,298200,0,0,0,0,3,3,0,0
V2_c1,nobgs,8,emmax,2,16,303448,20,5,15,0,28,6,22,0
V2_c1,nobgs,8,emmax,3,16,303448,13,5,8,0,20,6,14,0
V2_c1,nobgs,8,emmax,5,16,303448,11,5,6,0,15,6,9,0
V2_c1,nobgs,8,emmax,10,16,303448,4,3,1,0,9,6,3,0
V2_c1,nobgs,8,emmax,20,16,303448,4,3,1,0,5,4,1,0
V2_c1,nobgs,8,lfmm,2,16,303448,29,8,21,0,51,8,43,0
V2_c1,nobgs,8,lfmm,3,16,303448,16,8,8,0,31,8,23,0
V2_c1,nobgs,8,lfmm,5,16,303448,12,7,5,0,19,8,11,0
V2_c1,nobgs,8,lfmm,10,16,303448,8,6,2,0,12,8,4,0
V2_c1,nobgs,8,lfmm,20,16,303448,6,5,1,0,8,5,3,0
V2_c1,nobgs,10,emmax,2,13,302347,24,6,18,0,35,8,27,0
V2_c1,nobgs,10,emmax,3,13,302347,16,6,10,0,26,7,19,0
V2_c1,nobgs,10,emmax,5,13,302347,11,5,6,0,16,5,11,0
V2_c1,nobgs,10,emmax,10,13,302347,7,4,3,0,11,5,6,0
V2_c1,nobgs,10,emmax,20,13,302347,5,4,1,0,7,4,3,0
V2_c1,nobgs,10,lfmm,2,13,302347,27,5,22,0,35,5,30,0
V2_c1,nobgs,10,lfmm,3,13,302347,20,4,16,0,25,5,20,0
V2_c1,nobgs,10,lfmm,5,13,302347,14,4,10,0,18,4,14,0
V2_c1,nobgs,10,lfmm,10,13,302347,9,4,5,0,12,4,8,0
V2_c1,nobgs,10,lfmm,20,13,302347,6,3,3,0,9,3,6,0
