cell,tag,env,engine,rho_ld,l_min,n_qtn,a_n,a_TP,a_PR,C_n,C_TP,C_PR
V0.5_c1,nobgs,10,lfmm,0.6,2,21,57,10,0.0835421888053467,101,11,0.0570485619990571
V0.5_c1,nobgs,10,lfmm,0.6,3,21,39,10,0.122100122100122,66,11,0.0873015873015873
V0.5_c1,nobgs,10,lfmm,0.6,5,21,23,9,0.167701863354037,43,10,0.110741971207087
V0.5_c1,nobgs,10,lfmm,0.6,10,21,16,7,0.145833333333333,32,8,0.0952380952380952
V0.5_c1,nobgs,10,emmax,0.75,2,21,35,9,0.110204081632653,77,12,0.0890538033395176
V0.5_c1,nobgs,10,emmax,0.75,3,21,22,8,0.138528138528139,49,11,0.117589893100097
V0.5_c1,nobgs,10,emmax,0.75,5,21,15,8,0.203174603174603,31,8,0.0983102918586789
V0.5_c1,nobgs,10,emmax,0.75,10,21,10,6,0.171428571428571,18,7,0.12962962962963
V0.5_c1,nobgs,10,lfmm,0.75,2,21,54,10,0.0881834215167548,89,11,0.0647405029427501
V0.5_c1,nobgs,10,lfmm,0.75,3,21,38,10,0.12531328320802,62,11,0.0929339477726575
V0.5_c1,nobgs,10,lfmm,0.75,5,21,21,9,0.183673469387755,42,10,0.113378684807256
V0.5_c1,nobgs,10,lfmm,0.75,10,21,15,8,0.203174603174603,29,9,0.133004926108374
V0.5_c1,nobgs,10,emmax,0.85,2,21,36,9,0.107142857142857,73,12,0.0939334637964775
V0.5_c1,nobgs,10,emmax,0.85,3,21,22,8,0.138528138528139,46,11,0.125258799171843
V0.5_c1,nobgs,10,emmax,0.85,5,21,15,8,0.203174603174603,29,8,0.105090311986864
V0.5_c1,nobgs,10,emmax,0.85,10,21,10,6,0.171428571428571,18,7,0.12962962962963
V0.5_c1,nobgs,10,lfmm,0.85,2,21,51,10,0.0933706816059757,76,10,0.06265664160401
V0.5_c1,nobgs,10,lfmm,0.85,3,21,36,10,0.132275132275132,57,10,0.0835421888053467
V0.5_c1,nobgs,10,lfmm,0.85,5,21,20,9,0.192857142857143,40,9,0.0964285714285714
V0.5_c1,nobgs,10,lfmm,0.85,10,21,15,9,0.257142857142857,26,8,0.117216117216117
V0.5_c1,nobgs,10,emmax,0.9,2,21,36,9,0.107142857142857,67,12,0.102345415778252
V0.5_c1,nobgs,10,emmax,0.9,3,21,22,8,0.138528138528139,45,11,0.128042328042328
V0.5_c1,nobgs,10,emmax,0.9,5,21,15,8,0.203174603174603,27,9,0.142857142857143
V0.5_c1,nobgs,10,emmax,0.9,10,21,10,6,0.171428571428571,20,8,0.152380952380952
V0.5_c1,nobgs,10,lfmm,0.9,2,21,52,10,0.0915750915750916,76,11,0.0758145363408521
V0.5_c1,nobgs,10,lfmm,0.9,3,21,36,10,0.132275132275132,56,10,0.0850340136054422
V0.5_c1,nobgs,10,lfmm,0.9,5,21,20,9,0.192857142857143,38,9,0.101503759398496
V0.5_c1,nobgs,10,lfmm,0.9,10,21,15,9,0.257142857142857,26,8,0.117216117216117
V0.5_c1,nobgs,10,emmax,0.95,2,21,36,9,0.107142857142857,66,12,0.103896103896104
V0.5_c1,nobgs,10,emmax,0.95,3,21,22,8,0.138528138528139,44,11,0.130952380952381
V0.5_c1,nobgs,10,emmax,0.95,5,21,15,8,0.203174603174603,27,9,0.142857142857143
V0.5_c1,nobgs,10,emmax,0.95,10,21,10,6,0.171428571428571,21,9,0.183673469387755
V0.5_c1,nobgs,10,lfmm,0.95,2,21,50,10,0.0952380952380952,75,11,0.0768253968253968
V0.5_c1,nobgs,10,lfmm,0.95,3,21,36,10,0.132275132275132,56,10,0.0850340136054422
V0.5_c1,nobgs,10,lfmm,0.95,5,21,20,9,0.192857142857143,39,9,0.0989010989010989
V0.5_c1,nobgs,10,lfmm,0.95,10,21,15,9,0.257142857142857,26,8,0.117216117216117
V0.5_c1,nobgs,10,emmax,0.99,2,21,36,9,0.107142857142857,66,12,0.103896103896104
V0.5_c1,nobgs,10,emmax,0.99,3,21,22,8,0.138528138528139,45,11,0.128042328042328
V0.5_c1,nobgs,10,emmax,0.99,5,21,15,8,0.203174603174603,27,9,0.142857142857143
V0.5_c1,nobgs,10,emmax,0.99,10,21,10,6,0.171428571428571,21,9,0.183673469387755
V0.5_c1,nobgs,10,lfmm,0.99,2,21,50,10,0.0952380952380952,75,11,0.0768253968253968
V0.5_c1,nobgs,10,lfmm,0.99,3,21,36,10,0.132275132275132,56,10,0.0850340136054422
V0.5_c1,nobgs,10,lfmm,0.99,5,21,20,9,0.192857142857143,39,9,0.0989010989010989
V0.5_c1,nobgs,10,lfmm,0.99,10,21,15,9,0.257142857142857,26,8,0.117216117216117
V0.5_c2,bgs,1,emmax,0.5,2,33,72,8,0.0269360269360269,147,9,0.0166975881261596
V0.5_c2,bgs,1,emmax,0.5,3,33,58,8,0.0334378265412748,116,9,0.0211598746081505
V0.5_c2,bgs,1,emmax,0.5,5,33,37,5,0.0204750204750205,78,8,0.0248640248640249
V0.5_c2,bgs,1,emmax,0.5,10,33,22,4,0.0220385674931129,37,6,0.0294840294840295
V0.5_c2,bgs,1,lfmm,0.5,2,33,207,13,0.0247401551749378,293,16,0.0264763677732961
V0.5_c2,bgs,1,lfmm,0.5,3,33,152,13,0.0336921850079745,218,16,0.0355852098971365
V0.5_c2,bgs,1,lfmm,0.5,5,33,97,10,0.0312402374258044,146,13,0.035076795350768
V0.5_c2,bgs,1,lfmm,0.5,10,33,54,8,0.0359147025813692,80,12,0.0545454545454545
V0.5_c2,bgs,1,emmax,0.6,2,33,72,8,0.0269360269360269,145,9,0.0169278996865204
V0.5_c2,bgs,1,emmax,0.6,3,33,58,8,0.0334378265412748,116,9,0.0211598746081505
V0.5_c2,bgs,1,emmax,0.6,5,33,37,5,0.0204750204750205,77,8,0.0251869342778434
V0.5_c2,bgs,1,emmax,0.6,10,33,22,4,0.0220385674931129,37,6,0.0294840294840295
V0.5_c2,bgs,1,lfmm,0.6,2,33,207,13,0.0247401551749378,291,16,0.0266583359366865
V0.5_c2,bgs,1,lfmm,0.6,3,33,152,13,0.0336921850079745,218,16,0.0355852098971365
V0.5_c2,bgs,1,lfmm,0.6,5,33,97,10,0.0312402374258044,145,13,0.0353187042842215
V0.5_c2,bgs,1,lfmm,0.6,10,33,54,8,0.0359147025813692,81,13,0.0632248410026188
V0.5_c2,bgs,1,emmax,0.75,2,33,72,8,0.0269360269360269,143,9,0.0171646535282899
V0.5_c2,bgs,1,emmax,0.75,3,33,58,8,0.0334378265412748,115,9,0.0213438735177866
V0.5_c2,bgs,1,emmax,0.75,5,33,37,5,0.0204750204750205,76,8,0.025518341307815
V0.5_c2,bgs,1,emmax,0.75,10,33,22,4,0.0220385674931129,37,6,0.0294840294840295
V0.5_c2,bgs,1,lfmm,0.75,2,33,207,13,0.0247401551749378,288,16,0.0269360269360269
V0.5_c2,bgs,1,lfmm,0.75,3,33,152,13,0.0336921850079745,217,16,0.0357491970395196
V0.5_c2,bgs,1,lfmm,0.75,5,33,97,10,0.0312402374258044,146,13,0.035076795350768
V0.5_c2,bgs,1,lfmm,0.75,10,33,54,8,0.0359147025813692,82,13,0.0624538063562454
V0.5_c2,bgs,1,emmax,0.85,2,33,72,8,0.0269360269360269,141,9,0.0174081237911025
V0.5_c2,bgs,1,emmax,0.85,3,33,58,8,0.0334378265412748,114,9,0.0215311004784689
V0.5_c2,bgs,1,emmax,0.85,5,33,37,5,0.0204750204750205,76,9,0.0322966507177033
V0.5_c2,bgs,1,emmax,0.85,10,33,22,4,0.0220385674931129,37,7,0.0401310401310401
V0.5_c2,bgs,1,lfmm,0.85,2,33,207,13,0.0247401551749378,286,16,0.0271243907607544
V0.5_c2,bgs,1,lfmm,0.85,3,33,152,13,0.0336921850079745,214,16,0.0362503540073634
V0.5_c2,bgs,1,lfmm,0.85,5,33,97,10,0.0312402374258044,144,13,0.0355639730639731
V0.5_c2,bgs,1,lfmm,0.85,10,33,54,8,0.0359147025813692,82,13,0.0624538063562454
V0.5_c2,bgs,1,emmax,0.9,2,33,72,8,0.0269360269360269,141,9,0.0174081237911025
V0.5_c2,bgs,1,emmax,0.9,3,33,58,8,0.0334378265412748,114,9,0.0215311004784689
V0.5_c2,bgs,1,emmax,0.9,5,33,37,5,0.0204750204750205,76,9,0.0322966507177033
V0.5_c2,bgs,1,emmax,0.9,10,33,22,4,0.0220385674931129,37,7,0.0401310401310401
V0.5_c2,bgs,1,lfmm,0.9,2,33,207,13,0.0247401551749378,284,16,0.0273154075970977
V0.5_c2,bgs,1,lfmm,0.9,3,33,152,13,0.0336921850079745,214,16,0.0362503540073634
V0.5_c2,bgs,1,lfmm,0.9,5,33,97,10,0.0312402374258044,144,13,0.0355639730639731
V0.5_c2,bgs,1,lfmm,0.9,10,33,54,8,0.0359147025813692,82,13,0.0624538063562454
V0.5_c2,bgs,1,emmax,0.95,2,33,72,8,0.0269360269360269,141,9,0.0174081237911025
V0.5_c2,bgs,1,emmax,0.95,3,33,58,8,0.0334378265412748,114,9,0.0215311004784689
V0.5_c2,bgs,1,emmax,0.95,5,33,37,5,0.0204750204750205,76,9,0.0322966507177033
V0.5_c2,bgs,1,emmax,0.95,10,33,22,4,0.0220385674931129,37,7,0.0401310401310401
V0.5_c2,bgs,1,lfmm,0.95,2,33,207,13,0.0247401551749378,283,16,0.0274119284719991
V0.5_c2,bgs,1,lfmm,0.95,3,33,152,13,0.0336921850079745,214,16,0.0362503540073634
V0.5_c2,bgs,1,lfmm,0.95,5,33,97,10,0.0312402374258044,145,14,0.0409613375130617
V0.5_c2,bgs,1,lfmm,0.95,10,33,54,8,0.0359147025813692,82,13,0.0624538063562454
V0.5_c2,bgs,1,emmax,0.99,2,33,72,8,0.0269360269360269,140,9,0.0175324675324675
V0.5_c2,bgs,1,emmax,0.99,3,33,58,8,0.0334378265412748,113,9,0.0217216411906677
V0.5_c2,bgs,1,emmax,0.99,5,33,37,5,0.0204750204750205,77,9,0.0318772136953955
V0.5_c2,bgs,1,emmax,0.99,10,33,22,4,0.0220385674931129,37,7,0.0401310401310401
V0.5_c2,bgs,1,lfmm,0.99,2,33,207,13,0.0247401551749378,283,16,0.0274119284719991
V0.5_c2,bgs,1,lfmm,0.99,3,33,152,13,0.0336921850079745,214,16,0.0362503540073634
V0.5_c2,bgs,1,lfmm,0.99,5,33,97,10,0.0312402374258044,145,14,0.0409613375130617
V0.5_c2,bgs,1,lfmm,0.99,10,33,54,8,0.0359147025813692,82,13,0.0624538063562454
V0.5_c2,bgs,2,emmax,0.5,2,35,181,10,0.015785319652723,284,12,0.0144869215291751
V0.5_c2,bgs,2,emmax,0.5,3,35,139,9,0.0166495375128469,216,11,0.016005291005291
V0.5_c2,bgs,2,emmax,0.5,5,35,102,9,0.0226890756302521,155,10,0.0184331797235023
V0.5_c2,bgs,2,emmax,0.5,10,35,65,8,0.0281318681318681,95,10,0.0300751879699248
V0.5_c2,bgs,2,lfmm,0.5,2,35,463,14,0.0120950323974082,563,14,0.00994671403197158
V0.5_c2,bgs,2,lfmm,0.5,3,35,373,13,0.0129452317119877,445,13,0.0108507223113965
V0.5_c2,bgs,2,lfmm,0.5,5,35,274,12,0.0150156412930136,312,12,0.0131868131868132
V0.5_c2,bgs,2,lfmm,0.5,10,35,169,12,0.0243448858833474,204,12,0.0201680672268908
V0.5_c2,bgs,2,emmax,0.6,2,35,175,10,0.0163265306122449,272,13,0.0177521008403361
V0.5_c2,bgs,2,emmax,0.6,3,35,136,9,0.0170168067226891,215,12,0.0191362126245847
V0.5_c2,bgs,2,emmax,0.6,5,35,98,9,0.0236151603498542,157,12,0.0262056414922657
V0.5_c2,bgs,2,emmax,0.6,10,35,63,8,0.0290249433106576,95,11,0.036390977443609
V0.5_c2,bgs,2,lfmm,0.6,2,35,392,14,0.0142857142857143,482,14,0.0116182572614108
V0.5_c2,bgs,2,lfmm,0.6,3,35,326,13,0.0148115687992989,393,13,0.0122864412940749
V0.5_c2,bgs,2,lfmm,0.6,5,35,247,12,0.016657027183343,280,12,0.0146938775510204
V0.5_c2,bgs,2,lfmm,0.6,10,35,159,12,0.0258760107816712,193,12,0.0213175425610659
V0.5_c2,bgs,2,emmax,0.75,2,35,173,10,0.0165152766308836,268,13,0.0180170575692964
V0.5_c2,bgs,2,emmax,0.75,3,35,134,9,0.01727078891258,213,12,0.0193158953722334
V0.5_c2,bgs,2,emmax,0.75,5,35,99,9,0.0233766233766234,158,12,0.0260397830018083
V0.5_c2,bgs,2,emmax,0.75,10,35,65,8,0.0281318681318681,97,11,0.035640648011782
V0.5_c2,bgs,2,lfmm,0.75,2,35,363,14,0.0154269972451791,428,14,0.0130841121495327
V0.5_c2,bgs,2,lfmm,0.75,3,35,306,13,0.0157796451914099,355,13,0.0136016096579477
V0.5_c2,bgs,2,lfmm,0.75,5,35,237,12,0.0173598553345389,253,12,0.0162619988706945
V0.5_c2,bgs,2,lfmm,0.75,10,35,158,12,0.0260397830018083,186,12,0.0221198156682028
V0.5_c2,bgs,2,emmax,0.85,2,35,173,10,0.0165152766308836,255,13,0.0189355742296919
V0.5_c2,bgs,2,emmax,0.85,3,35,134,9,0.01727078891258,204,13,0.0236694677871148
V0.5_c2,bgs,2,emmax,0.85,5,35,99,9,0.0233766233766234,153,13,0.0315592903828198
V0.5_c2,bgs,2,emmax,0.85,10,35,65,8,0.0281318681318681,96,12,0.0428571428571429
V0.5_c2,bgs,2,lfmm,0.85,2,35,351,14,0.015954415954416,398,14,0.014070351758794
V0.5_c2,bgs,2,lfmm,0.85,3,35,299,13,0.0161490683229814,337,13,0.0143281051292921
V0.5_c2,bgs,2,lfmm,0.85,5,35,235,12,0.0175075987841945,243,12,0.0169312169312169
V0.5_c2,bgs,2,lfmm,0.85,10,35,157,12,0.0262056414922657,180,12,0.0228571428571429
V0.5_c2,bgs,2,emmax,0.9,2,35,171,10,0.0167084377610693,253,13,0.0190852625635234
V0.5_c2,bgs,2,emmax,0.9,3,35,133,9,0.0174006444683136,203,13,0.0237860661505982
V0.5_c2,bgs,2,emmax,0.9,5,35,100,9,0.0231428571428571,153,13,0.0315592903828198
V0.5_c2,bgs,2,emmax,0.9,10,35,66,8,0.0277056277056277,96,12,0.0428571428571429
V0.5_c2,bgs,2,lfmm,0.9,2,35,334,14,0.0167664670658683,375,14,0.0149333333333333
V0.5_c2,bgs,2,lfmm,0.9,3,35,287,13,0.0168242906918865,320,13,0.0150892857142857
V0.5_c2,bgs,2,lfmm,0.9,5,35,226,12,0.018204804045512,237,12,0.0173598553345389
V0.5_c2,bgs,2,lfmm,0.9,10,35,152,12,0.0270676691729323,175,12,0.0235102040816327
V0.5_c2,bgs,2,emmax,0.95,2,35,170,10,0.0168067226890756,251,13,0.0192373363688105
V0.5_c2,bgs,2,emmax,0.95,3,35,132,9,0.0175324675324675,201,13,0.0240227434257285
V0.5_c2,bgs,2,emmax,0.95,5,35,100,9,0.0231428571428571,152,13,0.0317669172932331
V0.5_c2,bgs,2,emmax,0.95,10,35,66,8,0.0277056277056277,97,12,0.0424153166421208
V0.5_c2,bgs,2,lfmm,0.95,2,35,327,14,0.0171253822629969,327,14,0.0171253822629969
V0.5_c2,bgs,2,lfmm,0.95,3,35,281,13,0.0171835282155567,281,13,0.0171835282155567
V0.5_c2,bgs,2,lfmm,0.95,5,35,220,12,0.0187012987012987,210,12,0.0195918367346939
V0.5_c2,bgs,2,lfmm,0.95,10,35,146,12,0.0281800391389432,159,12,0.0258760107816712
V0.5_c2,bgs,2,emmax,0.99,2,35,169,10,0.0169061707523246,247,13,0.0195488721804511
V0.5_c2,bgs,2,emmax,0.99,3,35,131,9,0.0176663031624864,198,13,0.0243867243867244
V0.5_c2,bgs,2,emmax,0.99,5,35,100,9,0.0231428571428571,150,13,0.0321904761904762
V0.5_c2,bgs,2,emmax,0.99,10,35,67,8,0.0272921108742004,97,12,0.0424153166421208
V0.5_c2,bgs,2,lfmm,0.99,2,35,321,14,0.0174454828660436,323,14,0.0173374613003096
V0.5_c2,bgs,2,lfmm,0.99,3,35,276,13,0.0174948240165631,279,13,0.0173067076292883
V0.5_c2,bgs,2,lfmm,0.99,5,35,218,12,0.018872870249017,210,12,0.0195918367346939
V0.5_c2,bgs,2,lfmm,0.99,10,35,144,12,0.0285714285714286,158,12,0.0260397830018083
V0.5_c2,bgs,3,emmax,0.5,2,38,193,7,0.00668121079901827,277,8,0.00608018240547216
V0.5_c2,bgs,3,emmax,0.5,3,38,151,7,0.00853956082258627,213,8,0.00790709167284408
V0.5_c2,bgs,3,emmax,0.5,5,38,107,7,0.0120511559272012,155,8,0.0108658743633277
V0.5_c2,bgs,3,emmax,0.5,10,38,57,7,0.0226223453370268,80,8,0.0210526315789474
V0.5_c2,bgs,3,lfmm,0.5,2,38,332,11,0.00959099556119214,433,13,0.0102710587091285
V0.5_c2,bgs,3,lfmm,0.5,3,38,272,10,0.00967492260061919,345,11,0.00922959572845156
V0.5_c2,bgs,3,lfmm,0.5,5,38,201,10,0.0130924325739722,248,11,0.012839558573854
V0.5_c2,bgs,3,lfmm,0.5,10,38,116,10,0.0226860254083485,157,11,0.0202815957090178
V0.5_c2,bgs,3,emmax,0.6,2,38,192,7,0.00671600877192982,272,8,0.00619195046439628
V0.5_c2,bgs,3,emmax,0.6,3,38,150,7,0.00859649122807018,210,8,0.00802005012531328
V0.5_c2,bgs,3,emmax,0.6,5,38,106,7,0.0121648460774578,151,8,0.0111537120948066
V0.5_c2,bgs,3,emmax,0.6,10,38,57,7,0.0226223453370268,78,8,0.0215924426450742
V0.5_c2,bgs,3,lfmm,0.6,2,38,329,11,0.00967845144776836,425,13,0.0104643962848297
V0.5_c2,bgs,3,lfmm,0.6,3,38,270,10,0.00974658869395711,340,11,0.00936532507739938
V0.5_c2,bgs,3,lfmm,0.6,5,38,200,10,0.0131578947368421,245,11,0.0129967776584318
V0.5_c2,bgs,3,lfmm,0.6,10,38,118,10,0.0223015165031222,157,11,0.0202815957090178
V0.5_c2,bgs,3,emmax,0.75,2,38,191,7,0.00675117112152108,263,9,0.00810486291775065
V0.5_c2,bgs,3,emmax,0.75,3,38,150,7,0.00859649122807018,204,9,0.0104489164086687
V0.5_c2,bgs,3,emmax,0.75,5,38,107,7,0.0120511559272012,151,9,0.0141164168699895
V0.5_c2,bgs,3,emmax,0.75,10,38,57,7,0.0226223453370268,78,9,0.0273279352226721
V0.5_c2,bgs,3,lfmm,0.75,2,38,322,11,0.0098888525661981,402,13,0.0110631055250065
V0.5_c2,bgs,3,lfmm,0.75,3,38,265,10,0.0099304865938431,323,11,0.00985823692357829
V0.5_c2,bgs,3,lfmm,0.75,5,38,198,10,0.013290802764487,237,11,0.0134354874528092
V0.5_c2,bgs,3,lfmm,0.75,10,38,118,10,0.0223015165031222,157,11,0.0202815957090178
V0.5_c2,bgs,3,emmax,0.85,2,38,189,7,0.00682261208576998,257,9,0.00829408150727012
V0.5_c2,bgs,3,emmax,0.85,3,38,149,7,0.00865418580007065,198,9,0.0107655502392344
V0.5_c2,bgs,3,emmax,0.85,5,38,107,7,0.0120511559272012,146,9,0.0145998558038933
V0.5_c2,bgs,3,emmax,0.85,10,38,57,7,0.0226223453370268,79,9,0.0269820119920053
V0.5_c2,bgs,3,lfmm,0.85,2,38,319,11,0.00998185117967332,378,14,0.01364522417154
V0.5_c2,bgs,3,lfmm,0.85,3,38,263,10,0.0100060036021613,304,12,0.0124653739612188
V0.5_c2,bgs,3,lfmm,0.85,5,38,197,10,0.0133582687683676,229,12,0.0165479200183866
V0.5_c2,bgs,3,lfmm,0.85,10,38,117,10,0.0224921277552857,150,12,0.0252631578947368
V0.5_c2,bgs,3,emmax,0.9,2,38,189,7,0.00682261208576998,257,9,0.00829408150727012
V0.5_c2,bgs,3,emmax,0.9,3,38,149,7,0.00865418580007065,198,9,0.0107655502392344
V0.5_c2,bgs,3,emmax,0.9,5,38,107,7,0.0120511559272012,146,9,0.0145998558038933
V0.5_c2,bgs,3,emmax,0.9,10,38,57,7,0.0226223453370268,79,9,0.0269820119920053
V0.5_c2,bgs,3,lfmm,0.9,2,38,318,11,0.0100132406487918,360,14,0.014327485380117
V0.5_c2,bgs,3,lfmm,0.9,3,38,263,10,0.0100060036021613,295,12,0.0128456735057984
V0.5_c2,bgs,3,lfmm,0.9,5,38,198,10,0.013290802764487,226,12,0.0167675826734979
V0.5_c2,bgs,3,lfmm,0.9,10,38,117,10,0.0224921277552857,149,12,0.0254327092900035
V0.5_c2,bgs,3,emmax,0.95,2,38,189,8,0.00891116680590365,245,9,0.00870032223415682
V0.5_c2,bgs,3,emmax,0.95,3,38,149,8,0.0113034263511127,190,9,0.011218836565097
V0.5_c2,bgs,3,emmax,0.95,5,38,107,8,0.0157402852926709,144,9,0.0148026315789474
V0.5_c2,bgs,3,emmax,0.95,10,38,57,8,0.0295475530932595,78,9,0.0273279352226721
V0.5_c2,bgs,3,lfmm,0.95,2,38,308,12,0.0123034859876965,327,14,0.0157733784001288
V0.5_c2,bgs,3,lfmm,0.95,3,38,254,11,0.0125362619146291,263,12,0.0144086451871123
V0.5_c2,bgs,3,lfmm,0.95,5,38,192,11,0.0165844298245614,202,12,0.0187597707139135
V0.5_c2,bgs,3,lfmm,0.95,10,38,117,11,0.0272154745838956,138,12,0.0274599542334096
V0.5_c2,bgs,3,emmax,0.99,2,38,189,8,0.00891116680590365,242,9,0.00880817746846455
V0.5_c2,bgs,3,emmax,0.99,3,38,150,8,0.0112280701754386,189,9,0.0112781954887218
V0.5_c2,bgs,3,emmax,0.99,5,38,107,8,0.0157402852926709,143,9,0.0149061464850939
V0.5_c2,bgs,3,emmax,0.99,10,38,57,8,0.0295475530932595,76,9,0.0280470914127424
V0.5_c2,bgs,3,lfmm,0.99,2,38,307,12,0.0123435624892851,323,14,0.0159687143555483
V0.5_c2,bgs,3,lfmm,0.99,3,38,254,12,0.0149191877331123,260,13,0.0171052631578947
V0.5_c2,bgs,3,lfmm,0.99,5,38,193,11,0.0164985001363512,200,13,0.0222368421052632
V0.5_c2,bgs,3,lfmm,0.99,10,38,117,11,0.0272154745838956,137,13,0.0324625432193623
V0.5_c2,bgs,4,emmax,0.5,2,37,95,4,0.00455192034139403,202,10,0.0133797163500134
V0.5_c2,bgs,4,emmax,0.5,3,37,71,4,0.00609059763989342,145,10,0.0186393289841566
V0.5_c2,bgs,4,emmax,0.5,5,37,50,4,0.00864864864864865,105,10,0.0257400257400257
V0.5_c2,bgs,4,emmax,0.5,10,37,23,3,0.0105757931844888,60,8,0.0288288288288288
V0.5_c2,bgs,4,lfmm,0.5,2,37,256,12,0.0152027027027027,325,15,0.0187110187110187
V0.5_c2,bgs,4,lfmm,0.5,3,37,192,11,0.0170326576576577,247,14,0.0214465477623372
V0.5_c2,bgs,4,lfmm,0.5,5,37,135,11,0.0242242242242242,179,13,0.0255171372489808
V0.5_c2,bgs,4,lfmm,0.5,10,37,79,10,0.0342114266164899,102,11,0.0320614732379438
V0.5_c2,bgs,4,emmax,0.6,2,37,94,4,0.00460034502587694,201,10,0.0134462821029985
V0.5_c2,bgs,4,emmax,0.6,3,37,70,4,0.00617760617760618,147,10,0.018385732671447
V0.5_c2,bgs,4,emmax,0.6,5,37,50,4,0.00864864864864865,106,10,0.0254971953085161
V0.5_c2,bgs,4,emmax,0.6,10,37,24,3,0.0101351351351351,60,8,0.0288288288288288
V0.5_c2,bgs,4,lfmm,0.6,2,37,256,12,0.0152027027027027,324,15,0.0187687687687688
V0.5_c2,bgs,4,lfmm,0.6,3,37,192,11,0.0170326576576577,245,14,0.0216216216216216
V0.5_c2,bgs,4,lfmm,0.6,5,37,135,11,0.0242242242242242,178,13,0.0256604919526268
V0.5_c2,bgs,4,lfmm,0.6,10,37,79,10,0.0342114266164899,102,11,0.0320614732379438
V0.5_c2,bgs,4,emmax,0.75,2,37,94,4,0.00460034502587694,200,10,0.0135135135135135
V0.5_c2,bgs,4,emmax,0.75,3,37,70,4,0.00617760617760618,149,10,0.018138944313441
V0.5_c2,bgs,4,emmax,0.75,5,37,50,4,0.00864864864864865,107,10,0.0252589037635767
V0.5_c2,bgs,4,emmax,0.75,10,37,24,3,0.0101351351351351,60,8,0.0288288288288288
V0.5_c2,bgs,4,lfmm,0.75,2,37,256,12,0.0152027027027027,318,15,0.019122896481387
V0.5_c2,bgs,4,lfmm,0.75,3,37,192,11,0.0170326576576577,239,14,0.022164423838064
V0.5_c2,bgs,4,lfmm,0.75,5,37,135,11,0.0242242242242242,176,13,0.0259520884520885
V0.5_c2,bgs,4,lfmm,0.75,10,37,79,10,0.0342114266164899,101,11,0.0323789135670324
V0.5_c2,bgs,4,emmax,0.85,2,37,94,4,0.00460034502587694,196,11,0.0166850523993381
V0.5_c2,bgs,4,emmax,0.85,3,37,70,4,0.00617760617760618,146,11,0.0223991114402073
V0.5_c2,bgs,4,emmax,0.85,5,37,50,4,0.00864864864864865,106,11,0.0308516063233044
V0.5_c2,bgs,4,emmax,0.85,10,37,24,3,0.0101351351351351,60,8,0.0288288288288288
V0.5_c2,bgs,4,lfmm,0.85,2,37,254,12,0.0153224090231964,315,15,0.0193050193050193
V0.5_c2,bgs,4,lfmm,0.85,3,37,191,11,0.0171218338757606,240,14,0.0220720720720721
V0.5_c2,bgs,4,lfmm,0.85,5,37,135,11,0.0242242242242242,176,13,0.0259520884520885
V0.5_c2,bgs,4,lfmm,0.85,10,37,80,10,0.0337837837837838,101,11,0.0323789135670324
V0.5_c2,bgs,4,emmax,0.9,2,37,94,4,0.00460034502587694,196,11,0.0166850523993381
V0.5_c2,bgs,4,emmax,0.9,3,37,70,4,0.00617760617760618,145,11,0.0225535880708295
V0.5_c2,bgs,4,emmax,0.9,5,37,50,4,0.00864864864864865,107,11,0.0305632735539278
V0.5_c2,bgs,4,emmax,0.9,10,37,24,3,0.0101351351351351,60,8,0.0288288288288288
V0.5_c2,bgs,4,lfmm,0.9,2,37,254,12,0.0153224090231964,315,15,0.0193050193050193
V0.5_c2,bgs,4,lfmm,0.9,3,37,191,11,0.0171218338757606,240,14,0.0220720720720721
V0.5_c2,bgs,4,lfmm,0.9,5,37,135,11,0.0242242242242242,176,13,0.0259520884520885
V0.5_c2,bgs,4,lfmm,0.9,10,37,80,10,0.0337837837837838,101,11,0.0323789135670324
V0.5_c2,bgs,4,emmax,0.95,2,37,94,4,0.00460034502587694,193,11,0.0169444055454418
V0.5_c2,bgs,4,emmax,0.95,3,37,70,4,0.00617760617760618,142,11,0.023030072325847
V0.5_c2,bgs,4,emmax,0.95,5,37,50,4,0.00864864864864865,104,11,0.0314449064449064
V0.5_c2,bgs,4,emmax,0.95,10,37,24,3,0.0101351351351351,59,8,0.0293174530462666
V0.5_c2,bgs,4,lfmm,0.95,2,37,255,12,0.0152623211446741,313,15,0.0194283740609619
V0.5_c2,bgs,4,lfmm,0.95,3,37,191,11,0.0171218338757606,239,14,0.022164423838064
V0.5_c2,bgs,4,lfmm,0.95,5,37,136,11,0.0240461049284579,176,13,0.0259520884520885
V0.5_c2,bgs,4,lfmm,0.95,10,37,80,10,0.0337837837837838,102,11,0.0320614732379438
V0.5_c2,bgs,4,emmax,0.99,2,37,94,4,0.00460034502587694,189,11,0.0173030173030173
V0.5_c2,bgs,4,emmax,0.99,3,37,70,4,0.00617760617760618,141,11,0.0231934061721296
V0.5_c2,bgs,4,emmax,0.99,5,37,50,4,0.00864864864864865,103,11,0.0317501967987405
V0.5_c2,bgs,4,emmax,0.99,10,37,24,3,0.0101351351351351,59,8,0.0293174530462666
V0.5_c2,bgs,4,lfmm,0.99,2,37,256,12,0.0152027027027027,313,15,0.0194283740609619
V0.5_c2,bgs,4,lfmm,0.99,3,37,191,11,0.0171218338757606,239,14,0.022164423838064
