cell,tag,env,engine,rho_ld,l_min,n_qtn,a_n,a_TP,a_PR,C_n,C_TP,C_PR
V1_c1.5,bgs,1,lfmm,0.75,5,23,6,3,0.0652173913043478,14,7,0.152173913043478
V1_c1.5,bgs,1,lfmm,0.75,10,23,2,1,0.0217391304347826,9,6,0.173913043478261
V1_c1.5,bgs,1,emmax,0.85,2,23,5,2,0.0347826086956522,26,8,0.107023411371237
V1_c1.5,bgs,1,emmax,0.85,3,23,4,2,0.0434782608695652,17,8,0.163682864450128
V1_c1.5,bgs,1,emmax,0.85,5,23,4,2,0.0434782608695652,16,8,0.173913043478261
V1_c1.5,bgs,1,emmax,0.85,10,23,2,2,0.0869565217391304,11,7,0.193675889328063
V1_c1.5,bgs,1,lfmm,0.85,2,23,12,5,0.0905797101449275,22,9,0.160079051383399
V1_c1.5,bgs,1,lfmm,0.85,3,23,7,3,0.0559006211180124,18,7,0.118357487922705
V1_c1.5,bgs,1,lfmm,0.85,5,23,6,3,0.0652173913043478,14,7,0.152173913043478
V1_c1.5,bgs,1,lfmm,0.85,10,23,2,1,0.0217391304347826,9,6,0.173913043478261
V1_c1.5,bgs,1,emmax,0.9,2,23,5,2,0.0347826086956522,24,8,0.115942028985507
V1_c1.5,bgs,1,emmax,0.9,3,23,4,2,0.0434782608695652,17,8,0.163682864450128
V1_c1.5,bgs,1,emmax,0.9,5,23,4,2,0.0434782608695652,16,8,0.173913043478261
V1_c1.5,bgs,1,emmax,0.9,10,23,2,2,0.0869565217391304,11,7,0.193675889328063
V1_c1.5,bgs,1,lfmm,0.9,2,23,12,5,0.0905797101449275,22,9,0.160079051383399
V1_c1.5,bgs,1,lfmm,0.9,3,23,7,3,0.0559006211180124,18,7,0.118357487922705
V1_c1.5,bgs,1,lfmm,0.9,5,23,6,3,0.0652173913043478,14,7,0.152173913043478
V1_c1.5,bgs,1,lfmm,0.9,10,23,2,1,0.0217391304347826,9,6,0.173913043478261
V1_c1.5,bgs,1,emmax,0.95,2,23,5,2,0.0347826086956522,24,8,0.115942028985507
V1_c1.5,bgs,1,emmax,0.95,3,23,4,2,0.0434782608695652,17,8,0.163682864450128
V1_c1.5,bgs,1,emmax,0.95,5,23,4,2,0.0434782608695652,16,8,0.173913043478261
V1_c1.5,bgs,1,emmax,0.95,10,23,2,2,0.0869565217391304,11,7,0.193675889328063
V1_c1.5,bgs,1,lfmm,0.95,2,23,12,5,0.0905797101449275,21,9,0.167701863354037
V1_c1.5,bgs,1,lfmm,0.95,3,23,7,3,0.0559006211180124,17,7,0.125319693094629
V1_c1.5,bgs,1,lfmm,0.95,5,23,6,3,0.0652173913043478,13,7,0.163879598662207
V1_c1.5,bgs,1,lfmm,0.95,10,23,2,1,0.0217391304347826,9,6,0.173913043478261
V1_c1.5,bgs,1,emmax,0.99,2,23,5,2,0.0347826086956522,24,8,0.115942028985507
V1_c1.5,bgs,1,emmax,0.99,3,23,4,2,0.0434782608695652,17,8,0.163682864450128
V1_c1.5,bgs,1,emmax,0.99,5,23,4,2,0.0434782608695652,16,8,0.173913043478261
V1_c1.5,bgs,1,emmax,0.99,10,23,2,2,0.0869565217391304,11,7,0.193675889328063
V1_c1.5,bgs,1,lfmm,0.99,2,23,12,5,0.0905797101449275,21,9,0.167701863354037
V1_c1.5,bgs,1,lfmm,0.99,3,23,7,3,0.0559006211180124,17,7,0.125319693094629
V1_c1.5,bgs,1,lfmm,0.99,5,23,6,3,0.0652173913043478,13,7,0.163879598662207
V1_c1.5,bgs,1,lfmm,0.99,10,23,2,1,0.0217391304347826,9,6,0.173913043478261
V1_c1.5,bgs,2,emmax,0.5,2,25,58,7,0.0337931034482759,111,9,0.0291891891891892
V1_c1.5,bgs,2,emmax,0.5,3,25,39,7,0.0502564102564103,84,9,0.0385714285714286
V1_c1.5,bgs,2,emmax,0.5,5,25,22,5,0.0454545454545455,53,9,0.0611320754716981
V1_c1.5,bgs,2,emmax,0.5,10,25,11,2,0.0145454545454545,29,7,0.0675862068965517
V1_c1.5,bgs,2,lfmm,0.5,2,25,112,10,0.0357142857142857,150,11,0.0322666666666667
V1_c1.5,bgs,2,lfmm,0.5,3,25,83,10,0.0481927710843374,113,11,0.0428318584070797
V1_c1.5,bgs,2,lfmm,0.5,5,25,60,9,0.054,75,11,0.0645333333333333
V1_c1.5,bgs,2,lfmm,0.5,10,25,32,7,0.06125,45,9,0.072
V1_c1.5,bgs,2,emmax,0.6,2,25,56,7,0.035,109,9,0.0297247706422018
V1_c1.5,bgs,2,emmax,0.6,3,25,40,7,0.049,88,9,0.0368181818181818
V1_c1.5,bgs,2,emmax,0.6,5,25,22,5,0.0454545454545455,56,9,0.0578571428571429
V1_c1.5,bgs,2,emmax,0.6,10,25,11,2,0.0145454545454545,29,7,0.0675862068965517
V1_c1.5,bgs,2,lfmm,0.6,2,25,109,10,0.036697247706422,142,11,0.0340845070422535
V1_c1.5,bgs,2,lfmm,0.6,3,25,83,10,0.0481927710843374,113,11,0.0428318584070797
V1_c1.5,bgs,2,lfmm,0.6,5,25,63,9,0.0514285714285714,76,11,0.0636842105263158
V1_c1.5,bgs,2,lfmm,0.6,10,25,33,7,0.0593939393939394,45,9,0.072
V1_c1.5,bgs,2,emmax,0.75,2,25,55,7,0.0356363636363636,104,9,0.0311538461538462
V1_c1.5,bgs,2,emmax,0.75,3,25,40,7,0.049,87,9,0.0372413793103448
V1_c1.5,bgs,2,emmax,0.75,5,25,23,5,0.0434782608695652,55,9,0.0589090909090909
V1_c1.5,bgs,2,emmax,0.75,10,25,11,2,0.0145454545454545,29,7,0.0675862068965517
V1_c1.5,bgs,2,lfmm,0.75,2,25,106,10,0.0377358490566038,138,12,0.0417391304347826
V1_c1.5,bgs,2,lfmm,0.75,3,25,81,10,0.0493827160493827,114,11,0.0424561403508772
V1_c1.5,bgs,2,lfmm,0.75,5,25,61,9,0.0531147540983607,78,11,0.0620512820512821
V1_c1.5,bgs,2,lfmm,0.75,10,25,33,7,0.0593939393939394,47,9,0.068936170212766
V1_c1.5,bgs,2,emmax,0.85,2,25,55,7,0.0356363636363636,106,9,0.0305660377358491
V1_c1.5,bgs,2,emmax,0.85,3,25,40,7,0.049,87,9,0.0372413793103448
V1_c1.5,bgs,2,emmax,0.85,5,25,23,5,0.0434782608695652,54,9,0.06
V1_c1.5,bgs,2,emmax,0.85,10,25,11,2,0.0145454545454545,28,7,0.07
V1_c1.5,bgs,2,lfmm,0.85,2,25,107,10,0.0373831775700935,138,12,0.0417391304347826
V1_c1.5,bgs,2,lfmm,0.85,3,25,81,10,0.0493827160493827,115,11,0.0420869565217391
V1_c1.5,bgs,2,lfmm,0.85,5,25,61,9,0.0531147540983607,78,11,0.0620512820512821
V1_c1.5,bgs,2,lfmm,0.85,10,25,33,7,0.0593939393939394,48,9,0.0675
V1_c1.5,bgs,2,emmax,0.9,2,25,55,7,0.0356363636363636,106,9,0.0305660377358491
V1_c1.5,bgs,2,emmax,0.9,3,25,40,7,0.049,87,9,0.0372413793103448
V1_c1.5,bgs,2,emmax,0.9,5,25,23,5,0.0434782608695652,55,9,0.0589090909090909
V1_c1.5,bgs,2,emmax,0.9,10,25,11,2,0.0145454545454545,28,7,0.07
V1_c1.5,bgs,2,lfmm,0.9,2,25,107,10,0.0373831775700935,135,12,0.0426666666666667
V1_c1.5,bgs,2,lfmm,0.9,3,25,81,10,0.0493827160493827,112,11,0.0432142857142857
V1_c1.5,bgs,2,lfmm,0.9,5,25,62,9,0.052258064516129,78,11,0.0620512820512821
V1_c1.5,bgs,2,lfmm,0.9,10,25,33,7,0.0593939393939394,48,9,0.0675
V1_c1.5,bgs,2,emmax,0.95,2,25,55,7,0.0356363636363636,107,9,0.0302803738317757
V1_c1.5,bgs,2,emmax,0.95,3,25,40,7,0.049,87,9,0.0372413793103448
V1_c1.5,bgs,2,emmax,0.95,5,25,23,5,0.0434782608695652,55,9,0.0589090909090909
V1_c1.5,bgs,2,emmax,0.95,10,25,11,2,0.0145454545454545,28,7,0.07
V1_c1.5,bgs,2,lfmm,0.95,2,25,108,10,0.037037037037037,130,12,0.0443076923076923
V1_c1.5,bgs,2,lfmm,0.95,3,25,81,10,0.0493827160493827,108,11,0.0448148148148148
V1_c1.5,bgs,2,lfmm,0.95,5,25,62,9,0.052258064516129,78,11,0.0620512820512821
V1_c1.5,bgs,2,lfmm,0.95,10,25,33,7,0.0593939393939394,46,9,0.0704347826086957
V1_c1.5,bgs,2,emmax,0.99,2,25,55,7,0.0356363636363636,108,9,0.03
V1_c1.5,bgs,2,emmax,0.99,3,25,40,7,0.049,87,9,0.0372413793103448
V1_c1.5,bgs,2,emmax,0.99,5,25,23,5,0.0434782608695652,56,9,0.0578571428571429
V1_c1.5,bgs,2,emmax,0.99,10,25,11,2,0.0145454545454545,28,7,0.07
V1_c1.5,bgs,2,lfmm,0.99,2,25,108,10,0.037037037037037,130,12,0.0443076923076923
V1_c1.5,bgs,2,lfmm,0.99,3,25,81,10,0.0493827160493827,108,11,0.0448148148148148
V1_c1.5,bgs,2,lfmm,0.99,5,25,62,9,0.052258064516129,78,11,0.0620512820512821
V1_c1.5,bgs,2,lfmm,0.99,10,25,33,7,0.0593939393939394,46,9,0.0704347826086957
V1_c1.5,bgs,3,emmax,0.5,2,27,1,0,0,9,0,0
V1_c1.5,bgs,3,emmax,0.5,3,27,1,0,0,5,0,0
V1_c1.5,bgs,3,emmax,0.5,5,27,1,0,0,5,0,0
V1_c1.5,bgs,3,emmax,0.5,10,27,0,0,0,2,0,0
V1_c1.5,bgs,3,lfmm,0.5,2,27,27,0,0,58,3,0.00574712643678161
V1_c1.5,bgs,3,lfmm,0.5,3,27,21,0,0,37,2,0.004004004004004
V1_c1.5,bgs,3,lfmm,0.5,5,27,15,0,0,30,2,0.00493827160493827
V1_c1.5,bgs,3,lfmm,0.5,10,27,9,0,0,17,1,0.00217864923747277
V1_c1.5,bgs,3,emmax,0.6,2,27,1,0,0,9,0,0
V1_c1.5,bgs,3,emmax,0.6,3,27,1,0,0,5,0,0
V1_c1.5,bgs,3,emmax,0.6,5,27,1,0,0,5,0,0
V1_c1.5,bgs,3,emmax,0.6,10,27,0,0,0,2,0,0
V1_c1.5,bgs,3,lfmm,0.6,2,27,27,0,0,58,3,0.00574712643678161
V1_c1.5,bgs,3,lfmm,0.6,3,27,21,0,0,37,2,0.004004004004004
V1_c1.5,bgs,3,lfmm,0.6,5,27,15,0,0,30,2,0.00493827160493827
V1_c1.5,bgs,3,lfmm,0.6,10,27,9,0,0,17,1,0.00217864923747277
V1_c1.5,bgs,3,emmax,0.75,2,27,1,0,0,9,0,0
V1_c1.5,bgs,3,emmax,0.75,3,27,1,0,0,6,0,0
V1_c1.5,bgs,3,emmax,0.75,5,27,1,0,0,5,0,0
V1_c1.5,bgs,3,emmax,0.75,10,27,0,0,0,2,0,0
V1_c1.5,bgs,3,lfmm,0.75,2,27,27,0,0,57,3,0.00584795321637427
V1_c1.5,bgs,3,lfmm,0.75,3,27,21,0,0,36,2,0.00411522633744856
V1_c1.5,bgs,3,lfmm,0.75,5,27,15,0,0,29,2,0.00510855683269476
V1_c1.5,bgs,3,lfmm,0.75,10,27,9,0,0,17,1,0.00217864923747277
V1_c1.5,bgs,3,emmax,0.85,2,27,1,0,0,9,0,0
V1_c1.5,bgs,3,emmax,0.85,3,27,1,0,0,6,0,0
V1_c1.5,bgs,3,emmax,0.85,5,27,1,0,0,5,0,0
V1_c1.5,bgs,3,emmax,0.85,10,27,0,0,0,2,0,0
V1_c1.5,bgs,3,lfmm,0.85,2,27,27,0,0,54,3,0.00617283950617284
V1_c1.5,bgs,3,lfmm,0.85,3,27,21,0,0,35,2,0.00423280423280423
V1_c1.5,bgs,3,lfmm,0.85,5,27,15,0,0,29,2,0.00510855683269476
V1_c1.5,bgs,3,lfmm,0.85,10,27,9,0,0,17,1,0.00217864923747277
V1_c1.5,bgs,3,emmax,0.9,2,27,1,0,0,9,0,0
V1_c1.5,bgs,3,emmax,0.9,3,27,1,0,0,6,0,0
V1_c1.5,bgs,3,emmax,0.9,5,27,1,0,0,5,0,0
V1_c1.5,bgs,3,emmax,0.9,10,27,0,0,0,2,0,0
V1_c1.5,bgs,3,lfmm,0.9,2,27,25,0,0,54,3,0.00617283950617284
V1_c1.5,bgs,3,lfmm,0.9,3,27,21,0,0,35,2,0.00423280423280423
V1_c1.5,bgs,3,lfmm,0.9,5,27,16,0,0,29,2,0.00510855683269476
V1_c1.5,bgs,3,lfmm,0.9,10,27,9,0,0,17,1,0.00217864923747277
V1_c1.5,bgs,3,emmax,0.95,2,27,1,0,0,9,0,0
V1_c1.5,bgs,3,emmax,0.95,3,27,1,0,0,6,0,0
V1_c1.5,bgs,3,emmax,0.95,5,27,1,0,0,5,0,0
V1_c1.5,bgs,3,emmax,0.95,10,27,0,0,0,2,0,0
V1_c1.5,bgs,3,lfmm,0.95,2,27,25,0,0,53,3,0.00628930817610063
V1_c1.5,bgs,3,lfmm,0.95,3,27,21,0,0,35,2,0.00423280423280423
V1_c1.5,bgs,3,lfmm,0.95,5,27,16,0,0,29,2,0.00510855683269476
V1_c1.5,bgs,3,lfmm,0.95,10,27,9,0,0,17,1,0.00217864923747277
V1_c1.5,bgs,3,emmax,0.99,2,27,1,0,0,9,0,0
V1_c1.5,bgs,3,emmax,0.99,3,27,1,0,0,6,0,0
V1_c1.5,bgs,3,emmax,0.99,5,27,1,0,0,5,0,0
V1_c1.5,bgs,3,emmax,0.99,10,27,0,0,0,2,0,0
V1_c1.5,bgs,3,lfmm,0.99,2,27,25,0,0,52,3,0.00641025641025641
V1_c1.5,bgs,3,lfmm,0.99,3,27,21,0,0,35,2,0.00423280423280423
V1_c1.5,bgs,3,lfmm,0.99,5,27,16,0,0,29,2,0.00510855683269476
V1_c1.5,bgs,3,lfmm,0.99,10,27,9,0,0,17,1,0.00217864923747277
V1_c1.5,bgs,4,emmax,0.5,2,23,0,0,0,3,1,0.0144927536231884
V1_c1.5,bgs,4,emmax,0.5,3,23,0,0,0,3,1,0.0144927536231884
V1_c1.5,bgs,4,emmax,0.5,5,23,0,0,0,3,1,0.0144927536231884
V1_c1.5,bgs,4,emmax,0.5,10,23,0,0,0,2,1,0.0217391304347826
V1_c1.5,bgs,4,lfmm,0.5,2,23,4,2,0.0434782608695652,13,2,0.0133779264214047
V1_c1.5,bgs,4,lfmm,0.5,3,23,3,1,0.0144927536231884,12,2,0.0144927536231884
V1_c1.5,bgs,4,lfmm,0.5,5,23,3,1,0.0144927536231884,9,1,0.00483091787439614
V1_c1.5,bgs,4,lfmm,0.5,10,23,1,1,0.0434782608695652,5,1,0.00869565217391304
V1_c1.5,bgs,4,emmax,0.6,2,23,0,0,0,3,1,0.0144927536231884
V1_c1.5,bgs,4,emmax,0.6,3,23,0,0,0,3,1,0.0144927536231884
V1_c1.5,bgs,4,emmax,0.6,5,23,0,0,0,3,1,0.0144927536231884
V1_c1.5,bgs,4,emmax,0.6,10,23,0,0,0,2,1,0.0217391304347826
V1_c1.5,bgs,4,lfmm,0.6,2,23,4,2,0.0434782608695652,13,2,0.0133779264214047
V1_c1.5,bgs,4,lfmm,0.6,3,23,3,1,0.0144927536231884,12,2,0.0144927536231884
V1_c1.5,bgs,4,lfmm,0.6,5,23,3,1,0.0144927536231884,9,1,0.00483091787439614
V1_c1.5,bgs,4,lfmm,0.6,10,23,1,1,0.0434782608695652,5,1,0.00869565217391304
V1_c1.5,bgs,4,emmax,0.75,2,23,0,0,0,3,1,0.0144927536231884
V1_c1.5,bgs,4,emmax,0.75,3,23,0,0,0,3,1,0.0144927536231884
V1_c1.5,bgs,4,emmax,0.75,5,23,0,0,0,3,1,0.0144927536231884
V1_c1.5,bgs,4,emmax,0.75,10,23,0,0,0,2,1,0.0217391304347826
V1_c1.5,bgs,4,lfmm,0.75,2,23,4,2,0.0434782608695652,13,2,0.0133779264214047
V1_c1.5,bgs,4,lfmm,0.75,3,23,3,1,0.0144927536231884,12,2,0.0144927536231884
V1_c1.5,bgs,4,lfmm,0.75,5,23,3,1,0.0144927536231884,9,1,0.00483091787439614
V1_c1.5,bgs,4,lfmm,0.75,10,23,1,1,0.0434782608695652,5,1,0.00869565217391304
V1_c1.5,bgs,4,emmax,0.85,2,23,0,0,0,3,1,0.0144927536231884
V1_c1.5,bgs,4,emmax,0.85,3,23,0,0,0,3,1,0.0144927536231884
V1_c1.5,bgs,4,emmax,0.85,5,23,0,0,0,3,1,0.0144927536231884
V1_c1.5,bgs,4,emmax,0.85,10,23,0,0,0,2,1,0.0217391304347826
V1_c1.5,bgs,4,lfmm,0.85,2,23,4,2,0.0434782608695652,13,2,0.0133779264214047
V1_c1.5,bgs,4,lfmm,0.85,3,23,3,1,0.0144927536231884,12,2,0.0144927536231884
V1_c1.5,bgs,4,lfmm,0.85,5,23,3,1,0.0144927536231884,9,1,0.00483091787439614
V1_c1.5,bgs,4,lfmm,0.85,10,23,1,1,0.0434782608695652,5,1,0.00869565217391304
V1_c1.5,bgs,4,emmax,0.9,2,23,0,0,0,3,1,0.0144927536231884
V1_c1.5,bgs,4,emmax,0.9,3,23,0,0,0,3,1,0.0144927536231884
V1_c1.5,bgs,4,emmax,0.9,5,23,0,0,0,3,1,0.0144927536231884
V1_c1.5,bgs,4,emmax,0.9,10,23,0,0,0,2,1,0.0217391304347826
V1_c1.5,bgs,4,lfmm,0.9,2,23,4,2,0.0434782608695652,13,2,0.0133779264214047
V1_c1.5,bgs,4,lfmm,0.9,3,23,3,1,0.0144927536231884,12,2,0.0144927536231884
V1_c1.5,bgs,4,lfmm,0.9,5,23,3,1,0.0144927536231884,9,1,0.00483091787439614
V1_c1.5,bgs,4,lfmm,0.9,10,23,1,1,0.0434782608695652,5,1,0.00869565217391304
V1_c1.5,bgs,4,emmax,0.95,2,23,0,0,0,3,1,0.0144927536231884
V1_c1.5,bgs,4,emmax,0.95,3,23,0,0,0,3,1,0.0144927536231884
V1_c1.5,bgs,4,emmax,0.95,5,23,0,0,0,3,1,0.0144927536231884
V1_c1.5,bgs,4,emmax,0.95,10,23,0,0,0,2,1,0.0217391304347826
V1_c1.5,bgs,4,lfmm,0.95,2,23,4,2,0.0434782608695652,13,2,0.0133779264214047
V1_c1.5,bgs,4,lfmm,0.95,3,23,3,1,0.0144927536231884,12,2,0.0144927536231884
V1_c1.5,bgs,4,lfmm,0.95,5,23,3,1,0.0144927536231884,9,1,0.00483091787439614
V1_c1.5,bgs,4,lfmm,0.95,10,23,1,1,0.0434782608695652,5,1,0.00869565217391304
V1_c1.5,bgs,4,emmax,0.99,2,23,0,0,0,3,1,0.0144927536231884
V1_c1.5,bgs,4,emmax,0.99,3,23,0,0,0,3,1,0.0144927536231884
V1_c1.5,bgs,4,emmax,0.99,5,23,0,0,0,3,1,0.0144927536231884
V1_c1.5,bgs,4,emmax,0.99,10,23,0,0,0,2,1,0.0217391304347826
V1_c1.5,bgs,4,lfmm,0.99,2,23,4,2,0.0434782608695652,12,2,0.0144927536231884
V1_c1.5,bgs,4,lfmm,0.99,3,23,3,1,0.0144927536231884,11,2,0.0158102766798419
V1_c1.5,bgs,4,lfmm,0.99,5,23,3,1,0.0144927536231884,8,1,0.00543478260869565
V1_c1.5,bgs,4,lfmm,0.99,10,23,1,1,0.0434782608695652,4,1,0.0108695652173913
V1_c1.5,bgs,5,emmax,0.5,2,22,3,0,0,37,4,0.0196560196560197
V1_c1.5,bgs,5,emmax,0.5,3,22,1,0,0,28,3,0.0146103896103896
V1_c1.5,bgs,5,emmax,0.5,5,22,1,0,0,22,3,0.018595041322314
V1_c1.5,bgs,5,emmax,0.5,10,22,0,0,0,10,3,0.0409090909090909
V1_c1.5,bgs,5,lfmm,0.5,2,22,17,2,0.0106951871657754,36,7,0.0618686868686869
V1_c1.5,bgs,5,lfmm,0.5,3,22,11,2,0.0165289256198347,28,6,0.0584415584415584
V1_c1.5,bgs,5,lfmm,0.5,5,22,6,2,0.0303030303030303,20,6,0.0818181818181818
V1_c1.5,bgs,5,lfmm,0.5,10,22,5,2,0.0363636363636364,11,4,0.0661157024793388
V1_c1.5,bgs,5,emmax,0.6,2,22,3,0,0,37,4,0.0196560196560197
V1_c1.5,bgs,5,emmax,0.6,3,22,1,0,0,28,3,0.0146103896103896
V1_c1.5,bgs,5,emmax,0.6,5,22,1,0,0,22,3,0.018595041322314
V1_c1.5,bgs,5,emmax,0.6,10,22,0,0,0,10,3,0.0409090909090909
V1_c1.5,bgs,5,lfmm,0.6,2,22,17,2,0.0106951871657754,36,7,0.0618686868686869
V1_c1.5,bgs,5,lfmm,0.6,3,22,11,2,0.0165289256198347,28,6,0.0584415584415584
V1_c1.5,bgs,5,lfmm,0.6,5,22,6,2,0.0303030303030303,20,6,0.0818181818181818
V1_c1.5,bgs,5,lfmm,0.6,10,22,5,2,0.0363636363636364,11,4,0.0661157024793388
V1_c1.5,bgs,5,emmax,0.75,2,22,3,0,0,37,4,0.0196560196560197
V1_c1.5,bgs,5,emmax,0.75,3,22,1,0,0,28,3,0.0146103896103896
V1_c1.5,bgs,5,emmax,0.75,5,22,1,0,0,22,3,0.018595041322314
V1_c1.5,bgs,5,emmax,0.75,10,22,0,0,0,10,3,0.0409090909090909
V1_c1.5,bgs,5,lfmm,0.75,2,22,17,2,0.0106951871657754,36,7,0.0618686868686869
V1_c1.5,bgs,5,lfmm,0.75,3,22,11,2,0.0165289256198347,28,6,0.0584415584415584
V1_c1.5,bgs,5,lfmm,0.75,5,22,6,2,0.0303030303030303,20,6,0.0818181818181818
V1_c1.5,bgs,5,lfmm,0.75,10,22,5,2,0.0363636363636364,11,4,0.0661157024793388
V1_c1.5,bgs,5,emmax,0.85,2,22,3,0,0,37,4,0.0196560196560197
V1_c1.5,bgs,5,emmax,0.85,3,22,1,0,0,28,3,0.0146103896103896
V1_c1.5,bgs,5,emmax,0.85,5,22,1,0,0,22,3,0.018595041322314
V1_c1.5,bgs,5,emmax,0.85,10,22,0,0,0,10,3,0.0409090909090909
V1_c1.5,bgs,5,lfmm,0.85,2,22,17,2,0.0106951871657754,35,7,0.0636363636363636
V1_c1.5,bgs,5,lfmm,0.85,3,22,11,2,0.0165289256198347,28,7,0.0795454545454545
V1_c1.5,bgs,5,lfmm,0.85,5,22,6,2,0.0303030303030303,20,7,0.111363636363636
V1_c1.5,bgs,5,lfmm,0.85,10,22,5,2,0.0363636363636364,11,4,0.0661157024793388
V1_c1.5,bgs,5,emmax,0.9,2,22,3,0,0,37,4,0.0196560196560197
V1_c1.5,bgs,5,emmax,0.9,3,22,1,0,0,28,3,0.0146103896103896
V1_c1.5,bgs,5,emmax,0.9,5,22,1,0,0,22,3,0.018595041322314
V1_c1.5,bgs,5,emmax,0.9,10,22,0,0,0,10,3,0.0409090909090909
V1_c1.5,bgs,5,lfmm,0.9,2,22,17,2,0.0106951871657754,34,7,0.0655080213903743
V1_c1.5,bgs,5,lfmm,0.9,3,22,11,2,0.0165289256198347,27,7,0.0824915824915825
V1_c1.5,bgs,5,lfmm,0.9,5,22,6,2,0.0303030303030303,19,7,0.117224880382775
V1_c1.5,bgs,5,lfmm,0.9,10,22,5,2,0.0363636363636364,11,4,0.0661157024793388
V1_c1.5,bgs,5,emmax,0.95,2,22,3,0,0,37,4,0.0196560196560197
V1_c1.5,bgs,5,emmax,0.95,3,22,1,0,0,28,3,0.0146103896103896
V1_c1.5,bgs,5,emmax,0.95,5,22,1,0,0,22,3,0.018595041322314
V1_c1.5,bgs,5,emmax,0.95,10,22,0,0,0,10,3,0.0409090909090909
V1_c1.5,bgs,5,lfmm,0.95,2,22,17,2,0.0106951871657754,33,7,0.0674931129476584
V1_c1.5,bgs,5,lfmm,0.95,3,22,11,2,0.0165289256198347,26,7,0.0856643356643357
V1_c1.5,bgs,5,lfmm,0.95,5,22,6,2,0.0303030303030303,19,7,0.117224880382775
V1_c1.5,bgs,5,lfmm,0.95,10,22,5,2,0.0363636363636364,11,4,0.0661157024793388
V1_c1.5,bgs,5,emmax,0.99,2,22,3,0,0,37,4,0.0196560196560197
V1_c1.5,bgs,5,emmax,0.99,3,22,1,0,0,28,3,0.0146103896103896
V1_c1.5,bgs,5,emmax,0.99,5,22,1,0,0,22,3,0.018595041322314
V1_c1.5,bgs,5,emmax,0.99,10,22,0,0,0,10,3,0.0409090909090909
V1_c1.5,bgs,5,lfmm,0.99,2,22,17,2,0.0106951871657754,33,7,0.0674931129476584
V1_c1.5,bgs,5,lfmm,0.99,3,22,11,2,0.0165289256198347,26,7,0.0856643356643357
V1_c1.5,bgs,5,lfmm,0.99,5,22,6,2,0.0303030303030303,19,7,0.117224880382775
V1_c1.5,bgs,5,lfmm,0.99,10,22,5,2,0.0363636363636364,11,4,0.0661157024793388
V1_c1.5,bgs,6,emmax,0.5,2,20,55,3,0.00818181818181818,84,4,0.00952380952380953
V1_c1.5,bgs,6,emmax,0.5,3,20,43,3,0.0104651162790698,62,4,0.0129032258064516
V1_c1.5,bgs,6,emmax,0.5,5,20,30,3,0.015,40,3,0.01125
V1_c1.5,bgs,6,emmax,0.5,10,20,17,3,0.0264705882352941,25,3,0.018
V1_c1.5,bgs,6,lfmm,0.5,2,20,120,8,0.0266666666666667,161,9,0.0251552795031056
V1_c1.5,bgs,6,lfmm,0.5,3,20,92,7,0.0266304347826087,122,8,0.0262295081967213
V1_c1.5,bgs,6,lfmm,0.5,5,20,69,6,0.0260869565217391,87,8,0.0367816091954023
V1_c1.5,bgs,6,lfmm,0.5,10,20,37,6,0.0486486486486487,55,7,0.0445454545454545
V1_c1.5,bgs,6,emmax,0.6,2,20,56,3,0.00803571428571429,88,5,0.0142045454545455
V1_c1.5,bgs,6,emmax,0.6,3,20,44,3,0.0102272727272727,64,5,0.01953125
V1_c1.5,bgs,6,emmax,0.6,5,20,30,3,0.015,41,3,0.0109756097560976
V1_c1.5,bgs,6,emmax,0.6,10,20,17,3,0.0264705882352941,25,3,0.018
V1_c1.5,bgs,6,lfmm,0.6,2,20,119,8,0.026890756302521,154,9,0.0262987012987013
V1_c1.5,bgs,6,lfmm,0.6,3,20,93,7,0.0263440860215054,119,9,0.0340336134453782
V1_c1.5,bgs,6,lfmm,0.6,5,20,72,6,0.025,85,9,0.0476470588235294
V1_c1.5,bgs,6,lfmm,0.6,10,20,37,6,0.0486486486486487,56,8,0.0571428571428571
V1_c1.5,bgs,6,emmax,0.75,2,20,56,3,0.00803571428571429,86,5,0.0145348837209302
V1_c1.5,bgs,6,emmax,0.75,3,20,44,3,0.0102272727272727,64,5,0.01953125
V1_c1.5,bgs,6,emmax,0.75,5,20,31,3,0.0145161290322581,40,3,0.01125
V1_c1.5,bgs,6,emmax,0.75,10,20,17,3,0.0264705882352941,25,3,0.018
V1_c1.5,bgs,6,lfmm,0.75,2,20,114,8,0.0280701754385965,145,8,0.0220689655172414
V1_c1.5,bgs,6,lfmm,0.75,3,20,88,7,0.0278409090909091,115,8,0.0278260869565217
V1_c1.5,bgs,6,lfmm,0.75,5,20,70,6,0.0257142857142857,81,8,0.0395061728395062
V1_c1.5,bgs,6,lfmm,0.75,10,20,38,6,0.0473684210526316,55,7,0.0445454545454545
V1_c1.5,bgs,6,emmax,0.85,2,20,56,3,0.00803571428571429,86,5,0.0145348837209302
V1_c1.5,bgs,6,emmax,0.85,3,20,45,3,0.01,63,5,0.0198412698412698
V1_c1.5,bgs,6,emmax,0.85,5,20,31,3,0.0145161290322581,41,3,0.0109756097560976
V1_c1.5,bgs,6,emmax,0.85,10,20,17,3,0.0264705882352941,25,3,0.018
V1_c1.5,bgs,6,lfmm,0.85,2,20,113,8,0.0283185840707965,146,8,0.0219178082191781
V1_c1.5,bgs,6,lfmm,0.85,3,20,89,8,0.0359550561797753,116,8,0.0275862068965517
