tag	cell	rep	env	method	n_pop	r2_axes	mantel_r	n_regions	n_FP	fp_prop	ratio_null_obs
bgs	V1_c1	9	3	emmax_simes	80	0.913852838861147	0.562335553991299	2	1	0.5	0.0825
bgs	V1_c1	9	4	emmax_consensus	80	0.891895251747502	0.515966881449356	1	0	0	0.225
bgs	V1_c1	9	4	emmax_simes	80	0.891895251747502	0.515966881449356	1	0	0	0.255
bgs	V1_c1	9	5	emmax_consensus	80	0.876007881020308	0.418734986439116	3	0	0	0.045
bgs	V1_c1	9	5	emmax_simes	80	0.876007881020308	0.418734986439116	3	0	0	0.0266666666666667
bgs	V1_c1	9	6	emmax_consensus	80	0.877853304215157	0.344660159556167	1	0	0	1.06
bgs	V1_c1	9	6	emmax_simes	80	0.877853304215157	0.344660159556167	1	0	0	0.87
bgs	V1_c1	9	7	emmax_consensus	80	0.901107523192106	0.390902619610365	5	3	0.6	0.003
bgs	V1_c1	9	7	emmax_simes	80	0.901107523192106	0.390902619610365	5	3	0.6	0.015
bgs	V1_c1	9	10	emmax_consensus	80	0.797892275848219	0.339437547027295	3	2	0.666666666666667	0.138333333333333
bgs	V1_c1	9	10	emmax_simes	80	0.797892275848219	0.339437547027295	3	2	0.666666666666667	0.08
bgs	V1_c1	10	1	emmax_consensus	80	0.900665823422982	0.534112296583441	1	1	1	0.01
bgs	V1_c1	10	1	emmax_simes	80	0.900665823422982	0.534112296583441	1	1	1	0
bgs	V1_c1	10	2	emmax_consensus	80	0.907129557479826	0.43262980915147	2	1	0.5	0.4125
bgs	V1_c1	10	3	emmax_consensus	80	0.913365181197771	0.531876794887094	2	0	0	0.315
bgs	V1_c1	10	3	emmax_simes	80	0.913365181197771	0.531876794887094	1	0	0	0.37
bgs	V1_c1	10	4	emmax_consensus	80	0.861385797272832	0.480490514227645	1	0	0	0.29
bgs	V1_c1	10	4	emmax_simes	80	0.861385797272832	0.480490514227645	1	0	0	0.215
bgs	V1_c1	10	5	emmax_consensus	80	0.855509324437459	0.398627650572639	1	0	0	0.62
bgs	V1_c1	10	5	emmax_simes	80	0.855509324437459	0.398627650572639	1	0	0	0.47
bgs	V1_c1	10	6	emmax_simes	80	0.871635286787697	0.360378171020875	1	0	0	0
bgs	V1_c1	10	7	emmax_consensus	80	0.905590313019665	0.427538509959952	1	0	0	0.3
bgs	V1_c1	10	7	emmax_simes	80	0.905590313019665	0.427538509959952	1	0	0	0.28
bgs	V1_c1	10	8	emmax_consensus	80	0.83985323017619	0.31343706113965	4	2	0.5	0.05375
bgs	V1_c1	10	8	emmax_simes	80	0.83985323017619	0.31343706113965	6	3	0.5	0.0616666666666667
bgs	V1_c1	10	9	emmax_consensus	80	0.814867884097684	0.302975639693636	1	0	0	0.405
bgs	V1_c1	10	9	emmax_simes	80	0.814867884097684	0.302975639693636	1	0	0	0.405
bgs	V1_c1	10	10	emmax_consensus	80	0.802442578617251	0.327901575184124	1	0	0	0.07
bgs	V1_c1	10	10	emmax_simes	80	0.802442578617251	0.327901575184124	1	0	0	0.12
bgs	V1_c1.5	2	1	emmax_simes	80	0.892003562417288	0.546284307344211	1	0	0	3.875
bgs	V1_c1.5	2	2	emmax_consensus	80	0.932278180446807	0.465486779849517	2	2	1	4.8975
bgs	V1_c1.5	2	2	emmax_simes	80	0.932278180446807	0.465486779849517	2	2	1	3.515
bgs	V1_c1.5	2	3	emmax_consensus	80	0.939618906993613	0.547735395200624	2	2	1	5.14
bgs	V1_c1.5	2	3	emmax_simes	80	0.939618906993613	0.547735395200624	3	3	1	2.82166666666667
bgs	V1_c1.5	2	6	emmax_simes	80	0.891370262123806	0.365742421764843	1	1	1	10.49
bgs	V1_c1.5	2	8	emmax_consensus	80	0.860724585307853	0.3227196189636	3	3	1	3.53833333333333
bgs	V1_c1.5	2	8	emmax_simes	80	0.860724585307853	0.3227196189636	2	2	1	4.58
bgs	V1_c1.5	4	2	emmax_consensus	80	0.936098511324344	0.500314717596	9	8	0.888888888888889	1.38611111111111
bgs	V1_c1.5	4	2	emmax_simes	80	0.936098511324344	0.500314717596	5	4	0.8	2.074
bgs	V1_c1.5	4	3	emmax_consensus	80	0.927059759323649	0.569907806484059	3	3	1	3.64833333333333
bgs	V1_c1.5	4	5	emmax_consensus	80	0.915036972629833	0.429717627867074	2	2	1	6.535
bgs	V1_c1.5	4	5	emmax_simes	80	0.915036972629833	0.429717627867074	1	1	1	10.785
bgs	V1_c1.5	4	6	emmax_consensus	80	0.880291142577241	0.370829324302104	3	2	0.666666666666667	3.87833333333333
bgs	V1_c1.5	4	6	emmax_simes	80	0.880291142577241	0.370829324302104	5	4	0.8	1.849
bgs	V1_c1.5	4	7	emmax_simes	80	0.932887963386951	0.424563338961651	1	0	0	9.96
bgs	V1_c1.5	4	8	emmax_consensus	80	0.863831570899709	0.336551212944232	5	4	0.8	1.513
bgs	V1_c1.5	4	8	emmax_simes	80	0.863831570899709	0.336551212944232	5	4	0.8	1.324
bgs	V1_c1.5	4	9	emmax_consensus	80	0.835846569594259	0.387913877136698	2	1	0.5	4.1875
bgs	V1_c1.5	6	2	emmax_consensus	80	0.916964203681408	0.482129030407513	3	2	0.666666666666667	4.00833333333333
bgs	V1_c1.5	6	2	emmax_simes	80	0.916964203681408	0.482129030407513	4	3	0.75	2.61625
bgs	V1_c1.5	6	3	emmax_consensus	80	0.932561723588907	0.549464311792243	1	1	1	7.895
bgs	V1_c1.5	6	5	emmax_simes	80	0.891167174816184	0.422093242457625	1	1	1	8.17
bgs	V1_c1.5	6	6	emmax_consensus	80	0.886013600836177	0.376623918979678	6	5	0.833333333333333	1.925
bgs	V1_c1.5	6	6	emmax_simes	80	0.886013600836177	0.376623918979678	12	11	0.916666666666667	0.749166666666667
bgs	V1_c1.5	6	7	emmax_simes	80	0.93072321440122	0.419510434018717	1	1	1	10.115
bgs	V1_c1.5	6	8	emmax_consensus	80	0.864061800002617	0.337375316840451	9	8	0.888888888888889	1.55777777777778
bgs	V1_c1.5	6	8	emmax_simes	80	0.864061800002617	0.337375316840451	14	13	0.928571428571429	0.733214285714286
bgs	V1_c1.5	6	10	emmax_consensus	80	0.84149584357816	0.389504909332371	2	2	1	3.4825
bgs	V1_c1.5	6	10	emmax_simes	80	0.84149584357816	0.389504909332371	1	1	1	5.865
bgs	V1_c1.5	8	1	emmax_simes	80	0.888533363208369	0.527795446303256	1	1	1	7.22
bgs	V1_c1.5	8	2	emmax_consensus	80	0.930278331578182	0.492110605570393	5	3	0.6	2.68
bgs	V1_c1.5	8	2	emmax_simes	80	0.930278331578182	0.492110605570393	10	8	0.8	1.087
bgs	V1_c1.5	8	5	emmax_consensus	80	0.884371338191014	0.417185477400752	2	2	1	6.69
bgs	V1_c1.5	8	6	emmax_consensus	80	0.893155483594184	0.388621011831962	3	3	1	4.12333333333333
bgs	V1_c1.5	8	6	emmax_simes	80	0.893155483594184	0.388621011831962	2	2	1	5.54
bgs	V1_c1.5	8	7	emmax_consensus	80	0.928633555781958	0.432629911957025	4	3	0.75	2.79125
bgs	V1_c1.5	8	7	emmax_simes	80	0.928633555781958	0.432629911957025	2	1	0.5	4.515
bgs	V1_c1.5	8	8	emmax_consensus	80	0.840949305228873	0.337541411296412	1	1	1	10.645
bgs	V1_c1.5	8	8	emmax_simes	80	0.840949305228873	0.337541411296412	1	1	1	8.43
bgs	V1_c1.5	8	10	emmax_consensus	80	0.827542522015803	0.366738037395565	5	5	1	1.959
bgs	V1_c1.5	8	10	emmax_simes	80	0.827542522015803	0.366738037395565	2	2	1	3.2425
bgs	V1_c1.5	10	1	emmax_consensus	80	0.890608020489261	0.559160701281418	1	0	0	9.385
bgs	V1_c1.5	10	1	emmax_simes	80	0.890608020489261	0.559160701281418	1	0	0	7.255
bgs	V1_c1.5	10	2	emmax_consensus	80	0.921786626857169	0.482706162828333	7	7	1	1.30285714285714
bgs	V1_c1.5	10	2	emmax_simes	80	0.921786626857169	0.482706162828333	7	7	1	0.912142857142857
bgs	V1_c1.5	10	3	emmax_consensus	80	0.943139482292662	0.576118382043533	7	6	0.857142857142857	1.30285714285714
bgs	V1_c1.5	10	3	emmax_simes	80	0.943139482292662	0.576118382043533	3	3	1	2.34833333333333
bgs	V1_c1.5	10	6	emmax_consensus	80	0.910269418753208	0.367161437829067	1	1	1	10.875
bgs	V1_c1.5	10	6	emmax_simes	80	0.910269418753208	0.367161437829067	4	4	1	2.18625
bgs	V1_c1.5	10	8	emmax_consensus	80	0.86198807214946	0.329408983906633	1	1	1	12.01
bgs	V1_c1.5	10	8	emmax_simes	80	0.86198807214946	0.329408983906633	4	4	1	2.37125
bgs	V1_c1.5	10	9	emmax_simes	80	0.852549016063326	0.358890972117211	1	1	1	8.45
bgs	V2_c1	1	2	emmax_consensus	80	0.913816017126638	0.46028462800805	7	5	0.714285714285714	0.0721428571428571
bgs	V2_c1	1	2	emmax_simes	80	0.913816017126638	0.46028462800805	6	4	0.666666666666667	0.0775
bgs	V2_c1	1	3	emmax_consensus	80	0.912745784831248	0.509673205112876	1	1	1	0.19
bgs	V2_c1	1	3	emmax_simes	80	0.912745784831248	0.509673205112876	2	2	1	0.0675
bgs	V2_c1	1	7	emmax_consensus	80	0.908535654520742	0.372573252924587	1	0	0	0.265
bgs	V2_c1	1	7	emmax_simes	80	0.908535654520742	0.372573252924587	2	1	0.5	0.1275
bgs	V2_c1	1	10	emmax_simes	80	0.762274349913047	0.365014037229821	1	0	0	0.19
bgs	V2_c1	3	3	emmax_consensus	80	0.911114244903261	0.538605581417481	1	0	0	0.18
bgs	V2_c1	3	3	emmax_simes	80	0.911114244903261	0.538605581417481	1	0	0	0.2
bgs	V2_c1	3	5	emmax_simes	80	0.83441719938249	0.390572392751334	1	1	1	0.375
bgs	V2_c1	3	7	emmax_consensus	80	0.853819748369764	0.379009957659966	1	1	1	0.36
bgs	V2_c1	3	7	emmax_simes	80	0.853819748369764	0.379009957659966	1	1	1	0.275
bgs	V2_c1	3	8	emmax_consensus	80	0.847955130887213	0.350457114783414	2	2	1	0.1375
bgs	V2_c1	3	8	emmax_simes	80	0.847955130887213	0.350457114783414	4	3	0.75	0.035
bgs	V2_c1	4	3	emmax_consensus	80	0.924896966496038	0.533538273606738	1	0	0	0.68
bgs	V2_c1	4	3	emmax_simes	80	0.924896966496038	0.533538273606738	1	0	0	0.69
bgs	V2_c1	4	6	emmax_simes	80	0.846710247953938	0.36573061588633	1	0	0	0.075
bgs	V2_c1	4	9	emmax_consensus	80	0.842877811623018	0.324499686955146	1	1	1	0.185
bgs	V2_c1	4	10	emmax_consensus	80	0.781331679305966	0.346150469313189	1	1	1	0.3
bgs	V2_c1	4	10	emmax_simes	80	0.781331679305966	0.346150469313189	2	2	1	0.155
bgs	V2_c1	5	2	emmax_consensus	80	0.895549876186836	0.472084885214082	1	0	0	0.11
bgs	V2_c1	5	2	emmax_simes	80	0.895549876186836	0.472084885214082	2	1	0.5	0.105
bgs	V2_c1	5	3	emmax_consensus	80	0.927305459860089	0.521823284628879	2	1	0.5	0.08
bgs	V2_c1	5	3	emmax_simes	80	0.927305459860089	0.521823284628879	2	1	0.5	0.0875
bgs	V2_c1	5	4	emmax_consensus	80	0.891025982315835	0.511978737835079	1	0	0	0.175
bgs	V2_c1	5	4	emmax_simes	80	0.891025982315835	0.511978737835079	1	0	0	0.26
bgs	V2_c1	5	7	emmax_consensus	80	0.906040035299609	0.378547700341522	1	1	1	0.135
bgs	V2_c1	5	8	emmax_consensus	80	0.844725144693751	0.296864799235913	1	0	0	0.695
bgs	V2_c1	5	8	emmax_simes	80	0.844725144693751	0.296864799235913	1	0	0	0.445
bgs	V2_c1	6	1	emmax_consensus	80	0.882526402984482	0.499545247197113	3	1	0.333333333333333	0.08
bgs	V2_c1	6	1	emmax_simes	80	0.882526402984482	0.499545247197113	2	0	0	0.075
bgs	V2_c1	6	5	emmax_simes	80	0.891190158485709	0.40809009488569	1	0	0	0.305
bgs	V2_c1	6	6	emmax_consensus	80	0.843954751511335	0.301364695222867	1	1	1	0.105
bgs	V2_c1	6	6	emmax_simes	80	0.843954751511335	0.301364695222867	1	1	1	0.095
bgs	V2_c1	6	8	emmax_consensus	80	0.860981325887151	0.344027465226546	1	1	1	0.36
bgs	V2_c1	6	8	emmax_simes	80	0.860981325887151	0.344027465226546	1	1	1	0.205
bgs	V2_c1	6	10	emmax_consensus	80	0.812619420499916	0.364038346266793	3	2	0.666666666666667	0.0966666666666667
bgs	V2_c1.5	1	1	emmax_consensus	80	0.89384111066794	0.553021424719058	2	2	1	4.3075
bgs	V2_c1.5	1	1	emmax_simes	80	0.89384111066794	0.553021424719058	1	1	1	6.5
bgs	V2_c1.5	1	2	emmax_consensus	80	0.936666535466149	0.483168858138575	9	9	1	1.08055555555556
bgs	V2_c1.5	1	3	emmax_consensus	80	0.927881685304916	0.561837489733163	2	2	1	6.1325
bgs	V2_c1.5	1	3	emmax_simes	80	0.927881685304916	0.561837489733163	1	1	1	8.68
bgs	V2_c1.5	1	4	emmax_consensus	80	0.890173646570923	0.508308744980338	3	3	1	2.14
bgs	V2_c1.5	1	4	emmax_simes	80	0.890173646570923	0.508308744980338	2	2	1	2.5275
bgs	V2_c1.5	1	5	emmax_consensus	80	0.90059201729529	0.433776310446588	4	4	1	2.44
bgs	V2_c1.5	1	6	emmax_consensus	80	0.900599923154583	0.376292732443983	9	8	0.888888888888889	1.28333333333333
bgs	V2_c1.5	1	6	emmax_simes	80	0.900599923154583	0.376292732443983	8	7	0.875	1.07125
bgs	V2_c1.5	1	7	emmax_consensus	80	0.932992754275601	0.421749256644014	4	4	1	3.36125
bgs	V2_c1.5	1	7	emmax_simes	80	0.932992754275601	0.421749256644014	3	3	1	3.18
bgs	V2_c1.5	1	8	emmax_consensus	80	0.875930042812312	0.333296527621488	9	8	0.888888888888889	1.32777777777778
bgs	V2_c1.5	1	8	emmax_simes	80	0.875930042812312	0.333296527621488	6	5	0.833333333333333	1.64916666666667
bgs	V2_c1.5	1	9	emmax_consensus	80	0.845017765629481	0.390528747406569	1	1	1	8.25
bgs	V2_c1.5	2	1	emmax_simes	80	0.875478656385742	0.514757132221174	1	1	1	8.64
bgs	V2_c1.5	2	2	emmax_consensus	80	0.917936864645757	0.4949464500112	10	9	0.9	0.999
bgs	V2_c1.5	2	2	emmax_simes	80	0.917936864645757	0.4949464500112	11	10	0.909090909090909	0.722272727272727
bgs	V2_c1.5	2	3	emmax_consensus	80	0.930547121584196	0.552355571669043	2	1	0.5	4.61
bgs	V2_c1.5	2	3	emmax_simes	80	0.930547121584196	0.552355571669043	1	0	0	6.825
bgs	V2_c1.5	2	6	emmax_consensus	80	0.888643162305472	0.384712420062205	3	3	1	3.43666666666667
bgs	V2_c1.5	2	6	emmax_simes	80	0.888643162305472	0.384712420062205	5	5	1	1.615
bgs	V2_c1.5	2	7	emmax_consensus	80	0.92463935789009	0.41471217118619	2	2	1	5.9925
bgs	V2_c1.5	2	7	emmax_simes	80	0.92463935789009	0.41471217118619	1	1	1	10.775
bgs	V2_c1.5	2	8	emmax_consensus	80	0.869488461890006	0.351620951465338	5	4	0.8	2.822
bgs	V2_c1.5	2	8	emmax_simes	80	0.869488461890006	0.351620951465338	3	3	1	3.75666666666667
bgs	V2_c1.5	2	9	emmax_consensus	80	0.859358907308719	0.36723071769754	3	3	1	3.33666666666667
bgs	V2_c1.5	2	9	emmax_simes	80	0.859358907308719	0.36723071769754	2	2	1	3.5825
bgs	V2_c1.5	5	2	emmax_consensus	80	0.927676723014748	0.479549739935567	3	2	0.666666666666667	4.47333333333333
bgs	V2_c1.5	5	2	emmax_simes	80	0.927676723014748	0.479549739935567	1	0	0	10.895
bgs	V2_c1.5	5	3	emmax_consensus	80	0.929136693385003	0.566455238694264	3	3	1	2.255
bgs	V2_c1.5	5	3	emmax_simes	80	0.929136693385003	0.566455238694264	2	2	1	3.1875
bgs	V2_c1.5	5	6	emmax_consensus	80	0.888580223181069	0.37049989765647	7	7	1	1.59071428571429
bgs	V2_c1.5	5	6	emmax_simes	80	0.888580223181069	0.37049989765647	8	8	1	1.161875
bgs	V2_c1.5	5	8	emmax_consensus	80	0.86026931116609	0.335692330941449	1	1	1	9.73
bgs	V2_c1.5	5	8	emmax_simes	80	0.86026931116609	0.335692330941449	1	1	1	7.8
bgs	V2_c1.5	8	1	emmax_consensus	80	0.889431485483673	0.538584092566876	1	0	0	7.095
bgs	V2_c1.5	8	1	emmax_simes	80	0.889431485483673	0.538584092566876	1	0	0	5.805
bgs	V2_c1.5	8	2	emmax_consensus	80	0.940048891241697	0.475553399073235	11	11	1	1.23954545454545
bgs	V2_c1.5	8	2	emmax_simes	80	0.940048891241697	0.475553399073235	9	9	1	1.20055555555556
bgs	V2_c1.5	8	3	emmax_simes	80	0.929872536664029	0.571766743790522	3	3	1	2.17833333333333
bgs	V2_c1.5	8	4	emmax_consensus	80	0.884617110776174	0.50999613547525	1	1	1	8.475
bgs	V2_c1.5	8	4	emmax_simes	80	0.884617110776174	0.50999613547525	1	1	1	7.165
bgs	V2_c1.5	8	6	emmax_consensus	80	0.888153613518529	0.368635000666526	4	4	1	2.9375
bgs	V2_c1.5	8	6	emmax_simes	80	0.888153613518529	0.368635000666526	3	3	1	3.04
bgs	V2_c1.5	8	7	emmax_consensus	80	0.91686181947551	0.437546180058844	1	0	0	11.32
bgs	V2_c1.5	8	7	emmax_simes	80	0.91686181947551	0.437546180058844	1	0	0	7.55
bgs	V2_c1.5	8	8	emmax_consensus	80	0.845955626956557	0.335886680462447	4	4	1	3.21125
bgs	V2_c1.5	8	8	emmax_simes	80	0.845955626956557	0.335886680462447	9	8	0.888888888888889	1.14833333333333
bgs	V2_c1.5	8	9	emmax_consensus	80	0.852756208803307	0.385167402594317	2	2	1	4.3125
bgs	V2_c1.5	8	9	emmax_simes	80	0.852756208803307	0.385167402594317	1	1	1	6.68
bgs	V2_c1.5	9	2	emmax_consensus	80	0.92874451771098	0.466328715535021	7	7	1	1.665
bgs	V2_c1.5	9	2	emmax_simes	80	0.92874451771098	0.466328715535021	7	7	1	1.11714285714286
bgs	V2_c1.5	9	3	emmax_consensus	80	0.93376555078084	0.571592174817025	1	1	1	8.815
bgs	V2_c1.5	9	3	emmax_simes	80	0.93376555078084	0.571592174817025	2	2	1	3.6625
bgs	V2_c1.5	9	5	emmax_consensus	80	0.909660447861353	0.433821098504171	2	2	1	6.335
bgs	V2_c1.5	9	6	emmax_consensus	80	0.893146391530223	0.377708122692002	2	2	1	5.06
bgs	V2_c1.5	9	6	emmax_simes	80	0.893146391530223	0.377708122692002	4	4	1	2.1625
bgs	V2_c1.5	9	7	emmax_consensus	80	0.931579492398863	0.439370691006875	1	1	1	12.285
bgs	V2_c1.5	9	7	emmax_simes	80	0.931579492398863	0.439370691006875	1	1	1	8.805
bgs	V2_c1.5	9	8	emmax_consensus	80	0.858103000790496	0.330952524267495	7	7	1	1.54214285714286
bgs	V2_c1.5	9	8	emmax_simes	80	0.858103000790496	0.330952524267495	2	2	1	3.69
bgs	V2_c1.5	9	10	emmax_consensus	80	0.843989644162573	0.376175214826745	2	2	1	4.5525
nobgs	V0.5_c1	2	1	emmax_consensus	80	0.878250296154142	0.519024426224644	1	0	0	0.06
nobgs	V0.5_c1	2	1	emmax_simes	80	0.878250296154142	0.519024426224644	1	0	0	0.055
nobgs	V0.5_c1	2	2	emmax_consensus	80	0.890964065427158	0.460059208139224	1	0	0	0.43
nobgs	V0.5_c1	2	2	emmax_simes	80	0.890964065427158	0.460059208139224	1	0	0	0.365
nobgs	V0.5_c1	2	3	emmax_consensus	80	0.932652059246201	0.56684416382617	4	3	0.75	0.155
nobgs	V0.5_c1	2	3	emmax_simes	80	0.932652059246201	0.56684416382617	3	2	0.666666666666667	0.19
nobgs	V0.5_c1	2	4	emmax_consensus	80	0.87874732748203	0.499447631202423	1	0	0	0.03
nobgs	V0.5_c1	2	4	emmax_simes	80	0.87874732748203	0.499447631202423	1	0	0	0.1
nobgs	V0.5_c1	2	6	emmax_consensus	80	0.873024295892808	0.352451205800406	4	2	0.5	0.10875
nobgs	V0.5_c1	2	6	emmax_simes	80	0.873024295892808	0.352451205800406	3	1	0.333333333333333	0.123333333333333
nobgs	V0.5_c1	2	7	emmax_consensus	80	0.896940207512753	0.369780900520601	1	0	0	0.015
nobgs	V0.5_c1	2	7	emmax_simes	80	0.896940207512753	0.369780900520601	1	0	0	0.015
nobgs	V0.5_c1	2	8	emmax_consensus	80	0.853102193700409	0.338580267385312	1	0	0	0.145
nobgs	V0.5_c1	2	8	emmax_simes	80	0.853102193700409	0.338580267385312	1	0	0	0.185
nobgs	V0.5_c1	2	9	emmax_consensus	80	0.821435819342323	0.354557144153956	2	1	0.5	0.0025
nobgs	V0.5_c1	2	9	emmax_simes	80	0.821435819342323	0.354557144153956	1	0	0	0.005
nobgs	V0.5_c1	2	10	emmax_consensus	80	0.824208241108949	0.37256547104874	2	1	0.5	0.0525
nobgs	V0.5_c1	2	10	emmax_simes	80	0.824208241108949	0.37256547104874	2	1	0.5	0.09
nobgs	V0.5_c1	3	1	emmax_consensus	80	0.863255369624879	0.55959607279778	3	0	0	0.0133333333333333
nobgs	V0.5_c1	3	1	emmax_simes	80	0.863255369624879	0.55959607279778	2	0	0	0.0175
nobgs	V0.5_c1	3	3	emmax_consensus	80	0.913954081818001	0.526480015560054	4	2	0.5	0.10375
nobgs	V0.5_c1	3	3	emmax_simes	80	0.913954081818001	0.526480015560054	5	2	0.4	0.068
nobgs	V0.5_c1	3	4	emmax_consensus	80	0.866607508040153	0.5036902963363	2	0	0	0.1125
nobgs	V0.5_c1	3	4	emmax_simes	80	0.866607508040153	0.5036902963363	2	0	0	0.125
nobgs	V0.5_c1	3	5	emmax_consensus	80	0.8885362425366	0.420254740814275	1	0	0	0.215
nobgs	V0.5_c1	3	5	emmax_simes	80	0.8885362425366	0.420254740814275	2	0	0	0.13
nobgs	V0.5_c1	3	6	emmax_consensus	80	0.878987194206871	0.349859777032653	1	0	0	0.845
nobgs	V0.5_c1	3	6	emmax_simes	80	0.878987194206871	0.349859777032653	1	0	0	0.695
nobgs	V0.5_c1	3	7	emmax_simes	80	0.910665833975627	0.396976395849095	1	0	0	0.61
nobgs	V0.5_c1	3	8	emmax_consensus	80	0.841463167151244	0.345680064474737	6	4	0.666666666666667	0.115833333333333
nobgs	V0.5_c1	3	8	emmax_simes	80	0.841463167151244	0.345680064474737	6	4	0.666666666666667	0.126666666666667
nobgs	V0.5_c1	3	9	emmax_consensus	80	0.828494998878545	0.352834275540679	3	2	0.666666666666667	0.615
nobgs	V0.5_c1	3	9	emmax_simes	80	0.828494998878545	0.352834275540679	1	0	0	1.61
nobgs	V0.5_c1	5	2	emmax_consensus	80	0.906952781418607	0.436565971909322	1	0	0	0.19
nobgs	V0.5_c1	5	2	emmax_simes	80	0.906952781418607	0.436565971909322	1	0	0	0.185
nobgs	V0.5_c1	5	3	emmax_consensus	80	0.91408861543399	0.551952048285871	9	5	0.555555555555556	0.0144444444444444
nobgs	V0.5_c1	5	3	emmax_simes	80	0.91408861543399	0.551952048285871	11	5	0.454545454545455	0.0127272727272727
nobgs	V0.5_c1	5	4	emmax_consensus	80	0.880020440460099	0.48009342372017	1	0	0	0.18
nobgs	V0.5_c1	5	4	emmax_simes	80	0.880020440460099	0.48009342372017	1	0	0	0.1
nobgs	V0.5_c1	5	6	emmax_consensus	80	0.885264996357745	0.393370186659558	4	0	0	0
nobgs	V0.5_c1	5	6	emmax_simes	80	0.885264996357745	0.393370186659558	3	1	0.333333333333333	0.0166666666666667
nobgs	V0.5_c1	5	7	emmax_consensus	80	0.887252679719394	0.406285028711119	1	0	0	0.615
nobgs	V0.5_c1	5	7	emmax_simes	80	0.887252679719394	0.406285028711119	1	0	0	0.5
nobgs	V0.5_c1	5	10	emmax_consensus	80	0.82432702797335	0.349481535416264	1	0	0	0.275
nobgs	V0.5_c1	5	10	emmax_simes	80	0.82432702797335	0.349481535416264	2	0	0	0.12
nobgs	V0.5_c1	6	2	emmax_consensus	80	0.920613707621734	0.480028408753028	3	2	0.666666666666667	0.181666666666667
nobgs	V0.5_c1	6	2	emmax_simes	80	0.920613707621734	0.480028408753028	3	2	0.666666666666667	0.208333333333333
nobgs	V0.5_c1	6	3	emmax_consensus	80	0.914401954646828	0.525202741128618	3	1	0.333333333333333	0.725
nobgs	V0.5_c1	6	3	emmax_simes	80	0.914401954646828	0.525202741128618	4	2	0.5	0.56
nobgs	V0.5_c1	6	4	emmax_consensus	80	0.873145894488484	0.471030639486804	2	0	0	0.1975
nobgs	V0.5_c1	6	4	emmax_simes	80	0.873145894488484	0.471030639486804	2	0	0	0.2025
nobgs	V0.5_c1	6	5	emmax_consensus	80	0.861983201263638	0.4305623179964	6	4	0.666666666666667	0.0566666666666667
nobgs	V0.5_c1	6	5	emmax_simes	80	0.861983201263638	0.4305623179964	6	5	0.833333333333333	0.06
nobgs	V0.5_c1	6	6	emmax_consensus	80	0.867213963348272	0.328754432531514	3	3	1	0.065
nobgs	V0.5_c1	6	6	emmax_simes	80	0.867213963348272	0.328754432531514	3	3	1	0.05
nobgs	V0.5_c1	6	7	emmax_consensus	80	0.847376705388138	0.38296136281414	1	0	0	0.34
nobgs	V0.5_c1	6	7	emmax_simes	80	0.847376705388138	0.38296136281414	1	0	0	0.215
nobgs	V0.5_c1	6	8	emmax_consensus	80	0.830845773278448	0.371621948118495	2	1	0.5	0.4675
nobgs	V0.5_c1	6	8	emmax_simes	80	0.830845773278448	0.371621948118495	2	1	0.5	0.4775
nobgs	V0.5_c1	8	1	emmax_simes	80	0.882164587159374	0.494281740867087	1	1	1	2.605
nobgs	V0.5_c1	8	2	emmax_consensus	80	0.917498689982822	0.456596658235103	1	0	0	1.65
nobgs	V0.5_c1	8	2	emmax_simes	80	0.917498689982822	0.456596658235103	1	0	0	1.38
nobgs	V0.5_c1	8	3	emmax_consensus	80	0.924823151493638	0.537022938683694	5	1	0.2	0.066
nobgs	V0.5_c1	8	3	emmax_simes	80	0.924823151493638	0.537022938683694	3	0	0	0.06
nobgs	V0.5_c1	8	4	emmax_consensus	80	0.881623887632805	0.468389915792037	1	0	0	0.035
nobgs	V0.5_c1	8	4	emmax_simes	80	0.881623887632805	0.468389915792037	1	0	0	0.035
nobgs	V0.5_c1	8	5	emmax_simes	80	0.898168717230583	0.383968893819792	1	0	0	1.15
nobgs	V0.5_c1	8	6	emmax_consensus	80	0.874627954279935	0.34656416798266	4	3	0.75	0.13875
nobgs	V0.5_c1	8	6	emmax_simes	80	0.874627954279935	0.34656416798266	3	2	0.666666666666667	0.235
nobgs	V0.5_c1	8	7	emmax_consensus	80	0.86195806505726	0.392902107846837	1	0	0	0.11
nobgs	V0.5_c1	8	7	emmax_simes	80	0.86195806505726	0.392902107846837	2	1	0.5	0.0525
nobgs	V0.5_c1	8	8	emmax_consensus	80	0.833718594603398	0.345789916703036	4	2	0.5	0.16375
nobgs	V0.5_c1	8	8	emmax_simes	80	0.833718594603398	0.345789916703036	3	1	0.333333333333333	0.221666666666667
nobgs	V0.5_c1	8	9	emmax_consensus	80	0.801439333815104	0.340465550716052	1	0	0	2.355
nobgs	V0.5_c1	8	9	emmax_simes	80	0.801439333815104	0.340465550716052	1	0	0	2.045
nobgs	V0.5_c1	8	10	emmax_consensus	80	0.82866592773767	0.359282599397436	1	0	0	0.44
nobgs	V0.5_c1	8	10	emmax_simes	80	0.82866592773767	0.359282599397436	1	0	0	0.39
nobgs	V0.5_c1.5	2	2	emmax_consensus	80	0.919782859570651	0.489131668534394	4	4	1	2.05375
nobgs	V0.5_c1.5	2	2	emmax_simes	80	0.919782859570651	0.489131668534394	2	2	1	3.08
