tag	cell	method	reference_method	diff_precision	diff_precision_ci_lo	diff_precision_ci_hi	diff_recall	diff_recall_ci_lo	diff_recall_ci_hi
bgs	V0.5_c1	lfmm_simes_region	lfmm_simes	-0.0526842948717949	-0.0989893593094337	0.0038547595289131	0	0	0
bgs	V0.5_c1.5	emmax_snp_region	emmax_snp	-0.0809341419113932	-0.140006014459493	-0.00638243525787739	0.00355871886120998	0	0.010989010989011
bgs	V0.5_c1.5	emmax_simes_region	emmax_simes	0.0201295045045045	0.0140840895111819	0.0254624317423324	0	0	0
bgs	V0.5_c1.5	emmax_consensus_region	emmax_consensus	-0.00524580335731414	-0.0200377700236894	0.00749684744900242	0	0	0
bgs	V0.5_c1.5	lfmm_snp_region	lfmm_snp	-0.026209965568765	-0.0576208680019803	-2.6161130442507e-05	0.0142348754448399	0.00366300366300365	0.025089605734767
bgs	V0.5_c1.5	lfmm_simes_region	lfmm_simes	0.00978016122655942	-0.000272265330132063	0.0191233431408787	0	0	0
bgs	V0.5_c2	emmax_snp_region	emmax_snp	0.00555224892293905	-0.00486645891316475	0.0145347237968581	0.037940379403794	0.01876550156987	0.0614973262032086
bgs	V0.5_c2	emmax_simes_region	emmax_simes	-0.000127728642057616	-0.0034097562696756	0.00290024653437333	0	0	0
bgs	V0.5_c2	emmax_consensus_region	emmax_consensus	0.000238998383803011	-0.00381538367400858	0.00345178423905621	0	0	0
bgs	V0.5_c2	lfmm_snp_region	lfmm_snp	0.00646166186986858	-0.00191152117466346	0.0144752590474189	0.040650406504065	0.0171895280777802	0.0659630606860158
bgs	V0.5_c2	lfmm_simes_region	lfmm_simes	0.00249661460423792	-0.000254129361370098	0.00491341376965705	0	0	0
bgs	V1_c1	emmax_snp_region	emmax_snp	-0.00273812730047579	-0.088440671243701	0.036285107244203	0	0	0
bgs	V1_c1	emmax_simes_region	emmax_simes	-0.0222222222222221	-0.0442230686261978	0	0	0	0
bgs	V1_c1	emmax_consensus_region	emmax_consensus	-0.0290546645583917	-0.0633054286619765	0.00300907354631666	0	0	0
bgs	V1_c1	lfmm_snp_region	lfmm_snp	-0.0885726989773232	-0.185061505517109	0.00242024829579718	0	0	0
bgs	V1_c1	lfmm_simes_region	lfmm_simes	-0.0536615330612961	-0.110118230904802	-0.00980103201972751	0	0	0
bgs	V1_c1.5	emmax_snp_region	emmax_snp	-0.0529131410219909	-0.104452046632777	0.00238163846871287	0.015625	0.00353356890459364	0.0304381051832162
bgs	V1_c1.5	emmax_simes_region	emmax_simes	-0.0120772946859903	-0.0275394112901478	0.00349516242457238	0	0	0
bgs	V1_c1.5	emmax_consensus_region	emmax_consensus	-0.00683760683760683	-0.0250713231503184	0.00919858441745601	0	0	0
bgs	V1_c1.5	lfmm_snp_region	lfmm_snp	-0.0215163687863363	-0.0690143633407907	0.0215020314544295	0.00390625	0	0.0125
bgs	V1_c1.5	lfmm_simes_region	lfmm_simes	0.00564864271603131	-0.00484346109719086	0.0147843319120689	0	0	0
bgs	V2_c1	emmax_snp_region	emmax_snp	-0.22257053291536	-0.316161731998888	-0.0913494804249467	0	0	0
bgs	V2_c1	emmax_simes_region	emmax_simes	-0.0652173913043478	-0.114228549535486	-0.00868759101310594	0	0	0
bgs	V2_c1	emmax_consensus_region	emmax_consensus	-0.0813953488372093	-0.135477712975555	-0.0201290621215962	0	0	0
bgs	V2_c1	lfmm_snp_region	lfmm_snp	-0.206025174110281	-0.283501279545878	-0.0855952748570612	0	0	0
bgs	V2_c1	lfmm_simes_region	lfmm_simes	-0.0727272727272728	-0.140003996003996	-0.0053763440860215	0	0	0
bgs	V2_c1.5	emmax_snp_region	emmax_snp	-0.02711157455683	-0.100633382256189	0.0338336068253759	0.0263157894736842	0.00515463917525774	0.0512820512820513
bgs	V2_c1.5	emmax_simes_region	emmax_simes	-0.00757575757575758	-0.0259326994812383	0.00726672216890614	0	0	0
bgs	V2_c1.5	emmax_consensus_region	emmax_consensus	-0.00963468486551586	-0.0230257206136552	0.00502463577612493	0	0	0
bgs	V2_c1.5	lfmm_snp_region	lfmm_snp	-0.0360895162932851	-0.0872482394072501	0.0186131493128348	0.0263157894736842	0.0103066484325689	0.0434782608695652
bgs	V2_c1.5	lfmm_simes_region	lfmm_simes	-0.000253442595252174	-0.00937567707015241	0.00804250982851414	0	0	0
