tag	cell	method	arm	floor	TP	FP	n_regions	n_detectable_qtn	n_recovered	n_tests	n_eligible_markers	n_eligible_units	frac_markers_retained	frac_dqtn_covered	precision	recall	realised_fdp	precision_ci_lo	precision_ci_hi	recall_ci_lo	recall_ci_hi	fdp_ci_lo	fdp_ci_hi
bgs	V0.5_c2	emmax	A_unrestricted_marker	5	54	2119	2173	369	50	1804009	1804009	629956	1	1	0.0248504371836171	0.13550135501355	0.975149562816383	0.0194195173083806	0.0308062579331379	0.11363478972551	0.160107530163381	0.969193742066862	0.980580482691619
bgs	V0.5_c2	emmax	A_unrestricted_marker	10	54	2119	2173	369	50	1804009	1804009	629956	1	1	0.0248504371836171	0.13550135501355	0.975149562816383	0.0194195173083806	0.0308062579331379	0.11363478972551	0.160107530163381	0.969193742066862	0.980580482691619
bgs	V0.5_c2	emmax	A_unrestricted_marker	20	54	2119	2173	369	50	1804009	1804009	629956	1	1	0.0248504371836171	0.13550135501355	0.975149562816383	0.0194195173083806	0.0308062579331379	0.11363478972551	0.160107530163381	0.969193742066862	0.980580482691619
bgs	V1_c1	emmax	A_unrestricted_marker	1	96	141	237	143	75	1552470	1552470	900129	1	1	0.405063291139241	0.524475524475525	0.59493670886076	0.302418751207263	0.556818181818182	0.408751413591035	0.618722484698808	0.443181818181818	0.697581248792737
bgs	V1_c1	emmax	A_unrestricted_marker	2	96	141	237	143	75	1552470	1552470	900129	1	1	0.405063291139241	0.524475524475525	0.59493670886076	0.302418751207263	0.556818181818182	0.408751413591035	0.618722484698808	0.443181818181818	0.697581248792737
bgs	V1_c1	emmax	A_unrestricted_marker	3	96	141	237	143	75	1552470	1552470	900129	1	1	0.405063291139241	0.524475524475525	0.59493670886076	0.302418751207263	0.556818181818182	0.408751413591035	0.618722484698808	0.443181818181818	0.697581248792737
bgs	V1_c1	emmax	A_unrestricted_marker	5	96	141	237	143	75	1552470	1552470	900129	1	1	0.405063291139241	0.524475524475525	0.59493670886076	0.302418751207263	0.556818181818182	0.408751413591035	0.618722484698808	0.443181818181818	0.697581248792737
bgs	V1_c1	emmax	A_unrestricted_marker	10	96	141	237	143	75	1552470	1552470	900129	1	1	0.405063291139241	0.524475524475525	0.59493670886076	0.302418751207263	0.556818181818182	0.408751413591035	0.618722484698808	0.443181818181818	0.697581248792737
bgs	V1_c1	emmax	A_unrestricted_marker	20	96	141	237	143	75	1552470	1552470	900129	1	1	0.405063291139241	0.524475524475525	0.59493670886076	0.302418751207263	0.556818181818182	0.408751413591035	0.618722484698808	0.443181818181818	0.697581248792737
bgs	V1_c1.5	emmax	A_unrestricted_marker	1	30	288	318	256	26	1621446	1621446	824393	1	1	0.0943396226415094	0.1015625	0.905660377358491	0.0743238013555351	0.115245210180154	0.0643939393939394	0.140971904875062	0.884754789819846	0.925676198644465
bgs	V1_c1.5	emmax	A_unrestricted_marker	2	30	288	318	256	26	1621446	1621446	824393	1	1	0.0943396226415094	0.1015625	0.905660377358491	0.0743238013555351	0.115245210180154	0.0643939393939394	0.140971904875062	0.884754789819846	0.925676198644465
