tag	cell	rep	env	method	r2_axes	mantel_r	n_pop	n_regions	n_FP	fp_prop	any_fp	mean_null
bgs	V0.5_c2	6	5	emmax_simes	0.898344930971625	0.436504289768514	80	11	11	1	1	43.43
bgs	V0.5_c2	6	6	emmax_consensus	0.887228499003404	0.372289598937837	80	11	11	1	1	33.525
bgs	V0.5_c2	6	6	emmax_simes	0.887228499003404	0.372289598937837	80	14	14	1	1	36.14
bgs	V0.5_c2	6	7	emmax_consensus	0.929572023586744	0.500215351604408	80	8	8	1	1	36.915
bgs	V0.5_c2	6	7	emmax_simes	0.929572023586744	0.500215351604408	80	17	16	0.941176470588235	1	42.555
bgs	V0.5_c2	6	8	emmax_consensus	0.883428520416713	0.313214893212348	80	18	17	0.944444444444444	1	38.445
bgs	V0.5_c2	6	8	emmax_simes	0.883428520416713	0.313214893212348	80	14	13	0.928571428571429	1	40.695
bgs	V0.5_c2	6	9	emmax_consensus	0.862398586911643	0.40802985264673	80	4	4	1	1	33.68
bgs	V0.5_c2	6	9	emmax_simes	0.862398586911643	0.40802985264673	80	3	3	1	1	36.93
bgs	V0.5_c2	6	10	emmax_consensus	0.843281985092048	0.372063318116827	80	11	11	1	1	30.535
bgs	V0.5_c2	6	10	emmax_simes	0.843281985092048	0.372063318116827	80	17	17	1	1	33.025
bgs	V0.5_c2	8	1	emmax_consensus	0.90349281193833	0.531444497116458	80	0	0		0	29.56
bgs	V0.5_c2	8	1	emmax_simes	0.90349281193833	0.531444497116458	80	0	0		0	31.37
bgs	V0.5_c2	8	2	emmax_consensus	0.929727809173891	0.486717490872237	80	14	14	1	1	36.735
bgs	V0.5_c2	8	2	emmax_simes	0.929727809173891	0.486717490872237	80	19	19	1	1	37.98
bgs	V0.5_c2	8	3	emmax_consensus	0.939490337486578	0.545280439480894	80	22	22	1	1	33.3
bgs	V0.5_c2	8	3	emmax_simes	0.939490337486578	0.545280439480894	80	31	30	0.967741935483871	1	35.155
bgs	V0.5_c2	8	4	emmax_consensus	0.886470865420566	0.50463921254959	80	6	5	0.833333333333333	1	35.74
bgs	V0.5_c2	8	4	emmax_simes	0.886470865420566	0.50463921254959	80	24	23	0.958333333333333	1	38.83
bgs	V0.5_c2	8	5	emmax_consensus	0.891889145944287	0.450588524072627	80	4	4	1	1	42.425
bgs	V0.5_c2	8	5	emmax_simes	0.891889145944287	0.450588524072627	80	2	2	1	1	44.76
bgs	V0.5_c2	8	6	emmax_consensus	0.888531392972783	0.35943957740945	80	15	15	1	1	30.805
bgs	V0.5_c2	8	6	emmax_simes	0.888531392972783	0.35943957740945	80	17	17	1	1	31.605
bgs	V0.5_c2	8	7	emmax_consensus	0.918260909652002	0.482972192523765	80	16	15	0.9375	1	40.605
bgs	V0.5_c2	8	7	emmax_simes	0.918260909652002	0.482972192523765	80	35	34	0.971428571428571	1	43.85
bgs	V0.5_c2	8	8	emmax_consensus	0.858054151517369	0.333319656334633	80	11	11	1	1	36.975
bgs	V0.5_c2	8	8	emmax_simes	0.858054151517369	0.333319656334633	80	12	12	1	1	36.105
bgs	V0.5_c2	8	9	emmax_consensus	0.842879797779658	0.41223824075927	80	1	1	1	1	32.85
bgs	V0.5_c2	8	9	emmax_simes	0.842879797779658	0.41223824075927	80	0	0		0	33.35
bgs	V0.5_c2	8	10	emmax_consensus	0.849172626286197	0.360545620558477	80	6	6	1	1	26.895
bgs	V0.5_c2	8	10	emmax_simes	0.849172626286197	0.360545620558477	80	8	8	1	1	30.065
bgs	V0.5_c2	10	1	emmax_consensus	0.900816424201632	0.531854655118415	80	0	0		0	29.355
bgs	V0.5_c2	10	1	emmax_simes	0.900816424201632	0.531854655118415	80	0	0		0	31.3
bgs	V0.5_c2	10	2	emmax_consensus	0.918082647789378	0.481469926106296	80	15	13	0.866666666666667	1	36.355
bgs	V0.5_c2	10	2	emmax_simes	0.918082647789378	0.481469926106296	80	19	17	0.894736842105263	1	37.245
bgs	V0.5_c2	10	3	emmax_consensus	0.928765708258297	0.543127867963617	80	24	24	1	1	35.39
bgs	V0.5_c2	10	3	emmax_simes	0.928765708258297	0.543127867963617	80	25	25	1	1	37.115
bgs	V0.5_c2	10	4	emmax_consensus	0.89086090952377	0.501911458640321	80	2	2	1	1	27.73
bgs	V0.5_c2	10	4	emmax_simes	0.89086090952377	0.501911458640321	80	11	11	1	1	31.05
bgs	V0.5_c2	10	5	emmax_consensus	0.89972843417522	0.456753352775134	80	10	10	1	1	49.16
bgs	V0.5_c2	10	5	emmax_simes	0.89972843417522	0.456753352775134	80	18	18	1	1	47.54
bgs	V0.5_c2	10	6	emmax_consensus	0.880413065438668	0.359612998835485	80	15	15	1	1	32.125
bgs	V0.5_c2	10	6	emmax_simes	0.880413065438668	0.359612998835485	80	24	24	1	1	33.51
bgs	V0.5_c2	10	7	emmax_consensus	0.927309913296005	0.481226197967526	80	3	3	1	1	43.675
bgs	V0.5_c2	10	7	emmax_simes	0.927309913296005	0.481226197967526	80	16	15	0.9375	1	44.19
bgs	V0.5_c2	10	8	emmax_consensus	0.859670710315421	0.323082550859212	80	15	15	1	1	36.145
bgs	V0.5_c2	10	8	emmax_simes	0.859670710315421	0.323082550859212	80	19	18	0.947368421052632	1	35.69
bgs	V0.5_c2	10	9	emmax_consensus	0.850986794125555	0.41189854913806	80	0	0		0	31.79
bgs	V0.5_c2	10	9	emmax_simes	0.850986794125555	0.41189854913806	80	0	0		0	34.34
bgs	V0.5_c2	10	10	emmax_consensus	0.849708722977668	0.350779485293176	80	8	8	1	1	29.45
bgs	V0.5_c2	10	10	emmax_simes	0.849708722977668	0.350779485293176	80	9	9	1	1	31.3
bgs	V1_c1	1	1	emmax_consensus	0.868293365862574	0.48301732785061	80	1	1	1	1	0.105
bgs	V1_c1	1	1	emmax_simes	0.868293365862574	0.48301732785061	80	1	1	1	1	0.105
bgs	V1_c1	1	2	emmax_consensus	0.920083172758874	0.444576402869225	80	2	1	0.5	1	0.52
bgs	V1_c1	1	2	emmax_simes	0.920083172758874	0.444576402869225	80	1	0	0	0	0.475
bgs	V1_c1	1	3	emmax_consensus	0.906872533584495	0.537149512702677	80	0	0		0	0.07
bgs	V1_c1	1	3	emmax_simes	0.906872533584495	0.537149512702677	80	1	0	0	0	0.11
bgs	V1_c1	1	4	emmax_consensus	0.878116445165877	0.489334136258973	80	3	1	0.333333333333333	1	0.295
bgs	V1_c1	1	4	emmax_simes	0.878116445165877	0.489334136258973	80	3	1	0.333333333333333	1	0.2
bgs	V1_c1	1	5	emmax_consensus	0.880174422791857	0.413135939662642	80	1	0	0	0	0.385
bgs	V1_c1	1	5	emmax_simes	0.880174422791857	0.413135939662642	80	1	0	0	0	0.39
bgs	V1_c1	1	6	emmax_consensus	0.879608010587678	0.311310644748456	80	1	0	0	0	0.445
bgs	V1_c1	1	6	emmax_simes	0.879608010587678	0.311310644748456	80	0	0		0	0.325
bgs	V1_c1	1	7	emmax_consensus	0.882286148094823	0.354126771540219	80	2	1	0.5	1	1.025
bgs	V1_c1	1	7	emmax_simes	0.882286148094823	0.354126771540219	80	2	1	0.5	1	0.9
bgs	V1_c1	1	8	emmax_consensus	0.82182919065917	0.283046855114109	80	0	0		0	0.015
bgs	V1_c1	1	8	emmax_simes	0.82182919065917	0.283046855114109	80	0	0		0	0
bgs	V1_c1	1	9	emmax_consensus	0.801684404697821	0.356086334688004	80	0	0		0	0.16
bgs	V1_c1	1	9	emmax_simes	0.801684404697821	0.356086334688004	80	0	0		0	0.165
bgs	V1_c1	1	10	emmax_consensus	0.80117883456449	0.330036861030664	80	0	0		0	0.125
bgs	V1_c1	1	10	emmax_simes	0.80117883456449	0.330036861030664	80	1	1	1	1	0.32
bgs	V1_c1	2	1	emmax_consensus	0.868052799735026	0.523011395338024	80	0	0		0	0.325
bgs	V1_c1	2	1	emmax_simes	0.868052799735026	0.523011395338024	80	2	1	0.5	1	0.44
bgs	V1_c1	2	2	emmax_consensus	0.91960335938597	0.457458666490751	80	7	6	0.857142857142857	1	0.075
bgs	V1_c1	2	2	emmax_simes	0.91960335938597	0.457458666490751	80	6	5	0.833333333333333	1	0.28
bgs	V1_c1	2	3	emmax_consensus	0.915341052054559	0.559607596314579	80	2	0	0	0	0.12
bgs	V1_c1	2	3	emmax_simes	0.915341052054559	0.559607596314579	80	2	0	0	0	0.065
bgs	V1_c1	2	4	emmax_consensus	0.869430824501041	0.499968800497095	80	3	0	0	0	0.445
bgs	V1_c1	2	4	emmax_simes	0.869430824501041	0.499968800497095	80	4	1	0.25	1	0.5
bgs	V1_c1	2	5	emmax_consensus	0.86031952121921	0.398232383192913	80	0	0		0	0.11
bgs	V1_c1	2	5	emmax_simes	0.86031952121921	0.398232383192913	80	0	0		0	0.195
bgs	V1_c1	2	6	emmax_consensus	0.886994634094495	0.368127597085386	80	1	0	0	0	0.115
bgs	V1_c1	2	6	emmax_simes	0.886994634094495	0.368127597085386	80	1	0	0	0	0.08
bgs	V1_c1	2	7	emmax_consensus	0.889592612404324	0.374498456496928	80	1	0	0	0	0.475
bgs	V1_c1	2	7	emmax_simes	0.889592612404324	0.374498456496928	80	1	0	0	0	0.435
bgs	V1_c1	2	8	emmax_consensus	0.851557589232031	0.35001415012256	80	2	2	1	1	0.655
bgs	V1_c1	2	8	emmax_simes	0.851557589232031	0.35001415012256	80	1	1	1	1	0.795
bgs	V1_c1	2	9	emmax_consensus	0.834786546264969	0.357780274516758	80	1	0	0	0	0.175
bgs	V1_c1	2	9	emmax_simes	0.834786546264969	0.357780274516758	80	4	3	0.75	1	0.08
bgs	V1_c1	2	10	emmax_consensus	0.827369833923398	0.336707836474414	80	0	0		0	0.185
bgs	V1_c1	2	10	emmax_simes	0.827369833923398	0.336707836474414	80	0	0		0	0.135
bgs	V1_c1	4	1	emmax_consensus	0.870184610188413	0.486572685900967	80	0	0		0	0.38
bgs	V1_c1	4	1	emmax_simes	0.870184610188413	0.486572685900967	80	0	0		0	0.42
bgs	V1_c1	4	2	emmax_consensus	0.89143371968521	0.446228271401147	80	2	0	0	0	0.46
bgs	V1_c1	4	2	emmax_simes	0.89143371968521	0.446228271401147	80	2	0	0	0	0.57
bgs	V1_c1	4	3	emmax_consensus	0.908443509930124	0.541100165088773	80	0	0		0	0.625
bgs	V1_c1	4	3	emmax_simes	0.908443509930124	0.541100165088773	80	0	0		0	0.75
bgs	V1_c1	4	4	emmax_consensus	0.862670230429121	0.459015072873861	80	2	0	0	0	0.11
bgs	V1_c1	4	4	emmax_simes	0.862670230429121	0.459015072873861	80	2	0	0	0	0.11
bgs	V1_c1	4	5	emmax_consensus	0.894044864241583	0.424858659138766	80	1	1	1	1	0.635
bgs	V1_c1	4	5	emmax_simes	0.894044864241583	0.424858659138766	80	0	0		0	0.55
bgs	V1_c1	4	6	emmax_consensus	0.884839791397889	0.333636636086883	80	1	1	1	1	0.01
bgs	V1_c1	4	6	emmax_simes	0.884839791397889	0.333636636086883	80	0	0		0	0.02
bgs	V1_c1	4	7	emmax_consensus	0.695537610601691	0.352507988850488	80	1	0	0	0	1.265
bgs	V1_c1	4	7	emmax_simes	0.695537610601691	0.352507988850488	80	1	0	0	0	1.05
bgs	V1_c1	4	8	emmax_consensus	0.825075532559887	0.292535960859355	80	0	0		0	0.37
bgs	V1_c1	4	8	emmax_simes	0.825075532559887	0.292535960859355	80	0	0		0	0.305
bgs	V1_c1	4	9	emmax_consensus	0.822630843358873	0.341904939372881	80	0	0		0	0.155
bgs	V1_c1	4	9	emmax_simes	0.822630843358873	0.341904939372881	80	0	0		0	0.07
bgs	V1_c1	4	10	emmax_consensus	0.74678686915448	0.360558730296155	80	1	1	1	1	1.09
bgs	V1_c1	4	10	emmax_simes	0.74678686915448	0.360558730296155	80	0	0		0	1.02
bgs	V1_c1	9	1	emmax_consensus	0.88534897290375	0.51993430533703	80	4	2	0.5	1	0.335
bgs	V1_c1	9	1	emmax_simes	0.88534897290375	0.51993430533703	80	7	4	0.571428571428571	1	0.28
bgs	V1_c1	9	2	emmax_consensus	0.912425261509911	0.44759664815546	80	2	1	0.5	1	0.39
bgs	V1_c1	9	2	emmax_simes	0.912425261509911	0.44759664815546	80	2	1	0.5	1	0.335
bgs	V1_c1	9	3	emmax_consensus	0.913852838861147	0.562335553991299	80	0	0		0	0.165
bgs	V1_c1	9	3	emmax_simes	0.913852838861147	0.562335553991299	80	2	1	0.5	1	0.165
bgs	V1_c1	9	4	emmax_consensus	0.891895251747502	0.515966881449356	80	1	0	0	0	0.225
bgs	V1_c1	9	4	emmax_simes	0.891895251747502	0.515966881449356	80	1	0	0	0	0.255
bgs	V1_c1	9	5	emmax_consensus	0.876007881020308	0.418734986439116	80	3	0	0	0	0.135
bgs	V1_c1	9	5	emmax_simes	0.876007881020308	0.418734986439116	80	3	0	0	0	0.08
bgs	V1_c1	9	6	emmax_consensus	0.877853304215157	0.344660159556167	80	1	0	0	0	1.06
bgs	V1_c1	9	6	emmax_simes	0.877853304215157	0.344660159556167	80	1	0	0	0	0.87
bgs	V1_c1	9	7	emmax_consensus	0.901107523192106	0.390902619610365	80	5	3	0.6	1	0.015
bgs	V1_c1	9	7	emmax_simes	0.901107523192106	0.390902619610365	80	5	3	0.6	1	0.075
bgs	V1_c1	9	8	emmax_consensus	0.839670458031243	0.313069897854744	80	0	0		0	0.14
bgs	V1_c1	9	8	emmax_simes	0.839670458031243	0.313069897854744	80	0	0		0	0.06
bgs	V1_c1	9	9	emmax_consensus	0.814011597728693	0.340220119486482	80	0	0		0	1.35
bgs	V1_c1	9	9	emmax_simes	0.814011597728693	0.340220119486482	80	0	0		0	1.17
bgs	V1_c1	9	10	emmax_consensus	0.797892275848219	0.339437547027295	80	3	2	0.666666666666667	1	0.415
bgs	V1_c1	9	10	emmax_simes	0.797892275848219	0.339437547027295	80	3	2	0.666666666666667	1	0.24
bgs	V1_c1	10	1	emmax_consensus	0.900665823422982	0.534112296583441	80	1	1	1	1	0.01
bgs	V1_c1	10	1	emmax_simes	0.900665823422982	0.534112296583441	80	1	1	1	1	0
bgs	V1_c1	10	2	emmax_consensus	0.907129557479826	0.43262980915147	80	2	1	0.5	1	0.825
bgs	V1_c1	10	2	emmax_simes	0.907129557479826	0.43262980915147	80	0	0		0	0.51
bgs	V1_c1	10	3	emmax_consensus	0.913365181197771	0.531876794887094	80	2	0	0	0	0.63
bgs	V1_c1	10	3	emmax_simes	0.913365181197771	0.531876794887094	80	1	0	0	0	0.37
bgs	V1_c1	10	4	emmax_consensus	0.861385797272832	0.480490514227645	80	1	0	0	0	0.29
bgs	V1_c1	10	4	emmax_simes	0.861385797272832	0.480490514227645	80	1	0	0	0	0.215
bgs	V1_c1	10	5	emmax_consensus	0.855509324437459	0.398627650572639	80	1	0	0	0	0.62
bgs	V1_c1	10	5	emmax_simes	0.855509324437459	0.398627650572639	80	1	0	0	0	0.47
bgs	V1_c1	10	6	emmax_consensus	0.871635286787697	0.360378171020875	80	0	0		0	0
bgs	V1_c1	10	6	emmax_simes	0.871635286787697	0.360378171020875	80	1	0	0	0	0
bgs	V1_c1	10	7	emmax_consensus	0.905590313019665	0.427538509959952	80	1	0	0	0	0.3
bgs	V1_c1	10	7	emmax_simes	0.905590313019665	0.427538509959952	80	1	0	0	0	0.28
bgs	V1_c1	10	8	emmax_consensus	0.83985323017619	0.31343706113965	80	4	2	0.5	1	0.215
bgs	V1_c1	10	8	emmax_simes	0.83985323017619	0.31343706113965	80	6	3	0.5	1	0.37
bgs	V1_c1	10	9	emmax_consensus	0.814867884097684	0.302975639693636	80	1	0	0	0	0.405
bgs	V1_c1	10	9	emmax_simes	0.814867884097684	0.302975639693636	80	1	0	0	0	0.405
bgs	V1_c1	10	10	emmax_consensus	0.802442578617251	0.327901575184124	80	1	0	0	0	0.07
bgs	V1_c1	10	10	emmax_simes	0.802442578617251	0.327901575184124	80	1	0	0	0	0.12
bgs	V1_c1.5	2	1	emmax_consensus	0.892003562417288	0.546284307344211	80	0	0		0	5.705
bgs	V1_c1.5	2	1	emmax_simes	0.892003562417288	0.546284307344211	80	1	0	0	0	3.875
bgs	V1_c1.5	2	2	emmax_consensus	0.932278180446807	0.465486779849517	80	2	2	1	1	9.795
bgs	V1_c1.5	2	2	emmax_simes	0.932278180446807	0.465486779849517	80	2	2	1	1	7.03
bgs	V1_c1.5	2	3	emmax_consensus	0.939618906993613	0.547735395200624	80	2	2	1	1	10.28
bgs	V1_c1.5	2	3	emmax_simes	0.939618906993613	0.547735395200624	80	3	3	1	1	8.465
bgs	V1_c1.5	2	4	emmax_consensus	0.88522581949144	0.508472771421993	80	0	0		0	9.125
bgs	V1_c1.5	2	4	emmax_simes	0.88522581949144	0.508472771421993	80	0	0		0	7.335
bgs	V1_c1.5	2	5	emmax_consensus	0.899617054188279	0.449468901777772	80	0	0		0	14.11
bgs	V1_c1.5	2	5	emmax_simes	0.899617054188279	0.449468901777772	80	0	0		0	12.86
bgs	V1_c1.5	2	6	emmax_consensus	0.891370262123806	0.365742421764843	80	0	0		0	12.845
bgs	V1_c1.5	2	6	emmax_simes	0.891370262123806	0.365742421764843	80	1	1	1	1	10.49
bgs	V1_c1.5	2	7	emmax_consensus	0.923456678063972	0.420460748299585	80	0	0		0	14.265
bgs	V1_c1.5	2	7	emmax_simes	0.923456678063972	0.420460748299585	80	0	0		0	10.495
bgs	V1_c1.5	2	8	emmax_consensus	0.860724585307853	0.3227196189636	80	3	3	1	1	10.615
bgs	V1_c1.5	2	8	emmax_simes	0.860724585307853	0.3227196189636	80	2	2	1	1	9.16
bgs	V1_c1.5	2	9	emmax_consensus	0.865296821004657	0.411124396338929	80	0	0		0	10.41
bgs	V1_c1.5	2	9	emmax_simes	0.865296821004657	0.411124396338929	80	0	0		0	8.07
bgs	V1_c1.5	2	10	emmax_consensus	0.841934210843705	0.337557684212444	80	0	0		0	11.465
bgs	V1_c1.5	2	10	emmax_simes	0.841934210843705	0.337557684212444	80	0	0		0	8.485
bgs	V1_c1.5	4	1	emmax_consensus	0.898878809391333	0.54746569048616	80	0	0		0	5.87
bgs	V1_c1.5	4	1	emmax_simes	0.898878809391333	0.54746569048616	80	0	0		0	4.94
bgs	V1_c1.5	4	2	emmax_consensus	0.936098511324344	0.500314717596	80	9	8	0.888888888888889	1	12.475
bgs	V1_c1.5	4	2	emmax_simes	0.936098511324344	0.500314717596	80	5	4	0.8	1	10.37
bgs	V1_c1.5	4	3	emmax_consensus	0.927059759323649	0.569907806484059	80	3	3	1	1	10.945
bgs	V1_c1.5	4	3	emmax_simes	0.927059759323649	0.569907806484059	80	0	0		0	9.35
bgs	V1_c1.5	4	4	emmax_consensus	0.903120022766318	0.547991343189367	80	0	0		0	7.385
bgs	V1_c1.5	4	4	emmax_simes	0.903120022766318	0.547991343189367	80	0	0		0	5.755
bgs	V1_c1.5	4	5	emmax_consensus	0.915036972629833	0.429717627867074	80	2	2	1	1	13.07
bgs	V1_c1.5	4	5	emmax_simes	0.915036972629833	0.429717627867074	80	1	1	1	1	10.785
bgs	V1_c1.5	4	6	emmax_consensus	0.880291142577241	0.370829324302104	80	3	2	0.666666666666667	1	11.635
bgs	V1_c1.5	4	6	emmax_simes	0.880291142577241	0.370829324302104	80	5	4	0.8	1	9.245
bgs	V1_c1.5	4	7	emmax_consensus	0.932887963386951	0.424563338961651	80	0	0		0	11.305
bgs	V1_c1.5	4	7	emmax_simes	0.932887963386951	0.424563338961651	80	1	0	0	0	9.96
bgs	V1_c1.5	4	8	emmax_consensus	0.863831570899709	0.336551212944232	80	5	4	0.8	1	7.565
bgs	V1_c1.5	4	8	emmax_simes	0.863831570899709	0.336551212944232	80	5	4	0.8	1	6.62
bgs	V1_c1.5	4	9	emmax_consensus	0.835846569594259	0.387913877136698	80	2	1	0.5	1	8.375
bgs	V1_c1.5	4	9	emmax_simes	0.835846569594259	0.387913877136698	80	0	0		0	7.465
bgs	V1_c1.5	4	10	emmax_consensus	0.843230423859102	0.361294124872136	80	0	0		0	8.255
bgs	V1_c1.5	4	10	emmax_simes	0.843230423859102	0.361294124872136	80	0	0		0	6.23
bgs	V1_c1.5	6	1	emmax_consensus	0.894349638483397	0.550991956728652	80	0	0		0	6.275
bgs	V1_c1.5	6	1	emmax_simes	0.894349638483397	0.550991956728652	80	0	0		0	5.02
bgs	V1_c1.5	6	2	emmax_consensus	0.916964203681408	0.482129030407513	80	3	2	0.666666666666667	1	12.025
bgs	V1_c1.5	6	2	emmax_simes	0.916964203681408	0.482129030407513	80	4	3	0.75	1	10.465
bgs	V1_c1.5	6	3	emmax_consensus	0.932561723588907	0.549464311792243	80	1	1	1	1	7.895
bgs	V1_c1.5	6	3	emmax_simes	0.932561723588907	0.549464311792243	80	0	0		0	6.5
bgs	V1_c1.5	6	4	emmax_consensus	0.897053636961823	0.515442360630602	80	0	0		0	6.085
bgs	V1_c1.5	6	4	emmax_simes	0.897053636961823	0.515442360630602	80	0	0		0	5.365
bgs	V1_c1.5	6	5	emmax_consensus	0.891167174816184	0.422093242457625	80	0	0		0	12.335
bgs	V1_c1.5	6	5	emmax_simes	0.891167174816184	0.422093242457625	80	1	1	1	1	8.17
bgs	V1_c1.5	6	6	emmax_consensus	0.886013600836177	0.376623918979678	80	6	5	0.833333333333333	1	11.55
bgs	V1_c1.5	6	6	emmax_simes	0.886013600836177	0.376623918979678	80	12	11	0.916666666666667	1	8.99
bgs	V1_c1.5	6	7	emmax_consensus	0.93072321440122	0.419510434018717	80	0	0		0	12.805
bgs	V1_c1.5	6	7	emmax_simes	0.93072321440122	0.419510434018717	80	1	1	1	1	10.115
bgs	V1_c1.5	6	8	emmax_consensus	0.864061800002617	0.337375316840451	80	9	8	0.888888888888889	1	14.02
bgs	V1_c1.5	6	8	emmax_simes	0.864061800002617	0.337375316840451	80	14	13	0.928571428571429	1	10.265
bgs	V1_c1.5	6	9	emmax_consensus	0.844911722641465	0.373648163309089	80	0	0		0	11.145
bgs	V1_c1.5	6	9	emmax_simes	0.844911722641465	0.373648163309089	80	0	0		0	9.295
bgs	V1_c1.5	6	10	emmax_consensus	0.84149584357816	0.389504909332371	80	2	2	1	1	6.965
bgs	V1_c1.5	6	10	emmax_simes	0.84149584357816	0.389504909332371	80	1	1	1	1	5.865
bgs	V1_c1.5	8	1	emmax_consensus	0.888533363208369	0.527795446303256	80	0	0		0	10.04
bgs	V1_c1.5	8	1	emmax_simes	0.888533363208369	0.527795446303256	80	1	1	1	1	7.22
bgs	V1_c1.5	8	2	emmax_consensus	0.930278331578182	0.492110605570393	80	5	3	0.6	1	13.4
bgs	V1_c1.5	8	2	emmax_simes	0.930278331578182	0.492110605570393	80	10	8	0.8	1	10.87
bgs	V1_c1.5	8	3	emmax_consensus	0.934168151838728	0.566967154843552	80	0	0		0	9.88
bgs	V1_c1.5	8	3	emmax_simes	0.934168151838728	0.566967154843552	80	0	0		0	8.03
bgs	V1_c1.5	8	4	emmax_consensus	0.894692013824026	0.508186884464747	80	0	0		0	7.275
bgs	V1_c1.5	8	4	emmax_simes	0.894692013824026	0.508186884464747	80	0	0		0	5.4
bgs	V1_c1.5	8	5	emmax_consensus	0.884371338191014	0.417185477400752	80	2	2	1	1	13.38
bgs	V1_c1.5	8	5	emmax_simes	0.884371338191014	0.417185477400752	80	0	0		0	9.855
bgs	V1_c1.5	8	6	emmax_consensus	0.893155483594184	0.388621011831962	80	3	3	1	1	12.37
bgs	V1_c1.5	8	6	emmax_simes	0.893155483594184	0.388621011831962	80	2	2	1	1	11.08
bgs	V1_c1.5	8	7	emmax_consensus	0.928633555781958	0.432629911957025	80	4	3	0.75	1	11.165
bgs	V1_c1.5	8	7	emmax_simes	0.928633555781958	0.432629911957025	80	2	1	0.5	1	9.03
bgs	V1_c1.5	8	8	emmax_consensus	0.840949305228873	0.337541411296412	80	1	1	1	1	10.645
bgs	V1_c1.5	8	8	emmax_simes	0.840949305228873	0.337541411296412	80	1	1	1	1	8.43
bgs	V1_c1.5	8	9	emmax_consensus	0.848295356309899	0.373895435274707	80	0	0		0	7.98
bgs	V1_c1.5	8	9	emmax_simes	0.848295356309899	0.373895435274707	80	0	0		0	5.845
bgs	V1_c1.5	8	10	emmax_consensus	0.827542522015803	0.366738037395565	80	5	5	1	1	9.795
bgs	V1_c1.5	8	10	emmax_simes	0.827542522015803	0.366738037395565	80	2	2	1	1	6.485
bgs	V1_c1.5	10	1	emmax_consensus	0.890608020489261	0.559160701281418	80	1	0	0	0	9.385
bgs	V1_c1.5	10	1	emmax_simes	0.890608020489261	0.559160701281418	80	1	0	0	0	7.255
bgs	V1_c1.5	10	2	emmax_consensus	0.921786626857169	0.482706162828333	80	7	7	1	1	9.12
bgs	V1_c1.5	10	2	emmax_simes	0.921786626857169	0.482706162828333	80	7	7	1	1	6.385
bgs	V1_c1.5	10	3	emmax_consensus	0.943139482292662	0.576118382043533	80	7	6	0.857142857142857	1	9.12
bgs	V1_c1.5	10	3	emmax_simes	0.943139482292662	0.576118382043533	80	3	3	1	1	7.045
bgs	V1_c1.5	10	4	emmax_consensus	0.888221268781924	0.513032437218866	80	0	0		0	9.34
bgs	V1_c1.5	10	4	emmax_simes	0.888221268781924	0.513032437218866	80	0	0		0	6.695
bgs	V1_c1.5	10	5	emmax_consensus	0.895568299111735	0.435824549235195	80	0	0		0	11.235
bgs	V1_c1.5	10	5	emmax_simes	0.895568299111735	0.435824549235195	80	0	0		0	9.645
bgs	V1_c1.5	10	6	emmax_consensus	0.910269418753208	0.367161437829067	80	1	1	1	1	10.875
bgs	V1_c1.5	10	6	emmax_simes	0.910269418753208	0.367161437829067	80	4	4	1	1	8.745
bgs	V1_c1.5	10	7	emmax_consensus	0.928714500504316	0.425776980681085	80	0	0		0	13.515
bgs	V1_c1.5	10	7	emmax_simes	0.928714500504316	0.425776980681085	80	0	0		0	9.66
bgs	V1_c1.5	10	8	emmax_consensus	0.86198807214946	0.329408983906633	80	1	1	1	1	12.01
bgs	V1_c1.5	10	8	emmax_simes	0.86198807214946	0.329408983906633	80	4	4	1	1	9.485
bgs	V1_c1.5	10	9	emmax_consensus	0.852549016063326	0.358890972117211	80	0	0		0	11.35
bgs	V1_c1.5	10	9	emmax_simes	0.852549016063326	0.358890972117211	80	1	1	1	1	8.45
bgs	V1_c1.5	10	10	emmax_consensus	0.833568455523718	0.360643490928071	80	0	0		0	11.325
bgs	V1_c1.5	10	10	emmax_simes	0.833568455523718	0.360643490928071	80	0	0		0	9.885
bgs	V2_c1	1	1	emmax_consensus	0.858140529288268	0.473828779453578	80	0	0		0	0.2
bgs	V2_c1	1	1	emmax_simes	0.858140529288268	0.473828779453578	80	0	0		0	0.17
bgs	V2_c1	1	2	emmax_consensus	0.913816017126638	0.46028462800805	80	7	5	0.714285714285714	1	0.505
bgs	V2_c1	1	2	emmax_simes	0.913816017126638	0.46028462800805	80	6	4	0.666666666666667	1	0.465
bgs	V2_c1	1	3	emmax_consensus	0.912745784831248	0.509673205112876	80	1	1	1	1	0.19
bgs	V2_c1	1	3	emmax_simes	0.912745784831248	0.509673205112876	80	2	2	1	1	0.135
bgs	V2_c1	1	4	emmax_consensus	0.886466567172947	0.502654337761032	80	0	0		0	0.285
bgs	V2_c1	1	4	emmax_simes	0.886466567172947	0.502654337761032	80	0	0		0	0.35
bgs	V2_c1	1	5	emmax_consensus	0.858153001273313	0.390984649018017	80	0	0		0	0.265
bgs	V2_c1	1	5	emmax_simes	0.858153001273313	0.390984649018017	80	0	0		0	0.165
bgs	V2_c1	1	6	emmax_consensus	0.870671641249624	0.332991561112415	80	0	0		0	0.325
bgs	V2_c1	1	6	emmax_simes	0.870671641249624	0.332991561112415	80	0	0		0	0.28
bgs	V2_c1	1	7	emmax_consensus	0.908535654520742	0.372573252924587	80	1	0	0	0	0.265
