tag	cell	rep	method	scheme	sum_E_null	sum_n_obs	sum_TP	sum_FP	n_envs	R_null_obs	FDP_truth	above_one
bgs	V1_c1.5	8	EMMAX Simes	Group permutation	19.515	18	3	15	10	1.08416666666667	0.833333333333333	TRUE
bgs	V1_c1.5	8	EMMAX Simes	Kinship-matched (MVN)	0.475	18	3	15	10	0.0263888888888889	0.833333333333333	FALSE
bgs	V1_c1.5	8	EMMAX Simes	Spatial MVN	82.245	18	3	15	10	4.56916666666667	0.833333333333333	TRUE
bgs	V1_c1.5	10	EMMAX consensus	Group permutation	13.59	17	2	15	10	0.799411764705882	0.882352941176471	FALSE
bgs	V1_c1.5	10	EMMAX consensus	Kinship-matched (MVN)	0.535	17	2	15	10	0.0314705882352941	0.882352941176471	FALSE
bgs	V1_c1.5	10	EMMAX consensus	Spatial MVN	107.275	17	2	15	10	6.31029411764706	0.882352941176471	TRUE
bgs	V1_c1.5	10	EMMAX Simes	Group permutation	12.865	20	1	19	10	0.64325	0.95	FALSE
bgs	V1_c1.5	10	EMMAX Simes	Kinship-matched (MVN)	0.51	20	1	19	10	0.0255	0.95	FALSE
bgs	V1_c1.5	10	EMMAX Simes	Spatial MVN	83.25	20	1	19	10	4.1625	0.95	TRUE
bgs	V2_c1	1	EMMAX consensus	Group permutation	5.185	9	3	6	10	0.576111111111111	0.666666666666667	FALSE
bgs	V2_c1	1	EMMAX consensus	Kinship-matched (MVN)	0.585	9	3	6	10	0.065	0.666666666666667	FALSE
bgs	V2_c1	1	EMMAX consensus	Spatial MVN	2.76	9	3	6	10	0.306666666666667	0.666666666666667	FALSE
bgs	V2_c1	1	EMMAX Simes	Group permutation	5.58	11	4	7	10	0.507272727272727	0.636363636363636	FALSE
bgs	V2_c1	1	EMMAX Simes	Kinship-matched (MVN)	0.49	11	4	7	10	0.0445454545454546	0.636363636363636	FALSE
bgs	V2_c1	1	EMMAX Simes	Spatial MVN	2.585	11	4	7	10	0.235	0.636363636363636	FALSE
bgs	V2_c1	3	EMMAX consensus	Group permutation	5.07	4	1	3	10	1.2675	0.75	TRUE
bgs	V2_c1	3	EMMAX consensus	Kinship-matched (MVN)	0.43	4	1	3	10	0.1075	0.75	FALSE
bgs	V2_c1	3	EMMAX consensus	Spatial MVN	3.075	4	1	3	10	0.76875	0.75	FALSE
bgs	V2_c1	3	EMMAX Simes	Group permutation	5.25	7	2	5	10	0.75	0.714285714285714	FALSE
bgs	V2_c1	3	EMMAX Simes	Kinship-matched (MVN)	0.39	7	2	5	10	0.0557142857142857	0.714285714285714	FALSE
bgs	V2_c1	3	EMMAX Simes	Spatial MVN	3.085	7	2	5	10	0.440714285714286	0.714285714285714	FALSE
