tag	cell	rep	env	method	scheme	B	mean_null	max_null	n_obs_regions	TP	FP	ratio_null_obs	FDP_truth
bgs	V0.5_c1	2	1	emmax_consensus	group	200	0.175	3	0	0	0		
bgs	V0.5_c1	2	1	emmax_consensus	mvn	200	0.07	2	0	0	0		
bgs	V0.5_c1	2	1	emmax_consensus	spatial	200	0.15	3	0	0	0		
bgs	V0.5_c1	2	1	emmax_simes	group	200	0.145	3	0	0	0		
bgs	V0.5_c1	2	1	emmax_simes	mvn	200	0.065	2	0	0	0		
bgs	V0.5_c1	2	1	emmax_simes	spatial	200	0.125	4	0	0	0		
bgs	V0.5_c1	2	2	emmax_consensus	group	200	2.7	8	5	3	2	0.54	0.4
bgs	V0.5_c1	2	2	emmax_consensus	mvn	200	0.085	4	5	3	2	0.017	0.4
bgs	V0.5_c1	2	2	emmax_consensus	spatial	200	0.31	4	5	3	2	0.062	0.4
bgs	V0.5_c1	2	2	emmax_simes	group	200	2.35	6	2	2	0	1.175	0
bgs	V0.5_c1	2	2	emmax_simes	mvn	200	0.025	2	2	2	0	0.0125	0
bgs	V0.5_c1	2	2	emmax_simes	spatial	200	0.27	3	2	2	0	0.135	0
bgs	V0.5_c1	2	3	emmax_consensus	group	200	4.75	11	2	2	0	2.375	0
bgs	V0.5_c1	2	3	emmax_consensus	mvn	200	0.06	2	2	2	0	0.03	0
bgs	V0.5_c1	2	3	emmax_consensus	spatial	200	1.2	8	2	2	0	0.6	0
bgs	V0.5_c1	2	3	emmax_simes	group	200	4.395	10	2	2	0	2.1975	0
bgs	V0.5_c1	2	3	emmax_simes	mvn	200	0.045	1	2	2	0	0.0225	0
bgs	V0.5_c1	2	3	emmax_simes	spatial	200	1.19	7	2	2	0	0.595	0
bgs	V0.5_c1	2	4	emmax_consensus	group	200	2.355	7	2	1	1	1.1775	0.5
bgs	V0.5_c1	2	4	emmax_consensus	mvn	200	0.08	3	2	1	1	0.04	0.5
bgs	V0.5_c1	2	4	emmax_consensus	spatial	200	0.525	5	2	1	1	0.2625	0.5
bgs	V0.5_c1	2	4	emmax_simes	group	200	2.18	6	1	1	0	2.18	0
bgs	V0.5_c1	2	4	emmax_simes	mvn	200	0.075	3	1	1	0	0.075	0
bgs	V0.5_c1	2	4	emmax_simes	spatial	200	0.64	6	1	1	0	0.64	0
bgs	V0.5_c1	2	5	emmax_consensus	group	200	0.44	4	1	0	1	0.44	1
bgs	V0.5_c1	2	5	emmax_consensus	mvn	200	0.05	2	1	0	1	0.05	1
bgs	V0.5_c1	2	5	emmax_consensus	spatial	200	0.445	3	1	0	1	0.445	1
bgs	V0.5_c1	2	5	emmax_simes	group	200	0.915	4	2	1	1	0.4575	0.5
bgs	V0.5_c1	2	5	emmax_simes	mvn	200	0.05	3	2	1	1	0.025	0.5
bgs	V0.5_c1	2	5	emmax_simes	spatial	200	0.435	4	2	1	1	0.2175	0.5
bgs	V0.5_c1	2	6	emmax_consensus	group	200	0.17	3	0	0	0		
bgs	V0.5_c1	2	6	emmax_consensus	mvn	200	0.04	2	0	0	0		
bgs	V0.5_c1	2	6	emmax_consensus	spatial	200	0.025	1	0	0	0		
bgs	V0.5_c1	2	6	emmax_simes	group	200	0.19	3	0	0	0		
bgs	V0.5_c1	2	6	emmax_simes	mvn	200	0.015	1	0	0	0		
bgs	V0.5_c1	2	6	emmax_simes	spatial	200	0.04	1	0	0	0		
bgs	V0.5_c1	2	7	emmax_consensus	group	200	1.05	2	1	1	0	1.05	0
bgs	V0.5_c1	2	7	emmax_consensus	mvn	200	0.09	2	1	1	0	0.09	0
bgs	V0.5_c1	2	7	emmax_consensus	spatial	200	0.525	7	1	1	0	0.525	0
bgs	V0.5_c1	2	7	emmax_simes	group	200	1.065	2	1	1	0	1.065	0
bgs	V0.5_c1	2	7	emmax_simes	mvn	200	0.095	3	1	1	0	0.095	0
bgs	V0.5_c1	2	7	emmax_simes	spatial	200	0.745	8	1	1	0	0.745	0
bgs	V0.5_c1	2	8	emmax_consensus	group	200	0.825	4	3	0	3	0.275	1
bgs	V0.5_c1	2	8	emmax_consensus	mvn	200	0.085	2	3	0	3	0.0283333333333333	1
bgs	V0.5_c1	2	8	emmax_consensus	spatial	200	0.325	4	3	0	3	0.108333333333333	1
bgs	V0.5_c1	2	8	emmax_simes	group	200	0.635	5	3	0	3	0.211666666666667	1
bgs	V0.5_c1	2	8	emmax_simes	mvn	200	0.1	3	3	0	3	0.0333333333333333	1
bgs	V0.5_c1	2	8	emmax_simes	spatial	200	0.235	4	3	0	3	0.0783333333333333	1
bgs	V0.5_c1	2	9	emmax_consensus	group	200	0.125	2	0	0	0		
bgs	V0.5_c1	2	9	emmax_consensus	mvn	200	0.065	2	0	0	0		
bgs	V0.5_c1	2	9	emmax_consensus	spatial	200	0.195	3	0	0	0		
bgs	V0.5_c1	2	9	emmax_simes	group	200	0.05	2	0	0	0		
bgs	V0.5_c1	2	9	emmax_simes	mvn	200	0.045	1	0	0	0		
bgs	V0.5_c1	2	9	emmax_simes	spatial	200	0.205	5	0	0	0		
bgs	V0.5_c1	2	10	emmax_consensus	group	200	0.975	4	1	1	0	0.975	0
bgs	V0.5_c1	2	10	emmax_consensus	mvn	200	0.045	2	1	1	0	0.045	0
bgs	V0.5_c1	2	10	emmax_consensus	spatial	200	0.055	3	1	1	0	0.055	0
bgs	V0.5_c1	2	10	emmax_simes	group	200	0.71	4	2	1	1	0.355	0.5
bgs	V0.5_c1	2	10	emmax_simes	mvn	200	0.06	2	2	1	1	0.03	0.5
bgs	V0.5_c1	2	10	emmax_simes	spatial	200	0.195	3	2	1	1	0.0975	0.5
bgs	V0.5_c1	3	1	emmax_consensus	group	200	3.94	10	4	3	1	0.985	0.25
bgs	V0.5_c1	3	1	emmax_consensus	mvn	200	0.055	2	4	3	1	0.01375	0.25
bgs	V0.5_c1	3	1	emmax_consensus	spatial	200	0.045	2	4	3	1	0.01125	0.25
bgs	V0.5_c1	3	1	emmax_simes	group	200	3.47	11	3	3	0	1.15666666666667	0
bgs	V0.5_c1	3	1	emmax_simes	mvn	200	0.05	2	3	3	0	0.0166666666666667	0
bgs	V0.5_c1	3	1	emmax_simes	spatial	200	0.045	1	3	3	0	0.015	0
bgs	V0.5_c1	3	2	emmax_consensus	group	200	3.11	9	1	1	0	3.11	0
bgs	V0.5_c1	3	2	emmax_consensus	mvn	200	0.03	2	1	1	0	0.03	0
bgs	V0.5_c1	3	2	emmax_consensus	spatial	200	1.435	8	1	1	0	1.435	0
bgs	V0.5_c1	3	2	emmax_simes	group	200	2.68	9	1	1	0	2.68	0
bgs	V0.5_c1	3	2	emmax_simes	mvn	200	0.035	2	1	1	0	0.035	0
bgs	V0.5_c1	3	2	emmax_simes	spatial	200	1.305	8	1	1	0	1.305	0
bgs	V0.5_c1	3	3	emmax_consensus	group	200	1.18	4	1	1	0	1.18	0
bgs	V0.5_c1	3	3	emmax_consensus	mvn	200	0.08	2	1	1	0	0.08	0
bgs	V0.5_c1	3	3	emmax_consensus	spatial	200	0.275	4	1	1	0	0.275	0
bgs	V0.5_c1	3	3	emmax_simes	group	200	0.99	4	1	1	0	0.99	0
bgs	V0.5_c1	3	3	emmax_simes	mvn	200	0.065	3	1	1	0	0.065	0
bgs	V0.5_c1	3	3	emmax_simes	spatial	200	0.325	5	1	1	0	0.325	0
bgs	V0.5_c1	3	4	emmax_consensus	group	200	1.055	5	1	1	0	1.055	0
bgs	V0.5_c1	3	4	emmax_consensus	mvn	200	0.05	1	1	1	0	0.05	0
bgs	V0.5_c1	3	4	emmax_consensus	spatial	200	1.255	6	1	1	0	1.255	0
bgs	V0.5_c1	3	4	emmax_simes	group	200	0.92	4	1	1	0	0.92	0
bgs	V0.5_c1	3	4	emmax_simes	mvn	200	0.065	2	1	1	0	0.065	0
bgs	V0.5_c1	3	4	emmax_simes	spatial	200	1.16	6	1	1	0	1.16	0
bgs	V0.5_c1	3	5	emmax_consensus	group	200	0.055	2	0	0	0		
bgs	V0.5_c1	3	5	emmax_consensus	mvn	200	0.05	2	0	0	0		
bgs	V0.5_c1	3	5	emmax_consensus	spatial	200	0.1	2	0	0	0		
bgs	V0.5_c1	3	5	emmax_simes	group	200	0.035	2	0	0	0		
bgs	V0.5_c1	3	5	emmax_simes	mvn	200	0.03	2	0	0	0		
bgs	V0.5_c1	3	5	emmax_simes	spatial	200	0.05	1	0	0	0		
bgs	V0.5_c1	3	6	emmax_consensus	group	200	3.08	7	1	1	0	3.08	0
bgs	V0.5_c1	3	6	emmax_consensus	mvn	200	0.06	1	1	1	0	0.06	0
bgs	V0.5_c1	3	6	emmax_consensus	spatial	200	0.44	4	1	1	0	0.44	0
bgs	V0.5_c1	3	6	emmax_simes	group	200	3.01	8	1	1	0	3.01	0
bgs	V0.5_c1	3	6	emmax_simes	mvn	200	0.04	1	1	1	0	0.04	0
bgs	V0.5_c1	3	6	emmax_simes	spatial	200	0.295	3	1	1	0	0.295	0
bgs	V0.5_c1	3	7	emmax_consensus	group	200	0.035	1	0	0	0		
bgs	V0.5_c1	3	7	emmax_consensus	mvn	200	0.04	2	0	0	0		
bgs	V0.5_c1	3	7	emmax_consensus	spatial	200	0.15	2	0	0	0		
bgs	V0.5_c1	3	7	emmax_simes	group	200	0.05	3	0	0	0		
bgs	V0.5_c1	3	7	emmax_simes	mvn	200	0.05	1	0	0	0		
bgs	V0.5_c1	3	7	emmax_simes	spatial	200	0.28	2	0	0	0		
bgs	V0.5_c1	3	8	emmax_consensus	group	200	0.49	5	1	0	1	0.49	1
bgs	V0.5_c1	3	8	emmax_consensus	mvn	200	0.045	1	1	0	1	0.045	1
bgs	V0.5_c1	3	8	emmax_consensus	spatial	200	0.075	3	1	0	1	0.075	1
bgs	V0.5_c1	3	8	emmax_simes	group	200	0.735	5	2	0	2	0.3675	1
bgs	V0.5_c1	3	8	emmax_simes	mvn	200	0.045	2	2	0	2	0.0225	1
bgs	V0.5_c1	3	8	emmax_simes	spatial	200	0.045	2	2	0	2	0.0225	1
bgs	V0.5_c1	3	9	emmax_consensus	group	200	0.805	6	1	1	0	0.805	0
bgs	V0.5_c1	3	9	emmax_consensus	mvn	200	0.06	2	1	1	0	0.06	0
bgs	V0.5_c1	3	9	emmax_consensus	spatial	200	0.13	3	1	1	0	0.13	0
bgs	V0.5_c1	3	9	emmax_simes	group	200	0.695	6	0	0	0		
bgs	V0.5_c1	3	9	emmax_simes	mvn	200	0.05	2	0	0	0		
bgs	V0.5_c1	3	9	emmax_simes	spatial	200	0.085	3	0	0	0		
bgs	V0.5_c1	3	10	emmax_consensus	group	200	0.09	2	0	0	0		
bgs	V0.5_c1	3	10	emmax_consensus	mvn	200	0.065	3	0	0	0		
bgs	V0.5_c1	3	10	emmax_consensus	spatial	200	0.26	5	0	0	0		
bgs	V0.5_c1	3	10	emmax_simes	group	200	0.11	4	0	0	0		
bgs	V0.5_c1	3	10	emmax_simes	mvn	200	0.04	1	0	0	0		
bgs	V0.5_c1	3	10	emmax_simes	spatial	200	0.37	4	0	0	0		
bgs	V0.5_c1	5	1	emmax_consensus	group	200	3.095	13	1	1	0	3.095	0
bgs	V0.5_c1	5	1	emmax_consensus	mvn	200	0.085	2	1	1	0	0.085	0
bgs	V0.5_c1	5	1	emmax_consensus	spatial	200	0.88	4	1	1	0	0.88	0
bgs	V0.5_c1	5	1	emmax_simes	group	200	2.67	8	1	1	0	2.67	0
bgs	V0.5_c1	5	1	emmax_simes	mvn	200	0.085	3	1	1	0	0.085	0
bgs	V0.5_c1	5	1	emmax_simes	spatial	200	0.775	5	1	1	0	0.775	0
bgs	V0.5_c1	5	2	emmax_consensus	group	200	0.185	3	0	0	0		
bgs	V0.5_c1	5	2	emmax_consensus	mvn	200	0.07	1	0	0	0		
bgs	V0.5_c1	5	2	emmax_consensus	spatial	200	0.175	2	0	0	0		
bgs	V0.5_c1	5	2	emmax_simes	group	200	0.38	3	0	0	0		
bgs	V0.5_c1	5	2	emmax_simes	mvn	200	0.045	1	0	0	0		
bgs	V0.5_c1	5	2	emmax_simes	spatial	200	0.32	3	0	0	0		
bgs	V0.5_c1	5	3	emmax_consensus	group	200	0.04	1	0	0	0		
bgs	V0.5_c1	5	3	emmax_consensus	mvn	200	0.085	2	0	0	0		
bgs	V0.5_c1	5	3	emmax_consensus	spatial	200	0.44	4	0	0	0		
bgs	V0.5_c1	5	3	emmax_simes	group	200	0.015	1	0	0	0		
bgs	V0.5_c1	5	3	emmax_simes	mvn	200	0.075	2	0	0	0		
bgs	V0.5_c1	5	3	emmax_simes	spatial	200	0.33	4	0	0	0		
bgs	V0.5_c1	5	4	emmax_consensus	group	200	0.085	2	0	0	0		
bgs	V0.5_c1	5	4	emmax_consensus	mvn	200	0.025	1	0	0	0		
bgs	V0.5_c1	5	4	emmax_consensus	spatial	200	0.135	2	0	0	0		
bgs	V0.5_c1	5	4	emmax_simes	group	200	0.065	2	0	0	0		
bgs	V0.5_c1	5	4	emmax_simes	mvn	200	0.04	1	0	0	0		
bgs	V0.5_c1	5	4	emmax_simes	spatial	200	0.13	3	0	0	0		
bgs	V0.5_c1	5	5	emmax_consensus	group	200	2.035	7	3	1	2	0.678333333333333	0.666666666666667
bgs	V0.5_c1	5	5	emmax_consensus	mvn	200	0.04	2	3	1	2	0.0133333333333333	0.666666666666667
bgs	V0.5_c1	5	5	emmax_consensus	spatial	200	0.845	7	3	1	2	0.281666666666667	0.666666666666667
bgs	V0.5_c1	5	5	emmax_simes	group	200	2.36	7	2	1	1	1.18	0.5
bgs	V0.5_c1	5	5	emmax_simes	mvn	200	0.045	2	2	1	1	0.0225	0.5
bgs	V0.5_c1	5	5	emmax_simes	spatial	200	0.7	6	2	1	1	0.35	0.5
bgs	V0.5_c1	5	6	emmax_consensus	group	200	1.835	6	2	1	1	0.9175	0.5
bgs	V0.5_c1	5	6	emmax_consensus	mvn	200	0.05	2	2	1	1	0.025	0.5
bgs	V0.5_c1	5	6	emmax_consensus	spatial	200	0.16	4	2	1	1	0.08	0.5
bgs	V0.5_c1	5	6	emmax_simes	group	200	1.79	8	1	1	0	1.79	0
bgs	V0.5_c1	5	6	emmax_simes	mvn	200	0.05	2	1	1	0	0.05	0
bgs	V0.5_c1	5	6	emmax_simes	spatial	200	0.16	2	1	1	0	0.16	0
bgs	V0.5_c1	5	7	emmax_consensus	group	200	1.245	3	2	1	1	0.6225	0.5
bgs	V0.5_c1	5	7	emmax_consensus	mvn	200	0.06	1	2	1	1	0.03	0.5
bgs	V0.5_c1	5	7	emmax_consensus	spatial	200	0.415	4	2	1	1	0.2075	0.5
bgs	V0.5_c1	5	7	emmax_simes	group	200	1.37	3	2	1	1	0.685	0.5
bgs	V0.5_c1	5	7	emmax_simes	mvn	200	0.035	1	2	1	1	0.0175	0.5
bgs	V0.5_c1	5	7	emmax_simes	spatial	200	0.115	1	2	1	1	0.0575	0.5
bgs	V0.5_c1	5	8	emmax_consensus	group	200	4.305	10	2	2	0	2.1525	0
bgs	V0.5_c1	5	8	emmax_consensus	mvn	200	0.035	1	2	2	0	0.0175	0
bgs	V0.5_c1	5	8	emmax_consensus	spatial	200	0.125	3	2	2	0	0.0625	0
bgs	V0.5_c1	5	8	emmax_simes	group	200	4.16	13	3	2	1	1.38666666666667	0.333333333333333
bgs	V0.5_c1	5	8	emmax_simes	mvn	200	0.055	2	3	2	1	0.0183333333333333	0.333333333333333
bgs	V0.5_c1	5	8	emmax_simes	spatial	200	0.09	3	3	2	1	0.03	0.333333333333333
bgs	V0.5_c1	5	9	emmax_consensus	group	200	0.19	2	2	1	1	0.095	0.5
bgs	V0.5_c1	5	9	emmax_consensus	mvn	200	0.065	2	2	1	1	0.0325	0.5
bgs	V0.5_c1	5	9	emmax_consensus	spatial	200	0.075	5	2	1	1	0.0375	0.5
bgs	V0.5_c1	5	9	emmax_simes	group	200	0.22	2	2	1	1	0.11	0.5
bgs	V0.5_c1	5	9	emmax_simes	mvn	200	0.055	2	2	1	1	0.0275	0.5
bgs	V0.5_c1	5	9	emmax_simes	spatial	200	0.025	1	2	1	1	0.0125	0.5
bgs	V0.5_c1	5	10	emmax_consensus	group	200	0.13	2	0	0	0		
bgs	V0.5_c1	5	10	emmax_consensus	mvn	200	0.045	2	0	0	0		
bgs	V0.5_c1	5	10	emmax_consensus	spatial	200	0.01	1	0	0	0		
bgs	V0.5_c1	5	10	emmax_simes	group	200	0.15	4	0	0	0		
bgs	V0.5_c1	5	10	emmax_simes	mvn	200	0.05	1	0	0	0		
bgs	V0.5_c1	5	10	emmax_simes	spatial	200	0.01	2	0	0	0		
bgs	V0.5_c1	6	1	emmax_consensus	group	200	0.185	3	0	0	0		
bgs	V0.5_c1	6	1	emmax_consensus	mvn	200	0.06	2	0	0	0		
bgs	V0.5_c1	6	1	emmax_consensus	spatial	200	0.055	2	0	0	0		
bgs	V0.5_c1	6	1	emmax_simes	group	200	0.18	3	0	0	0		
bgs	V0.5_c1	6	1	emmax_simes	mvn	200	0.05	2	0	0	0		
bgs	V0.5_c1	6	1	emmax_simes	spatial	200	0.125	3	0	0	0		
bgs	V0.5_c1	6	2	emmax_consensus	group	200	1.385	5	2	1	1	0.6925	0.5
bgs	V0.5_c1	6	2	emmax_consensus	mvn	200	0.035	1	2	1	1	0.0175	0.5
bgs	V0.5_c1	6	2	emmax_consensus	spatial	200	0.335	5	2	1	1	0.1675	0.5
bgs	V0.5_c1	6	2	emmax_simes	group	200	1.45	4	3	1	2	0.483333333333333	0.666666666666667
bgs	V0.5_c1	6	2	emmax_simes	mvn	200	0.03	1	3	1	2	0.01	0.666666666666667
bgs	V0.5_c1	6	2	emmax_simes	spatial	200	0.395	6	3	1	2	0.131666666666667	0.666666666666667
bgs	V0.5_c1	6	3	emmax_consensus	group	200	1.82	5	3	2	1	0.606666666666667	0.333333333333333
bgs	V0.5_c1	6	3	emmax_consensus	mvn	200	0.085	2	3	2	1	0.0283333333333333	0.333333333333333
bgs	V0.5_c1	6	3	emmax_consensus	spatial	200	0.415	4	3	2	1	0.138333333333333	0.333333333333333
bgs	V0.5_c1	6	3	emmax_simes	group	200	1.42	5	3	2	1	0.473333333333333	0.333333333333333
bgs	V0.5_c1	6	3	emmax_simes	mvn	200	0.06	2	3	2	1	0.02	0.333333333333333
bgs	V0.5_c1	6	3	emmax_simes	spatial	200	0.545	3	3	2	1	0.181666666666667	0.333333333333333
bgs	V0.5_c1	6	4	emmax_consensus	group	200	0.31	2	1	0	1	0.31	1
bgs	V0.5_c1	6	4	emmax_consensus	mvn	200	0.055	1	1	0	1	0.055	1
bgs	V0.5_c1	6	4	emmax_consensus	spatial	200	1.47	12	1	0	1	1.47	1
bgs	V0.5_c1	6	4	emmax_simes	group	200	0.27	2	1	0	1	0.27	1
bgs	V0.5_c1	6	4	emmax_simes	mvn	200	0.045	1	1	0	1	0.045	1
bgs	V0.5_c1	6	4	emmax_simes	spatial	200	1.49	13	1	0	1	1.49	1
bgs	V0.5_c1	6	5	emmax_consensus	group	200	0.96	4	1	1	0	0.96	0
bgs	V0.5_c1	6	5	emmax_consensus	mvn	200	0.075	2	1	1	0	0.075	0
bgs	V0.5_c1	6	5	emmax_consensus	spatial	200	0.21	3	1	1	0	0.21	0
bgs	V0.5_c1	6	5	emmax_simes	group	200	1.105	4	1	1	0	1.105	0
bgs	V0.5_c1	6	5	emmax_simes	mvn	200	0.07	2	1	1	0	0.07	0
bgs	V0.5_c1	6	5	emmax_simes	spatial	200	0.12	2	1	1	0	0.12	0
bgs	V0.5_c1	6	6	emmax_consensus	group	200	2.63	8	3	3	0	0.876666666666667	0
bgs	V0.5_c1	6	6	emmax_consensus	mvn	200	0.07	3	3	3	0	0.0233333333333333	0
bgs	V0.5_c1	6	6	emmax_consensus	spatial	200	0.15	2	3	3	0	0.05	0
bgs	V0.5_c1	6	6	emmax_simes	group	200	3.065	8	3	3	0	1.02166666666667	0
bgs	V0.5_c1	6	6	emmax_simes	mvn	200	0.06	3	3	3	0	0.02	0
bgs	V0.5_c1	6	6	emmax_simes	spatial	200	0.11	2	3	3	0	0.0366666666666667	0
bgs	V0.5_c1	6	7	emmax_consensus	group	200	0.735	5	3	1	2	0.245	0.666666666666667
bgs	V0.5_c1	6	7	emmax_consensus	mvn	200	0.05	2	3	1	2	0.0166666666666667	0.666666666666667
bgs	V0.5_c1	6	7	emmax_consensus	spatial	200	0.175	4	3	1	2	0.0583333333333333	0.666666666666667
bgs	V0.5_c1	6	7	emmax_simes	group	200	0.55	6	3	1	2	0.183333333333333	0.666666666666667
bgs	V0.5_c1	6	7	emmax_simes	mvn	200	0.035	2	3	1	2	0.0116666666666667	0.666666666666667
bgs	V0.5_c1	6	7	emmax_simes	spatial	200	0.15	4	3	1	2	0.05	0.666666666666667
bgs	V0.5_c1	6	8	emmax_consensus	group	200	2.22	9	1	1	0	2.22	0
bgs	V0.5_c1	6	8	emmax_consensus	mvn	200	0.045	2	1	1	0	0.045	0
bgs	V0.5_c1	6	8	emmax_consensus	spatial	200	0.2	2	1	1	0	0.2	0
bgs	V0.5_c1	6	8	emmax_simes	group	200	2.395	8	1	1	0	2.395	0
bgs	V0.5_c1	6	8	emmax_simes	mvn	200	0.05	4	1	1	0	0.05	0
bgs	V0.5_c1	6	8	emmax_simes	spatial	200	0.155	2	1	1	0	0.155	0
bgs	V0.5_c1	6	9	emmax_consensus	group	200	0.025	1	0	0	0		
bgs	V0.5_c1	6	9	emmax_consensus	mvn	200	0.07	3	0	0	0		
bgs	V0.5_c1	6	9	emmax_consensus	spatial	200	0.63	5	0	0	0		
bgs	V0.5_c1	6	9	emmax_simes	group	200	0.015	1	0	0	0		
bgs	V0.5_c1	6	9	emmax_simes	mvn	200	0.045	3	0	0	0		
bgs	V0.5_c1	6	9	emmax_simes	spatial	200	0.695	6	0	0	0		
bgs	V0.5_c1	6	10	emmax_consensus	group	200	1.08	8	1	0	1	1.08	1
bgs	V0.5_c1	6	10	emmax_consensus	mvn	200	0.035	2	1	0	1	0.035	1
bgs	V0.5_c1	6	10	emmax_consensus	spatial	200	0.2	3	1	0	1	0.2	1
bgs	V0.5_c1	6	10	emmax_simes	group	200	1.505	6	1	0	1	1.505	1
bgs	V0.5_c1	6	10	emmax_simes	mvn	200	0.03	2	1	0	1	0.03	1
bgs	V0.5_c1	6	10	emmax_simes	spatial	200	0.255	4	1	0	1	0.255	1
bgs	V0.5_c1	8	1	emmax_consensus	group	200	0.315	2	1	0	1	0.315	1
bgs	V0.5_c1	8	1	emmax_consensus	mvn	200	0.05	2	1	0	1	0.05	1
bgs	V0.5_c1	8	1	emmax_consensus	spatial	200	0.235	3	1	0	1	0.235	1
bgs	V0.5_c1	8	1	emmax_simes	group	200	0.225	2	1	0	1	0.225	1
bgs	V0.5_c1	8	1	emmax_simes	mvn	200	0.065	2	1	0	1	0.065	1
bgs	V0.5_c1	8	1	emmax_simes	spatial	200	0.195	3	1	0	1	0.195	1
bgs	V0.5_c1	8	2	emmax_consensus	group	200	2.77	13	5	2	3	0.554	0.6
bgs	V0.5_c1	8	2	emmax_consensus	mvn	200	0.06	2	5	2	3	0.012	0.6
bgs	V0.5_c1	8	2	emmax_consensus	spatial	200	0.465	6	5	2	3	0.093	0.6
bgs	V0.5_c1	8	2	emmax_simes	group	200	3.055	13	3	2	1	1.01833333333333	0.333333333333333
bgs	V0.5_c1	8	2	emmax_simes	mvn	200	0.07	2	3	2	1	0.0233333333333333	0.333333333333333
bgs	V0.5_c1	8	2	emmax_simes	spatial	200	0.49	4	3	2	1	0.163333333333333	0.333333333333333
bgs	V0.5_c1	8	3	emmax_consensus	group	200	6.165	14	11	2	9	0.560454545454545	0.818181818181818
bgs	V0.5_c1	8	3	emmax_consensus	mvn	200	0.065	2	11	2	9	0.00590909090909091	0.818181818181818
bgs	V0.5_c1	8	3	emmax_consensus	spatial	200	0.145	3	11	2	9	0.0131818181818182	0.818181818181818
bgs	V0.5_c1	8	3	emmax_simes	group	200	5.68	14	9	2	7	0.631111111111111	0.777777777777778
bgs	V0.5_c1	8	3	emmax_simes	mvn	200	0.05	2	9	2	7	0.00555555555555556	0.777777777777778
bgs	V0.5_c1	8	3	emmax_simes	spatial	200	0.12	2	9	2	7	0.0133333333333333	0.777777777777778
bgs	V0.5_c1	8	4	emmax_consensus	group	200	1.06	5	2	1	1	0.53	0.5
bgs	V0.5_c1	8	4	emmax_consensus	mvn	200	0.09	4	2	1	1	0.045	0.5
bgs	V0.5_c1	8	4	emmax_consensus	spatial	200	0.125	2	2	1	1	0.0625	0.5
bgs	V0.5_c1	8	4	emmax_simes	group	200	1.175	5	4	1	3	0.29375	0.75
bgs	V0.5_c1	8	4	emmax_simes	mvn	200	0.045	1	4	1	3	0.01125	0.75
bgs	V0.5_c1	8	4	emmax_simes	spatial	200	0.135	1	4	1	3	0.03375	0.75
bgs	V0.5_c1	8	5	emmax_consensus	group	200	1.905	6	5	2	3	0.381	0.6
bgs	V0.5_c1	8	5	emmax_consensus	mvn	200	0.055	1	5	2	3	0.011	0.6
bgs	V0.5_c1	8	5	emmax_consensus	spatial	200	0.75	6	5	2	3	0.15	0.6
bgs	V0.5_c1	8	5	emmax_simes	group	200	1.73	6	5	1	4	0.346	0.8
bgs	V0.5_c1	8	5	emmax_simes	mvn	200	0.065	1	5	1	4	0.013	0.8
bgs	V0.5_c1	8	5	emmax_simes	spatial	200	0.775	8	5	1	4	0.155	0.8
bgs	V0.5_c1	8	6	emmax_consensus	group	200	7.135	15	9	3	6	0.792777777777778	0.666666666666667
bgs	V0.5_c1	8	6	emmax_consensus	mvn	200	0.045	2	9	3	6	0.005	0.666666666666667
bgs	V0.5_c1	8	6	emmax_consensus	spatial	200	0.225	2	9	3	6	0.025	0.666666666666667
bgs	V0.5_c1	8	6	emmax_simes	group	200	7.555	17	9	2	7	0.839444444444444	0.777777777777778
bgs	V0.5_c1	8	6	emmax_simes	mvn	200	0.05	2	9	2	7	0.00555555555555556	0.777777777777778
bgs	V0.5_c1	8	6	emmax_simes	spatial	200	0.28	2	9	2	7	0.0311111111111111	0.777777777777778
bgs	V0.5_c1	8	7	emmax_consensus	group	200	1.04	2	4	1	3	0.26	0.75
bgs	V0.5_c1	8	7	emmax_consensus	mvn	200	0.085	3	4	1	3	0.02125	0.75
bgs	V0.5_c1	8	7	emmax_consensus	spatial	200	0.095	2	4	1	3	0.02375	0.75
bgs	V0.5_c1	8	7	emmax_simes	group	200	1.035	2	3	1	2	0.345	0.666666666666667
bgs	V0.5_c1	8	7	emmax_simes	mvn	200	0.07	3	3	1	2	0.0233333333333333	0.666666666666667
bgs	V0.5_c1	8	7	emmax_simes	spatial	200	0.075	2	3	1	2	0.025	0.666666666666667
bgs	V0.5_c1	8	8	emmax_consensus	group	200	1.085	5	1	1	0	1.085	0
bgs	V0.5_c1	8	8	emmax_consensus	mvn	200	0.05	3	1	1	0	0.05	0
bgs	V0.5_c1	8	8	emmax_consensus	spatial	200	0.605	5	1	1	0	0.605	0
bgs	V0.5_c1	8	8	emmax_simes	group	200	0.89	4	0	0	0		
bgs	V0.5_c1	8	8	emmax_simes	mvn	200	0.045	3	0	0	0		
bgs	V0.5_c1	8	8	emmax_simes	spatial	200	0.425	4	0	0	0		
bgs	V0.5_c1	8	9	emmax_consensus	group	200	0.575	4	1	1	0	0.575	0
bgs	V0.5_c1	8	9	emmax_consensus	mvn	200	0.05	2	1	1	0	0.05	0
bgs	V0.5_c1	8	9	emmax_consensus	spatial	200	0.205	2	1	1	0	0.205	0
bgs	V0.5_c1	8	9	emmax_simes	group	200	0.615	5	1	1	0	0.615	0
bgs	V0.5_c1	8	9	emmax_simes	mvn	200	0.035	2	1	1	0	0.035	0
bgs	V0.5_c1	8	9	emmax_simes	spatial	200	0.15	2	1	1	0	0.15	0
