tag	cell	rep	env	method	scheme	B	mean_null	max_null	n_obs_regions	TP	FP	ratio_null_obs	FDP_truth
nobgs	V0.5_c1	6	4	emmax_consensus	group	200	2.05	5	2	2	0	1.025	0
nobgs	V0.5_c1	6	4	emmax_consensus	mvn	200	0.085	3	2	2	0	0.0425	0
nobgs	V0.5_c1	6	4	emmax_consensus	spatial	200	0.395	4	2	2	0	0.1975	0
nobgs	V0.5_c1	6	4	emmax_simes	group	200	1.91	5	2	2	0	0.955	0
nobgs	V0.5_c1	6	4	emmax_simes	mvn	200	0.07	2	2	2	0	0.035	0
nobgs	V0.5_c1	6	4	emmax_simes	spatial	200	0.405	4	2	2	0	0.2025	0
nobgs	V0.5_c1	6	5	emmax_consensus	group	200	3.445	8	6	2	4	0.574166666666667	0.666666666666667
nobgs	V0.5_c1	6	5	emmax_consensus	mvn	200	0.08	2	6	2	4	0.0133333333333333	0.666666666666667
nobgs	V0.5_c1	6	5	emmax_consensus	spatial	200	0.34	4	6	2	4	0.0566666666666667	0.666666666666667
nobgs	V0.5_c1	6	5	emmax_simes	group	200	3.25	7	6	1	5	0.541666666666667	0.833333333333333
nobgs	V0.5_c1	6	5	emmax_simes	mvn	200	0.085	3	6	1	5	0.0141666666666667	0.833333333333333
nobgs	V0.5_c1	6	5	emmax_simes	spatial	200	0.36	4	6	1	5	0.06	0.833333333333333
nobgs	V0.5_c1	6	6	emmax_consensus	group	200	1.875	6	3	0	3	0.625	1
nobgs	V0.5_c1	6	6	emmax_consensus	mvn	200	0.05	4	3	0	3	0.0166666666666667	1
nobgs	V0.5_c1	6	6	emmax_consensus	spatial	200	0.195	2	3	0	3	0.065	1
nobgs	V0.5_c1	6	6	emmax_simes	group	200	1.655	6	3	0	3	0.551666666666667	1
nobgs	V0.5_c1	6	6	emmax_simes	mvn	200	0.03	2	3	0	3	0.01	1
nobgs	V0.5_c1	6	6	emmax_simes	spatial	200	0.15	3	3	0	3	0.05	1
nobgs	V0.5_c1	6	7	emmax_consensus	group	200	1.145	3	1	1	0	1.145	0
nobgs	V0.5_c1	6	7	emmax_consensus	mvn	200	0.055	3	1	1	0	0.055	0
nobgs	V0.5_c1	6	7	emmax_consensus	spatial	200	0.34	5	1	1	0	0.34	0
nobgs	V0.5_c1	6	7	emmax_simes	group	200	1.145	3	1	1	0	1.145	0
nobgs	V0.5_c1	6	7	emmax_simes	mvn	200	0.06	2	1	1	0	0.06	0
nobgs	V0.5_c1	6	7	emmax_simes	spatial	200	0.215	4	1	1	0	0.215	0
nobgs	V0.5_c1	6	8	emmax_consensus	group	200	6.035	15	2	1	1	3.0175	0.5
nobgs	V0.5_c1	6	8	emmax_consensus	mvn	200	0.055	2	2	1	1	0.0275	0.5
nobgs	V0.5_c1	6	8	emmax_consensus	spatial	200	0.935	7	2	1	1	0.4675	0.5
nobgs	V0.5_c1	6	8	emmax_simes	group	200	5.935	13	2	1	1	2.9675	0.5
nobgs	V0.5_c1	6	8	emmax_simes	mvn	200	0.05	1	2	1	1	0.025	0.5
nobgs	V0.5_c1	6	8	emmax_simes	spatial	200	0.955	6	2	1	1	0.4775	0.5
nobgs	V0.5_c1	6	9	emmax_consensus	group	200	0.04	1	0	0	0		
nobgs	V0.5_c1	6	9	emmax_consensus	mvn	200	0.055	2	0	0	0		
nobgs	V0.5_c1	6	9	emmax_consensus	spatial	200	0.265	3	0	0	0		
nobgs	V0.5_c1	6	9	emmax_simes	group	200	0.03	1	0	0	0		
nobgs	V0.5_c1	6	9	emmax_simes	mvn	200	0.03	1	0	0	0		
nobgs	V0.5_c1	6	9	emmax_simes	spatial	200	0.38	3	0	0	0		
nobgs	V0.5_c1	6	10	emmax_consensus	group	200	0.085	2	0	0	0		
nobgs	V0.5_c1	6	10	emmax_consensus	mvn	200	0.045	2	0	0	0		
nobgs	V0.5_c1	6	10	emmax_consensus	spatial	200	1.525	6	0	0	0		
nobgs	V0.5_c1	6	10	emmax_simes	group	200	0.045	2	0	0	0		
nobgs	V0.5_c1	6	10	emmax_simes	mvn	200	0.035	1	0	0	0		
nobgs	V0.5_c1	6	10	emmax_simes	spatial	200	1.36	6	0	0	0		
nobgs	V0.5_c1	8	1	emmax_consensus	group	200	0.1	2	0	0	0		
nobgs	V0.5_c1	8	1	emmax_consensus	mvn	200	0.045	1	0	0	0		
nobgs	V0.5_c1	8	1	emmax_consensus	spatial	200	3.085	19	0	0	0		
nobgs	V0.5_c1	8	1	emmax_simes	group	200	0.135	4	1	0	1	0.135	1
nobgs	V0.5_c1	8	1	emmax_simes	mvn	200	0.03	1	1	0	1	0.03	1
nobgs	V0.5_c1	8	1	emmax_simes	spatial	200	2.605	14	1	0	1	2.605	1
nobgs	V0.5_c1	8	2	emmax_consensus	group	200	2.77	8	1	1	0	2.77	0
nobgs	V0.5_c1	8	2	emmax_consensus	mvn	200	0.075	2	1	1	0	0.075	0
nobgs	V0.5_c1	8	2	emmax_consensus	spatial	200	1.65	10	1	1	0	1.65	0
nobgs	V0.5_c1	8	2	emmax_simes	group	200	2.53	8	1	1	0	2.53	0
nobgs	V0.5_c1	8	2	emmax_simes	mvn	200	0.05	1	1	1	0	0.05	0
nobgs	V0.5_c1	8	2	emmax_simes	spatial	200	1.38	9	1	1	0	1.38	0
nobgs	V0.5_c1	8	3	emmax_consensus	group	200	3.32	7	5	4	1	0.664	0.2
nobgs	V0.5_c1	8	3	emmax_consensus	mvn	200	0.095	2	5	4	1	0.019	0.2
nobgs	V0.5_c1	8	3	emmax_consensus	spatial	200	0.33	3	5	4	1	0.066	0.2
nobgs	V0.5_c1	8	3	emmax_simes	group	200	2.66	6	3	3	0	0.886666666666667	0
nobgs	V0.5_c1	8	3	emmax_simes	mvn	200	0.075	2	3	3	0	0.025	0
nobgs	V0.5_c1	8	3	emmax_simes	spatial	200	0.18	2	3	3	0	0.06	0
nobgs	V0.5_c1	8	4	emmax_consensus	group	200	0.925	4	1	1	0	0.925	0
nobgs	V0.5_c1	8	4	emmax_consensus	mvn	200	0.04	1	1	1	0	0.04	0
nobgs	V0.5_c1	8	4	emmax_consensus	spatial	200	0.035	2	1	1	0	0.035	0
nobgs	V0.5_c1	8	4	emmax_simes	group	200	0.62	4	1	1	0	0.62	0
nobgs	V0.5_c1	8	4	emmax_simes	mvn	200	0.025	1	1	1	0	0.025	0
nobgs	V0.5_c1	8	4	emmax_simes	spatial	200	0.035	1	1	1	0	0.035	0
nobgs	V0.5_c1	8	5	emmax_consensus	group	200	0.29	3	0	0	0		
nobgs	V0.5_c1	8	5	emmax_consensus	mvn	200	0.035	1	0	0	0		
nobgs	V0.5_c1	8	5	emmax_consensus	spatial	200	1.345	7	0	0	0		
nobgs	V0.5_c1	8	5	emmax_simes	group	200	0.575	2	1	1	0	0.575	0
nobgs	V0.5_c1	8	5	emmax_simes	mvn	200	0.025	1	1	1	0	0.025	0
nobgs	V0.5_c1	8	5	emmax_simes	spatial	200	1.15	6	1	1	0	1.15	0
nobgs	V0.5_c1	8	6	emmax_consensus	group	200	0.98	6	4	1	3	0.245	0.75
nobgs	V0.5_c1	8	6	emmax_consensus	mvn	200	0.04	1	4	1	3	0.01	0.75
nobgs	V0.5_c1	8	6	emmax_consensus	spatial	200	0.555	7	4	1	3	0.13875	0.75
nobgs	V0.5_c1	8	6	emmax_simes	group	200	0.89	5	3	1	2	0.296666666666667	0.666666666666667
nobgs	V0.5_c1	8	6	emmax_simes	mvn	200	0.06	2	3	1	2	0.02	0.666666666666667
nobgs	V0.5_c1	8	6	emmax_simes	spatial	200	0.705	6	3	1	2	0.235	0.666666666666667
nobgs	V0.5_c1	8	7	emmax_consensus	group	200	1.84	4	1	1	0	1.84	0
nobgs	V0.5_c1	8	7	emmax_consensus	mvn	200	0.03	1	1	1	0	0.03	0
nobgs	V0.5_c1	8	7	emmax_consensus	spatial	200	0.11	1	1	1	0	0.11	0
nobgs	V0.5_c1	8	7	emmax_simes	group	200	1.835	6	2	1	1	0.9175	0.5
nobgs	V0.5_c1	8	7	emmax_simes	mvn	200	0.03	1	2	1	1	0.015	0.5
nobgs	V0.5_c1	8	7	emmax_simes	spatial	200	0.105	2	2	1	1	0.0525	0.5
nobgs	V0.5_c1	8	8	emmax_consensus	group	200	2.79	7	4	2	2	0.6975	0.5
nobgs	V0.5_c1	8	8	emmax_consensus	mvn	200	0.035	1	4	2	2	0.00875	0.5
nobgs	V0.5_c1	8	8	emmax_consensus	spatial	200	0.655	7	4	2	2	0.16375	0.5
nobgs	V0.5_c1	8	8	emmax_simes	group	200	2.835	7	3	2	1	0.945	0.333333333333333
nobgs	V0.5_c1	8	8	emmax_simes	mvn	200	0.04	3	3	2	1	0.0133333333333333	0.333333333333333
nobgs	V0.5_c1	8	8	emmax_simes	spatial	200	0.665	7	3	2	1	0.221666666666667	0.333333333333333
nobgs	V0.5_c1	8	9	emmax_consensus	group	200	0.655	3	1	1	0	0.655	0
nobgs	V0.5_c1	8	9	emmax_consensus	mvn	200	0.065	2	1	1	0	0.065	0
nobgs	V0.5_c1	8	9	emmax_consensus	spatial	200	2.355	12	1	1	0	2.355	0
nobgs	V0.5_c1	8	9	emmax_simes	group	200	0.54	3	1	1	0	0.54	0
nobgs	V0.5_c1	8	9	emmax_simes	mvn	200	0.055	1	1	1	0	0.055	0
nobgs	V0.5_c1	8	9	emmax_simes	spatial	200	2.045	12	1	1	0	2.045	0
nobgs	V0.5_c1	8	10	emmax_consensus	group	200	0.67	4	1	1	0	0.67	0
nobgs	V0.5_c1	8	10	emmax_consensus	mvn	200	0.03	2	1	1	0	0.03	0
nobgs	V0.5_c1	8	10	emmax_consensus	spatial	200	0.44	6	1	1	0	0.44	0
nobgs	V0.5_c1	8	10	emmax_simes	group	200	0.605	4	1	1	0	0.605	0
nobgs	V0.5_c1	8	10	emmax_simes	mvn	200	0.015	1	1	1	0	0.015	0
nobgs	V0.5_c1	8	10	emmax_simes	spatial	200	0.39	7	1	1	0	0.39	0
nobgs	V0.5_c1.5	2	1	emmax_consensus	group	200	0.125	2	0	0	0		
nobgs	V0.5_c1.5	2	1	emmax_consensus	mvn	200	0.055	2	0	0	0		
nobgs	V0.5_c1.5	2	1	emmax_consensus	spatial	200	6.92	39	0	0	0		
nobgs	V0.5_c1.5	2	1	emmax_simes	group	200	0.135	2	0	0	0		
nobgs	V0.5_c1.5	2	1	emmax_simes	mvn	200	0.085	2	0	0	0		
nobgs	V0.5_c1.5	2	1	emmax_simes	spatial	200	5.38	32	0	0	0		
nobgs	V0.5_c1.5	2	2	emmax_consensus	group	200	3.445	12	4	0	4	0.86125	1
nobgs	V0.5_c1.5	2	2	emmax_consensus	mvn	200	0.1	3	4	0	4	0.025	1
nobgs	V0.5_c1.5	2	2	emmax_consensus	spatial	200	8.215	41	4	0	4	2.05375	1
nobgs	V0.5_c1.5	2	2	emmax_simes	group	200	3.17	13	2	0	2	1.585	1
nobgs	V0.5_c1.5	2	2	emmax_simes	mvn	200	0.095	3	2	0	2	0.0475	1
nobgs	V0.5_c1.5	2	2	emmax_simes	spatial	200	6.16	40	2	0	2	3.08	1
nobgs	V0.5_c1.5	2	3	emmax_consensus	group	200	1.105	6	1	0	1	1.105	1
nobgs	V0.5_c1.5	2	3	emmax_consensus	mvn	200	0.06	2	1	0	1	0.06	1
nobgs	V0.5_c1.5	2	3	emmax_consensus	spatial	200	12.695	51	1	0	1	12.695	1
nobgs	V0.5_c1.5	2	3	emmax_simes	group	200	1.075	6	0	0	0		
nobgs	V0.5_c1.5	2	3	emmax_simes	mvn	200	0.05	2	0	0	0		
nobgs	V0.5_c1.5	2	3	emmax_simes	spatial	200	10.465	46	0	0	0		
nobgs	V0.5_c1.5	2	4	emmax_consensus	group	200	0.73	4	0	0	0		
nobgs	V0.5_c1.5	2	4	emmax_consensus	mvn	200	0.045	2	0	0	0		
nobgs	V0.5_c1.5	2	4	emmax_consensus	spatial	200	7.555	43	0	0	0		
nobgs	V0.5_c1.5	2	4	emmax_simes	group	200	0.565	4	0	0	0		
nobgs	V0.5_c1.5	2	4	emmax_simes	mvn	200	0.045	2	0	0	0		
nobgs	V0.5_c1.5	2	4	emmax_simes	spatial	200	4.97	38	0	0	0		
nobgs	V0.5_c1.5	2	5	emmax_consensus	group	200	0.815	5	0	0	0		
nobgs	V0.5_c1.5	2	5	emmax_consensus	mvn	200	0.04	2	0	0	0		
nobgs	V0.5_c1.5	2	5	emmax_consensus	spatial	200	9.42	46	0	0	0		
nobgs	V0.5_c1.5	2	5	emmax_simes	group	200	0.68	5	0	0	0		
nobgs	V0.5_c1.5	2	5	emmax_simes	mvn	200	0.04	3	0	0	0		
nobgs	V0.5_c1.5	2	5	emmax_simes	spatial	200	6.84	46	0	0	0		
nobgs	V0.5_c1.5	2	6	emmax_consensus	group	200	4.385	15	12	0	12	0.365416666666667	1
nobgs	V0.5_c1.5	2	6	emmax_consensus	mvn	200	0.075	3	12	0	12	0.00625	1
nobgs	V0.5_c1.5	2	6	emmax_consensus	spatial	200	10.025	49	12	0	12	0.835416666666667	1
nobgs	V0.5_c1.5	2	6	emmax_simes	group	200	4.215	14	11	0	11	0.383181818181818	1
nobgs	V0.5_c1.5	2	6	emmax_simes	mvn	200	0.055	2	11	0	11	0.005	1
nobgs	V0.5_c1.5	2	6	emmax_simes	spatial	200	7.72	46	11	0	11	0.701818181818182	1
nobgs	V0.5_c1.5	2	7	emmax_consensus	group	200	1.54	10	5	2	3	0.308	0.6
nobgs	V0.5_c1.5	2	7	emmax_consensus	mvn	200	0.03	2	5	2	3	0.006	0.6
nobgs	V0.5_c1.5	2	7	emmax_consensus	spatial	200	11.225	44	5	2	3	2.245	0.6
nobgs	V0.5_c1.5	2	7	emmax_simes	group	200	1.785	10	7	3	4	0.255	0.571428571428571
nobgs	V0.5_c1.5	2	7	emmax_simes	mvn	200	0.05	2	7	3	4	0.00714285714285714	0.571428571428571
nobgs	V0.5_c1.5	2	7	emmax_simes	spatial	200	8.67	41	7	3	4	1.23857142857143	0.571428571428571
nobgs	V0.5_c1.5	2	8	emmax_consensus	group	200	2.945	12	0	0	0		
nobgs	V0.5_c1.5	2	8	emmax_consensus	mvn	200	0.115	4	0	0	0		
nobgs	V0.5_c1.5	2	8	emmax_consensus	spatial	200	9.91	49	0	0	0		
nobgs	V0.5_c1.5	2	8	emmax_simes	group	200	2.8	19	3	1	2	0.933333333333333	0.666666666666667
nobgs	V0.5_c1.5	2	8	emmax_simes	mvn	200	0.09	4	3	1	2	0.03	0.666666666666667
nobgs	V0.5_c1.5	2	8	emmax_simes	spatial	200	7.445	47	3	1	2	2.48166666666667	0.666666666666667
nobgs	V0.5_c1.5	2	9	emmax_consensus	group	200	0.18	3	1	0	1	0.18	1
nobgs	V0.5_c1.5	2	9	emmax_consensus	mvn	200	0.045	2	1	0	1	0.045	1
nobgs	V0.5_c1.5	2	9	emmax_consensus	spatial	200	8.685	50	1	0	1	8.685	1
nobgs	V0.5_c1.5	2	9	emmax_simes	group	200	0.165	3	1	0	1	0.165	1
nobgs	V0.5_c1.5	2	9	emmax_simes	mvn	200	0.03	2	1	0	1	0.03	1
nobgs	V0.5_c1.5	2	9	emmax_simes	spatial	200	5.92	41	1	0	1	5.92	1
nobgs	V0.5_c1.5	2	10	emmax_consensus	group	200	1.055	7	5	1	4	0.211	0.8
nobgs	V0.5_c1.5	2	10	emmax_consensus	mvn	200	0.05	1	5	1	4	0.01	0.8
nobgs	V0.5_c1.5	2	10	emmax_consensus	spatial	200	11.98	44	5	1	4	2.396	0.8
nobgs	V0.5_c1.5	2	10	emmax_simes	group	200	0.995	7	2	1	1	0.4975	0.5
nobgs	V0.5_c1.5	2	10	emmax_simes	mvn	200	0.045	1	2	1	1	0.0225	0.5
nobgs	V0.5_c1.5	2	10	emmax_simes	spatial	200	8.425	36	2	1	1	4.2125	0.5
nobgs	V0.5_c1.5	3	1	emmax_consensus	group	200	0.145	3	1	0	1	0.145	1
nobgs	V0.5_c1.5	3	1	emmax_consensus	mvn	200	0.04	2	1	0	1	0.04	1
nobgs	V0.5_c1.5	3	1	emmax_consensus	spatial	200	7.165	35	1	0	1	7.165	1
nobgs	V0.5_c1.5	3	1	emmax_simes	group	200	0.115	3	1	0	1	0.115	1
nobgs	V0.5_c1.5	3	1	emmax_simes	mvn	200	0.025	1	1	0	1	0.025	1
nobgs	V0.5_c1.5	3	1	emmax_simes	spatial	200	5.825	28	1	0	1	5.825	1
nobgs	V0.5_c1.5	3	2	emmax_consensus	group	200	4.815	16	6	0	6	0.8025	1
nobgs	V0.5_c1.5	3	2	emmax_consensus	mvn	200	0.025	1	6	0	6	0.00416666666666667	1
nobgs	V0.5_c1.5	3	2	emmax_consensus	spatial	200	9.48	54	6	0	6	1.58	1
nobgs	V0.5_c1.5	3	2	emmax_simes	group	200	3.88	18	0	0	0		
nobgs	V0.5_c1.5	3	2	emmax_simes	mvn	200	0.045	2	0	0	0		
nobgs	V0.5_c1.5	3	2	emmax_simes	spatial	200	8.09	52	0	0	0		
nobgs	V0.5_c1.5	3	3	emmax_consensus	group	200	1.49	7	4	1	3	0.3725	0.75
nobgs	V0.5_c1.5	3	3	emmax_consensus	mvn	200	0.05	1	4	1	3	0.0125	0.75
nobgs	V0.5_c1.5	3	3	emmax_consensus	spatial	200	12.23	61	4	1	3	3.0575	0.75
nobgs	V0.5_c1.5	3	3	emmax_simes	group	200	1.425	6	1	1	0	1.425	0
nobgs	V0.5_c1.5	3	3	emmax_simes	mvn	200	0.03	1	1	1	0	0.03	0
nobgs	V0.5_c1.5	3	3	emmax_simes	spatial	200	9.205	46	1	1	0	9.205	0
nobgs	V0.5_c1.5	3	4	emmax_consensus	group	200	0.095	2	0	0	0		
nobgs	V0.5_c1.5	3	4	emmax_consensus	mvn	200	0.045	2	0	0	0		
nobgs	V0.5_c1.5	3	4	emmax_consensus	spatial	200	8.515	45	0	0	0		
nobgs	V0.5_c1.5	3	4	emmax_simes	group	200	0.085	1	0	0	0		
nobgs	V0.5_c1.5	3	4	emmax_simes	mvn	200	0.045	2	0	0	0		
nobgs	V0.5_c1.5	3	4	emmax_simes	spatial	200	5.99	32	0	0	0		
nobgs	V0.5_c1.5	3	5	emmax_consensus	group	200	0.785	7	0	0	0		
nobgs	V0.5_c1.5	3	5	emmax_consensus	mvn	200	0.075	2	0	0	0		
nobgs	V0.5_c1.5	3	5	emmax_consensus	spatial	200	11.005	57	0	0	0		
nobgs	V0.5_c1.5	3	5	emmax_simes	group	200	0.675	8	0	0	0		
nobgs	V0.5_c1.5	3	5	emmax_simes	mvn	200	0.075	2	0	0	0		
nobgs	V0.5_c1.5	3	5	emmax_simes	spatial	200	8.59	56	0	0	0		
nobgs	V0.5_c1.5	3	6	emmax_consensus	group	200	5.505	16	4	1	3	1.37625	0.75
nobgs	V0.5_c1.5	3	6	emmax_consensus	mvn	200	0.08	2	4	1	3	0.02	0.75
nobgs	V0.5_c1.5	3	6	emmax_consensus	spatial	200	12.43	45	4	1	3	3.1075	0.75
nobgs	V0.5_c1.5	3	6	emmax_simes	group	200	6.265	17	6	1	5	1.04416666666667	0.833333333333333
nobgs	V0.5_c1.5	3	6	emmax_simes	mvn	200	0.07	2	6	1	5	0.0116666666666667	0.833333333333333
nobgs	V0.5_c1.5	3	6	emmax_simes	spatial	200	9.5	45	6	1	5	1.58333333333333	0.833333333333333
nobgs	V0.5_c1.5	3	7	emmax_consensus	group	200	2	8	2	1	1	1	0.5
nobgs	V0.5_c1.5	3	7	emmax_consensus	mvn	200	0.09	2	2	1	1	0.045	0.5
nobgs	V0.5_c1.5	3	7	emmax_consensus	spatial	200	15.415	51	2	1	1	7.7075	0.5
nobgs	V0.5_c1.5	3	7	emmax_simes	group	200	2.285	7	1	1	0	2.285	0
nobgs	V0.5_c1.5	3	7	emmax_simes	mvn	200	0.075	3	1	1	0	0.075	0
nobgs	V0.5_c1.5	3	7	emmax_simes	spatial	200	12.54	47	1	1	0	12.54	0
nobgs	V0.5_c1.5	3	8	emmax_consensus	group	200	2.34	10	5	1	4	0.468	0.8
nobgs	V0.5_c1.5	3	8	emmax_consensus	mvn	200	0.07	2	5	1	4	0.014	0.8
nobgs	V0.5_c1.5	3	8	emmax_consensus	spatial	200	11.99	50	5	1	4	2.398	0.8
nobgs	V0.5_c1.5	3	8	emmax_simes	group	200	2.24	10	4	1	3	0.56	0.75
nobgs	V0.5_c1.5	3	8	emmax_simes	mvn	200	0.065	2	4	1	3	0.01625	0.75
nobgs	V0.5_c1.5	3	8	emmax_simes	spatial	200	8.23	40	4	1	3	2.0575	0.75
nobgs	V0.5_c1.5	3	9	emmax_consensus	group	200	0.285	7	0	0	0		
nobgs	V0.5_c1.5	3	9	emmax_consensus	mvn	200	0.1	2	0	0	0		
nobgs	V0.5_c1.5	3	9	emmax_consensus	spatial	200	10.565	47	0	0	0		
nobgs	V0.5_c1.5	3	9	emmax_simes	group	200	0.27	4	0	0	0		
nobgs	V0.5_c1.5	3	9	emmax_simes	mvn	200	0.05	2	0	0	0		
nobgs	V0.5_c1.5	3	9	emmax_simes	spatial	200	8.885	40	0	0	0		
nobgs	V0.5_c1.5	3	10	emmax_consensus	group	200	1.29	10	0	0	0		
nobgs	V0.5_c1.5	3	10	emmax_consensus	mvn	200	0.045	2	0	0	0		
nobgs	V0.5_c1.5	3	10	emmax_consensus	spatial	200	8.955	45	0	0	0		
nobgs	V0.5_c1.5	3	10	emmax_simes	group	200	0.885	6	0	0	0		
nobgs	V0.5_c1.5	3	10	emmax_simes	mvn	200	0.035	2	0	0	0		
nobgs	V0.5_c1.5	3	10	emmax_simes	spatial	200	7.375	36	0	0	0		
nobgs	V0.5_c1.5	6	1	emmax_consensus	group	200	0.11	3	0	0	0		
nobgs	V0.5_c1.5	6	1	emmax_consensus	mvn	200	0.055	2	0	0	0		
nobgs	V0.5_c1.5	6	1	emmax_consensus	spatial	200	7.505	41	0	0	0		
nobgs	V0.5_c1.5	6	1	emmax_simes	group	200	0.14	3	0	0	0		
nobgs	V0.5_c1.5	6	1	emmax_simes	mvn	200	0.055	2	0	0	0		
nobgs	V0.5_c1.5	6	1	emmax_simes	spatial	200	6.335	32	0	0	0		
nobgs	V0.5_c1.5	6	2	emmax_consensus	group	200	3.34	11	2	0	2	1.67	1
nobgs	V0.5_c1.5	6	2	emmax_consensus	mvn	200	0.085	3	2	0	2	0.0425	1
nobgs	V0.5_c1.5	6	2	emmax_consensus	spatial	200	9.545	41	2	0	2	4.7725	1
nobgs	V0.5_c1.5	6	2	emmax_simes	group	200	2.795	13	0	0	0		
nobgs	V0.5_c1.5	6	2	emmax_simes	mvn	200	0.08	3	0	0	0		
nobgs	V0.5_c1.5	6	2	emmax_simes	spatial	200	7.205	42	0	0	0		
nobgs	V0.5_c1.5	6	3	emmax_consensus	group	200	2.19	8	3	1	2	0.73	0.666666666666667
nobgs	V0.5_c1.5	6	3	emmax_consensus	mvn	200	0.065	3	3	1	2	0.0216666666666667	0.666666666666667
nobgs	V0.5_c1.5	6	3	emmax_consensus	spatial	200	11.44	48	3	1	2	3.81333333333333	0.666666666666667
nobgs	V0.5_c1.5	6	3	emmax_simes	group	200	1.765	6	3	2	1	0.588333333333333	0.333333333333333
nobgs	V0.5_c1.5	6	3	emmax_simes	mvn	200	0.07	3	3	2	1	0.0233333333333333	0.333333333333333
nobgs	V0.5_c1.5	6	3	emmax_simes	spatial	200	8.89	43	3	2	1	2.96333333333333	0.333333333333333
nobgs	V0.5_c1.5	6	4	emmax_consensus	group	200	0.235	2	0	0	0		
nobgs	V0.5_c1.5	6	4	emmax_consensus	mvn	200	0.075	1	0	0	0		
nobgs	V0.5_c1.5	6	4	emmax_consensus	spatial	200	9.01	48	0	0	0		
nobgs	V0.5_c1.5	6	4	emmax_simes	group	200	0.14	2	0	0	0		
nobgs	V0.5_c1.5	6	4	emmax_simes	mvn	200	0.07	2	0	0	0		
nobgs	V0.5_c1.5	6	4	emmax_simes	spatial	200	6.655	37	0	0	0		
nobgs	V0.5_c1.5	6	5	emmax_consensus	group	200	1.005	8	0	0	0		
nobgs	V0.5_c1.5	6	5	emmax_consensus	mvn	200	0.065	3	0	0	0		
nobgs	V0.5_c1.5	6	5	emmax_consensus	spatial	200	8.58	40	0	0	0		
nobgs	V0.5_c1.5	6	5	emmax_simes	group	200	0.685	5	0	0	0		
nobgs	V0.5_c1.5	6	5	emmax_simes	mvn	200	0.065	2	0	0	0		
nobgs	V0.5_c1.5	6	5	emmax_simes	spatial	200	6.695	43	0	0	0		
nobgs	V0.5_c1.5	6	6	emmax_consensus	group	200	3.525	14	2	0	2	1.7625	1
nobgs	V0.5_c1.5	6	6	emmax_consensus	mvn	200	0.04	1	2	0	2	0.02	1
nobgs	V0.5_c1.5	6	6	emmax_consensus	spatial	200	8.37	55	2	0	2	4.185	1
nobgs	V0.5_c1.5	6	6	emmax_simes	group	200	3.25	12	2	0	2	1.625	1
nobgs	V0.5_c1.5	6	6	emmax_simes	mvn	200	0.045	1	2	0	2	0.0225	1
nobgs	V0.5_c1.5	6	6	emmax_simes	spatial	200	6.26	47	2	0	2	3.13	1
nobgs	V0.5_c1.5	6	7	emmax_consensus	group	200	1.995	6	2	1	1	0.9975	0.5
nobgs	V0.5_c1.5	6	7	emmax_consensus	mvn	200	0.07	2	2	1	1	0.035	0.5
nobgs	V0.5_c1.5	6	7	emmax_consensus	spatial	200	9.675	56	2	1	1	4.8375	0.5
nobgs	V0.5_c1.5	6	7	emmax_simes	group	200	2.04	6	3	1	2	0.68	0.666666666666667
nobgs	V0.5_c1.5	6	7	emmax_simes	mvn	200	0.09	3	3	1	2	0.03	0.666666666666667
nobgs	V0.5_c1.5	6	7	emmax_simes	spatial	200	7.225	49	3	1	2	2.40833333333333	0.666666666666667
nobgs	V0.5_c1.5	6	8	emmax_consensus	group	200	1.745	10	1	0	1	1.745	1
nobgs	V0.5_c1.5	6	8	emmax_consensus	mvn	200	0.065	2	1	0	1	0.065	1
nobgs	V0.5_c1.5	6	8	emmax_consensus	spatial	200	9.935	48	1	0	1	9.935	1
nobgs	V0.5_c1.5	6	8	emmax_simes	group	200	1.555	7	3	0	3	0.518333333333333	1
nobgs	V0.5_c1.5	6	8	emmax_simes	mvn	200	0.07	3	3	0	3	0.0233333333333333	1
nobgs	V0.5_c1.5	6	8	emmax_simes	spatial	200	7.775	47	3	0	3	2.59166666666667	1
nobgs	V0.5_c1.5	6	9	emmax_consensus	group	200	0.335	5	0	0	0		
nobgs	V0.5_c1.5	6	9	emmax_consensus	mvn	200	0.075	2	0	0	0		
nobgs	V0.5_c1.5	6	9	emmax_consensus	spatial	200	5.47	37	0	0	0		
nobgs	V0.5_c1.5	6	9	emmax_simes	group	200	0.335	4	0	0	0		
nobgs	V0.5_c1.5	6	9	emmax_simes	mvn	200	0.065	2	0	0	0		
nobgs	V0.5_c1.5	6	9	emmax_simes	spatial	200	4.59	36	0	0	0		
nobgs	V0.5_c1.5	6	10	emmax_consensus	group	200	1.59	6	3	1	2	0.53	0.666666666666667
nobgs	V0.5_c1.5	6	10	emmax_consensus	mvn	200	0.045	2	3	1	2	0.015	0.666666666666667
nobgs	V0.5_c1.5	6	10	emmax_consensus	spatial	200	9.53	38	3	1	2	3.17666666666667	0.666666666666667
nobgs	V0.5_c1.5	6	10	emmax_simes	group	200	1.675	8	4	1	3	0.41875	0.75
nobgs	V0.5_c1.5	6	10	emmax_simes	mvn	200	0.04	1	4	1	3	0.01	0.75
nobgs	V0.5_c1.5	6	10	emmax_simes	spatial	200	6.665	42	4	1	3	1.66625	0.75
nobgs	V0.5_c1.5	8	1	emmax_consensus	group	200	0.175	5	1	0	1	0.175	1
nobgs	V0.5_c1.5	8	1	emmax_consensus	mvn	200	0.075	2	1	0	1	0.075	1
