name,declared,resolved,bytes,sha256
raw_9sp,/Users/petrikem/gitlab/LDscnR-paper/module_9sp/data/9sp_data.rds,/Users/petrikem/gitlab/LDscnR-paper/module_9sp/data/9sp_data.rds,303973582,2bde314f31084c63be57e25bbdc051921b665d4c9692b2b15218560c31dfe31f
lfmm_F,/Users/petrikem/gitlab/LDscnR-paper/module_9sp/data/lfmm_F.rds,/Users/petrikem/gitlab/LDscnR-paper/module_9sp/data/lfmm_F.rds,13965199,b6fbc7d1e027748378af2ed87d80fc2d2a0d3021e3310bd7b0c6001d8461b976
