cell,tag,engine,l_min,n_true,n_markers,n_Cgt0,n_BH05,recall_cap,max_recall_C,max_recall_alpha,PR_AUC_C,PR_AUC_alpha,PR_AUC_C_cs,PR_AUC_alpha_cs
V0.5_c2_env10,bgs,lfmm,1,34,311707,5542,3052,0.470588235294118,0.470588235294118,0.558823529411765,0.0243730211206202,0.034985263234026,0.0243730211206202,0.0328461409134276
V0.5_c2_env10,bgs,lfmm,3,34,311707,5542,3052,0.411764705882353,0.411764705882353,0.470588235294118,0.0332525995466605,0.0561103073567223,0.0332525995466605,0.0531096972546285
V0.5_c2_env10,nobgs,emmax,1,33,374870,1670,782,0.181818181818182,0.181818181818182,0.333333333333333,0.023012648012648,0.0203413211065213,0.023012648012648,0.0180035942650622
V0.5_c2_env10,nobgs,emmax,3,33,374870,1670,782,0.121212121212121,0.121212121212121,0.181818181818182,0.0152433425160698,0.0340387142941405,0.0152433425160698,0.0318908260689083
V0.5_c2_env10,nobgs,lfmm,1,33,374870,6879,4614,0.333333333333333,0.333333333333333,0.454545454545455,0.0355906502066377,0.0205963587475166,0.0355906502066377,0.0184034238766898
V0.5_c2_env10,nobgs,lfmm,3,33,374870,6879,4614,0.212121212121212,0.212121212121212,0.303030303030303,0.0157929563009777,0.0202798311747495,0.0157929563009777,0.0174611404888312
V1_c1.5_env1,bgs,emmax,1,23,262870,1324,103,0.391304347826087,0.391304347826087,0.391304347826087,0.137142744202976,0.0661499911170624,0.137142744202976,0.0661499911170624
V1_c1.5_env1,bgs,emmax,3,23,262870,1324,103,0.347826086956522,0.347826086956522,0.347826086956522,0.225149190110827,0.113684099978996,0.225149190110827,0.113684099978996
V1_c1.5_env1,bgs,lfmm,1,23,262870,706,165,0.391304347826087,0.391304347826087,0.391304347826087,0.159995101516841,0.103748915453581,0.159995101516841,0.103748915453581
V1_c1.5_env1,bgs,lfmm,3,23,262870,706,165,0.347826086956522,0.347826086956522,0.347826086956522,0.175724637681159,0.136682555238774,0.175724637681159,0.136682555238774
V1_c1.5_env1,nobgs,emmax,1,22,326745,1439,460,0.636363636363636,0.681818181818182,0.636363636363636,0.426595864319829,0.265974850293032,0.415064842150508,0.265974850293032
V1_c1.5_env1,nobgs,emmax,3,22,326745,1439,460,0.545454545454545,0.545454545454545,0.590909090909091,0.459726353192262,0.373388429752066,0.459726353192262,0.316115702479339
V1_c1.5_env1,nobgs,lfmm,1,22,326745,1149,399,0.545454545454545,0.545454545454545,0.590909090909091,0.35792994883904,0.279150288068435,0.35792994883904,0.263929482451288
V1_c1.5_env1,nobgs,lfmm,3,22,326745,1149,399,0.454545454545455,0.454545454545455,0.5,0.376172438672439,0.281161616161616,0.376172438672439,0.235858585858586
V1_c1.5_env2,bgs,emmax,1,25,265155,2032,541,0.48,0.48,0.6,0.169049622213747,0.0673231411439564,0.169049622213747,0.0617977500113612
V1_c1.5_env2,bgs,emmax,3,25,265155,2032,541,0.36,0.36,0.56,0.164280563838439,0.187213055815168,0.164280563838439,0.175154992548435
V1_c1.5_env2,bgs,lfmm,1,25,265155,2655,1528,0.52,0.52,0.6,0.158327835135147,0.12552262570121,0.158327835135147,0.122035235538024
V1_c1.5_env2,bgs,lfmm,3,25,265155,2655,1528,0.44,0.44,0.6,0.233232656156038,0.208071579859522,0.233232656156038,0.190282123363085
V1_c1.5_env2,nobgs,emmax,1,29,331483,601,208,0.344827586206897,0.344827586206897,0.448275862068966,0.114184478705748,0.0312050648149395,0.114184478705748,0.0196913985322999
V1_c1.5_env2,nobgs,emmax,3,29,331483,601,208,0.206896551724138,0.206896551724138,0.413793103448276,0.101749020447759,0.0537647993035173,0.101749020447759,0.0254002463054187
V1_c1.5_env2,nobgs,lfmm,1,29,331483,2318,602,0.379310344827586,0.379310344827586,0.517241379310345,0.184481996662106,0.0667413112555753,0.184481996662106,0.0603362953668584
V1_c1.5_env2,nobgs,lfmm,3,29,331483,2318,602,0.310344827586207,0.310344827586207,0.448275862068966,0.0974356833718531,0.0701579768884496,0.0974356833718531,0.0609691410772045
V1_c1.5_env3,bgs,emmax,1,27,262947,394,6,0.0740740740740741,0.0740740740740741,0.259259259259259,0.00219478737997257,0.00946293162875227,0.00219478737997257,0.0017636684303351
V1_c1.5_env3,bgs,emmax,3,27,262947,394,6,0.037037037037037,0.037037037037037,0.148148148148148,0.00123456790123457,0.00820624546114742,0.00123456790123457,0.00123456790123457
V1_c1.5_env3,bgs,lfmm,1,27,262947,854,290,0.185185185185185,0.185185185185185,0.296296296296296,0.033716982809392,0.014304531036836,0.033716982809392,0.0104043543437483
V1_c1.5_env3,bgs,lfmm,3,27,262947,854,290,0.111111111111111,0.111111111111111,0.222222222222222,0.0110229276895944,0.0112531980494632,0.0110229276895944,0.00530901722391084
V1_c1.5_env3,nobgs,emmax,1,25,326022,508,92,0.24,0.24,0.32,0.0961353854180253,0.0630801033591731,0.0961353854180253,0.0485271317829457
V1_c1.5_env3,nobgs,emmax,3,25,326022,508,92,0.16,0.16,0.2,0.0713852813852814,0.112727272727273,0.0713852813852814,0.0933333333333333
V1_c1.5_env3,nobgs,lfmm,1,25,326022,1450,568,0.48,0.48,0.48,0.135074859929917,0.0980796873428452,0.135074859929917,0.0980796873428452
V1_c1.5_env3,nobgs,lfmm,3,25,326022,1450,568,0.36,0.36,0.36,0.151469654528478,0.1451841191067,0.151469654528478,0.1451841191067
V1_c1.5_env4,bgs,emmax,1,23,264586,155,0,0.173913043478261,0.173913043478261,0.217391304347826,0.13768115942029,0.133275691699605,0.13768115942029,0.114624505928854
V1_c1.5_env4,bgs,emmax,3,23,264586,155,0,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.041304347826087,0.0211352657004831,0.041304347826087,0.0211352657004831
V1_c1.5_env4,bgs,lfmm,1,23,264586,467,42,0.260869565217391,0.260869565217391,0.304347826086957,0.098925983436853,0.149894983818138,0.098925983436853,0.140726563628485
V1_c1.5_env4,bgs,lfmm,3,23,264586,467,42,0.173913043478261,0.173913043478261,0.173913043478261,0.0956521739130435,0.0356490167149354,0.0956521739130435,0.0356490167149354
V1_c1.5_env4,nobgs,emmax,1,27,327837,456,27,0.407407407407407,0.407407407407407,0.407407407407407,0.290741459458458,0.218098615332658,0.290741459458458,0.218098615332658
V1_c1.5_env4,nobgs,emmax,3,27,327837,456,27,0.259259259259259,0.333333333333333,0.259259259259259,0.272453703703704,0.200766283524904,0.239583333333333,0.200766283524904
V1_c1.5_env4,nobgs,lfmm,1,27,327837,174,33,0.222222222222222,0.259259259259259,0.222222222222222,0.195987654320988,0.16507024265645,0.182098765432099,0.16507024265645
V1_c1.5_env4,nobgs,lfmm,3,27,327837,174,33,0.148148148148148,0.185185185185185,0.148148148148148,0.165432098765432,0.125396825396825,0.135185185185185,0.125396825396825
V1_c1.5_env5,bgs,emmax,1,22,263214,673,12,0.272727272727273,0.272727272727273,0.5,0.0696920450441577,0.0266735882648751,0.0696920450441577,0.0190573825234419
V1_c1.5_env5,bgs,emmax,3,22,263214,673,12,0.136363636363636,0.136363636363636,0.5,0.0741341991341991,0.0612934264778797,0.0741341991341991,0.0382231404958678
V1_c1.5_env5,bgs,lfmm,1,22,263214,596,243,0.363636363636364,0.363636363636364,0.5,0.11686146481965,0.0514713114889138,0.11686146481965,0.0413290932537123
V1_c1.5_env5,bgs,lfmm,3,22,263214,596,243,0.272727272727273,0.272727272727273,0.363636363636364,0.127596088122404,0.0795569329660239,0.127596088122404,0.0673611111111111
V1_c1.5_env5,nobgs,emmax,1,23,328500,60,2,0.0434782608695652,0.0434782608695652,0.260869565217391,0.00271739130434783,0.0103024574669187,0.00271739130434783,0
V1_c1.5_env5,nobgs,emmax,3,23,328500,60,2,0,0,0.130434782608696,0,0.00738119312436805,0,0
V1_c1.5_env5,nobgs,lfmm,1,23,328500,159,1,0.0869565217391304,0.0869565217391304,0.173913043478261,0.00479375696767001,0.00654710758680513,0.00479375696767001,0.00305853566723132
V1_c1.5_env5,nobgs,lfmm,3,23,328500,159,1,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0031055900621118,0.00197628458498024,0.0031055900621118,0.00197628458498024
V1_c1.5_env6,bgs,emmax,1,20,264762,1148,550,0.25,0.25,0.55,0.023986900780379,0.0813430047324524,0.023986900780379,0.0726662512744987
V1_c1.5_env6,bgs,emmax,3,20,264762,1148,550,0.25,0.25,0.55,0.0278465747573388,0.077715159487964,0.0278465747573388,0.0643768458147266
V1_c1.5_env6,bgs,lfmm,1,20,264762,2837,1595,0.45,0.45,0.55,0.053220738389937,0.0782246728378294,0.053220738389937,0.074967459697778
V1_c1.5_env6,bgs,lfmm,3,20,264762,2837,1595,0.4,0.4,0.45,0.0578985039858812,0.0650101583050161,0.0578985039858812,0.0619917273962836
V1_c1.5_env6,nobgs,emmax,1,21,331362,1823,908,0.333333333333333,0.333333333333333,0.333333333333333,0.137160191639352,0.0905931830081139,0.137160191639352,0.0905931830081139
V1_c1.5_env6,nobgs,emmax,3,21,331362,1823,908,0.333333333333333,0.333333333333333,0.333333333333333,0.180024450857784,0.108061798828349,0.180024450857784,0.108061798828349
V1_c1.5_env6,nobgs,lfmm,1,21,331362,5728,3146,0.333333333333333,0.333333333333333,0.380952380952381,0.127433217189315,0.0530483306487599,0.127433217189315,0.0516602015095991
V1_c1.5_env6,nobgs,lfmm,3,21,331362,5728,3146,0.285714285714286,0.285714285714286,0.333333333333333,0.19487514008062,0.0930446684086102,0.19487514008062,0.091322277324517
V1_c1.5_env7,bgs,emmax,1,23,262598,1230,48,0.347826086956522,0.347826086956522,0.478260869565217,0.169332917273421,0.0858191422443186,0.169332917273421,0.081774538719543
V1_c1.5_env7,bgs,emmax,3,23,262598,1230,48,0.304347826086957,0.304347826086957,0.391304347826087,0.198914105996855,0.106720659278204,0.198914105996855,0.093719806763285
V1_c1.5_env7,bgs,lfmm,1,23,262598,2392,1153,0.391304347826087,0.391304347826087,0.521739130434783,0.136997929606625,0.075171268031595,0.136997929606625,0.071219474792112
V1_c1.5_env7,bgs,lfmm,3,23,262598,2392,1153,0.391304347826087,0.391304347826087,0.521739130434783,0.138075335202721,0.130055939537747,0.138075335202721,0.123350196700625
V1_c1.5_env7,nobgs,emmax,1,24,326460,205,124,0.208333333333333,0.208333333333333,0.416666666666667,0.135671977124183,0.134085853781677,0.135671977124183,0.122796846011132
V1_c1.5_env7,nobgs,emmax,3,24,326460,205,124,0.0833333333333333,0.0833333333333333,0.375,0.0291666666666667,0.0882375976706472,0.0291666666666667,0.0654761904761905
V1_c1.5_env7,nobgs,lfmm,1,24,326460,1501,517,0.5,0.5,0.541666666666667,0.210819123138693,0.179675809052914,0.210819123138693,0.177523887276246
V1_c1.5_env7,nobgs,lfmm,3,24,326460,1501,517,0.416666666666667,0.416666666666667,0.541666666666667,0.221919032018117,0.101699887973593,0.221919032018117,0.0916609730258793
V1_c1.5_env8,bgs,emmax,1,21,264339,1052,552,0.333333333333333,0.333333333333333,0.476190476190476,0.12002442002442,0.133356865970659,0.12002442002442,0.122097727980081
V1_c1.5_env8,bgs,emmax,3,21,264339,1052,552,0.333333333333333,0.333333333333333,0.428571428571429,0.14375,0.169081035923141,0.14375,0.153492063492063
V1_c1.5_env8,bgs,lfmm,1,21,264339,1269,647,0.476190476190476,0.476190476190476,0.619047619047619,0.153915122365211,0.128259653509821,0.153915122365211,0.123598749735113
V1_c1.5_env8,bgs,lfmm,3,21,264339,1269,647,0.333333333333333,0.333333333333333,0.523809523809524,0.133689839572193,0.141646537001715,0.133689839572193,0.12694281491274
V1_c1.5_env8,nobgs,emmax,1,23,327225,461,128,0.217391304347826,0.217391304347826,0.565217391304348,0.176044330775789,0.10784021871127,0.176044330775789,0.0986911639085552
V1_c1.5_env8,nobgs,emmax,3,23,327225,461,128,0.173913043478261,0.173913043478261,0.565217391304348,0.135011441647597,0.150067424708285,0.135011441647597,0.132530120481928
V1_c1.5_env8,nobgs,lfmm,1,23,327225,1822,862,0.434782608695652,0.434782608695652,0.565217391304348,0.290495822302429,0.0971129793890626,0.290495822302429,0.0925128161445374
V1_c1.5_env8,nobgs,lfmm,3,23,327225,1822,862,0.391304347826087,0.391304347826087,0.521739130434783,0.260085107049936,0.105853509144238,0.260085107049936,0.0971135754849549
V1_c1.5_env9,bgs,lfmm,1,30,265610,252,75,0.133333333333333,0.133333333333333,0.2,0.0892857142857143,0.0777743824802648,0.0892857142857143,0.0737314319667261
V1_c1.5_env9,bgs,lfmm,3,30,265610,252,75,0.133333333333333,0.133333333333333,0.166666666666667,0.109393939393939,0.0970175438596491,0.109393939393939,0.0922222222222222
V1_c1.5_env9,nobgs,emmax,1,26,322650,28,0,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0034965034965035,0.0384615384615385,0.0034965034965035
V1_c1.5_env9,nobgs,emmax,3,26,322650,28,0,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0128205128205128,0.0384615384615385,0.0128205128205128
V1_c1.5_env9,nobgs,lfmm,1,26,322650,252,0,0.153846153846154,0.153846153846154,0.153846153846154,0.027977577977578,0.0120663650075415,0.027977577977578,0.0120663650075415
V1_c1.5_env9,nobgs,lfmm,3,26,322650,252,0,0.0769230769230769,0.0769230769230769,0.115384615384615,0.0384615384615385,0.0161401098901099,0.0384615384615385,0.010989010989011
V1_c1.5_env10,bgs,emmax,1,19,266333,1858,507,0.473684210526316,0.473684210526316,0.526315789473684,0.0442785275847032,0.079890406142768,0.0442785275847032,0.0770484213383056
V1_c1.5_env10,bgs,emmax,3,19,266333,1858,507,0.368421052631579,0.368421052631579,0.473684210526316,0.0501156659051396,0.120475234334771,0.0501156659051396,0.1131038647343
V1_c1.5_env10,bgs,lfmm,1,19,266333,1580,548,0.473684210526316,0.473684210526316,0.473684210526316,0.0785873393003346,0.111414900888585,0.0785873393003346,0.111414900888585
V1_c1.5_env10,bgs,lfmm,3,19,266333,1580,548,0.421052631578947,0.421052631578947,0.421052631578947,0.101858849939578,0.161056548868183,0.101858849939578,0.161056548868183
V1_c1.5_env10,nobgs,emmax,1,24,329654,2592,692,0.291666666666667,0.291666666666667,0.333333333333333,0.081938332971172,0.166186843213462,0.081938332971172,0.165328385224673
V1_c1.5_env10,nobgs,emmax,3,24,329654,2592,692,0.291666666666667,0.291666666666667,0.291666666666667,0.231367663344408,0.191732158988257,0.231367663344408,0.191732158988257
V1_c1.5_env10,nobgs,lfmm,1,24,329654,2533,1589,0.208333333333333,0.208333333333333,0.291666666666667,0.0623015873015873,0.140823318261146,0.0623015873015873,0.116950757575758
V1_c1.5_env10,nobgs,lfmm,3,24,329654,2533,1589,0.166666666666667,0.166666666666667,0.25,0.116666666666667,0.197192028985507,0.116666666666667,0.1625
V2_c1_env1,bgs,emmax,1,12,231486,544,317,0.5,0.5,0.583333333333333,0.412667698658411,0.209917592102944,0.412667698658411,0.199462365591398
V2_c1_env1,bgs,emmax,3,12,231486,544,317,0.333333333333333,0.333333333333333,0.416666666666667,0.306818181818182,0.368055555555556,0.306818181818182,0.25
V2_c1_env1,bgs,lfmm,1,12,231486,611,340,0.583333333333333,0.583333333333333,0.666666666666667,0.541914682539683,0.354245283018868,0.541914682539683,0.279166666666667
V2_c1_env1,bgs,lfmm,3,12,231486,611,340,0.583333333333333,0.583333333333333,0.666666666666667,0.564814814814815,0.604166666666667,0.564814814814815,0.416666666666667
V2_c1_env1,nobgs,emmax,1,10,299673,1896,515,0.8,0.8,0.8,0.432675438596491,0.341786719654397,0.432675438596491,0.341786719654397
V2_c1_env1,nobgs,emmax,3,10,299673,1896,515,0.6,0.6,0.6,0.377211538461538,0.348333333333333,0.377211538461538,0.348333333333333
V2_c1_env1,nobgs,lfmm,1,10,299673,801,114,0.6,0.6,0.6,0.424761904761905,0.484090909090909,0.424761904761905,0.484090909090909
V2_c1_env1,nobgs,lfmm,3,10,299673,801,114,0.5,0.5,0.6,0.407380952380952,0.446825396825397,0.407380952380952,0.410714285714286
V2_c1_env2,bgs,emmax,1,13,233274,423,250,0.461538461538462,0.461538461538462,0.615384615384615,0.394230769230769,0.367762282826385,0.394230769230769,0.353262122492892
V2_c1_env2,bgs,emmax,3,13,233274,423,250,0.307692307692308,0.307692307692308,0.461538461538462,0.28021978021978,0.213055824855043,0.28021978021978,0.198005698005698
V2_c1_env2,bgs,lfmm,1,13,233274,937,405,0.615384615384615,0.615384615384615,0.769230769230769,0.408304414883362,0.500993974500001,0.408304414883362,0.494345238095238
V2_c1_env2,bgs,lfmm,3,13,233274,937,405,0.384615384615385,0.384615384615385,0.769230769230769,0.343589743589744,0.298289629163198,0.343589743589744,0.257229982293921
V2_c1_env2,nobgs,emmax,1,11,304684,826,275,0.727272727272727,0.727272727272727,0.727272727272727,0.529524996280316,0.215201630471002,0.529524996280316,0.215201630471002
V2_c1_env2,nobgs,emmax,3,11,304684,826,275,0.636363636363636,0.636363636363636,0.727272727272727,0.495571095571096,0.253488574917146,0.495571095571096,0.2353638425067
V2_c1_env2,nobgs,lfmm,1,11,304684,1400,336,0.909090909090909,0.909090909090909,0.909090909090909,0.654748522926245,0.538558714743105,0.654748522926245,0.538558714743105
V2_c1_env2,nobgs,lfmm,3,11,304684,1400,336,0.909090909090909,0.909090909090909,0.909090909090909,0.7549669628617,0.640442667380466,0.7549669628617,0.640442667380466
V2_c1_env3,bgs,emmax,1,14,235796,339,84,0.571428571428571,0.571428571428571,0.571428571428571,0.298547880690738,0.312082087474545,0.298547880690738,0.312082087474545
V2_c1_env3,bgs,emmax,3,14,235796,339,84,0.428571428571429,0.428571428571429,0.428571428571429,0.278571428571429,0.387445887445888,0.278571428571429,0.387445887445888
V2_c1_env3,bgs,lfmm,1,14,235796,1440,571,0.714285714285714,0.714285714285714,0.714285714285714,0.405311949954807,0.410985968827584,0.405311949954807,0.410985968827584
V2_c1_env3,bgs,lfmm,3,14,235796,1440,571,0.714285714285714,0.714285714285714,0.714285714285714,0.449525012025012,0.394013605442177,0.449525012025012,0.394013605442177
V2_c1_env3,nobgs,emmax,1,16,298956,2192,1042,0.875,0.875,0.875,0.481263665942915,0.566964061265532,0.481263665942915,0.566964061265532
V2_c1_env3,nobgs,emmax,3,16,298956,2192,1042,0.6875,0.6875,0.75,0.529538690476191,0.557450305270427,0.529538690476191,0.55033318815331
V2_c1_env3,nobgs,lfmm,1,16,298956,3056,1028,0.875,0.875,0.875,0.658699971421591,0.596058153534706,0.658699971421591,0.596058153534706
V2_c1_env3,nobgs,lfmm,3,16,298956,3056,1028,0.875,0.875,0.875,0.693751466164376,0.589448556584496,0.693751466164376,0.589448556584496
V2_c1_env4,bgs,emmax,1,10,234231,285,53,0.7,0.7,0.9,0.617559523809524,0.716410488245931,0.617559523809524,0.632936507936508
V2_c1_env4,bgs,emmax,3,10,234231,285,53,0.7,0.7,0.7,0.7,0.68125,0.7,0.68125
V2_c1_env4,bgs,lfmm,1,10,234231,424,69,0.8,0.8,0.8,0.736825396825397,0.759577922077922,0.736825396825397,0.759577922077922
V2_c1_env4,bgs,lfmm,3,10,234231,424,69,0.7,0.7,0.7,0.672222222222222,0.670714285714286,0.672222222222222,0.670714285714286
V2_c1_env4,nobgs,emmax,1,10,304694,1042,427,0.9,0.9,0.9,0.489591291061879,0.669843842573,0.489591291061879,0.669843842573
V2_c1_env4,nobgs,emmax,3,10,304694,1042,427,0.8,0.8,0.8,0.674166666666667,0.695183982683983,0.674166666666667,0.695183982683983
V2_c1_env4,nobgs,lfmm,1,10,304694,842,421,1,1,1,0.60615411806292,0.720064102564103,0.60615411806292,0.720064102564103
V2_c1_env4,nobgs,lfmm,3,10,304694,842,421,0.9,0.9,0.9,0.56375,0.678612834533887,0.56375,0.678612834533887
V2_c1_env5,bgs,emmax,1,9,229858,96,12,0.444444444444444,0.444444444444444,0.666666666666667,0.314814814814815,0.476788432267884,0.314814814814815,0.333333333333333
V2_c1_env5,bgs,emmax,3,9,229858,96,12,0.222222222222222,0.222222222222222,0.444444444444444,0.111111111111111,0.361111111111111,0.111111111111111,0.222222222222222
V2_c1_env5,bgs,lfmm,1,9,229858,235,146,0.666666666666667,0.666666666666667,0.666666666666667,0.517543859649123,0.474809368191721,0.517543859649123,0.474809368191721
V2_c1_env5,bgs,lfmm,3,9,229858,235,146,0.444444444444444,0.444444444444444,0.555555555555556,0.37037037037037,0.475308641975309,0.37037037037037,0.333333333333333
V2_c1_env5,nobgs,emmax,1,14,304589,1052,472,0.642857142857143,0.642857142857143,0.642857142857143,0.485646076612463,0.405739495435048,0.485646076612463,0.405739495435048
V2_c1_env5,nobgs,emmax,3,14,304589,1052,472,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.395833333333333,0.428571428571429,0.395833333333333
V2_c1_env5,nobgs,lfmm,1,14,304589,819,116,0.571428571428571,0.571428571428571,0.642857142857143,0.526643990929705,0.464691558441558,0.526643990929705,0.415584415584416
V2_c1_env5,nobgs,lfmm,3,14,304589,819,116,0.5,0.5,0.571428571428571,0.463203463203463,0.474008834302952,0.463203463203463,0.449175824175824
V2_c1_env6,bgs,emmax,1,12,234855,293,112,0.5,0.5,0.75,0.207867484919724,0.188024060045542,0.207867484919724,0.182637026795524
V2_c1_env6,bgs,emmax,3,12,234855,293,112,0.5,0.5,0.583333333333333,0.32199494949495,0.226081854149988,0.32199494949495,0.220307062218827
V2_c1_env6,bgs,lfmm,1,12,234855,841,223,0.666666666666667,0.666666666666667,0.75,0.467025862068966,0.283512879961051,0.467025862068966,0.280331663029834
V2_c1_env6,bgs,lfmm,3,12,234855,841,223,0.583333333333333,0.583333333333333,0.75,0.460681216931217,0.391115753360696,0.460681216931217,0.379568348318348
V2_c1_env6,nobgs,emmax,1,11,307147,1404,725,0.727272727272727,0.727272727272727,0.727272727272727,0.251251239182274,0.268763994044312,0.251251239182274,0.268763994044312
V2_c1_env6,nobgs,emmax,3,11,307147,1404,725,0.545454545454545,0.545454545454545,0.727272727272727,0.450413223140496,0.348095573676969,0.450413223140496,0.323665223665224
V2_c1_env6,nobgs,lfmm,1,11,307147,881,500,0.545454545454545,0.545454545454545,0.636363636363636,0.381313131313131,0.300603527135342,0.381313131313131,0.296565276828435
V2_c1_env6,nobgs,lfmm,3,11,307147,881,500,0.454545454545455,0.454545454545455,0.636363636363636,0.269987105093488,0.277181121604116,0.269987105093488,0.24982782369146
V2_c1_env7,bgs,emmax,1,15,233384,379,242,0.466666666666667,0.466666666666667,0.533333333333333,0.443253968253968,0.372242028124381,0.443253968253968,0.362165775401069
V2_c1_env7,bgs,emmax,3,15,233384,379,242,0.4,0.4,0.4,0.395238095238095,0.372619047619048,0.395238095238095,0.372619047619048
V2_c1_env7,bgs,lfmm,1,15,233384,409,247,0.533333333333333,0.533333333333333,0.6,0.487843137254902,0.476715800352671,0.487843137254902,0.469989634778367
V2_c1_env7,bgs,lfmm,3,15,233384,409,247,0.533333333333333,0.533333333333333,0.6,0.499047619047619,0.475692640692641,0.499047619047619,0.460714285714286
V2_c1_env7,nobgs,emmax,1,15,298200,1805,5,0.666666666666667,0.666666666666667,0.733333333333333,0.445055965055965,0.277948910435125,0.445055965055965,0.271349740646728
V2_c1_env7,nobgs,emmax,3,15,298200,1805,5,0.466666666666667,0.466666666666667,0.466666666666667,0.389444444444444,0.275498596011232,0.389444444444444,0.275498596011232
V2_c1_env7,nobgs,lfmm,1,15,298200,254,15,0.6,0.6,0.733333333333333,0.517050264550265,0.320030345791767,0.517050264550265,0.303635778635779
V2_c1_env7,nobgs,lfmm,3,15,298200,254,15,0.4,0.4,0.466666666666667,0.391666666666667,0.30504562533548,0.391666666666667,0.292028985507246
V2_c1_env8,bgs,emmax,1,11,234127,282,67,0.545454545454545,0.545454545454545,0.909090909090909,0.252955787382017,0.116095553283253,0.252955787382017,0.103051884576811
V2_c1_env8,bgs,emmax,3,11,234127,282,67,0.363636363636364,0.363636363636364,0.818181818181818,0.263429752066116,0.166359541359541,0.263429752066116,0.0994318181818182
V2_c1_env8,bgs,lfmm,1,11,234127,663,214,0.636363636363636,0.636363636363636,0.727272727272727,0.453574203574204,0.249588456666888,0.453574203574204,0.246214296490896
V2_c1_env8,bgs,lfmm,3,11,234127,663,214,0.545454545454545,0.545454545454545,0.727272727272727,0.435822510822511,0.178362573099415,0.435822510822511,0.142424242424242
V2_c1_env8,nobgs,emmax,1,16,303448,1035,509,0.5,0.5,0.625,0.410523504273504,0.202691873172494,0.410523504273504,0.199270201617193
V2_c1_env8,nobgs,emmax,3,16,303448,1035,509,0.375,0.375,0.5,0.3671875,0.323626942930721,0.3671875,0.299302944862155
V2_c1_env8,nobgs,lfmm,1,16,303448,1139,659,0.5,0.5,0.5625,0.462311126373626,0.388210541760507,0.462311126373626,0.376816256393862
V2_c1_env8,nobgs,lfmm,3,16,303448,1139,659,0.5,0.5,0.5625,0.479861111111111,0.442772535435579,0.479861111111111,0.421794871794872
V2_c1_env9,bgs,emmax,1,11,235478,9,0,0,0,0.0909090909090909,0,0.0151515151515152,0,0
V2_c1_env9,bgs,emmax,3,11,235478,9,0,0,0,0,0,0,0,0
V2_c1_env9,bgs,lfmm,1,11,235478,14,0,0.0909090909090909,0.0909090909090909,0.181818181818182,0.0113636363636364,0.0328282828282828,0.0113636363636364,0.0113636363636364
V2_c1_env9,bgs,lfmm,3,11,235478,14,0,0,0,0,0,0,0,0
V2_c1_env9,nobgs,emmax,1,17,303632,2,0,0,0,0,0,0,0,0
V2_c1_env9,nobgs,emmax,3,17,303632,2,0,-Inf,-Inf,0,,0,,
V2_c1_env9,nobgs,lfmm,1,17,303632,1,0,0,0,0.0588235294117647,0,0.00392156862745098,0,
V2_c1_env9,nobgs,lfmm,3,17,303632,1,0,-Inf,-Inf,0.0588235294117647,,0.0147058823529412,,
V2_c1_env10,bgs,emmax,1,14,234890,243,117,0.357142857142857,0.357142857142857,0.428571428571429,0.310657596371882,0.361811391223156,0.310657596371882,0.341269841269841
V2_c1_env10,bgs,emmax,3,14,234890,243,117,0.285714285714286,0.285714285714286,0.428571428571429,0.270408163265306,0.290230955485193,0.270408163265306,0.260989010989011
V2_c1_env10,bgs,lfmm,1,14,234890,873,174,0.5,0.5,0.5,0.318171114599686,0.401211734693878,0.318171114599686,0.401211734693878
V2_c1_env10,bgs,lfmm,3,14,234890,873,174,0.428571428571429,0.428571428571429,0.5,0.336376728110599,0.301236449864499,0.336376728110599,0.286210317460317
V2_c1_env10,nobgs,emmax,1,13,302347,1952,1225,0.615384615384615,0.615384615384615,0.615384615384615,0.393717948717949,0.283946488294314,0.393717948717949,0.283946488294314
V2_c1_env10,nobgs,emmax,3,13,302347,1952,1225,0.538461538461538,0.538461538461538,0.538461538461538,0.480448717948718,0.266050730091826,0.480448717948718,0.266050730091826
V2_c1_env10,nobgs,lfmm,1,13,302347,1405,487,0.615384615384615,0.615384615384615,0.615384615384615,0.230186760050909,0.289257457095653,0.230186760050909,0.289257457095653
V2_c1_env10,nobgs,lfmm,3,13,302347,1405,487,0.461538461538462,0.461538461538462,0.615384615384615,0.383183813704906,0.260805860805861,0.383183813704906,0.228525641025641
