analysis,flagged,contain,tag_not_contain,neither,satellites,raw_prec,raw_rec,dedup_regions,dedup_tp,dedup_qtn,dedup_prec,dedup_rec,cell,tag,env,n_qtn,n_clusters
rep,8,2,1,5,0,0.25,0.133333333333333,8,3,4,0.375,0.266666666666667,V0.5_c1,nobgs,6,15,102214
simes,23,6,1,16,1,0.260869565217391,0.4,22,6,7,0.272727272727273,0.466666666666667,V0.5_c1,nobgs,6,15,102214
emlg,35,7,1,27,1,0.2,0.466666666666667,34,7,8,0.205882352941176,0.533333333333333,V0.5_c1,nobgs,6,15,102214
snp,100,9,12,79,12,0.09,0.5625,88,9,10,0.102272727272727,0.625,V0.5_c1,nobgs,7,16,97081
snp_n2,85,9,12,64,12,0.105882352941176,0.5625,73,9,10,0.123287671232877,0.625,V0.5_c1,nobgs,7,16,97081
snp_n5,77,9,12,56,12,0.116883116883117,0.5625,65,9,10,0.138461538461538,0.625,V0.5_c1,nobgs,7,16,97081
simes_nosparse,14,8,0,6,0,0.571428571428571,0.5,14,8,9,0.571428571428571,0.5625,V0.5_c1,nobgs,7,16,97081
simes_n2_nosparse,14,8,0,6,0,0.571428571428571,0.5,14,8,9,0.571428571428571,0.5625,V0.5_c1,nobgs,7,16,97081
simes_n2,20,8,2,10,2,0.4,0.5,18,8,9,0.444444444444444,0.5625,V0.5_c1,nobgs,7,16,97081
rep,17,7,2,8,2,0.411764705882353,0.4375,15,7,8,0.466666666666667,0.5,V0.5_c1,nobgs,7,16,97081
simes,17,8,2,7,2,0.470588235294118,0.5,15,8,9,0.533333333333333,0.5625,V0.5_c1,nobgs,7,16,97081
emlg,16,7,2,7,2,0.4375,0.4375,14,7,8,0.5,0.5,V0.5_c1,nobgs,7,16,97081
snp,226,12,27,187,27,0.0530973451327434,0.571428571428571,199,12,14,0.0603015075376884,0.666666666666667,V0.5_c1,nobgs,8,21,100746
snp_n2,176,12,21,143,21,0.0681818181818182,0.571428571428571,155,12,14,0.0774193548387097,0.666666666666667,V0.5_c1,nobgs,8,21,100746
snp_n5,100,11,10,79,9,0.11,0.523809523809524,91,12,14,0.131868131868132,0.666666666666667,V0.5_c1,nobgs,8,21,100746
simes_nosparse,55,11,14,30,13,0.2,0.523809523809524,42,12,14,0.285714285714286,0.666666666666667,V0.5_c1,nobgs,8,21,100746
