analysis,flagged,contain,tag_not_contain,neither,satellites,raw_prec,raw_rec,dedup_regions,dedup_tp,dedup_qtn,dedup_prec,dedup_rec,cell,tag,env,n_qtn,n_clusters
snp_n5,236,7,4,225,3,0.0296610169491525,0.194444444444444,233,8,8,0.0343347639484979,0.222222222222222,V0.5_c2,nobgs,2,36,73046
simes_nosparse,10,1,0,9,0,0.1,0.0277777777777778,10,1,1,0.1,0.0277777777777778,V0.5_c2,nobgs,2,36,73046
simes_n2_nosparse,10,1,0,9,0,0.1,0.0277777777777778,10,1,1,0.1,0.0277777777777778,V0.5_c2,nobgs,2,36,73046
simes_n2,128,6,2,120,2,0.046875,0.166666666666667,126,6,7,0.0476190476190476,0.194444444444444,V0.5_c2,nobgs,2,36,73046
rep,53,3,0,50,0,0.0566037735849057,0.0833333333333333,53,3,3,0.0566037735849057,0.0833333333333333,V0.5_c2,nobgs,2,36,73046
simes,104,4,2,98,2,0.0384615384615385,0.111111111111111,102,4,4,0.0392156862745098,0.111111111111111,V0.5_c2,nobgs,2,36,73046
emlg,149,4,3,142,3,0.0268456375838926,0.111111111111111,146,4,4,0.0273972602739726,0.111111111111111,V0.5_c2,nobgs,2,36,73046
snp,105,12,4,89,4,0.114285714285714,0.363636363636364,101,12,13,0.118811881188119,0.393939393939394,V0.5_c2,nobgs,3,33,72600
snp_n2,104,12,4,88,4,0.115384615384615,0.363636363636364,100,12,13,0.12,0.393939393939394,V0.5_c2,nobgs,3,33,72600
snp_n5,104,11,5,88,5,0.105769230769231,0.333333333333333,99,11,12,0.111111111111111,0.363636363636364,V0.5_c2,nobgs,3,33,72600
simes_nosparse,4,1,0,3,0,0.25,0.0303030303030303,4,1,1,0.25,0.0303030303030303,V0.5_c2,nobgs,3,33,72600
simes_n2_nosparse,4,1,0,3,0,0.25,0.0303030303030303,4,1,1,0.25,0.0303030303030303,V0.5_c2,nobgs,3,33,72600
simes_n2,65,8,2,55,1,0.123076923076923,0.242424242424242,64,9,10,0.140625,0.303030303030303,V0.5_c2,nobgs,3,33,72600
rep,22,4,0,18,0,0.181818181818182,0.121212121212121,22,4,5,0.181818181818182,0.151515151515152,V0.5_c2,nobgs,3,33,72600
simes,62,8,2,52,1,0.129032258064516,0.242424242424242,61,9,10,0.147540983606557,0.303030303030303,V0.5_c2,nobgs,3,33,72600
emlg,76,5,2,69,1,0.0657894736842105,0.151515151515152,75,6,6,0.08,0.181818181818182,V0.5_c2,nobgs,3,33,72600
snp,139,8,5,126,2,0.0575539568345324,0.228571428571429,137,11,12,0.0802919708029197,0.342857142857143,V0.5_c2,nobgs,4,35,73546
snp_n2,133,7,5,121,2,0.0526315789473684,0.2,131,10,11,0.0763358778625954,0.314285714285714,V0.5_c2,nobgs,4,35,73546
snp_n5,125,7,5,113,2,0.056,0.2,123,10,11,0.0813008130081301,0.314285714285714,V0.5_c2,nobgs,4,35,73546
simes_nosparse,2,0,0,2,0,0,0,2,0,0,0,0,V0.5_c2,nobgs,4,35,73546
simes_n2_nosparse,0,0,0,0,0,,0,0,0,0,0,0,V0.5_c2,nobgs,4,35,73546
simes_n2,7,1,0,6,0,0.142857142857143,0.0285714285714286,7,1,1,0.142857142857143,0.0285714285714286,V0.5_c2,nobgs,4,35,73546
rep,21,3,2,16,0,0.142857142857143,0.0857142857142857,21,5,6,0.238095238095238,0.171428571428571,V0.5_c2,nobgs,4,35,73546
simes,11,2,0,9,0,0.181818181818182,0.0571428571428571,11,2,2,0.181818181818182,0.0571428571428571,V0.5_c2,nobgs,4,35,73546
emlg,17,2,1,14,0,0.117647058823529,0.0571428571428571,17,3,4,0.176470588235294,0.114285714285714,V0.5_c2,nobgs,4,35,73546
snp,174,8,3,163,2,0.0459770114942529,0.258064516129032,172,9,13,0.0523255813953488,0.419354838709677,V0.5_c2,nobgs,5,31,71812
snp_n2,169,8,3,158,2,0.0473372781065089,0.258064516129032,167,9,13,0.0538922155688623,0.419354838709677,V0.5_c2,nobgs,5,31,71812
snp_n5,174,9,4,161,3,0.0517241379310345,0.290322580645161,171,10,14,0.0584795321637427,0.451612903225806,V0.5_c2,nobgs,5,31,71812
simes_nosparse,0,0,0,0,0,,0,0,0,0,0,0,V0.5_c2,nobgs,5,31,71812
simes_n2_nosparse,3,1,1,1,0,0.333333333333333,0.032258064516129,3,2,4,0.666666666666667,0.129032258064516,V0.5_c2,nobgs,5,31,71812
simes_n2,0,0,0,0,0,,0,0,0,0,0,0,V0.5_c2,nobgs,5,31,71812
rep,2,0,0,2,0,0,0,2,0,0,0,0,V0.5_c2,nobgs,5,31,71812
simes,0,0,0,0,0,,0,0,0,0,0,0,V0.5_c2,nobgs,5,31,71812
emlg,31,1,1,29,0,0.032258064516129,0.032258064516129,31,2,4,0.0645161290322581,0.129032258064516,V0.5_c2,nobgs,5,31,71812
snp,246,8,2,236,1,0.032520325203252,0.296296296296296,245,9,9,0.036734693877551,0.333333333333333,V0.5_c2,nobgs,6,27,73578
snp_n2,240,8,2,230,1,0.0333333333333333,0.296296296296296,239,9,9,0.0376569037656904,0.333333333333333,V0.5_c2,nobgs,6,27,73578
snp_n5,209,8,2,199,1,0.0382775119617225,0.296296296296296,208,9,9,0.0432692307692308,0.333333333333333,V0.5_c2,nobgs,6,27,73578
simes_nosparse,13,0,0,13,0,0,0,13,0,0,0,0,V0.5_c2,nobgs,6,27,73578
simes_n2_nosparse,22,0,0,22,0,0,0,22,0,0,0,0,V0.5_c2,nobgs,6,27,73578
simes_n2,123,7,1,115,1,0.0569105691056911,0.259259259259259,122,7,7,0.0573770491803279,0.259259259259259,V0.5_c2,nobgs,6,27,73578
rep,55,4,0,51,0,0.0727272727272727,0.148148148148148,55,4,4,0.0727272727272727,0.148148148148148,V0.5_c2,nobgs,6,27,73578
simes,109,7,1,101,1,0.0642201834862385,0.259259259259259,108,7,7,0.0648148148148148,0.259259259259259,V0.5_c2,nobgs,6,27,73578
emlg,67,4,0,63,0,0.0597014925373134,0.148148148148148,67,4,4,0.0597014925373134,0.148148148148148,V0.5_c2,nobgs,6,27,73578
snp,110,9,0,101,0,0.0818181818181818,0.257142857142857,110,9,9,0.0818181818181818,0.257142857142857,V0.5_c2,nobgs,7,35,73710
snp_n2,106,9,0,97,0,0.0849056603773585,0.257142857142857,106,9,9,0.0849056603773585,0.257142857142857,V0.5_c2,nobgs,7,35,73710
snp_n5,101,7,0,94,0,0.0693069306930693,0.2,101,7,7,0.0693069306930693,0.2,V0.5_c2,nobgs,7,35,73710
simes_nosparse,2,1,0,1,0,0.5,0.0285714285714286,2,1,1,0.5,0.0285714285714286,V0.5_c2,nobgs,7,35,73710
simes_n2_nosparse,2,1,0,1,0,0.5,0.0285714285714286,2,1,1,0.5,0.0285714285714286,V0.5_c2,nobgs,7,35,73710
simes_n2,62,8,0,54,0,0.129032258064516,0.228571428571429,62,8,8,0.129032258064516,0.228571428571429,V0.5_c2,nobgs,7,35,73710
rep,18,4,0,14,0,0.222222222222222,0.114285714285714,18,4,4,0.222222222222222,0.114285714285714,V0.5_c2,nobgs,7,35,73710
simes,51,5,0,46,0,0.0980392156862745,0.142857142857143,51,5,5,0.0980392156862745,0.142857142857143,V0.5_c2,nobgs,7,35,73710
emlg,22,3,0,19,0,0.136363636363636,0.0857142857142857,22,3,3,0.136363636363636,0.0857142857142857,V0.5_c2,nobgs,7,35,73710
snp,365,8,4,353,4,0.0219178082191781,0.275862068965517,361,8,9,0.0221606648199446,0.310344827586207,V0.5_c2,nobgs,8,29,73774
snp_n2,318,8,5,305,4,0.0251572327044025,0.275862068965517,314,9,10,0.0286624203821656,0.344827586206897,V0.5_c2,nobgs,8,29,73774
snp_n5,240,8,5,227,4,0.0333333333333333,0.275862068965517,236,9,10,0.038135593220339,0.344827586206897,V0.5_c2,nobgs,8,29,73774
simes_nosparse,29,2,0,27,0,0.0689655172413793,0.0689655172413793,29,2,2,0.0689655172413793,0.0689655172413793,V0.5_c2,nobgs,8,29,73774
simes_n2_nosparse,22,3,0,19,0,0.136363636363636,0.103448275862069,22,3,3,0.136363636363636,0.103448275862069,V0.5_c2,nobgs,8,29,73774
simes_n2,123,7,4,112,4,0.0569105691056911,0.241379310344828,119,7,8,0.0588235294117647,0.275862068965517,V0.5_c2,nobgs,8,29,73774
rep,72,3,3,66,2,0.0416666666666667,0.103448275862069,70,4,5,0.0571428571428571,0.172413793103448,V0.5_c2,nobgs,8,29,73774
simes,123,6,4,113,4,0.0487804878048781,0.206896551724138,119,6,7,0.0504201680672269,0.241379310344828,V0.5_c2,nobgs,8,29,73774
emlg,97,4,4,89,3,0.0412371134020619,0.137931034482759,94,5,6,0.0531914893617021,0.206896551724138,V0.5_c2,nobgs,8,29,73774
snp,8,2,0,6,0,0.25,0.0606060606060606,8,2,3,0.25,0.0909090909090909,V0.5_c2,nobgs,9,33,71961
snp_n2,8,2,0,6,0,0.25,0.0606060606060606,8,2,3,0.25,0.0909090909090909,V0.5_c2,nobgs,9,33,71961
snp_n5,9,1,0,8,0,0.111111111111111,0.0303030303030303,9,1,2,0.111111111111111,0.0606060606060606,V0.5_c2,nobgs,9,33,71961
simes_nosparse,0,0,0,0,0,,0,0,0,0,0,0,V0.5_c2,nobgs,9,33,71961
simes_n2_nosparse,0,0,0,0,0,,0,0,0,0,0,0,V0.5_c2,nobgs,9,33,71961
simes_n2,2,2,0,0,0,1,0.0606060606060606,2,2,3,1,0.0909090909090909,V0.5_c2,nobgs,9,33,71961
rep,1,1,0,0,0,1,0.0303030303030303,1,1,2,1,0.0606060606060606,V0.5_c2,nobgs,9,33,71961
simes,2,2,0,0,0,1,0.0606060606060606,2,2,3,1,0.0909090909090909,V0.5_c2,nobgs,9,33,71961
emlg,2,1,0,1,0,0.5,0.0303030303030303,2,1,1,0.5,0.0303030303030303,V0.5_c2,nobgs,9,33,71961
snp,106,4,0,102,0,0.0377358490566038,0.125,106,4,4,0.0377358490566038,0.125,V0.5_c2,nobgs,10,32,74139
snp_n2,100,3,0,97,0,0.03,0.09375,100,3,3,0.03,0.09375,V0.5_c2,nobgs,10,32,74139
snp_n5,97,3,0,94,0,0.0309278350515464,0.09375,97,3,3,0.0309278350515464,0.09375,V0.5_c2,nobgs,10,32,74139
simes_nosparse,1,0,0,1,0,0,0,1,0,0,0,0,V0.5_c2,nobgs,10,32,74139
simes_n2_nosparse,1,0,0,1,0,0,0,1,0,0,0,0,V0.5_c2,nobgs,10,32,74139
simes_n2,57,3,0,54,0,0.0526315789473684,0.09375,57,3,3,0.0526315789473684,0.09375,V0.5_c2,nobgs,10,32,74139
rep,22,0,0,22,0,0,0,22,0,0,0,0,V0.5_c2,nobgs,10,32,74139
simes,52,3,0,49,0,0.0576923076923077,0.09375,52,3,3,0.0576923076923077,0.09375,V0.5_c2,nobgs,10,32,74139
emlg,13,2,0,11,0,0.153846153846154,0.0625,13,2,2,0.153846153846154,0.0625,V0.5_c2,nobgs,10,32,74139
snp,68,8,4,56,2,0.117647058823529,0.25,66,10,11,0.151515151515152,0.34375,V0.5_c2,bgs,1,32,60984
snp_n2,69,8,4,57,2,0.115942028985507,0.25,67,10,11,0.149253731343284,0.34375,V0.5_c2,bgs,1,32,60984
snp_n5,76,8,4,64,2,0.105263157894737,0.25,74,10,11,0.135135135135135,0.34375,V0.5_c2,bgs,1,32,60984
simes_nosparse,0,0,0,0,0,,0,0,0,0,0,0,V0.5_c2,bgs,1,32,60984
simes_n2_nosparse,0,0,0,0,0,,0,0,0,0,0,0,V0.5_c2,bgs,1,32,60984
simes_n2,1,0,0,1,0,0,0,1,0,0,0,0,V0.5_c2,bgs,1,32,60984
rep,1,0,0,1,0,0,0,1,0,0,0,0,V0.5_c2,bgs,1,32,60984
simes,1,0,0,1,0,0,0,1,0,0,0,0,V0.5_c2,bgs,1,32,60984
emlg,22,4,2,16,1,0.181818181818182,0.125,21,5,6,0.238095238095238,0.1875,V0.5_c2,bgs,1,32,60984
snp,203,11,5,187,4,0.0541871921182266,0.34375,199,12,14,0.0603015075376884,0.4375,V0.5_c2,bgs,2,32,60739
snp_n2,208,11,6,191,5,0.0528846153846154,0.34375,203,12,14,0.0591133004926108,0.4375,V0.5_c2,bgs,2,32,60739
snp_n5,183,10,6,167,5,0.0546448087431694,0.3125,178,11,13,0.0617977528089888,0.40625,V0.5_c2,bgs,2,32,60739
simes_nosparse,3,1,0,2,0,0.333333333333333,0.03125,3,1,1,0.333333333333333,0.03125,V0.5_c2,bgs,2,32,60739
simes_n2_nosparse,3,1,0,2,0,0.333333333333333,0.03125,3,1,1,0.333333333333333,0.03125,V0.5_c2,bgs,2,32,60739
simes_n2,75,9,2,64,2,0.12,0.28125,73,9,11,0.123287671232877,0.34375,V0.5_c2,bgs,2,32,60739
rep,45,6,0,39,0,0.133333333333333,0.1875,45,6,7,0.133333333333333,0.21875,V0.5_c2,bgs,2,32,60739
simes,65,8,2,55,2,0.123076923076923,0.25,63,8,10,0.126984126984127,0.3125,V0.5_c2,bgs,2,32,60739
emlg,94,5,4,85,3,0.0531914893617021,0.15625,91,6,7,0.0659340659340659,0.21875,V0.5_c2,bgs,2,32,60739
snp,170,8,1,161,1,0.0470588235294118,0.222222222222222,169,8,9,0.0473372781065089,0.25,V0.5_c2,bgs,3,36,59940
snp_n2,165,8,1,156,1,0.0484848484848485,0.222222222222222,164,8,9,0.0487804878048781,0.25,V0.5_c2,bgs,3,36,59940
snp_n5,155,8,1,146,1,0.0516129032258065,0.222222222222222,154,8,9,0.051948051948052,0.25,V0.5_c2,bgs,3,36,59940
simes_nosparse,4,1,0,3,0,0.25,0.0277777777777778,4,1,1,0.25,0.0277777777777778,V0.5_c2,bgs,3,36,59940
simes_n2_nosparse,3,1,0,2,0,0.333333333333333,0.0277777777777778,3,1,1,0.333333333333333,0.0277777777777778,V0.5_c2,bgs,3,36,59940
simes_n2,82,6,0,76,0,0.0731707317073171,0.166666666666667,82,6,6,0.0731707317073171,0.166666666666667,V0.5_c2,bgs,3,36,59940
rep,41,3,0,38,0,0.0731707317073171,0.0833333333333333,41,3,3,0.0731707317073171,0.0833333333333333,V0.5_c2,bgs,3,36,59940
simes,66,6,0,60,0,0.0909090909090909,0.166666666666667,66,6,6,0.0909090909090909,0.166666666666667,V0.5_c2,bgs,3,36,59940
emlg,95,4,0,91,0,0.0421052631578947,0.111111111111111,95,4,4,0.0421052631578947,0.111111111111111,V0.5_c2,bgs,3,36,59940
snp,110,11,1,98,1,0.1,0.354838709677419,109,11,14,0.100917431192661,0.451612903225806,V0.5_c2,bgs,4,31,61123
snp_n2,108,11,1,96,1,0.101851851851852,0.354838709677419,107,11,14,0.102803738317757,0.451612903225806,V0.5_c2,bgs,4,31,61123
snp_n5,112,11,1,100,1,0.0982142857142857,0.354838709677419,111,11,14,0.0990990990990991,0.451612903225806,V0.5_c2,bgs,4,31,61123
simes_nosparse,1,0,0,1,0,0,0,1,0,0,0,0,V0.5_c2,bgs,4,31,61123
simes_n2_nosparse,1,0,0,1,0,0,0,1,0,0,0,0,V0.5_c2,bgs,4,31,61123
simes_n2,6,0,0,6,0,0,0,6,0,0,0,0,V0.5_c2,bgs,4,31,61123
rep,7,0,0,7,0,0,0,7,0,0,0,0,V0.5_c2,bgs,4,31,61123
simes,3,0,0,3,0,0,0,3,0,0,0,0,V0.5_c2,bgs,4,31,61123
emlg,10,1,0,9,0,0.1,0.032258064516129,10,1,3,0.1,0.0967741935483871,V0.5_c2,bgs,4,31,61123
snp,185,6,6,173,2,0.0324324324324324,0.2,183,10,10,0.0546448087431694,0.333333333333333,V0.5_c2,bgs,5,30,61060
snp_n2,207,8,7,192,4,0.0386473429951691,0.266666666666667,203,11,11,0.0541871921182266,0.366666666666667,V0.5_c2,bgs,5,30,61060
snp_n5,188,8,7,173,4,0.0425531914893617,0.266666666666667,184,11,11,0.0597826086956522,0.366666666666667,V0.5_c2,bgs,5,30,61060
simes_nosparse,1,0,0,1,0,0,0,1,0,0,0,0,V0.5_c2,bgs,5,30,61060
simes_n2_nosparse,1,0,0,1,0,0,0,1,0,0,0,0,V0.5_c2,bgs,5,30,61060
simes_n2,5,0,0,5,0,0,0,5,0,0,0,0,V0.5_c2,bgs,5,30,61060
rep,2,0,0,2,0,0,0,2,0,0,0,0,V0.5_c2,bgs,5,30,61060
simes,1,0,0,1,0,0,0,1,0,0,0,0,V0.5_c2,bgs,5,30,61060
emlg,6,0,0,6,0,0,0,6,0,0,0,0,V0.5_c2,bgs,5,30,61060
snp,325,9,3,313,2,0.0276923076923077,0.257142857142857,323,10,11,0.0309597523219814,0.314285714285714,V0.5_c2,bgs,6,35,61924
snp_n2,308,9,3,296,2,0.0292207792207792,0.257142857142857,306,10,11,0.0326797385620915,0.314285714285714,V0.5_c2,bgs,6,35,61924
snp_n5,249,9,2,238,1,0.036144578313253,0.257142857142857,248,10,11,0.0403225806451613,0.314285714285714,V0.5_c2,bgs,6,35,61924
simes_nosparse,0,0,0,0,0,,0,0,0,0,0,0,V0.5_c2,bgs,6,35,61924
simes_n2_nosparse,3,0,0,3,0,0,0,3,0,0,0,0,V0.5_c2,bgs,6,35,61924
simes_n2,123,5,1,117,0,0.040650406504065,0.142857142857143,123,6,7,0.0487804878048781,0.2,V0.5_c2,bgs,6,35,61924
rep,52,3,0,49,0,0.0576923076923077,0.0857142857142857,52,3,4,0.0576923076923077,0.114285714285714,V0.5_c2,bgs,6,35,61924
simes,101,4,1,96,0,0.0396039603960396,0.114285714285714,101,5,6,0.0495049504950495,0.171428571428571,V0.5_c2,bgs,6,35,61924
emlg,62,5,0,57,0,0.0806451612903226,0.142857142857143,62,5,6,0.0806451612903226,0.171428571428571,V0.5_c2,bgs,6,35,61924
snp,163,7,1,155,0,0.0429447852760736,0.2,163,8,9,0.049079754601227,0.257142857142857,V0.5_c2,bgs,7,35,61042
snp_n2,168,7,1,160,0,0.0416666666666667,0.2,168,8,9,0.0476190476190476,0.257142857142857,V0.5_c2,bgs,7,35,61042
snp_n5,151,7,1,143,0,0.0463576158940397,0.2,151,8,9,0.0529801324503311,0.257142857142857,V0.5_c2,bgs,7,35,61042
simes_nosparse,3,0,0,3,0,0,0,3,0,0,0,0,V0.5_c2,bgs,7,35,61042
simes_n2_nosparse,2,0,0,2,0,0,0,2,0,0,0,0,V0.5_c2,bgs,7,35,61042
simes_n2,56,3,1,52,0,0.0535714285714286,0.0857142857142857,56,4,5,0.0714285714285714,0.142857142857143,V0.5_c2,bgs,7,35,61042
rep,24,3,0,21,0,0.125,0.0857142857142857,24,3,4,0.125,0.114285714285714,V0.5_c2,bgs,7,35,61042
simes,33,3,1,29,0,0.0909090909090909,0.0857142857142857,33,4,5,0.121212121212121,0.142857142857143,V0.5_c2,bgs,7,35,61042
emlg,37,3,0,34,0,0.0810810810810811,0.0857142857142857,37,3,3,0.0810810810810811,0.0857142857142857,V0.5_c2,bgs,7,35,61042
snp,303,12,2,289,2,0.0396039603960396,0.352941176470588,301,12,12,0.0398671096345515,0.352941176470588,V0.5_c2,bgs,8,34,61571
snp_n2,265,12,2,251,2,0.0452830188679245,0.352941176470588,263,12,12,0.0456273764258555,0.352941176470588,V0.5_c2,bgs,8,34,61571
snp_n5,206,12,2,192,2,0.058252427184466,0.352941176470588,204,12,12,0.0588235294117647,0.352941176470588,V0.5_c2,bgs,8,34,61571
simes_nosparse,13,1,0,12,0,0.0769230769230769,0.0294117647058824,13,1,2,0.0769230769230769,0.0588235294117647,V0.5_c2,bgs,8,34,61571
simes_n2_nosparse,15,1,0,14,0,0.0666666666666667,0.0294117647058824,15,1,2,0.0666666666666667,0.0588235294117647,V0.5_c2,bgs,8,34,61571
simes_n2,104,9,0,95,0,0.0865384615384615,0.264705882352941,104,9,9,0.0865384615384615,0.264705882352941,V0.5_c2,bgs,8,34,61571
rep,69,4,0,65,0,0.0579710144927536,0.117647058823529,69,4,4,0.0579710144927536,0.117647058823529,V0.5_c2,bgs,8,34,61571
simes,102,9,0,93,0,0.0882352941176471,0.264705882352941,102,9,9,0.0882352941176471,0.264705882352941,V0.5_c2,bgs,8,34,61571
emlg,78,6,0,72,0,0.0769230769230769,0.176470588235294,78,6,6,0.0769230769230769,0.176470588235294,V0.5_c2,bgs,8,34,61571
snp,4,0,0,4,0,0,0,4,0,0,0,0,V0.5_c2,bgs,9,38,61604
snp_n2,6,0,0,6,0,0,0,6,0,0,0,0,V0.5_c2,bgs,9,38,61604
snp_n5,18,0,0,18,0,0,0,18,0,0,0,0,V0.5_c2,bgs,9,38,61604
simes_nosparse,1,0,0,1,0,0,0,1,0,0,0,0,V0.5_c2,bgs,9,38,61604
simes_n2_nosparse,3,0,0,3,0,0,0,3,0,0,0,0,V0.5_c2,bgs,9,38,61604
simes_n2,6,0,0,6,0,0,0,6,0,0,0,0,V0.5_c2,bgs,9,38,61604
rep,3,0,0,3,0,0,0,3,0,0,0,0,V0.5_c2,bgs,9,38,61604
simes,6,0,0,6,0,0,0,6,0,0,0,0,V0.5_c2,bgs,9,38,61604
emlg,8,0,0,8,0,0,0,8,0,0,0,0,V0.5_c2,bgs,9,38,61604
snp,145,11,6,128,5,0.0758620689655172,0.34375,140,12,13,0.0857142857142857,0.40625,V0.5_c2,bgs,10,32,60085
snp_n2,141,11,6,124,5,0.0780141843971631,0.34375,136,12,13,0.0882352941176471,0.40625,V0.5_c2,bgs,10,32,60085
snp_n5,126,11,6,109,5,0.0873015873015873,0.34375,121,12,13,0.0991735537190083,0.40625,V0.5_c2,bgs,10,32,60085
simes_nosparse,0,0,0,0,0,,0,0,0,0,0,0,V0.5_c2,bgs,10,32,60085
simes_n2_nosparse,0,0,0,0,0,,0,0,0,0,0,0,V0.5_c2,bgs,10,32,60085
simes_n2,73,7,2,64,0,0.0958904109589041,0.21875,73,9,10,0.123287671232877,0.3125,V0.5_c2,bgs,10,32,60085
rep,25,3,0,22,0,0.12,0.09375,25,3,4,0.12,0.125,V0.5_c2,bgs,10,32,60085
simes,68,7,3,58,0,0.102941176470588,0.21875,68,10,11,0.147058823529412,0.34375,V0.5_c2,bgs,10,32,60085
emlg,32,3,1,28,0,0.09375,0.09375,32,4,4,0.125,0.125,V0.5_c2,bgs,10,32,60085
snp,35,8,2,25,2,0.228571428571429,0.380952380952381,33,8,10,0.242424242424242,0.476190476190476,V1_c1.5,nobgs,1,21,91185
snp_n2,31,8,3,20,3,0.258064516129032,0.380952380952381,28,8,10,0.285714285714286,0.476190476190476,V1_c1.5,nobgs,1,21,91185
snp_n5,31,10,3,18,3,0.32258064516129,0.476190476190476,28,10,12,0.357142857142857,0.571428571428571,V1_c1.5,nobgs,1,21,91185
simes_nosparse,2,1,0,1,0,0.5,0.0476190476190476,2,1,1,0.5,0.0476190476190476,V1_c1.5,nobgs,1,21,91185
simes_n2_nosparse,1,1,0,0,0,1,0.0476190476190476,1,1,1,1,0.0476190476190476,V1_c1.5,nobgs,1,21,91185
simes_n2,3,2,0,1,0,0.666666666666667,0.0952380952380952,3,2,3,0.666666666666667,0.142857142857143,V1_c1.5,nobgs,1,21,91185
rep,7,4,0,3,0,0.571428571428571,0.19047619047619,7,4,6,0.571428571428571,0.285714285714286,V1_c1.5,nobgs,1,21,91185
simes,2,1,0,1,0,0.5,0.0476190476190476,2,1,1,0.5,0.0476190476190476,V1_c1.5,nobgs,1,21,91185
emlg,6,2,1,3,0,0.333333333333333,0.0952380952380952,6,3,3,0.5,0.142857142857143,V1_c1.5,nobgs,1,21,91185
snp,53,0,2,51,0,0,0,53,2,2,0.0377358490566038,0.0740740740740741,V1_c1.5,nobgs,2,27,91759
snp_n2,56,0,2,54,0,0,0,56,2,2,0.0357142857142857,0.0740740740740741,V1_c1.5,nobgs,2,27,91759
snp_n5,45,2,2,41,0,0.0444444444444444,0.0740740740740741,45,4,4,0.0888888888888889,0.148148148148148,V1_c1.5,nobgs,2,27,91759
simes_nosparse,1,0,0,1,0,0,0,1,0,0,0,0,V1_c1.5,nobgs,2,27,91759
simes_n2_nosparse,2,0,0,2,0,0,0,2,0,0,0,0,V1_c1.5,nobgs,2,27,91759
simes_n2,16,0,0,16,0,0,0,16,0,0,0,0,V1_c1.5,nobgs,2,27,91759
rep,0,0,0,0,0,,0,0,0,0,0,0,V1_c1.5,nobgs,2,27,91759
simes,10,0,0,10,0,0,0,10,0,0,0,0,V1_c1.5,nobgs,2,27,91759
emlg,34,0,1,33,0,0,0,34,1,1,0.0294117647058824,0.037037037037037,V1_c1.5,nobgs,2,27,91759
snp,8,3,0,5,0,0.375,0.125,8,3,3,0.375,0.125,V1_c1.5,nobgs,3,24,91104
snp_n2,8,3,0,5,0,0.375,0.125,8,3,3,0.375,0.125,V1_c1.5,nobgs,3,24,91104
snp_n5,10,3,0,7,0,0.3,0.125,10,3,3,0.3,0.125,V1_c1.5,nobgs,3,24,91104
simes_nosparse,1,1,0,0,0,1,0.0416666666666667,1,1,1,1,0.0416666666666667,V1_c1.5,nobgs,3,24,91104
simes_n2_nosparse,2,1,0,1,0,0.5,0.0416666666666667,2,1,1,0.5,0.0416666666666667,V1_c1.5,nobgs,3,24,91104
simes_n2,3,1,0,2,0,0.333333333333333,0.0416666666666667,3,1,1,0.333333333333333,0.0416666666666667,V1_c1.5,nobgs,3,24,91104
rep,3,1,0,2,0,0.333333333333333,0.0416666666666667,3,1,1,0.333333333333333,0.0416666666666667,V1_c1.5,nobgs,3,24,91104
simes,2,1,0,1,0,0.5,0.0416666666666667,2,1,1,0.5,0.0416666666666667,V1_c1.5,nobgs,3,24,91104
emlg,9,2,1,6,1,0.222222222222222,0.0833333333333333,8,2,2,0.25,0.0833333333333333,V1_c1.5,nobgs,3,24,91104
snp,5,4,0,1,0,0.8,0.148148148148148,5,4,4,0.8,0.148148148148148,V1_c1.5,nobgs,4,27,90013
snp_n2,5,4,0,1,0,0.8,0.148148148148148,5,4,4,0.8,0.148148148148148,V1_c1.5,nobgs,4,27,90013
snp_n5,6,5,1,0,1,0.833333333333333,0.185185185185185,5,5,5,1,0.185185185185185,V1_c1.5,nobgs,4,27,90013
simes_nosparse,0,0,0,0,0,,0,0,0,0,0,0,V1_c1.5,nobgs,4,27,90013
simes_n2_nosparse,0,0,0,0,0,,0,0,0,0,0,0,V1_c1.5,nobgs,4,27,90013
simes_n2,0,0,0,0,0,,0,0,0,0,0,0,V1_c1.5,nobgs,4,27,90013
rep,0,0,0,0,0,,0,0,0,0,0,0,V1_c1.5,nobgs,4,27,90013
simes,0,0,0,0,0,,0,0,0,0,0,0,V1_c1.5,nobgs,4,27,90013
emlg,0,0,0,0,0,,0,0,0,0,0,0,V1_c1.5,nobgs,4,27,90013
snp,1,0,0,1,0,0,0,1,0,0,0,0,V1_c1.5,nobgs,5,22,90547
snp_n2,1,0,0,1,0,0,0,1,0,0,0,0,V1_c1.5,nobgs,5,22,90547
snp_n5,1,0,0,1,0,0,0,1,0,0,0,0,V1_c1.5,nobgs,5,22,90547
simes_nosparse,0,0,0,0,0,,0,0,0,0,0,0,V1_c1.5,nobgs,5,22,90547
simes_n2_nosparse,1,0,0,1,0,0,0,1,0,0,0,0,V1_c1.5,nobgs,5,22,90547
simes_n2,2,0,0,2,0,0,0,2,0,0,0,0,V1_c1.5,nobgs,5,22,90547
rep,0,0,0,0,0,,0,0,0,0,0,0,V1_c1.5,nobgs,5,22,90547
simes,0,0,0,0,0,,0,0,0,0,0,0,V1_c1.5,nobgs,5,22,90547
emlg,3,0,0,3,0,0,0,3,0,0,0,0,V1_c1.5,nobgs,5,22,90547
snp,177,4,3,170,1,0.0225988700564972,0.2,176,6,7,0.0340909090909091,0.35,V1_c1.5,nobgs,6,20,91998
snp_n2,170,4,2,164,1,0.0235294117647059,0.2,169,5,6,0.029585798816568,0.3,V1_c1.5,nobgs,6,20,91998
