route,floor,R,R_ntrl,f_ntrl,cell,tag,env
best,5,29,2,0.521693632777912,V2_c1,nobgs,3
best,8,34,3,0.532044760935911,V2_c1,nobgs,3
simes,1,16,1,0.515070716438674,V2_c1,nobgs,3
simes,2,18,1,0.517765103506548,V2_c1,nobgs,3
simes,5,17,0,0.521693632777912,V2_c1,nobgs,3
simes,8,19,0,0.532044760935911,V2_c1,nobgs,3
cons,1,6,0,0.507007950873269,V2_c1,nobgs,4
cons,2,11,0,0.508549479596894,V2_c1,nobgs,4
cons,5,5,0,0.504336276271584,V2_c1,nobgs,4
cons,8,5,0,0.50016694490818,V2_c1,nobgs,4
best,1,10,1,0.507007950873269,V2_c1,nobgs,4
best,2,11,1,0.508549479596894,V2_c1,nobgs,4
best,5,5,0,0.504336276271584,V2_c1,nobgs,4
best,8,7,0,0.50016694490818,V2_c1,nobgs,4
simes,1,7,0,0.507007950873269,V2_c1,nobgs,4
simes,2,10,1,0.508549479596894,V2_c1,nobgs,4
simes,5,5,0,0.504336276271584,V2_c1,nobgs,4
simes,8,5,0,0.50016694490818,V2_c1,nobgs,4
cons,1,5,0,0.513264701950074,V2_c1,nobgs,5
cons,2,6,0,0.514428088903715,V2_c1,nobgs,5
cons,5,7,0,0.518585890540968,V2_c1,nobgs,5
cons,8,7,0,0.517668428005284,V2_c1,nobgs,5
best,1,9,0,0.513264701950074,V2_c1,nobgs,5
best,2,16,2,0.514428088903715,V2_c1,nobgs,5
best,5,12,0,0.518585890540968,V2_c1,nobgs,5
best,8,17,2,0.517668428005284,V2_c1,nobgs,5
simes,1,2,0,0.513264701950074,V2_c1,nobgs,5
simes,2,5,0,0.514428088903715,V2_c1,nobgs,5
simes,5,8,0,0.518585890540968,V2_c1,nobgs,5
simes,8,9,0,0.517668428005284,V2_c1,nobgs,5
