analysis,flagged,contain,tag_not_contain,neither,satellites,raw_prec,raw_rec,dedup_regions,dedup_tp,dedup_qtn,dedup_prec,dedup_rec,cell,tag,env,n_qtn,n_clusters
simes_n2_nosparse,14,5,0,9,0,0.357142857142857,0.3125,14,5,5,0.357142857142857,0.3125,V2_c1,nobgs,8,16,104276
simes_n2,14,5,0,9,0,0.357142857142857,0.3125,14,5,5,0.357142857142857,0.3125,V2_c1,nobgs,8,16,104276
rep,14,4,0,10,0,0.285714285714286,0.25,14,4,4,0.285714285714286,0.25,V2_c1,nobgs,8,16,104276
simes,17,5,0,12,0,0.294117647058824,0.3125,17,5,5,0.294117647058824,0.3125,V2_c1,nobgs,8,16,104276
emlg,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,nobgs,8,16,104276
snp,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,nobgs,9,17,105156
snp_n2,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,nobgs,9,17,105156
snp_n5,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,nobgs,9,17,105156
simes_only_sparse,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,nobgs,9,17,105156
simes_only_longdense,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,nobgs,9,17,105156
simes_nosparse,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,nobgs,9,17,105156
simes_n2_nosparse,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,nobgs,9,17,105156
simes_n2,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,nobgs,9,17,105156
rep,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,nobgs,9,17,105156
simes,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,nobgs,9,17,105156
emlg,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,nobgs,9,17,105156
snp,95,6,3,86,2,0.0631578947368421,0.461538461538462,93,7,7,0.0752688172043011,0.538461538461538,V2_c1,nobgs,10,13,105148
snp_n2,85,5,3,77,2,0.0588235294117647,0.384615384615385,83,6,6,0.072289156626506,0.461538461538462,V2_c1,nobgs,10,13,105148
snp_n5,51,2,3,46,1,0.0392156862745098,0.153846153846154,50,4,4,0.08,0.307692307692308,V2_c1,nobgs,10,13,105148
simes_only_sparse,16,0,0,16,0,0,0,16,0,0,0,0,V2_c1,nobgs,10,13,105148
simes_only_longdense,15,0,0,15,0,0,0,15,0,0,0,0,V2_c1,nobgs,10,13,105148
simes_nosparse,21,3,1,17,1,0.142857142857143,0.230769230769231,20,3,3,0.15,0.230769230769231,V2_c1,nobgs,10,13,105148
simes_n2_nosparse,23,3,2,18,2,0.130434782608696,0.230769230769231,21,3,3,0.142857142857143,0.230769230769231,V2_c1,nobgs,10,13,105148
simes_n2,32,3,2,27,2,0.09375,0.230769230769231,30,3,3,0.1,0.230769230769231,V2_c1,nobgs,10,13,105148
rep,22,1,1,20,1,0.0454545454545455,0.0769230769230769,21,1,1,0.0476190476190476,0.0769230769230769,V2_c1,nobgs,10,13,105148
simes,29,3,1,25,1,0.103448275862069,0.230769230769231,28,3,3,0.107142857142857,0.230769230769231,V2_c1,nobgs,10,13,105148
emlg,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,nobgs,10,13,105148
snp,15,6,2,7,2,0.4,0.5,13,6,6,0.461538461538462,0.5,V2_c1,bgs,1,12,87767
snp_n2,14,5,2,7,2,0.357142857142857,0.416666666666667,12,5,5,0.416666666666667,0.416666666666667,V2_c1,bgs,1,12,87767
snp_n5,8,4,1,3,1,0.5,0.333333333333333,7,4,4,0.571428571428571,0.333333333333333,V2_c1,bgs,1,12,87767
simes_only_sparse,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,1,12,87767
simes_only_longdense,4,3,0,1,0,0.75,0.25,4,3,3,0.75,0.25,V2_c1,bgs,1,12,87767
simes_nosparse,5,2,1,2,1,0.4,0.166666666666667,4,2,2,0.5,0.166666666666667,V2_c1,bgs,1,12,87767
simes_n2_nosparse,2,1,1,0,1,0.5,0.0833333333333333,1,1,1,1,0.0833333333333333,V2_c1,bgs,1,12,87767
simes_n2,2,1,1,0,1,0.5,0.0833333333333333,1,1,1,1,0.0833333333333333,V2_c1,bgs,1,12,87767
rep,5,2,1,2,0,0.4,0.166666666666667,5,3,3,0.6,0.25,V2_c1,bgs,1,12,87767
simes,5,2,1,2,1,0.4,0.166666666666667,4,2,2,0.5,0.166666666666667,V2_c1,bgs,1,12,87767
emlg,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,1,12,87767
snp,77,6,2,69,2,0.0779220779220779,0.461538461538462,75,6,6,0.08,0.461538461538462,V2_c1,bgs,2,13,87586
snp_n2,79,6,3,70,3,0.0759493670886076,0.461538461538462,76,6,6,0.0789473684210526,0.461538461538462,V2_c1,bgs,2,13,87586
snp_n5,52,5,5,42,5,0.0961538461538462,0.384615384615385,47,5,5,0.106382978723404,0.384615384615385,V2_c1,bgs,2,13,87586
simes_only_sparse,13,0,0,13,0,0,0,13,0,0,0,0,V2_c1,bgs,2,13,87586
simes_only_longdense,15,3,1,11,1,0.2,0.230769230769231,14,3,3,0.214285714285714,0.230769230769231,V2_c1,bgs,2,13,87586
simes_nosparse,11,5,0,6,0,0.454545454545455,0.384615384615385,11,5,5,0.454545454545455,0.384615384615385,V2_c1,bgs,2,13,87586
simes_n2_nosparse,11,4,0,7,0,0.363636363636364,0.307692307692308,11,4,4,0.363636363636364,0.307692307692308,V2_c1,bgs,2,13,87586
simes_n2,16,4,0,12,0,0.25,0.307692307692308,16,4,4,0.25,0.307692307692308,V2_c1,bgs,2,13,87586
rep,7,1,0,6,0,0.142857142857143,0.0769230769230769,7,1,1,0.142857142857143,0.0769230769230769,V2_c1,bgs,2,13,87586
simes,17,5,0,12,0,0.294117647058824,0.384615384615385,17,5,5,0.294117647058824,0.384615384615385,V2_c1,bgs,2,13,87586
emlg,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,2,13,87586
snp,41,9,4,28,4,0.219512195121951,0.692307692307692,37,9,10,0.243243243243243,0.769230769230769,V2_c1,bgs,3,13,87551
snp_n2,38,8,4,26,3,0.210526315789474,0.615384615384615,35,9,10,0.257142857142857,0.769230769230769,V2_c1,bgs,3,13,87551
snp_n5,26,7,1,18,1,0.269230769230769,0.538461538461538,25,7,8,0.28,0.615384615384615,V2_c1,bgs,3,13,87551
simes_only_sparse,5,1,0,4,0,0.2,0.0769230769230769,5,1,1,0.2,0.0769230769230769,V2_c1,bgs,3,13,87551
simes_only_longdense,3,2,0,1,0,0.666666666666667,0.153846153846154,3,2,2,0.666666666666667,0.153846153846154,V2_c1,bgs,3,13,87551
simes_nosparse,10,5,2,3,2,0.5,0.384615384615385,8,5,6,0.625,0.461538461538462,V2_c1,bgs,3,13,87551
simes_n2_nosparse,9,4,2,3,2,0.444444444444444,0.307692307692308,7,4,5,0.571428571428571,0.384615384615385,V2_c1,bgs,3,13,87551
simes_n2,12,5,2,5,2,0.416666666666667,0.384615384615385,10,5,6,0.5,0.461538461538462,V2_c1,bgs,3,13,87551
rep,9,5,2,2,2,0.555555555555556,0.384615384615385,7,5,6,0.714285714285714,0.461538461538462,V2_c1,bgs,3,13,87551
simes,12,6,2,4,2,0.5,0.461538461538462,10,6,7,0.6,0.538461538461538,V2_c1,bgs,3,13,87551
emlg,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,3,13,87551
snp,10,7,2,1,2,0.7,0.7,8,7,7,0.875,0.7,V2_c1,bgs,4,10,87266
snp_n2,11,7,2,2,2,0.636363636363636,0.7,9,7,7,0.777777777777778,0.7,V2_c1,bgs,4,10,87266
snp_n5,10,7,0,3,0,0.7,0.7,10,7,7,0.7,0.7,V2_c1,bgs,4,10,87266
simes_only_sparse,2,1,0,1,0,0.5,0.1,2,1,1,0.5,0.1,V2_c1,bgs,4,10,87266
simes_only_longdense,1,1,0,0,0,1,0.1,1,1,1,1,0.1,V2_c1,bgs,4,10,87266
simes_nosparse,2,2,0,0,0,1,0.2,2,2,2,1,0.2,V2_c1,bgs,4,10,87266
simes_n2_nosparse,3,3,0,0,0,1,0.3,3,3,3,1,0.3,V2_c1,bgs,4,10,87266
simes_n2,4,4,0,0,0,1,0.4,4,4,4,1,0.4,V2_c1,bgs,4,10,87266
rep,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,4,10,87266
simes,3,3,0,0,0,1,0.3,3,3,3,1,0.3,V2_c1,bgs,4,10,87266
emlg,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,4,10,87266
snp,10,4,1,5,1,0.4,0.444444444444444,9,4,4,0.444444444444444,0.444444444444444,V2_c1,bgs,5,9,86617
snp_n2,7,3,1,3,1,0.428571428571429,0.333333333333333,6,3,3,0.5,0.333333333333333,V2_c1,bgs,5,9,86617
snp_n5,7,3,1,3,1,0.428571428571429,0.333333333333333,6,3,3,0.5,0.333333333333333,V2_c1,bgs,5,9,86617
simes_only_sparse,2,1,1,0,1,0.5,0.111111111111111,1,1,1,1,0.111111111111111,V2_c1,bgs,5,9,86617
simes_only_longdense,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,5,9,86617
simes_nosparse,1,1,0,0,0,1,0.111111111111111,1,1,1,1,0.111111111111111,V2_c1,bgs,5,9,86617
simes_n2_nosparse,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,5,9,86617
simes_n2,2,2,0,0,0,1,0.222222222222222,2,2,2,1,0.222222222222222,V2_c1,bgs,5,9,86617
rep,1,1,0,0,0,1,0.111111111111111,1,1,1,1,0.111111111111111,V2_c1,bgs,5,9,86617
simes,4,3,0,1,0,0.75,0.333333333333333,4,3,3,0.75,0.333333333333333,V2_c1,bgs,5,9,86617
emlg,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,5,9,86617
snp,65,7,3,55,3,0.107692307692308,0.583333333333333,62,7,7,0.112903225806452,0.583333333333333,V2_c1,bgs,6,12,88045
snp_n2,59,7,3,49,3,0.11864406779661,0.583333333333333,56,7,7,0.125,0.583333333333333,V2_c1,bgs,6,12,88045
snp_n5,39,6,0,33,0,0.153846153846154,0.5,39,6,6,0.153846153846154,0.5,V2_c1,bgs,6,12,88045
simes_only_sparse,29,2,0,27,0,0.0689655172413793,0.166666666666667,29,2,2,0.0689655172413793,0.166666666666667,V2_c1,bgs,6,12,88045
simes_only_longdense,4,1,0,3,0,0.25,0.0833333333333333,4,1,1,0.25,0.0833333333333333,V2_c1,bgs,6,12,88045
simes_nosparse,14,4,2,8,2,0.285714285714286,0.333333333333333,12,4,4,0.333333333333333,0.333333333333333,V2_c1,bgs,6,12,88045
simes_n2_nosparse,15,4,2,9,2,0.266666666666667,0.333333333333333,13,4,4,0.307692307692308,0.333333333333333,V2_c1,bgs,6,12,88045
simes_n2,31,6,3,22,3,0.193548387096774,0.5,28,6,6,0.214285714285714,0.5,V2_c1,bgs,6,12,88045
rep,22,3,2,17,1,0.136363636363636,0.25,21,4,4,0.19047619047619,0.333333333333333,V2_c1,bgs,6,12,88045
simes,30,5,2,23,2,0.166666666666667,0.416666666666667,28,5,5,0.178571428571429,0.416666666666667,V2_c1,bgs,6,12,88045
emlg,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,6,12,88045
snp,34,7,3,24,3,0.205882352941176,0.466666666666667,31,7,7,0.225806451612903,0.466666666666667,V2_c1,bgs,7,15,87487
snp_n2,27,6,3,18,3,0.222222222222222,0.4,24,6,6,0.25,0.4,V2_c1,bgs,7,15,87487
snp_n5,9,5,0,4,0,0.555555555555556,0.333333333333333,9,5,5,0.555555555555556,0.333333333333333,V2_c1,bgs,7,15,87487
simes_only_sparse,4,2,0,2,0,0.5,0.133333333333333,4,2,2,0.5,0.133333333333333,V2_c1,bgs,7,15,87487
simes_only_longdense,3,2,0,1,0,0.666666666666667,0.133333333333333,3,2,2,0.666666666666667,0.133333333333333,V2_c1,bgs,7,15,87487
simes_nosparse,8,5,0,3,0,0.625,0.333333333333333,8,5,5,0.625,0.333333333333333,V2_c1,bgs,7,15,87487
simes_n2_nosparse,7,4,0,3,0,0.571428571428571,0.266666666666667,7,4,4,0.571428571428571,0.266666666666667,V2_c1,bgs,7,15,87487
simes_n2,9,6,0,3,0,0.666666666666667,0.4,9,6,6,0.666666666666667,0.4,V2_c1,bgs,7,15,87487
rep,1,1,0,0,0,1,0.0666666666666667,1,1,1,1,0.0666666666666667,V2_c1,bgs,7,15,87487
simes,9,6,0,3,0,0.666666666666667,0.4,9,6,6,0.666666666666667,0.4,V2_c1,bgs,7,15,87487
emlg,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,7,15,87487
snp,60,5,2,53,2,0.0833333333333333,0.454545454545455,58,5,5,0.0862068965517242,0.454545454545455,V2_c1,bgs,8,11,87728
snp_n2,61,5,2,54,2,0.0819672131147541,0.454545454545455,59,5,5,0.0847457627118644,0.454545454545455,V2_c1,bgs,8,11,87728
snp_n5,45,4,1,40,1,0.0888888888888889,0.363636363636364,44,4,4,0.0909090909090909,0.363636363636364,V2_c1,bgs,8,11,87728
simes_only_sparse,19,3,3,13,2,0.157894736842105,0.272727272727273,17,4,4,0.235294117647059,0.363636363636364,V2_c1,bgs,8,11,87728
simes_only_longdense,1,0,0,1,0,0,0,1,0,0,0,0,V2_c1,bgs,8,11,87728
simes_nosparse,14,1,0,13,0,0.0714285714285714,0.0909090909090909,14,1,1,0.0714285714285714,0.0909090909090909,V2_c1,bgs,8,11,87728
simes_n2_nosparse,18,1,0,17,0,0.0555555555555556,0.0909090909090909,18,1,1,0.0555555555555556,0.0909090909090909,V2_c1,bgs,8,11,87728
simes_n2,29,2,1,26,1,0.0689655172413793,0.181818181818182,28,2,2,0.0714285714285714,0.181818181818182,V2_c1,bgs,8,11,87728
rep,20,2,0,18,0,0.1,0.181818181818182,20,2,2,0.1,0.181818181818182,V2_c1,bgs,8,11,87728
simes,20,2,1,17,1,0.1,0.181818181818182,19,2,2,0.105263157894737,0.181818181818182,V2_c1,bgs,8,11,87728
emlg,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,8,11,87728
snp,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,9,10,87695
snp_n2,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,9,10,87695
snp_n5,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,9,10,87695
simes_only_sparse,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,9,10,87695
simes_only_longdense,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,9,10,87695
simes_nosparse,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,9,10,87695
simes_n2_nosparse,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,9,10,87695
simes_n2,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,9,10,87695
rep,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,9,10,87695
simes,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,9,10,87695
emlg,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,9,10,87695
snp,38,5,4,29,4,0.131578947368421,0.357142857142857,34,5,5,0.147058823529412,0.357142857142857,V2_c1,bgs,10,14,88419
snp_n2,37,5,3,29,3,0.135135135135135,0.357142857142857,34,5,5,0.147058823529412,0.357142857142857,V2_c1,bgs,10,14,88419
snp_n5,12,3,0,9,0,0.25,0.214285714285714,12,3,3,0.25,0.214285714285714,V2_c1,bgs,10,14,88419
simes_only_sparse,15,0,1,14,0,0,0,15,1,1,0.0666666666666667,0.0714285714285714,V2_c1,bgs,10,14,88419
simes_only_longdense,3,3,0,0,0,1,0.214285714285714,3,3,3,1,0.214285714285714,V2_c1,bgs,10,14,88419
simes_nosparse,16,5,2,9,2,0.3125,0.357142857142857,14,5,5,0.357142857142857,0.357142857142857,V2_c1,bgs,10,14,88419
simes_n2_nosparse,18,5,1,12,1,0.277777777777778,0.357142857142857,17,5,5,0.294117647058824,0.357142857142857,V2_c1,bgs,10,14,88419
simes_n2,28,5,3,20,3,0.178571428571429,0.357142857142857,25,5,5,0.2,0.357142857142857,V2_c1,bgs,10,14,88419
rep,15,3,3,9,3,0.2,0.214285714285714,12,3,3,0.25,0.214285714285714,V2_c1,bgs,10,14,88419
simes,22,5,3,14,3,0.227272727272727,0.357142857142857,19,5,5,0.263157894736842,0.357142857142857,V2_c1,bgs,10,14,88419
emlg,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,10,14,88419
